segmentnr	original	analyzed
SA_GSD36_pars2_pu-0	[Vol. I, Part 1:]	vol i part 
SA_GSD36_pars2_pu-1	ācārakāṇḍam	ācāra kāṇḍam 
SA_GSD36_pars2_pu-2	cāturvarṇyācāram	cāturvarṇya ācāram 
SA_GSD36_pars2_pu-3	athāto himaśailāgre devadāruvanālaye /	atha atas himaśaila agre devadāru vana ālaye 
SA_GSD36_pars2_pu-4	vyāsam ekāgram āsīnam apṛcchann ṛṣayaḥ purā (I,1, p. 37) // Par_1.1 //	vyāsam ekāgram āsīnam apṛcchan ṛṣayaḥ purā 
SA_GSD36_pars2_pu-5	mānuṣāṇāṃ hitaṃ dharmaṃ vartamāne kalau yuge /	mānuṣāṇām hitam dharmam vartamāne kalau yuge 
SA_GSD36_pars2_pu-6	śaucācāraṃ yathāvac ca vada satyavatīsuta // Par_1.2 //	śauca ācāram yathāvat ca vada satyavatī suta 
SA_GSD36_pars2_pu-7	tac chrutvā ṛṣivākyaṃ tu saśiṣyo 'gnyarkasaṃnibhaḥ /	tat śrutvā ṛṣi vākyam tu sa śiṣyaḥ gni arka saṃnibhaḥ 
SA_GSD36_pars2_pu-8	pratyuvāca mahātejāḥ śrutismṛtiviśāradaḥ (I,1, p. 65) // Par_1.3 //	pratyuvāca mahā tejāḥ śruti smṛti viśāradaḥ 
SA_GSD36_pars2_pu-9	na cāhaṃ sarvatattvajñaḥ kathaṃ dharmaṃ vadāmy ahaṃ /	na ca aham sarva tattva jñaḥ katham dharmam vadāmi aham 
SA_GSD36_pars2_pu-10	asmatpitaiva praṣṭavya iti vyāsaḥ suto 'bravīt // Par_1.4 //	asmad pitā eva praṣṭavyaḥ iti vyāsaḥ sutaḥ bravīt 
SA_GSD36_pars2_pu-11	tatas ta ṛṣayaḥ sarve dharmatattvārthakāṅkṣiṇaḥ /	tatas te ṛṣayaḥ sarve dharma tattva artha kāṅkṣiṇaḥ 
SA_GSD36_pars2_pu-12	ṛṣiṃ vyāsaṃ puraskṛtya gatā badarikāśramam (I,1, p. 68) // Par_1.5 //	ṛṣim vyāsam puraskṛtya gatāḥ badarikāśramam 
