segmentnr	original	analyzed
MBpranagnihotraHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBpranagnihotraHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00268	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBpranagnihotraHK-2	Uniform title: prāṇāgnihotra	uniform title prāṇa agnihotra 
MBpranagnihotraHK-3	Manuscript : BHU C4257	manuscript bhu 
MBpranagnihotraHK-4	Notes: Data entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.	notes data entered by the staff muktabodha under the supervision of mark sg dyczkowski 
MBpranagnihotraHK-5	Revision 0: April 7, 2012	revision april 
MBpranagnihotraHK-6	Publication country : India	publication country india 
MBpranagnihotraHK-7	p. 251a)	p 
MBpranagnihotraHK-8	oṃ namo gurave ||	om namaḥ gurave 
MBpranagnihotraHK-9	alpavittānarā ye ca agnihotraṃ na kurvate |	alpa vitta anarāḥ ye ca agnihotram na kurvate 
MBpranagnihotraHK-10	teṣāṃ prāṇāgnihotraṃ tu prasādaṃ kuru śūlabhṛt || 1 ||	teṣām prāṇa agni hotram tu prasādam kuru śūlabhṛt 
MBpranagnihotraHK-11	śarīresmin katyagnayaḥ ko yajamānaḥ kā patnī ka ṛtvik |	śarīresmin kati agnayaḥ kaḥ yajamānaḥ kā patnī kaḥ ṛtvij 
MBpranagnihotraHK-12	ko dhvayuḥ? | ko hotā | ka utgataḥ | ka upadraṣṭā | kaḥ pratiprasutā | kaḥ snātakaḥ	kaḥ dhvayuḥ kaḥ hotā  kaḥ utgataḥ kaḥ upadraṣṭā kaḥ pratiprasutā kaḥ snātakaḥ 
MBpranagnihotraHK-13	| ka indraḥ | ka indrāgnī | kiṃ havirdhānaṃ | kimindhanaṃ | kaḥ kalaśaḥ | kā	kaḥ indraḥ kaḥ indra agnī kim havirdhānam kim indhanam kaḥ kalaśaḥ kā 
MBpranagnihotraHK-14	āpaḥ | korghaḥ | kimarghapātraṃ |	āpaḥ kaḥ orghaḥ kim arghapātram 
MBpranagnihotraHK-15	p. 250b) ko gandhaḥ | kiṃ puṣpam | ko dhūpaḥ | ko dīpaḥ | kā vediḥ | kā	kaḥ gandhaḥ kim puṣpam kaḥ dhūpaḥ kaḥ dīpaḥ kā vediḥ kā 
MBpranagnihotraHK-16	antarvediḥ | imidhmaṃ | ke paridhayaḥ | ko yūpā | kāraṇiḥ | kaśca samaḥ | kaḥ	antarvediḥ ke paridhayaḥ kaḥ yūpā kā araṇiḥ kaḥ ca samaḥ kaḥ 
MBpranagnihotraHK-17	paśuḥ | ko homaḥ | kā rasanā | ka upayāmaḥ | kau sruk sruvau | kaḥ puroḍāśaḥ |	paśuḥ kaḥ homaḥ kā rasanā kaḥ upayāmaḥ kau sruc sruvau kaḥ puroḍāśaḥ 
