segmentnr	original	analyzed
SA_GS40_nitrrk_u-0	svargāpavargavisphārau bhuvanasyodaye yathā /	svarga apavarga visphārau bhuvanasya udaye yathā 
SA_GS40_nitrrk_u-1	bhavarogaharau vande caṇḍikācandraśekharau // Rrā_1,1.1 //	                          
SA_GS40_nitrrk_u-2	rasoparasalohānāṃ tailamūlaphalaiḥ saha /	rasa uparasa lohānām taila mūla phalaiḥ saha 
SA_GS40_nitrrk_u-3	asādhyaṃ pratyayopetaṃ kathyate rasasādhanam // Rrā_1,1.2 //	asādhyam pratyaya upetam kathyate rasa sādhanam 
SA_GS40_nitrrk_u-4	vaidyānāṃ yaśase'rthāya vyādhitānāṃ hitāya ca /	vaidyānām yaśasā īrthāya vyādhitānām hitāya ca 
SA_GS40_nitrrk_u-5	vādināṃ kautukārthāya vṛddhānāṃ dehasiddhaye // Rrā_1,1.3 //	vādinām kautuka arthāya vṛddhānām deha siddhaye 
SA_GS40_nitrrk_u-6	mantriṇāṃ mantrasiddhyarthaṃ vividhāścaryakāraṇam /	mantriṇām mantra siddhi artham vividha āścarya kāraṇam 
SA_GS40_nitrrk_u-7	pañcakhaṇḍam idaṃ śāstraṃ sādhakānāṃ hitapradam // Rrā_1,1.4 //	pañca khaṇḍam idam śāstram sādhakānām hita pradam 
SA_GS40_nitrrk_u-8	rasakhaṇḍe tu vaidyānāṃ vyādhitānāṃ rasendrake /	rasakhaṇḍe tu vaidyānām vyādhitānām rasendrake 
SA_GS40_nitrrk_u-9	vādināṃ vādakhaṇḍe ca vṛddhānāṃ ca rasāyane // Rrā_1,1.5 //	vādinām vādakhaṇḍe ca vṛddhānām ca rasāyane 
SA_GS40_nitrrk_u-10	mantriṇāṃ mantrakhaṇḍe ca rasasiddhiḥ prajāyate /	mantriṇām mantrakhaṇḍe ca rasa siddhiḥ prajāyate 
SA_GS40_nitrrk_u-11	sutarāṃ nāsti saṃdehaḥ tattatkhaṇḍavilokinām // Rrā_1,1.6 //	sutarām nā asti saṃdehaḥ tad tad khaṇḍa vilokinām 
SA_GS40_nitrrk_u-12	hato hanti jarāmṛtyuṃ mūrchito vyādhighātakaḥ /	hataḥ hanti jarā mṛtyum mūrchitaḥ vyādhi ghātakaḥ 
SA_GS40_nitrrk_u-13	dhatte ca khegatiṃ baddhaḥ ko'nyaḥ sūtātkṛpākaraḥ // Rrā_1,1.7 //	dhatte ca khegatim baddhaḥ kaḥ nyaḥ sūtāt kṛpā karaḥ 
SA_GS40_nitrrk_u-14	jarāmaraṇadāridryaroganāśakaromataḥ /	jarā maraṇa dāridrya roga nāśa karaḥ mataḥ 
SA_GS40_nitrrk_u-15	mūrchito harate vyādhīn naso dehe carannapi // Rrā_1,1.8 //	mūrchitaḥ harate vyādhīn dehe caran api 
SA_GS40_nitrrk_u-16	mohayedyaḥ parānbaddho jīvayecca mṛtaḥ parān /	mohayet yaḥ parān baddhaḥ jīvayet ca mṛtaḥ parān 
SA_GS40_nitrrk_u-17	mūrchito bodhayedanyāṃstaṃ sūtaṃ ko na sevate // Rrā_1,1.9 //	mūrchitaḥ bodhayet anyān tam sūtam kaḥ na sevate 
SA_GS40_nitrrk_u-18	āyurdraviṇamārogyaṃ vahnir medhā mahad balam /	āyuḥ draviṇam ārogyam vahniḥ medhā mahat balam 
SA_GS40_nitrrk_u-19	rūpayauvanalāvaṇyaṃ rasopāsanayā bhavet // Rrā_1,1.10 //	rūpa yauvana lāvaṇyam rasa upāsanayā bhavet 
SA_GS40_nitrrk_u-20	mārayejjāritaṃ sūtaṃ gandhakenaiva mūrchayet /	mārayet jāritam sūtam gandhakena eva mūrchayet 
SA_GS40_nitrrk_u-21	baddhaḥ syād drutisatvābhyāṃ rasasyaivaṃ tridhā gatiḥ // Rrā_1,1.11 //	baddhaḥ syāt druti satvābhyām rasasya evam tridhā gatiḥ 
SA_GS40_nitrrk_u-22	doṣahīno raso brahmā mūrchitastu janārdanaḥ /	doṣa hīnaḥ rasaḥ brahmā mūrchitaḥ tu janārdanaḥ 
SA_GS40_nitrrk_u-23	mārito rudrarūpaḥ syādbaddhaḥ sākṣānmaheśvaraḥ // Rrā_1,1.12 //	māritaḥ rudra rūpaḥ syāt baddhaḥ sākṣāt maheśvaraḥ 
SA_GS40_nitrrk_u-24	vedhako dehalohābhyāṃ sūto devi sadāśivaḥ /	vedhakaḥ deha lohābhyām sūtaḥ devi sadāśivaḥ 
SA_GS40_nitrrk_u-25	darśanādrasarājasya brahmahatyāṃ vyapohati // Rrā_1,1.13 //	darśanāt rasarājasya brahmahatyām vyapohati 
SA_GS40_nitrrk_u-26	sparśanānnāśayeddevi gohatyāṃ nātra saṃśayaḥ /	sparśanāt nāśayet devi gohatyām na atra saṃśayaḥ 
SA_GS40_nitrrk_u-27	kiṃ punarbhakṣaṇāddevi prāpyate paramaṃ padam // Rrā_1,1.14 //	kim punar bhakṣaṇāt devi prāpyate paramam padam 
SA_GS40_nitrrk_u-28	alpamātropayogitvād arucer aprapsaṅgataḥ /	alpa mātra upayogi tvāt aruceḥ 
SA_GS40_nitrrk_u-29	kṣipramārogyadāyitvādbheṣajebhyo raso'dhikaḥ // Rrā_1,1.15 //	kṣipram ārogya dāyi tvāt bheṣajebhyaḥ rasa udhikaḥ 
SA_GS40_nitrrk_u-30	yaduktaṃ śambhunā pūrvaṃ rasakhaṇḍe rasāyane /	yat uktam śambhunā pūrvam rasakhaṇḍe rasāyane 
SA_GS40_nitrrk_u-31	rasasya vandanārthe ca dīpikā rasamaṅgale // Rrā_1,1.16 //	rasasya vandana arthe ca dīpikā rasamaṅgale 
SA_GS40_nitrrk_u-32	vyādhitānāṃ hitārthāya proktaṃ nāgārjunena yat /	vyādhitānām hita arthāya proktam nāgārjunena yat 
SA_GS40_nitrrk_u-33	uktaṃ carpaṭisiddhena svargavaidyakapālike // Rrā_1,1.17 //	uktam carpaṭi siddhena svarga vaidya kapālike 
SA_GS40_nitrrk_u-34	anekarasaśāstreṣu saṃhitāsvāgameṣu ca /	aneka rasa śāstreṣu saṃhitāsu āgameṣu ca 
SA_GS40_nitrrk_u-35	yaduktaṃ vāgbhaṭe tantre suśrute vaidyasāgare // Rrā_1,1.18 //	yat uktam vāgbhaṭe tantre suśrute vaidya sāgare 
SA_GS40_nitrrk_u-36	anyaiśca bahubhiḥ siddhair yad uktaṃ ca vilokya tat /	anyaiḥ ca bahubhiḥ siddhaiḥ yat uktam ca vilokya tat 
SA_GS40_nitrrk_u-37	tatra yadyadasādhyaṃ syādyadyaddurlabhamauṣadham // Rrā_1,1.19 //	tatra yat yat asādhyam syāt yat yat durlabham auṣadham 
SA_GS40_nitrrk_u-38	tattatsarvaṃ parityajya sārabhūtaṃ samuddhṛtam /	tat tat sarvam parityajya sāra bhūtam samuddhṛtam 
SA_GS40_nitrrk_u-39	kvacicchāstre kriyā nāsti kramasaṃkhyā na ca kvacit // Rrā_1,1.20 //	kvacid śāstre kriyā nā asti krama saṃkhyā na ca kvacid 
SA_GS40_nitrrk_u-40	mātrā yuktiḥ kvacinnāsti sampradāyo na ca kvacit /	mātrā yuktiḥ kvacid nā asti sampradāyaḥ na ca kvacid 
SA_GS40_nitrrk_u-41	tena siddhirna tatrāsti rase vātha rasāyane // Rrā_1,1.21 //	tena siddhiḥ na tatra asti rase vā atha rasāyane 
SA_GS40_nitrrk_u-42	vaidye vāde prayoge ca yasmādyatno mayā kṛtaḥ /	vaidye vāde prayoge ca yasmāt yatnaḥ mayā kṛtaḥ 
SA_GS40_nitrrk_u-43	yadyadgurumukhājjñātaṃ svānubhūtaṃ ca yanmayā /	yat yat guru mukhāt jñātam sva anubhūtam ca yat mayā 
SA_GS40_nitrrk_u-44	tattallokahitārthāya prakaṭīkriyate 'dhunā // Rrā_1,1.22 //	tat tat loka hita arthāya prakaṭīkriyate dhunā 
SA_GS40_nitrrk_u-45	śrīmān sūtanṛpo dadāti vilasaṃllakṣmīṃ vapuḥ śāśvataṃsvānāṃ prītikarīm acañcalamano māteva puṃsāṃ yathā /	śrīmān sūta nṛpaḥ dadāti vilasan lakṣmīm vapuḥ śāśvatam svānām prīti karīm acañcala manaḥ mātā iva puṃsām yathā 
SA_GS40_nitrrk_u-46	anyo nāsti śarīranāśakagadapradhvaṃsakārī tataḥ kāryaṃ nityamahotsavaiḥ prathamataḥ sūtād vapuḥsādhanam // Rrā_1,1.23 //	anyaḥ nā asti śarīra nāśaka gada pradhvaṃsa kārī tatas kāryam nitya mahā utsavaiḥ prathamatas sūtāt vapuḥ sādhanam 
