segmentnr	original	analyzed
MBmakutaagamaHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBmakutaagamaHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00036	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBmakutaagamaHK-2	Uniform title: makuṭāgama	uniform title makuṭāgama 
MBmakutaagamaHK-3	Main title: makuṭāgama chapters 1 - 11	main title makuṭāgama chapters 
MBmakutaagamaHK-4	Editor : swaminattha gurukkal c.	e d itoḥ svaminattha gurukkal c 
MBmakutaagamaHK-5	Editor : Dyczkowski Mark S. G.	editoḥ dyczkowski mark s 
MBmakutaagamaHK-6	Description: This e-text was transcribed from the text originally published in grantha script by C. Swaminattha Gurukkal and provisionally corrected by Mark S.G. Dyczkowski.	description this etext was transcribed from the text originally published in grantha script by c swaminattha gurukkal and provisionally corrected by mark sg dyczkowski 
MBmakutaagamaHK-7	The photographic facsimile is from the Devakottai Series.	the photographic facsimile is from the devakottai series 
MBmakutaagamaHK-8	Notes: Transcribed by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski with additional corrections by Dr. Dyczkowski.	notes transcribed by the staff of muktabodha under the direction of mark s g dyczkowski with additional corrections by dr dyczkowski 
MBmakutaagamaHK-9	Revision 0: 29/01/2007	revision 
MBmakutaagamaHK-10	Publisher : swaminattha gurukkal c.	publisheḥ svaminattha gurukkal c 
MBmakutaagamaHK-11	Publication year : 1947	publication year 
MBmakutaagamaHK-12	Publication city : Delhi	publication citi delhi 
MBmakutaagamaHK-13	Publication country : India	publication country india 
MBmakutaagamaHK-14	oṃ	om 
MBmakutaagamaHK-15	śrīśivābhyāṃ namaḥ ||	śrī śivābhyām namaḥ 
MBmakutaagamaHK-16	|| śrīmakuṭāgamaḥ ||	śrī makuṭāgamaḥ 
MBmakutaagamaHK-17	tantrāvatārapaṭalaḥ ||	tantra avatāra paṭalaḥ 
MBmakutaagamaHK-18	śrīmanmahendre jagatāṃ nayanānandakārake |	śrīmat mahendre jagatām nayana ānanda kārake 
MBmakutaagamaHK-19	bilvavṛkṣaśamīvṛkṣa vaṭacampakapippalaiḥ || 1-1 ||	          
MBmakutaagamaHK-20	plakṣapunnāgasahitaiścandanaiḥ parivārite |	plakṣa punnāga sahitaiḥ candanaiḥ parivārite 
