segmentnr	original	analyzed
SA_GSP30_vamsbum_u-0	Vāmanadatta:	vāmanadatta 
SA_GSP30_vamsbum_u-1	Svabodhodayamañjarī	         
SA_GSP30_vamsbum_u-2	samyagbodhavicāreṇa bhāvanām asvabhāvataḥ /	samyak bodha vicāreṇa bhāvanām asvabhāvataḥ 
SA_GSP30_vamsbum_u-3	labdhabodhadayānandaṃ vande saṃsthānam ātmanaḥ // 1 //	labdha bodha dayā ānandam vande saṃsthānam ātmanaḥ 
SA_GSP30_vamsbum_u-4	rūpādipañcavargo 'yaṃ viśvam etāvad eva hi /	rūpa ādi pañcavargaḥ yam viśvam etāvat eva hi 
SA_GSP30_vamsbum_u-5	gṛhyate pañcabhis tac ca cakṣurādibhir indriyaiḥ // 2 //	gṛhyate pañcabhiḥ tat ca cakṣuḥ ādibhiḥ indriyaiḥ 
SA_GSP30_vamsbum_u-6	cakṣuḥ sarvāsv avasthāsu dehināṃ manasi sthitam /	cakṣuḥ sarvāsu avasthāsu dehinām manasi sthitam 
SA_GSP30_vamsbum_u-7	tat pralīnaṃ bhaved yasya tasya sarvaṃ pralīyate // 3 //	tat pralīnam bhavet yasya tasya sarvam pralīyate   
SA_GSP30_vamsbum_u-8	tasyaiva vilayopāyaḥ pradiṣṭo gurubhiḥ purā /	tasya eva vilaya upāyaḥ pradiṣṭaḥ gurubhiḥ purā 
SA_GSP30_vamsbum_u-9	tadāgamaparibhraṃśabhayāt spaṣṭīkṛto mayā // 4 //	tad āgama paribhraṃśa bhayāt spaṣṭīkṛtaḥ mayā 
SA_GSP30_vamsbum_u-10	jātyādikalpanārūpavyavahāro manaḥsthitaḥ /	jāti ādi kalpanā rūpa vyavahāraḥ manaḥ sthitaḥ 
SA_GSP30_vamsbum_u-11	vastuto na tu tāḥ santi niścityaitac chamaṃ vrajet // 5 //	vastutas na tu tāḥ santi niścitya etat śamam vrajet 
SA_GSP30_vamsbum_u-12	śukraśonitasaṃśleṣakāle nāsti manaḥ kvacit /	śukra śonita saṃśleṣa kāle na asti manaḥ kvacid 
SA_GSP30_vamsbum_u-13	na budbude na peṣyāṃ vā na śarīre kvacit sthitam // 6 //	na budbude na peṣyām vā na śarīre kvacid sthitam 
SA_GSP30_vamsbum_u-14	śarīraṃ garbhavāsāntaḥ kaumāre yauvane tathā /	śarīram garbha vāsa antar kaumāre yauvane tathā 
SA_GSP30_vamsbum_u-15	kṣaṇakṣayi vināśāntaṃ tac ca naivopalabhyate // 7 //	kṣaṇa kṣayi vināśa antam tat ca nā eva upalabhyate 
SA_GSP30_vamsbum_u-16	pṛthag nāma pṛthag rūpaṃ lomādīnāṃ pṛthak sthitiḥ /	pṛthak nāma pṛthak rūpam loma ādīnām pṛthak sthitiḥ 
SA_GSP30_vamsbum_u-17	pṛthak sarvaṃ yathā dṛṣṭaṃ kva śarīraṃ tadā sthitam // 8 //	pṛthak sarvam yathā dṛṣṭam kva śarīram tadā sthitam 
SA_GSP30_vamsbum_u-18	evam eva vicāryoktā jātis tathaiva bādhyate /	evam eva vicārya uktā jātiḥ tathā eva bādhyate 
SA_GSP30_vamsbum_u-19	na ca sā vastuto yuktā kasyacid vāvabhāsate // 9 //	na ca sā vastutas yuktā kasyacid vā avabhāsate 
SA_GSP30_vamsbum_u-20	nāma pitrā kṛtaṃ mithyā kriyā na niyatā yataḥ /	nāma pitrā kṛtam mithyā kriyā na niyatā yatas 
SA_GSP30_vamsbum_u-21	guṇī yadi bhavet kaścid bhavanti bahavo guṇāḥ // 10 //	guṇī yadi bhavet kaścid bhavanti bahavaḥ guṇāḥ 
SA_GSP30_vamsbum_u-22	itthaṃ mithyāvikalpotthavāsanābhir abhiplutam /	ittham mithyā vikalpa uttha vāsanābhiḥ abhiplutam 
SA_GSP30_vamsbum_u-23	cañcalaṃ manaso rūpaṃ niścityaitan nirodhayet // 11 //	cañcalam manasaḥ rūpam niścitya etat nirodhayet  /
SA_GSP30_vamsbum_u-24	pūrvair nirodho kathito vairāgyābhyāsaypogataḥ /	pūrvaiḥ kathitaḥ 
SA_GSP30_vamsbum_u-25	ayatnena nirodho 'yam asmābhir upadiśyate // 12 //	ayatnena nirodhaḥ yam asmābhiḥ upadiśyate 
SA_GSP30_vamsbum_u-26	grāhyaṃ yac ca bhavet kiñcit tat tal līnaṃ tadā bhavet /	grāhyam yat ca bhavet kiñcid tat tat līnam tadā bhavet 
SA_GSP30_vamsbum_u-27	anyasyāgrahaṇāc cittaṃ svātmany eva praśāmyati // 13 //	anyasya agrahaṇāt cittam sva ātmani eva praśāmyati 
SA_GSP30_vamsbum_u-28	yathā ghanasvane sāndre krameṇa vilayaṃ gate /	yathā ghana svane sāndre krameṇa vilayam gate 
SA_GSP30_vamsbum_u-29	tadāśrayavaśāc cittaṃ tasmin kṣīṇe praśāmyati // 14 //	tad āśraya vaśāt cittam tasmin kṣīṇe praśāmyati 
SA_GSP30_vamsbum_u-30	yad yan manoharaṃ kiṃcic chrutigocaram āgatam /	yat yat manoharam kiṃcid śruti gocaram āgatam 
SA_GSP30_vamsbum_u-31	ekāgraṃ bhāvayet tāvad yāval līnaṃ nirodhakṛt // 15 //	ekāgram bhāvayet tāvat yāvat līnam nirodha kṛt 
SA_GSP30_vamsbum_u-32	rūpādīnāṃ tathaivetthaṃ bhāvayed ramaṇīyatām /	rūpa ādīnām tathā evā ittham bhāvayet ramaṇīya tām 
SA_GSP30_vamsbum_u-33	vilīnāni smaret paścād ātamabhāvopabṛṃhitaḥ // 16 //	vilīnāni smaret paścāt ātama bhāva upabṛṃhitaḥ 
SA_GSP30_vamsbum_u-34	evaṃ grāhyasamāveśān nirodhaḥ kathito mayā /	evam grāhya samāveśāt nirodhaḥ kathitaḥ mayā 
