segmentnr	original	analyzed
SA_XX_svabhupu-0	Svayambhu Purāṇa	svayambhu purāṇa 
SA_XX_svabhupu-1	prathama adhyāya	prathama adhyāya 
SA_XX_svabhupu-2	svayambhūdharmadhātusamutpatti nidānakathā	         
SA_XX_svabhupu-3	om namaḥ śrī dharmadhātuvāgīśvarāya sarva buddhadharmabodhisattvebhyaḥ /	om namaḥ śrī dharmadhātu vāc īśvarāya sarva buddha dharma bodhisattvebhyaḥ 
SA_XX_svabhupu-4	śrīmatā yena saddharmastrailoke saṃprakāśitaḥ /	śrīmatā yena saddharmaḥ trailoke saṃprakāśitaḥ 
SA_XX_svabhupu-5	śrīghanaṃ taṃ mahābuddhaṃ vandeka'haṃ śaraṇāśritaḥ // SvayambhuP_1.1 //	śrīghanam tam mahābuddham vandekaham śaraṇa āśritaḥ 
SA_XX_svabhupu-6	natvā trijagadīśānaṃ dharmadhātujinālayaṃ /	natvā tri jagat īśānam dharmadhātu jina ālayam 
SA_XX_svabhupu-7	tatsvayambhūsamuddeśaṃ vakṣāmi śṛṇutādarāt // SvayambhuP_1.2 //	tad svayambhu samuddeśam vakṣāmi śṛṇuta ādarāt 
SA_XX_svabhupu-8	śraddhayā yaḥ śṛṇotīmāṃ svayambhūtpattisatkathāṃ /	śraddhayā yaḥ śṛṇoti imām svayambhu utpatti sat kathām 
SA_XX_svabhupu-9	pariśuddhatrikāyāḥ sa bodhisattvo bhaved dhruvaṃ // SvayambhuP_1.3 //	pariśuddha trikāyāḥ sa bodhisattvaḥ bhavet dhruvam 
SA_XX_svabhupu-10	tadyathā bhūtpurābhijñaḥ jayaśrī sugatātmajaḥ /	tat yathā bhūt pura abhijñaḥ jayaśrī sugata ātmajaḥ 
SA_XX_svabhupu-11	bodhimaṇḍavihāre sa bijahāra sasāṃdhikaḥ // SvayambhuP_1.4 //	bodhimaṇḍa vihāre sa bijahāra sa sāṃdhikaḥ 
SA_XX_svabhupu-12	tatra jineśvaro nāma bodhisattva mahāmatiḥ /	tatra jineśvaraḥ nāma bodhisattva mahāmatiḥ 
SA_XX_svabhupu-13	śraddhayā śaraṇaṃ gatvā jayaśrīyaṃ upāśrayet // SvayambhuP_1.5 //	śraddhayā śaraṇam gatvā jayaśrīyam upāśrayet 
SA_XX_svabhupu-14	tadā dhīmānjayaśrīḥ sa sarvasattva hitārthavit /	tadā dhīmān jaya śrīḥ sa sarva sattva hita artha vid 
SA_XX_svabhupu-15	saddharmasamupādeṣṭuṃ sabhāsane samāśrayet // SvayambhuP_1.6 //	saddharma samupādeṣṭum sabhā āsane samāśrayet 
SA_XX_svabhupu-16	tatra sarve mahāsattvā bodhisattvā jinātmajāḥ /	tatra sarve mahāsattvāḥ bodhisattvāḥ jina ātmajāḥ 
SA_XX_svabhupu-17	arhanto bhikṣavaścāpi brahmacāriṇaḥ śrāvakāḥ // SvayambhuP_1.7 //	arhantaḥ bhikṣavaḥ ca api brahmacāriṇaḥ śrāvakāḥ 
SA_XX_svabhupu-18	bhikṣuṇyo brahmacāriṇyo bratinaścāpyupāsakāḥ /	bhikṣuṇyaḥ brahmacāriṇyaḥ bratinaḥ ca api upāsakāḥ 
SA_XX_svabhupu-19	upāsikāstathānye 'pi gṛhasthaśca mahājanāḥ // SvayambhuP_1.8 //	upāsikāḥ tathā anye gṛhasthaḥ ca mahājanāḥ 
SA_XX_svabhupu-20	brāhmaṇāstirthīkāścāpi yatayaśca tapasvinaḥ /	brāhmaṇāḥ tirthīkāḥ ca api yatayaḥ ca tapasvinaḥ 
SA_XX_svabhupu-21	rājāno mantriṇomātyāḥ sainyādhipatiśca paurikāḥ // SvayambhuP_1.9 //	rājānaḥ mantriṇaḥ amātyāḥ sainya adhipatiḥ ca paurikāḥ 
SA_XX_svabhupu-22	grāmyā janapadāścāpi tathānyavāsino janāḥ /	grāmyāḥ janapadāḥ ca api tathā anya vāsinaḥ janāḥ 
SA_XX_svabhupu-23	tatsaddharmāmṛtaṃ pātuṃ śraddhayā samupāgatāḥ // SvayambhuP_1.10 //	tat saddharma amṛtam pātum śraddhayā samupāgatāḥ 
SA_XX_svabhupu-24	tatra sabhāsanāsīnaṃ tamarhataṃ jayaśrīyaṃ /	tatra sabhāsana āsīnam tam arhatam jayaśrīyam 
SA_XX_svabhupu-25	abhyarcya sādaraṃ natvā tatsabhāyāṃ yathākramaṃ // SvayambhuP_1.11 //	abhyarcya sa ādaram natvā tad sabhāyām yathākramam 
SA_XX_svabhupu-26	kṛtāṃjalipuṭāḥ sarve parivṛtya samantataḥ /	kṛta aṃjali puṭāḥ sarve parivṛtya samantataḥ 
SA_XX_svabhupu-27	puraskṛtya samudvikṣya samāśrayan samāhitāḥ // SvayambhuP_1.12 //	puraskṛtya samudvikṣya samāśrayan samāhitāḥ 
SA_XX_svabhupu-28	tān sarvān samupāsīnān saddharma śravaṇotsukān /	tān sarvān samupāsīnān saddharma śravaṇa utsukān 
SA_XX_svabhupu-29	dṛṣṭvā jinaśrī bodhisattvaḥ samutthitaḥ // SvayambhuP_1.13 //	dṛṣṭvā jina śrīḥ bodhisattvaḥ samutthitaḥ 
SA_XX_svabhupu-30	udvahannuttarāsaṃgaṃ sāṃjali samupāśritaḥ /	udvahan uttarāsaṃgam sa aṃjali samupāśritaḥ 
SA_XX_svabhupu-31	jānubhyāṃ bhūtale dhṛtvā sampaśyannevamavravīt // SvayambhuP_1.14 //	jānubhyām bhū tale dhṛtvā sampaśyan evam avravīt 
SA_XX_svabhupu-32	bhadantoharṣamicchāmi carituṃ bodhisaṃvaraṃ /	bhadantaḥ harṣam icchāmi caritum bodhisaṃvaram 
