segmentnr	original	analyzed
SA_MB_yogatattvopanisatHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MB_yogatattvopanisatHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00302	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MB_yogatattvopanisatHK-2	Uniform title: yogatattvopaniṣat	uniform title yoga tattva upaniṣad 
SA_MB_yogatattvopanisatHK-3	Main title: yoga upaniṣads with the commentary of śrī upaniṣad brahmayogin	main title yoga upaniṣads with the commentary of śrī upaniṣad brahmayogin 
SA_MB_yogatattvopanisatHK-4	Secondary title: yogatattva  upaniṣat	secondary title yogatattva upaniṣad 
SA_MB_yogatattvopanisatHK-5	Commentator : brahmayogin	commentatoḥ brahmayogin 
SA_MB_yogatattvopanisatHK-6	Alternate name : śrī upaniṣad brahmayogin	alternate name śrī upaniṣad brahmayogin 
SA_MB_yogatattvopanisatHK-7	Editor : śāstrī mahādeva	e t itoḥ śāstrī mahādeva 
SA_MB_yogatattvopanisatHK-8	Notes: Data entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.	notes data entered by the staff muktabodha under the direction of mark s g dyczkowski 
SA_MB_yogatattvopanisatHK-9	Revision 0: Jan 6, 2014	revision jan 
SA_MB_yogatattvopanisatHK-10	Publisher : Adyar library and research centre	publisher adyar library and research centre 
SA_MB_yogatattvopanisatHK-11	Publication year : 1920	publication year 
SA_MB_yogatattvopanisatHK-12	Publication city : Madras	publication citi madras 
SA_MB_yogatattvopanisatHK-13	Publication country : India	publication country india 
SA_MB_yogatattvopanisatHK-14	yogatattvopaniṣat	      
SA_MB_yogatattvopanisatHK-15	saha nāvavatu- iti śāntiḥ	saha nau avatu iti śāntiḥ 
SA_MB_yogatattvopanisatHK-16	aṣṭāṅgayogajijñāsā	        
SA_MB_yogatattvopanisatHK-17	yogatattvaṃ pravakṣyāmi yogināṃ hitakāmyayā |	yoga tattvam pravakṣyāmi yoginām hita kāmyayā 
SA_MB_yogatattvopanisatHK-18	yacchrutvā ca paṭhitvā ca sarvapāpaiḥ pramucyate || 1 ||	yat śrutvā ca paṭhitvā ca sarva pāpaiḥ pramucyate 
SA_MB_yogatattvopanisatHK-19	viṣṇurnāma mahāyogī mahābhūto mahātapāḥ |	viṣṇuḥ nāma mahā yogī mahā bhūtaḥ mahā tapāḥ 
SA_MB_yogatattvopanisatHK-20	tattvamārge yathā dīpo dṛśyate puruṣottamaḥ || 2 ||	tattva mārge yathā dīpaḥ dṛśyate puruṣottamaḥ 
SA_MB_yogatattvopanisatHK-21	tamārādhya jagannāthaṃ praṇipatya pitāmahaḥ |	tam ārādhya jagannātham praṇipatya pitāmahaḥ 
SA_MB_yogatattvopanisatHK-22	papraccha yogatattvaṃ me brūhi cāṣṭāṅgasaṃyutam || 3 ||	papraccha yoga tattvam me brūhi ca aṣṭāṅga saṃyutam 
SA_MB_yogatattvopanisatHK-23	vivaraṇam	vivaraṇam 
SA_MB_yogatattvopanisatHK-24	yogaiśvaryaṃ ca kaivalyaṃ jāyate yatprasādataḥ |	yoga aiśvaryam ca kaivalyam jāyate yad prasādataḥ 
SA_MB_yogatattvopanisatHK-25	tadvaiṣṇavaṃ yogatattvaṃ rāmacandrapadaṃ bhaje ||	tat vaiṣṇavam yoga tattvam rāmacandra padam bhaje 
SA_MB_yogatattvopanisatHK-26	iha khalu kṛṣṇayajurvedapravibhakteyaṃ yogatattvopaniṣat	iha khalu kṛṣṇayajurveda pravibhaktā iyam yoga tattva upaniṣad 
SA_MB_yogatattvopanisatHK-27	mantralayarājayogaviśiṣṭārambhaghaṭaparicayaniṣpatticaityāvasthopetaya##-	                                                                                       
SA_MB_yogatattvopanisatHK-28	brahmamātraparyavasannā virājate | asyāḥ upaniṣadaḥ saṃkṣepato	brahma mātra paryavasannā virājate asyāḥ upaniṣadaḥ saṃkṣepataḥ 
SA_MB_yogatattvopanisatHK-29	vivaraṇamārabhyate | sṛṣṭisthitikartṛbrahmaviṣṇvākhyāyikā tu	vivaraṇam ārabhyate sṛṣṭi sthiti kartṛ brahma viṣṇu ākhyāyikā tu 
SA_MB_yogatattvopanisatHK-30	vidyāstutyarthā | ādau tāvat	vidyā stuti arthāḥ ādau tāvat 
SA_MB_yogatattvopanisatHK-31	vakṣyamāṇayogatattvopaniṣacchravaṇapaṭhanaphalaṃ	vakṣyamāṇa yoga tattva upaniṣad śravaṇa paṭhana phalam 
SA_MB_yogatattvopanisatHK-32	p. 364) prakaṭayati- yogatattvamiti | pratyakparayoḥ yogaḥ tattvaṃ	prakaṭayati yoga tattvam iti pratyak parayoḥ yogaḥ tattvam 
SA_MB_yogatattvopanisatHK-33	pratyakparavibhāgaikyāsahaṃ niṣpratiyogikabrahmamātraṃ yasyāmupaniṣadi	pratyak para vibhāga aikya asaham niṣpratiyogika brahma mātram yasyām upaniṣadi 
SA_MB_yogatattvopanisatHK-34	pratipādyate seyaṃ yogatattvopaniṣat | kevalaṃ tacchravaṇapaṭhanataḥ	pratipādyate sā iyam yoga tattva upaniṣad kevalam tad śravaṇa paṭhanataḥ 
