segmentnr	original	analyzed
SA_GSP31_sparibhu-0	sāṃkhyaparibhāṣā /	sāṃkhya paribhāṣā 
SA_GSP31_sparibhu-1	śrīgaṇeśāya namaḥ /	śrī gaṇeśāya namaḥ 
SA_GSP31_sparibhu-2	śrīdakṣiṇāmūrtigurubhyo namaḥ /	śrī dakṣiṇāmūrti gurubhyaḥ namaḥ 
SA_GSP31_sparibhu-3	svānubhavaṃ yathāmati vyākhyāsyāmaḥ /	sva anubhavam yathāmati vyākhyāsyāmaḥ 
SA_GSP31_sparibhu-4	oṃ namo nārāyaṇāya prakṛtyai puruṣāya ca /	om namaḥ nārāyaṇāya prakṛtyai puruṣāya ca 
SA_GSP31_sparibhu-5	vedāntasāraguhyāya sāṅkhyatattvasvarūpiṇe // 1 //	vedānta sāra guhyāya sāṅkhya tattva svarūpiṇe 
SA_GSP31_sparibhu-6	yogināṃ parahaṃsānāṃ tattvajñānārthadarśanam /	yoginām para haṃsānām tattva jñāna artha darśanam 
SA_GSP31_sparibhu-7	anyeṣāṃ ca na dātavyaṃ māyayā mohitaṃ jagat // 2 //	anyeṣām ca na dātavyam māyayā mohitam jagat 
SA_GSP31_sparibhu-8	śabdaśrotā ca vyājena nirvāṇārthaṃ ca kathyate /	śabdaśrotā ca vyājena nirvāṇa artham ca kathyate 
SA_GSP31_sparibhu-9	yadā kaścinmahābhāgastasya viśrāntikārakam //	yadā kaścid mahābhāgaḥ tasya viśrānti kārakam 
SA_GSP31_sparibhu-10	vibhaktimatra yo paśyettasya jñānaṃ ca dūrataḥ // 3 //	vibhaktim atra paśyet tasya jñānam ca dūratas 
SA_GSP31_sparibhu-11	atha guruḥ /	atha guruḥ 
SA_GSP31_sparibhu-12	guruyuktyā prasādena granthagarbhāvalokanam // 4 //	           
SA_GSP31_sparibhu-13	guruśca dvividhaḥ prokto vārttikāmnāya eva ca /	guruḥ ca dvividhaḥ proktaḥ vārttika āmnāyaḥ eva ca 
SA_GSP31_sparibhu-14	vārttiko bhaktibhāvena āmnāyo mūlakārikā // 5 //	         
SA_GSP31_sparibhu-15	kintu -	kintu 
SA_GSP31_sparibhu-16	brāhmaṇastrīśūdramukhopāsyā ye te tu vārttikāḥ /	brāhmaṇa strī śūdra mukha upāsyāḥ ye te tu vārttikāḥ 
SA_GSP31_sparibhu-17	saṃnyāsādipāramparyeṇa sa āmnāyaḥ prakīrtitaḥ // 6 //	saṃnyāsa ādi pāramparyeṇa saḥ āmnāyaḥ prakīrtitaḥ 
SA_GSP31_sparibhu-18	ādau śivastathā viṣṇurbrahmā vasiṣṭha eva ca /	ādau śivaḥ tathā viṣṇuḥ brahmā vasiṣṭhaḥ eva ca 
SA_GSP31_sparibhu-19	śaktaḥ pārāśaro vyāsaḥ śuko gauḍastathaiva ca //	śaktaḥ pārāśaraḥ vyāsaḥ śukaḥ gauḍaḥ tathā eva ca 
SA_GSP31_sparibhu-20	govindapādapūjyebhyaḥ śaṅkaraḥ śaṅkaro paraḥ /	govinda pāda pūjyebhyaḥ śaṅkaraḥ śaṅkaro paraḥ 
SA_GSP31_sparibhu-21	iyaṃ paramparā proktā gurorāmnāyasiddhidā // 7 //	iyam paramparā proktā guroḥ āmnāya siddhi dā 
SA_GSP31_sparibhu-22	gururgāyatryupadeśo guruścodarapoṣakaḥ /	guruḥ gāyatrī upadeśaḥ guruḥ ca udara poṣakaḥ 
SA_GSP31_sparibhu-23	sadgururmokṣadātā ca gurostrividhalakṣaṇam // 8 //	sat guruḥ mokṣa dātā ca guroḥ trividha lakṣaṇam 
SA_GSP31_sparibhu-24	mantrādhyayanaṃ ca vyākhyānaṃ karmatantrāni ceṭakāḥ /	mantra adhyayanam ca vyākhyānam karma tantrāni ceṭakāḥ 
SA_GSP31_sparibhu-25	vaidikī śilpavidyā ca śrīgurostasya ucyate // 9 //	vaidikī śilpa vidyā ca śrī guroḥ tasya ucyate 
SA_GSP31_sparibhu-26	kāryakāraṇatāṃ hitvā samādhiḥ pūrṇabodhakaḥ /	kārya kāraṇa tām hitvā samādhiḥ pūrṇa bodhakaḥ 
SA_GSP31_sparibhu-27	tārako mokṣadātā ca sadgurustasya ucyate // 10 //	tārakaḥ mokṣa dātā ca sat guruḥ tasya ucyate 
SA_GSP31_sparibhu-28	atha śiṣyaḥ /	atha śiṣyaḥ 
SA_GSP31_sparibhu-29	riktakāmaṃ mano dhṛtvā viśvāsaṃ gurubhaktidam /	rikta kāmam manaḥ dhṛtvā viśvāsam guru bhakti dam 
SA_GSP31_sparibhu-30	āśāmokṣaṃ vinā nāsti tacchiṣyamuddharedguruḥ // 11 //	āśāmokṣam vinā nā asti tad śiṣyam uddharet guruḥ 
SA_GSP31_sparibhu-31	bho bho svāmin kṛpāsindho prārthayiṣyāmi te 'dhunā /	bho bho svāmin kṛpā sindho prārthayiṣyāmi te dhunā 
SA_GSP31_sparibhu-32	taptasaṃsāradāvāgnau muktiṃ kuru dayānidhe // 12 //	tapta saṃsāra dāva agnau muktim kuru dayānidhe 
SA_GSP31_sparibhu-33	vidhivadadhītavedavedāṅgatvenāpātato 'rivalavedārthā asmin /	vidhivat adhīta veda vedāṅga tvena āpātataḥ rivala veda arthāḥ asmin 
SA_GSP31_sparibhu-34	tathā ca śrutiḥ -	tathā ca śrutiḥ 
SA_GSP31_sparibhu-35	samitpāṇiḥ śrotriyaṃ brahmaniṣṭhaṃ gurumupaśritya tamanusarati //	samidh pāṇiḥ śrotriyam brahma niṣṭham gurum upaśritya tam anusarati 
SA_GSP31_sparibhu-36	taddhi saṃpraṇipātena paripraśnena sevayā //	tat hi saṃpraṇipātena paripraśnena sevayā 
SA_GSP31_sparibhu-37	upadekṣyanti te jñānaṃ jñāninastattvadarśinaḥ // 13 //	upadekṣyanti te jñānam jñāninaḥ tattva darśinaḥ 
SA_GSP31_sparibhu-38	'yajjñātvā na punarmohaḥ'; iti gītāsu /	yat jñātvā na punar mohaḥ iti gītāsu 
SA_GSP31_sparibhu-39	bhuktimicchasi cettāta viṣayānviṣavattyaja //	bhuktim icchasi ced tāta viṣayān viṣa vat tyaja 
