segmentnr	original	analyzed
MBkaulopanisadsHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBkaulopanisadsHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00028	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBkaulopanisadsHK-2	Uniform title: kaulopaniṣad	uniform title kaula upaniṣad 
MBkaulopanisadsHK-3	Main title: kaula upanishads with commentaries by bhāskarāya	main title kaula upanishads with commentaries by bhāskarāya 
MBkaulopanisadsHK-4	Secondary title: bhāvanopaniṣat śrīlalitāmahātripurasundaryupaniṣat and commentary called bahvṛcavedīyā, devyatharvaśīrṣopaniṣat ,śrīkaulopaniṣat	secondara title bhāvanā upaniṣad śrī lalitā mahā tripurasundarī upaniṣad and commentary called bahvṛcavedīyā devī atharvaśīrṣa upaniṣad śrī kaula upaniṣad 
MBkaulopanisadsHK-5	Notes: Data entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.  Revision 0:	notes data entered by the staff muktabodha under the supervision of mark sg dyczkowski 
MBkaulopanisadsHK-6	Publisher : asthana vidwan k. p. narayana sastry	publisher 
MBkaulopanisadsHK-7	Publication year : 1946	publication year 
MBkaulopanisadsHK-8	Publication city : Bangalore	publication citi bangalore 
MBkaulopanisadsHK-9	Publication country : India	publication country india 
MBkaulopanisadsHK-10	śrīḥ	śrīḥ 
MBkaulopanisadsHK-11	bhāvanopaniṣat	bhāvanā upaniṣad 
MBkaulopanisadsHK-12	1. śrīgurussarvakāraṇabhṛtā śaktiḥ ||	          
MBkaulopanisadsHK-13	2. tena navarandhrarūpo dehaḥ ||	tena nava randhra rūpaḥ dehaḥ 
MBkaulopanisadsHK-14	atha bhāvanopaniṣadā muktyai yā bhāvanāḥ kathitāḥ |	atha bhāvanā upaniṣadā muktyai yāḥ bhāvanāḥ kathitāḥ 
MBkaulopanisadsHK-15	bhāskararāyo racayati tāsāmevaṃ prayogavidhim ||	racayati tāsām evam prayoga vidhim 
MBkaulopanisadsHK-16	mūlena prāṇānāyamya ṛṣyādinyāsatrayaṃ kṛtvā	mūlena prāṇān āyamya ṛṣi ādi nyāsa trayam kṛtvā 
MBkaulopanisadsHK-17	vivekavṛtyavacchinnacicchaktirūpasuṣumnātmane śrīgurave namaḥ	                                                                              
MBkaulopanisadsHK-18	iti brahmarandhraṃ spṛṣṭvā	iti brahmarandhram spṛṣṭvā 
MBkaulopanisadsHK-19	dakṣaśrotrarūpapayasvinyātmane prakāśānandanāhāya namaḥ	dakṣa śrotra rūpa payasvinī ātmane prakāśa ānandana ahāya namaḥ 
MBkaulopanisadsHK-20	vāmaśrotrarūpaśaṅkhinyātmane vimarśānandanāthāya namaḥ	vāma śrotra rūpa śaṅkhinī ātmane vimarśa ānanda nāthāya namaḥ 
MBkaulopanisadsHK-21	jihvārūpasarasvatyātmane anantānandanāthāya namaḥ	jihvā rūpa sarasvatī ātmane ananta ānanda nāthāya namaḥ 
MBkaulopanisadsHK-22	dakṣanetrarūpapūṣātmane śrījñānānandanāthāya namaḥ	dakṣa netra rūpa pūṣa ātmane śrī jñānānanda nāthāya namaḥ 
MBkaulopanisadsHK-23	vāmanetrarūpagāndhāryātmane śrīsatyānandanāthāya namaḥ	vāmanetra rūpa gāndhārī ātmane śrī satyānanda nāthāya namaḥ 
MBkaulopanisadsHK-24	dhvajarūpakuhvātmane śrīpūrṇānandanāthāya namaḥ	dhvaja rūpa kuhva ātmane śrī pūrṇānanda nāthāya namaḥ 
MBkaulopanisadsHK-25	dakṣanāsārūpapiṃgalātmane svabhāvānandanāthāya namaḥ	dakṣa nāsā rūpa piṃgala ātmane svabhāva ānanda nāthāya namaḥ 
MBkaulopanisadsHK-26	vāmanāsārūpeḍātmane pratibhānandanāthāya namaḥ	vāma nāsā rūpa iḍā ātmane pratibhā ānanda nāthāya namaḥ 
MBkaulopanisadsHK-27	pāyurūpālambusātmane sahajānandanāthāya namaḥ |	pāyu rūpa alambusā ātmane sahaja ānanda nāthāya namaḥ 
MBkaulopanisadsHK-28	iti tattatsthānāmi saṃspṛśya	iti tat tat sthāna ami saṃspṛśya 
MBkaulopanisadsHK-29	3. navacakrarūpaṃ śrīcakram ||	          
MBkaulopanisadsHK-30	4. vārāhīpitṛrūpā kurukullābalidevatāmātā ||	            
MBkaulopanisadsHK-31	5. puruṣārthāssāgarāḥ || 6. deho navaratnadvīpaḥ ||	               
MBkaulopanisadsHK-32	7. tvagādisaptadhāturomasaṃyuktaḥ ||	tvak ādi sapta dhātu roma saṃyuktaḥ 
MBkaulopanisadsHK-33	8. saṃkalpāḥ kalpataravaḥ tejaḥ kalpakodyānam ||	saṃkalpāḥ kalpataravaḥ tejaḥ kalpaka udyānam 
MBkaulopanisadsHK-34	navacakrasya śrī cakrātmane dehāya namaḥ |	nava cakrasya śrī cakra ātmane dehāya namaḥ 
MBkaulopanisadsHK-35	pitṛrūpāsthyādyavayavātmane vārāhyai namaḥ |	pitṛ rūpa asthi ādi avayava ātmane vārāhyai namaḥ 
MBkaulopanisadsHK-36	mātṛrūpamāṃsādyavayavātmane balidevatāyai kurukullāyai	mātṛ rūpa māṃsa ādi avayava ātmane bali devatāyai kurukullāyai 
MBkaulopanisadsHK-37	namaḥ |	namaḥ 
MBkaulopanisadsHK-38	iti trirvyāpakaṃ kṛtvā	iti tris vyāpakam kṛtvā 
MBkaulopanisadsHK-39	dehapaścādbhāgarūpadharmātmane ikṣusāgarāya namaḥ	deha paścādbhāga rūpa dharma ātmane ikṣu sāgarāya namaḥ 
MBkaulopanisadsHK-40	dehadakṣiṇabhāgarupārthātmane surāsāgarāya namaḥ	deha dakṣiṇa bhāga rupa artha ātmane surāsāgarāya namaḥ 
MBkaulopanisadsHK-41	dehaprāgbhāgarūpakātmane ghṛtasāgarāya namaḥ	deha prāgbhāga rūpaka ātmane ghṛtasāgarāya namaḥ 
MBkaulopanisadsHK-42	dehodagbhāgarūpamokṣātmane kṣīrasāgarāya namaḥ ||	deha udak bhāga rūpa mokṣa ātmane kṣīrasāgarāya namaḥ 
MBkaulopanisadsHK-43	dehātmane navaratnadvīpāyanamaḥ iti trirvyāpakaṃ kṛtvā	deha ātmane nava ratna dvīpāya namaḥ iti tris vyāpakam kṛtvā 
MBkaulopanisadsHK-44	1. māṃsātmane puṣparāgaratnadvīpāya namaḥ 2. romātmane	māṃsa ātmane puṣparāga ratna dvīpāya namaḥ roma ātmane 
MBkaulopanisadsHK-45	nīlaratnadvīpāya namaḥ 3. tvagātmane vaiḍūryaratnadvīpāya	nīlaratna dvīpāya namaḥ tvac ātmane vaiḍūrya ratna dvīpāya 
MBkaulopanisadsHK-46	namaḥ	namaḥ 
MBkaulopanisadsHK-47	4. rudhirātmane vidrumaratnadvīpāya namaḥ 5.  śukrātmane	rudhira ātmane vidruma ratna dvīpāya namaḥ śukra ātmane 
MBkaulopanisadsHK-48	mauktikaratnadvīpāya namaḥ 6. majjātmane marakataratnadvipāya	mauktika ratna dvīpāya namaḥ majja ātmane marakata ratna dvipāya 
MBkaulopanisadsHK-49	namaḥ 7. asthyātmane vajraratnadvīpāya namaḥ 8. meda ātmane	namaḥ asthi ātmane vajra ratna dvīpāya namaḥ medaḥ ātmane 
MBkaulopanisadsHK-50	gomedakaratnadvīpāya namaḥ 9. oja ātmane	gomedakaratnadvīpāya namaḥ ojaḥ ātmane 
