segmentnr	original	analyzed
MBparaanandasutraHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBparaanandasutraHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00357	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBparaanandasutraHK-2	Uniform title: parānandasūtra	uniform title parānandasūtra 
MBparaanandasutraHK-3	Author : parānanda muni	authoḥ parānanda muni 
MBparaanandasutraHK-4	Editor : Swami trivikrama tīrtha	editoḥ svami trivikrama tīrtha 
MBparaanandasutraHK-5	Description: critically editted by trivikrama tīrtha	description critically editted by trivikrama tīrtha 
MBparaanandasutraHK-6	Notes: Data entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.	notes data entered by the staff muktabodha under the supervision of mark s g dyczkowski 
MBparaanandasutraHK-7	Revision 0: June 26, 2015	revision june 
MBparaanandasutraHK-8	Publisher : Barodi Oriental Institute	publisher barodi oriental iostitute 
MBparaanandasutraHK-9	Publication year : 1931	publication year 
MBparaanandasutraHK-10	Publication city : Baroda	publication citi baroda 
MBparaanandasutraHK-11	Publication country : India	publication country india 
MBparaanandasutraHK-12	Page ṇo. 8 is missing	page ṇaḥ is missing 
MBparaanandasutraHK-13	Page ṇo. 43 is missing	page ṇaḥ is missing 
MBparaanandasutraHK-14	atha śrīpārānandasūtram |	atha śrī pārānanda sūtram 
MBparaanandasutraHK-15	śrī || oṃ || atha paramātmanai namaḥ ||	śrī om atha paramātmanai namaḥ 
MBparaanandasutraHK-16	oṃ paramānandalokasthebhyo namaḥ ||	om paramānanda loka sthebhyaḥ namaḥ 
MBparaanandasutraHK-17	oṃ īśvarebhyo namaḥ ||	om īśvarebhyaḥ namaḥ 
MBparaanandasutraHK-18	oṃ muktebhyo namaḥ ||	om muktebhyaḥ namaḥ 
MBparaanandasutraHK-19	oṃ tapase namaḥ ||	om tapase namaḥ 
MBparaanandasutraHK-20	oṃ athātaḥ paramānandaṃ vyākhyāsyāmaḥ || 1 ||	om atha atas paramānandam vyākhyāsyāmaḥ 
MBparaanandasutraHK-21	ekaḥ paramātmā || 2 ||	ekaḥ paramātmā 
MBparaanandasutraHK-22	īśvarāḥ sapta || 3 ||	īśvarāḥ sapta 
MBparaanandasutraHK-23	kecitpaḍicchanti || 4 ||	kecid paḍicchanti 
MBparaanandasutraHK-24	kecitpañca || 5 ||	kecid pañca 
MBparaanandasutraHK-25	asaṃkhyā jīvāḥ || 6 ||	asaṃkhyāḥ jīvāḥ 
MBparaanandasutraHK-26	tatra paramātmājñā sarvato vyāptā || 7 ||	tatra paramātma ājñā sarvatas vyāptā 
MBparaanandasutraHK-27	tata īśvarājñādarato vyāptā || 8 ||	tatas īśvara ājñā ādarataḥ vyāptā 
MBparaanandasutraHK-28	tato jīvājñādarato vyāptā || 9 ||	tatas jīva ājñā ādarataḥ vyāptā  /
MBparaanandasutraHK-29	tasmādāśiṣṭena baliṣṭhena draḍhiṣṭhena rājñā dharmapālane bhavitavyam || 10 ||	tasmāt āśiṣṭena baliṣṭhena draḍhiṣṭhena rājñā dharma pālane bhavitavyam  /
MBparaanandasutraHK-30	akurvandharmapālanaṃ narakaṃ saṃpadyate || 11 ||	akurvan dharma pālanam narakam saṃpadyate 
MBparaanandasutraHK-31	jīvānāṃ tisro gatayaḥ || 12 ||	jīvānām tisraḥ gatayaḥ 
MBparaanandasutraHK-32	narakaḥ || 13 ||	narakaḥ 
MBparaanandasutraHK-33	svargaḥ || 14 ||	svargaḥ 
MBparaanandasutraHK-34	aiśvaro lokaḥ || 15 ||	aiśvaraḥ lokaḥ 
MBparaanandasutraHK-35	pāpaṃ kurvanto narakam || 16 ||	pāpam kurvantaḥ narakam 
MBparaanandasutraHK-36	puṇyaṃ kurvantaḥ svargam || 17 ||	puṇyam kurvantaḥ svargam 
MBparaanandasutraHK-37	aiśvaramupāsanaṃ kurvanta aiśvaraṃ lokam || 18 ||	aiśvaram upāsanam kurvantaḥ aiśvaram lokam 
MBparaanandasutraHK-38	nāstikānāṃ vedāprāmāṇyavādiśāstroktaniṣṭhayānuṣṭhitā dharmā	nāstikānām veda aprāmāṇya vādi śāstra ukta niṣṭhayā anuṣṭhitāḥ dharmāḥ 
MBparaanandasutraHK-39	vedaprāmāṇyavādīni matāni praveśayanti || 19 ||	veda prāmāṇya vādīni matāni praveśayanti 
MBparaanandasutraHK-40	iti pārānandasūtre prathamāhnikaṃ saṃpūrṇam || 1 ||	iti pārānanda sūtre prathama āhnikam saṃpūrṇam 
MBparaanandasutraHK-41	p. 2)	p 
MBparaanandasutraHK-42	oṃ āstikānāṃ vedaprāmāṇyavādīni śāstrāṇi dvividhāni || 20 ||	om āstikānām veda prāmāṇya vādīni śāstrāṇi dvividhāni 
MBparaanandasutraHK-43	saṃskārapratipādakāni || 21 ||	saṃskāra pratipādakāni 
MBparaanandasutraHK-44	matapratipādakāni || 22 ||	      
MBparaanandasutraHK-45	itikartavyatākalāpapratipādakāni saṃskāraśāstrāṇi || 23 ||	itikartavya tā kalāpa pratipādakāni saṃskāra śāstrāṇi 
MBparaanandasutraHK-46	jagajjīveśvaraparamātmamuktyādipratipādakāni mataśāstrāṇi || 24 ||	             
MBparaanandasutraHK-47	atha tairyadi dvitīye janmani praveśitā || 25 ||	atha taiḥ yadi dvitīye janmani praveśitā 
MBparaanandasutraHK-48	samānavarṇe'nulomavarṇe pratilomavarṇe vā || 26 ||	samāna varṇa inuloma varṇe pratiloma varṇe vā 
MBparaanandasutraHK-49	tatrāstikasaṃskārapratipādakoktaiste jīvā saskriyante || 27 ||	tatra āstika saṃskāra pratipādaka uktaiḥ te 
MBparaanandasutraHK-50	saṃskṛtāste matapratipādakāni sapadyante || 28 ||	saṃskṛtāḥ te mata pratipādakāni sapadyante 
MBparaanandasutraHK-51	kecitsaṃskṛtā eva saṃskāraśāstroktāndharmānkurvanta kurvantastiṣṭhanti || 29 ||	kecid saṃskṛtāḥ eva saṃskāra śāstra uktān dharmān kurvanta kurvantaḥ tiṣṭhanti 
MBparaanandasutraHK-52	tasminneva janmani matāni niviśanti dvitīye vā || 30 ||	tasmin eva janmani matāni niviśanti dvitīye vā 
MBparaanandasutraHK-53	saṃskāraśāstrokta dharmaṃ mataśāstroktā bhāvanā kurvanta kurvanta pārānanda	dharmam mata śāstra uktāḥ bhāvanāḥ kurvanta kurvanta pārānanda 
MBparaanandasutraHK-54	mata sapadyante || 31 ||	mata sapadyante 
MBparaanandasutraHK-55	tasminneva janmani dvitīye vā || 32 ||	tasmin eva janmani dvitīye vā 
MBparaanandasutraHK-56	pārānande mate trayo mārgāḥ || 33 ||	pārānande mate trayaḥ mārgāḥ 
MBparaanandasutraHK-57	dakṣiṇaḥ || 34 ||	dakṣiṇaḥ 
MBparaanandasutraHK-58	vāmaḥ || 35 ||	vāmaḥ 
MBparaanandasutraHK-59	uttaraḥ || 36 ||	uttaraḥ 
MBparaanandasutraHK-60	triṣvapi mārgeṣvevaiva dīkṣā || 37 ||	triṣu api mārgeṣu eva eva dīkṣā 
MBparaanandasutraHK-61	triṣvekenaiva mārgeṇa parā mukti labhante || 38 ||	triṣu ekena eva mārgeṇa parāḥ mukti labhante 
MBparaanandasutraHK-62	krameṇa kecidicchanti | tathaiva gāthāmudāharanti || 39 ||	krameṇa kecid icchanti tathā eva gāthām udāharanti 
MBparaanandasutraHK-63	dakṣiṇāduttama vāma vāmāduttaramuttamam |	dakṣiṇāt uttama vāma vāmāt uttaram uttamam 
MBparaanandasutraHK-64	uttarāduttama kiṃcinnaiva brahmāṇḍamaṇḍala iti || 40 ||	uttarāt uttama kiṃcid na eva brahmāṇḍa maṇḍale iti 
MBparaanandasutraHK-65	atha tallakṣaṇāni vakṣyāmaḥ || 41 ||	atha tad lakṣaṇāni vakṣyāmaḥ 
MBparaanandasutraHK-66	ādyaḥ śrutismṛtipurāṇokta || 42 ||	ādyaḥ 
MBparaanandasutraHK-67	dvitīyaḥ śrutyāgamābhyāmuta [bhyā yukta] || 43 ||	dvitīyaḥ śruti āgamābhyām uta yukta  /
MBparaanandasutraHK-68	tṛtīyaḥ śrutiguruvākyābhyāmukta [bhyāṃ yukta] || 44 ||	tṛtīyaḥ śruti guru vākyābhyām ukta bhyām yukta 
MBparaanandasutraHK-69	paramātmavāk śrutiḥ  || 45 ||	paramātma vāc śrutiḥ 
MBparaanandasutraHK-70	īśvaravāgāgamaḥ || 46 ||	īśvara vāc āgamaḥ 
MBparaanandasutraHK-71	p. 3)	p 
MBparaanandasutraHK-72	tadeva tantram || 47 ||	tat eva tantram 
MBparaanandasutraHK-73	ṛṣivāk smṛtiḥ || 48 ||	ṛṣi vāc smṛtiḥ 
MBparaanandasutraHK-74	vyāsavāk purāṇam || 49 ||	vyāsa vāc purāṇam 
MBparaanandasutraHK-75	jīvanmuktasya svagurormantradāturvāgguruvākyam || 50 ||	jīvanmuktasya sva guroḥ mantra dātuḥ vāc guru vākyam 
MBparaanandasutraHK-76	atheśvarān vakṣyāmaḥ || 51 ||	atha īśvarān vakṣyāmaḥ 
MBparaanandasutraHK-77	acintyaśvaryayuktā paramātmadhyānatatparā || 52 ||	            
MBparaanandasutraHK-78	sarvāneva śabdānsājñikānmanyāmahe || 53 ||	sarvān eva śabdān sājñikān manyāmahe  /
MBparaanandasutraHK-79	kvacidyaugikānapīcchanti || 54 ||	kvacid yaugikān api icchanti 
MBparaanandasutraHK-80	tattadīśvaraśaktyāyudhavāhanālakārāstadātmakānevaika icchanti || 55 ||	tad tad īśvara śakti āyudha vāhana alakārāḥ tad ātmakān eva eke icchanti 
MBparaanandasutraHK-81	pṛthak pṛthak icchanti || 56 ||	pṛthak pṛthak icchanti 
MBparaanandasutraHK-82	divyo'pi bahudhā || 57 ||	divyaḥ api bahudhā 
MBparaanandasutraHK-83	anādyanantāstattadīśvarāyudhālakārā || 58 ||	anādi anantāḥ tad tad īśvara āyudha alakārā 
MBparaanandasutraHK-84	sādyanantāni tattadīśvaralokavāsinā śarīrāṇi || 59 ||	sādi anantāni tad tad īśvara loka vāsinā śarīrāṇi 
MBparaanandasutraHK-85	sādisāntāstattadīśvarāṇā lokā || 60 ||	sa ādi sa antāḥ tad tad īśvarāṇā 
MBparaanandasutraHK-86	atha dīkṣayā dīkṣito ya yamupāsate ta tamīśvara gatvā na sa punarāvartate | na sa	atha dīkṣayā dīkṣitaḥ yaḥ yam upāsate tam īśvara gatvā na sa punar āvartate na sa 
MBparaanandasutraHK-87	bhūyaḥ saṃsāraṃ saṃpadyate || 61 ||	bhūyas saṃsāram saṃpadyate 
MBparaanandasutraHK-88	svasveśvaragamana muktiḥ || 62 ||	sva sva īśvara gamana muktiḥ 
MBparaanandasutraHK-89	svai svairbhaktavarai sārdhaṃ yadīśvarāḥ paramānandaloka praviśanti sā parā	svaiḥ svaiḥ bhakta varaiḥ sārdham yadi īśvarāḥ paramānanda loka praviśanti sā parā 
MBparaanandasutraHK-90	muktiḥ || 63 ||	muktiḥ 
MBparaanandasutraHK-91	tasmādavaśya kāminīnyāyenaikamīśvara manasā niścitya	tasmāt avaśya kāminī nyāyena ekam īśvara manasā niścitya 
MBparaanandasutraHK-92	tattadīśvaramantradīkṣito bhūtveśvaradarśane yatitavyam || 64 ||	tad tad īśvara mantra dīkṣitaḥ bhūtvā īśvara darśane yatitavyam 
MBparaanandasutraHK-93	kāminīnyāyaṃ ca vakṣyāmaḥ || 65 ||	kāminī nyāyam ca vakṣyāmaḥ 
MBparaanandasutraHK-94	ṣaṭpuruṣā surūpā suyauvanā suveṣā khalakṛtā suvastrā suparākramā	ṣaṣ puruṣā surūpā su yauvanā su veṣā khala kṛtā su vastrā su parākramā 
MBparaanandasutraHK-95	kācidetadviśeṣa'nirviśiṣṭāstān gatā na ca tānsarvānevopabhoktu samarthā	kācid etad viśeṣa niḥ viśiṣṭāḥ tān gatāḥ na ca tān sarvān evā upabhoktu samarthā 
MBparaanandasutraHK-96	tasmātteṣvekamevāśrayedeva nyāyaḥ || 66 ||	tasmāt teṣu ekam eva āśrayet eva nyāyaḥ 
MBparaanandasutraHK-97	satkṛta samānavarṇajo'nulomavarṇajo vā || 67 ||	satkṛta samāna varṇa ja unuloma varṇa jaḥ vā 
MBparaanandasutraHK-98	brahmaviṣṇuśivasūryagaṇeśaśaktibhairavāśceśvarāḥ || 68 ||	brahma viṣṇu śiva sūrya gaṇeśa śakti bhairavāḥ ca īśvarāḥ 
MBparaanandasutraHK-99	eke brahmāṇa jīva manyante || 69 ||	eke brahmāṇa jīva manyante 
MBparaanandasutraHK-100	eke māheśāśaṃ bhairavamicchanti || 70 ||	eke māheśāśam bhairavam icchanti 
MBparaanandasutraHK-101	eteṣveka manasā niścitya paramānandamatastha brāhmaṇa dīkṣārtha vrajet || 71 ||	eteṣu eka manasā niścitya parama ānanda mata stha brāhmaṇa dīkṣā artha vrajet  /
MBparaanandasutraHK-102	sa gurusta saṃskṛtamāśramiṇa jñānvā kimarthamāgato'sīti paripṛcchet || 72	sa guruḥ ta saṃskṛtam āśramiṇa kimartham āgataḥ sīti paripṛcchet 
MBparaanandasutraHK-103	parānandamatyanyamatina dīkṣayet || 73 ||	dīkṣayet  /
MBparaanandasutraHK-104	p. 4)	p 
MBparaanandasutraHK-105	anyamatī parānandamatina na dīkṣayet || 74 ||	anya matī na dīkṣayet  /
MBparaanandasutraHK-106	brāhmaṇa pārānanda eva pārānandamate sarvānvarṇinaścāśramiṇaśca dīkṣayet	brāhmaṇa pārānandaḥ eva pārānanda mate sarvān varṇinaḥ ca āśramiṇaḥ ca dīkṣayet 
MBparaanandasutraHK-107	nānyo varṇī dīkṣitu samartha || 76 ||	na anyaḥ varṇī dīkṣitu samartha 
MBparaanandasutraHK-108	pṛṣṭa sa vadetpārānandamate dakṣiṇācāre'mukamantradīkṣito	sa vadet pārānanda mate 
MBparaanandasutraHK-109	bhavitumāgatastvāṃ māṃ dīkṣayopadiśa ca || 77 ||	bhavitum āgataḥ tvām mām dīkṣayā upadiśa ca 
MBparaanandasutraHK-110	athātaḥ pārānandamatadīkṣāṃ vyārayāsyāmaḥ || 78 ||	atha atas pārānanda mata dīkṣām 
MBparaanandasutraHK-111	caturviṃśativāsarānvā dvādaśavāsarānvā ṣaḍvāsarānvā dvau vāsaro vā eka	caturviṃśati vāsarān vā dvādaśa vāsarān vā ṣaṭ vāsarān vā dvau vāsaraḥ vai eka 
MBparaanandasutraHK-112	vāsara vā dīkṣayā yukta samānavarṇajo'nulomavarṇajo vā || 79 ||	vāsara vā dīkṣayā yukta samāna varṇa ja unuloma varṇa jaḥ vā  /
MBparaanandasutraHK-113	brahmabandhu śraddadhāno'nadhikārī śāstrāṇā sākṣāddīkṣā kartumasamartho	brahmabandhu śraddadhānaḥ anadhikārī śāstrāṇā sākṣāt dīkṣā kartum asamarthaḥ 
