segmentnr	original	analyzed
SA_GS25_amark1pu-0	amarakośa evaṃ nāmaliṅgānuśāsanaṃ khāṇḍa 1	amarakośe evam nāmaliṅga anuśāsanam khāṇḍa 
SA_GS25_amark1pu-1	nāmaliṅgānuśāsanaṃ nāma amarakoṣaḥ	nāmaliṅgānuśāsanam nāma amarakoṣaḥ 
SA_GS25_amark1pu-2	prathamaṃ kāṇḍam/	prathamam kāṇḍam 
SA_GS25_amark1pu-3	maṅgalācaraṇam/	maṅgala ācaraṇam 
SA_GS25_amark1pu-4	(1.0.1) yasya jñānadayāsindhoragādhasyānaghā guṇāḥ	yasya jñāna dayā sindhoḥ agādhasya anaghāḥ guṇāḥ 
SA_GS25_amark1pu-5	(1.0.2) sevyatāmakṣayo dhīrāḥ sa śriye cāmṛtāya ca	sevyatām akṣayaḥ dhīrāḥ sa śriye ca amṛtāya ca 
SA_GS25_amark1pu-6	prastāvanā	prastāvanā 
SA_GS25_amark1pu-7	(1.0.3) samāhṛtyānyatantrāṇi saṃkṣiptaiḥ pratisaṃskṛtaiḥ	samāhṛtya anya tantrāṇi saṃkṣiptaiḥ pratisaṃskṛtaiḥ 
SA_GS25_amark1pu-8	(1.0.4) saṃpūrṇamucyate vargairnāmaliṅgānuśāsanam	saṃpūrṇam ucyate vargaiḥ nāmaliṅga anuśāsanam 
SA_GS25_amark1pu-9	paribhāṣā	paribhāṣā 
SA_GS25_amark1pu-10	(1.0.5) prāyaśo rūpabhedena sāhacaryācca kutracit	prāyaśas rūpa bhedena sāhacaryāt ca kutracid 
SA_GS25_amark1pu-11	(1.0.6) strīpuṃnapuṃsakaṃ jñeyaṃ tadviśeṣavidheḥ kvacit	strī pum napuṃsakam jñeyam tad viśeṣa vidheḥ kvacid 
SA_GS25_amark1pu-12	(1.0.7) bhedākhyānāya na dvandvo naikaśeṣo na saṃkaraḥ	bheda ākhyānāya na dvandvaḥ na ekaśeṣaḥ na saṃkaraḥ 
SA_GS25_amark1pu-13	(1.0.8) kṛto 'tra bhinnaliṅgānāmanuktānāṃ kramādṛte	bhinna liṅgānām anuktānām kramāt ṛte 
SA_GS25_amark1pu-14	(1.0.9) triliṅgyāṃ triṣviti padaṃ mithune tu dvayoriti	tri liṅgyām triṣu iti padam mithune tu dvayoḥ iti 
SA_GS25_amark1pu-15	(1.0.10) niṣiddhaliṅgaṃ śeṣārthaṃ tvantāthādi na pūrvabhāk	niṣiddha liṅgam śeṣa artham tu anta atha ādi na pūrva bhāj 
SA_GS25_amark1pu-16	svargavargaḥ	svarga vargaḥ 
SA_GS25_amark1pu-17	(1.1.11) svaravyayaṃ svarganākatridivatridaśālayāḥ	svara vyayam svarga nāka tridiva tridaśālayāḥ 
