segmentnr	original	analyzed
SA_MB_kaulajnaananirnayaHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MB_kaulajnaananirnayaHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00027	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MB_kaulajnaananirnayaHK-2	Uniform title: kaulajñānanirṇaya	uniform title kaula jñāna nirṇaya 
SA_MB_kaulajnaananirnayaHK-3	Main title: kaulajñānanirṇaya and some minor texts of the school of matsyendrānātha	main title kaula jñāna nirṇaya and some minor texts of the school of matsyendrānātha 
SA_MB_kaulajnaananirnayaHK-4	Author : matsyendrānātha	authoḥ matsyendrānātha 
SA_MB_kaulajnaananirnayaHK-5	Alternate name : matsyendra	alternate name matsya indra 
SA_MB_kaulajnaananirnayaHK-6	Alternate name : macchagnapāda	name mad śagna pāda 
SA_MB_kaulajnaananirnayaHK-7	Editor : Bagchi, P. C.	e t itoḥ bagchi p c 
SA_MB_kaulajnaananirnayaHK-8	Description: The source of this e-text is Calcutta Sanskrit Series 3 - kaulajñānanirṇaya and some minor texts of the school of matsyendrānātha -  where it is bundled along with akulavīratantra kulAnandatantra>, and jñānakārikā .  The printed volume also contains introductory material and summaries in english.	description the source of this etext is calcutta sanskrit series   kaulajñānanirṇaya and some minor texts of the school of matsyendrānātha                                                                                  
SA_MB_kaulajnaananirnayaHK-9	Notes: Data-entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.	notes data entered by the staff muktabodha under the supervision of mark s g dyczkowski 
SA_MB_kaulajnaananirnayaHK-10	Revision 0:  August 1, 2006	revision 
SA_MB_kaulajnaananirnayaHK-11	Publisher : Metropolitan Printing and Pub. House	publisher metropolitan printing and pub house 
SA_MB_kaulajnaananirnayaHK-12	Publication year : 1934	publication year 
SA_MB_kaulajnaananirnayaHK-13	Publication city : Calcutta	publication citi calcutta 
SA_MB_kaulajnaananirnayaHK-14	Publication country : India	publication country india 
SA_MB_kaulajnaananirnayaHK-15	kaulajñānanirṇayaḥ	        
SA_MB_kaulajnaananirnayaHK-16	prathamaḥ paṭalaḥ	prathamaḥ paṭalaḥ 
SA_MB_kaulajnaananirnayaHK-17	mūlāṅguṣṭhanakhāgrañca ete tattvasantati (ḥ) |	ete tattva santatiḥ 
SA_MB_kaulajnaananirnayaHK-18	aṣṭādaśavidhaṃ devi jñānañca kulagocare || 1/1 ||	aṣṭādaśavidham devi jñānam ca kula gocare 
SA_MB_kaulajnaananirnayaHK-19	kathitaṃ sṛṣṭisaṃyogaṃ yathā tathā na bhairavi |	kathitam sṛṣṭi saṃyogam yathā tathā na bhairavi 
SA_MB_kaulajnaananirnayaHK-20	kimanyaṃ pṛcchase nātha sugopyaṃ prakaṭīkṛtam || ½ ||	kim anyam pṛcchase nātha su gopyam prakaṭīkṛtam 
SA_MB_kaulajnaananirnayaHK-21	iti jñānanirṇitiyoginīkaulammahacchrīmacchaghnapādāvatārite	iti 
SA_MB_kaulajnaananirnayaHK-22	candradvīpavinirgate prathamaḥ paṭalaḥ || 1/1 ||	candradvīpa vinirgate prathamaḥ paṭalaḥ 
SA_MB_kaulajnaananirnayaHK-23	dvitīyaḥ paṭalaḥ	dvitīyaḥ paṭalaḥ 
SA_MB_kaulajnaananirnayaHK-24	devyuvāca	devī uvāca 
SA_MB_kaulajnaananirnayaHK-25	pañcāgnitapasaṃ taptaṃ varṣakoṭiranekadhā |	pañca agni tapasam taptam varṣa koṭiḥ anekadhā 
SA_MB_kaulajnaananirnayaHK-26	tapastadadya me samyak tvatprasādena bhairava ||	tapaḥ tat adya me samyak tvad prasādena bhairava 
SA_MB_kaulajnaananirnayaHK-27	sṛṣṭiyogaṃ mayā jñātaṃ saṃhāraṃ kathayasva me || 2/1 ||	sṛṣṭi yogam mayā jñātam saṃhāram kathayasva me 
SA_MB_kaulajnaananirnayaHK-28	bhairava uvāca	bhairavaḥ uvāca 
SA_MB_kaulajnaananirnayaHK-29	sādhu tvāṃ kathayiṣyāmi saṃhārantu yathā bhavet |	sādhu tvām kathayiṣyāmi yathā bhavet 
SA_MB_kaulajnaananirnayaHK-30	kālāgnirudrasaṃjñā tu nakhāgre nityasaṃsthitam || 2/2 ||	kālāgnirudra saṃjñā tu nakha agre nitya saṃsthitam 
SA_MB_kaulajnaananirnayaHK-31	yadā prajvalate ūrddhaṃ saṃhārantu tadā bhavet |	yadā prajvalate ūrddham tadā bhavet 
SA_MB_kaulajnaananirnayaHK-32	vaḍavāmukhamahattvañca pātāle sahasaṃsthitaḥ || 2/3 ||	vaḍavāmukha mahā tvañca pātāle saha saṃsthitaḥ 
SA_MB_kaulajnaananirnayaHK-33	saptapātālamuddiṣṭaṃ tasyorddhe svargasaṃsthitam |	sapta pātālam uddiṣṭam tasya ūrddhe svarga saṃsthitam 
SA_MB_kaulajnaananirnayaHK-34	etāni kathitā bhadre bhuvanāni caturdaśa || 2/4 ||	etāni kathitā bhadre bhuvanāni caturdaśa 
SA_MB_kaulajnaananirnayaHK-35	jñātavyā dehamadhye tu tattvarūpā sthitā priye |	jñātavyā deha madhye tu tattva rūpā sthitā priye 
SA_MB_kaulajnaananirnayaHK-36	sarvajñā (yatna ?) saṃlīnaṃ layañca śaktigocare || 2/5 ||	saṃlīnam layam ca śakti gocare  /
SA_MB_kaulajnaananirnayaHK-37	śivamadhye gatā śaktiḥ kriyāmadhyasthitaḥ śivaḥ |	śiva madhye gatā śaktiḥ kriyā madhya sthitaḥ śivaḥ 
SA_MB_kaulajnaananirnayaHK-38	jñānamadhye kriyā līnā kriyā līyati icchayā || 2/6 ||	jñāna madhye kriyā līnā kriyā līyati icchayā 
SA_MB_kaulajnaananirnayaHK-39	icchāśaktirlayaṃ yāti yatra tejaḥ paraḥ śivaḥ |	icchā śaktiḥ layam yāti yatra tejaḥ paraḥ śivaḥ 
SA_MB_kaulajnaananirnayaHK-40	saṃhārantu imaṃ bhedena kathitantava śobhane || 2/7 ||	saṃhāram tu imam bhedena kathitam tava śobhane  /
SA_MB_kaulajnaananirnayaHK-41	saṃhārantu padānyastaṃ kruddhaḥ saṃharate jagat |	padāni astam kruddhaḥ saṃharate jagat 
SA_MB_kaulajnaananirnayaHK-42	sṛṣṭiyogaṃ padānyastaṃ sṛjatyevaṃ carācaram || 2/8 ||	sṛṣṭi yogam padānyaḥ tam sṛjati evam carācaram 
SA_MB_kaulajnaananirnayaHK-43	adhasthā saṃsthitā bhuktiḥ ūrddhaṃ muktirvarānane |	adhasthā saṃsthitā bhuktiḥ ūrddham muktiḥ varānane 
SA_MB_kaulajnaananirnayaHK-44	pūrvaṃ yat sūcitaṃ devi sṛṣṭiyogaṃ mayā tava || 2/9 ||	pūrvam yat sūcitam devi sṛṣṭi yogam mayā tava  /
SA_MB_kaulajnaananirnayaHK-45	sṛṣṭisaṃhāranyāyena kulādhāramupavarṇitam |	sṛṣṭi saṃhāra nyāyena kula ādhāram upavarṇitam 
SA_MB_kaulajnaananirnayaHK-46	kimanyaṃ pṛcchase nāthe sugopyaṃ prakaṭīkṛtam || 2/10 ||	kim anyam pṛcchase nāthe su gopyam prakaṭīkṛtam 
SA_MB_kaulajnaananirnayaHK-47	iti jñānanirṇitiyoginīkaulammahacchrīmacchaghnapādāvatārite	iti 
SA_MB_kaulajnaananirnayaHK-48	candradvīpavinirgate dvitīyaḥ paṭalaḥ || 2/2 ||	candradvīpa vinirgate dvitīyaḥ paṭalaḥ 
SA_MB_kaulajnaananirnayaHK-49	tṛtīyaḥ paṭalaḥ	tṛtīyaḥ paṭalaḥ 
SA_MB_kaulajnaananirnayaHK-50	devyuvāca	devī uvāca 
SA_MB_kaulajnaananirnayaHK-51	kulalakṣaṃ maheśāna ātmasamvittipūrvakam |	kula lakṣam maheśānaḥ ātma samvitti pūrvakam 
SA_MB_kaulajnaananirnayaHK-52	etanme saṃśayo nātha prasādībhava śaṅkaraḥ || 3/1 ||	etat me saṃśayaḥ nātha prasādībhava śaṅkaraḥ 
SA_MB_kaulajnaananirnayaHK-53	bhairava uvāca	bhairavaḥ uvāca 
SA_MB_kaulajnaananirnayaHK-54	śṛṇumekāgracittā kulalakṣannigadyate |	śṛṇum ekāgra cittā kula lakṣan nigadyate 
SA_MB_kaulajnaananirnayaHK-55	yatra dṛṣṭirmanastatra bhūtendriyamapudgalaḥ || 3/2 ||	yatra dṛṣṭiḥ manaḥ tatra bhūta indriyam apudgalaḥ 
SA_MB_kaulajnaananirnayaHK-56	svaśaktijīvabhūtāni dṛṣṭirlakṣairlayaṃ gatā |	sva śakti jīva bhūtāni dṛṣṭiḥ lakṣaiḥ layam gatā 
SA_MB_kaulajnaananirnayaHK-57	sthānaṃ dhyānañca varṇañca lakṣañcaiva catuṣṭayam || 3/3 ||	sthānam dhyānam ca varṇam ca lakṣam ca eva catuṣṭayam 
SA_MB_kaulajnaananirnayaHK-58	piṇḍasaṃjñā bhavet sthānaṃ dhyānantatpadamucyate |	piṇḍa saṃjñā bhavet sthānam dhyānam tat padam ucyate 
SA_MB_kaulajnaananirnayaHK-59	varṇarūpaṃ vinirdiṣṭaṃ lakṣaṃ vai rūpavarjitam || 3/4 ||	varṇa rūpam vinirdiṣṭam lakṣam vai rūpa varjitam 
SA_MB_kaulajnaananirnayaHK-60	piṇḍañcopapadarūpaṃ rūpātītaṃ varānane |	piṇḍam ca upapada rūpam rūpātītam varānane 
SA_MB_kaulajnaananirnayaHK-61	sthāne sthāne sthitandevi ekaikasya caturvidham || 3/5 ||	sthāne sthāne ekaikasya caturvidham 
SA_MB_kaulajnaananirnayaHK-62	catuṣpatrañca aṣṭāraṃ dvādaśāraṃ varānane |	catuṣpatram ca aṣṭa āram dvādaśa aram varānane 
SA_MB_kaulajnaananirnayaHK-63	pañcāraṃ ṣoḍaśārañca catuḥṣaṣṭidalampriye || 3/6 ||	pañca āram ṣoḍaśa aram ca catuḥṣaṣṭi dalam priye 
SA_MB_kaulajnaananirnayaHK-64	śatapatraṃ suśobhāḍhyaṃ sahasraṃ dalaśobhitam |	śata patram su śobhā āḍhyam sahasram dala śobhitam 
SA_MB_kaulajnaananirnayaHK-65	koṭipatraṃ sutejāḍhyaṃ tasyorddhe anyathā śṛṇu || 3/7 ||	koṭi patram su teja āḍhyam tasya ūrddhe anyathā śṛṇu 
SA_MB_kaulajnaananirnayaHK-66	arddhakoṭisamāyuktaṃ koṭitrayasamanvitam |	arddha koṭi samāyuktam koṭi traya samanvitam 
SA_MB_kaulajnaananirnayaHK-67	karṇikākeśarairyuktaṃ dīpyamānaṃ (tathaiva ca) || 3/8 ||	karṇikā kesaraiḥ yuktam dīpyamānam tathā eva ca 
SA_MB_kaulajnaananirnayaHK-68	tasyorddhe vyāpakantatra nityoditamakhaṇḍitam |	tasya ūrddhe vyāpakam tatra nitya uditam akhaṇḍitam 
