segmentnr	original	analyzed
MBkaamaratnatantraHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBkaamaratnatantraHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00239	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBkaamaratnatantraHK-2	Uniform title: kāmaratnatantra	uniform title kāmaratnatantra 
MBkaamaratnatantraHK-3	Editor : Hemachandra Goswami Tattabhusan	hema chandra gosvami tatta bhusan 
MBkaamaratnatantraHK-4	Notes: Data entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.	notes data entered by the staff muktabodha under the supervision of mark s g dyczkowski 
MBkaamaratnatantraHK-5	Revision 0: Sept. 18, 2011	revision 
MBkaamaratnatantraHK-6	Publisher : Assam Government Press	publisher assam government press 
MBkaamaratnatantraHK-7	Publication year : 1928	publication year 
MBkaamaratnatantraHK-8	Publication city : Shilong	publication citi shilong 
MBkaamaratnatantraHK-9	Publication country : India	publication country india 
MBkaamaratnatantraHK-10	|| śrīgaṇeśāya namaḥ ||	śrī gaṇeśāya namaḥ 
MBkaamaratnatantraHK-11	atha kāmaratnam	atha kāmaratnam 
MBkaamaratnatantraHK-12	hindīvyākhyāvibhūṣitam	        
MBkaamaratnatantraHK-13	prathamopadeśaḥ	prathama upadeśaḥ 
MBkaamaratnatantraHK-14	maṅgalācaraṇam	maṅgala ācaraṇam 
MBkaamaratnatantraHK-15	yasyeśvarasya vimalaṃ caraṇāravindaṃ saṃsevyate vibudhaviddhamadhuvratena |	yasya īśvarasya vimalam caraṇa aravindam saṃsevyate vibudha viddha madhu vratena 
MBkaamaratnatantraHK-16	nirvāṇasūcakaguṇāṣṭakavarga pūrṇaṃ taṃ śaṃṅkaraṃ sakaladuḥkhaharaṃ namāmi || 1 ||	nirvāṇa sūcaka guṇa aṣṭaka varga pūrṇam tam śaṃṅkaram sakala duḥkha haram namāmi  /
MBkaamaratnatantraHK-17	devyuvāca	devī uvāca 
MBkaamaratnatantraHK-18	jñātaṃ tava prasādena yathā kālasya bandhanam |	jñātam tava prasādena yathā kālasya bandhanam 
MBkaamaratnatantraHK-19	mantrasya sārasaṃbhūtamidānīmauṣadhaṃ vada ||	mantrasya sāra saṃbhūtam idānīm auṣadham vada 
MBkaamaratnatantraHK-20	auṣadhānyapyanekāni manujānāṃ hitāya vai |	auṣadhāni api anekāni manujānām hitāya vai 
MBkaamaratnatantraHK-21	pūrvaṃ tu yattvayā proktaṃ pratyakṣaṃ kathayasva me || 1 ||	pūrvam tu yat tvayā proktam pratyakṣam kathayasva me 
MBkaamaratnatantraHK-22	īśvara uvāca	īśvaraḥ uvāca 
MBkaamaratnatantraHK-23	kāmaratnamidaṃ citraṃ nānātantrārṇavānmayā |	kāma ratnam idam citram nānā tantra arṇavāt mayā 
MBkaamaratnatantraHK-24	vaśyādiyakṣiṇīmaṃtrasādhanāntaṃ samuddhṛtam || 1 ||	vaśyā ādi yakṣiṇī maṃtra sādhana antam samuddhṛtam 
MBkaamaratnatantraHK-25	tithinakṣatravāreṇa ṛtubhedaiḥ parigrahaḥ |	tithi nakṣatra vāreṇa ṛtu bhedaiḥ parigrahaḥ 
MBkaamaratnatantraHK-26	khananotpāṭanaṃ mantraiḥ kārayedvai cikitsakaḥ || 2 ||	khanana utpāṭanam mantraiḥ kārayet vai cikitsakaḥ 
MBkaamaratnatantraHK-27	auṣadhaṃ kālayogena gṛhṇāti paramaṃ balam |	auṣadham kāla yogena gṛhṇāti paramam balam 
MBkaamaratnatantraHK-28	śaraddhemāntike devi tvaco mūlaparigrahaḥ || 3 ||	śarad hema antike devi tvacaḥ mūla parigrahaḥ 
MBkaamaratnatantraHK-29	śiśire ca phalaṃ samyaṅmūlaṃ sārasamanvitam |	śiśire ca phalam samyak mūlam sāra samanvitam 
MBkaamaratnatantraHK-30	vasante puṣpapatre ca grīṣme ca phalabījake || 4 ||	vasante puṣpa patre ca grīṣme ca phala bījake 
MBkaamaratnatantraHK-31	svakāle balavanto'pi varṣāsu taravaḥ sadā |	sva kāle balavantaḥ api varṣāsu taravaḥ sadā 
