segmentnr	original	analyzed
SA_MB_kramadipikaHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MB_kramadipikaHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00029	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MB_kramadipikaHK-2	Uniform title: kramadīpikā	uniform title kramadīpikā 
SA_MB_kramadipikaHK-3	Secondary title: tantrasārādivividhatantrasaṃgraha	secondara title tantrasāra ādi vividha tantra saṃgraha 
SA_MB_kramadipikaHK-4	Author : śrīrasikamohana caṭṭopādhyāya	śrī rasikamohana caṭṭa upādhyāya 
SA_MB_kramadipikaHK-5	Description: Originally published in Bengali script	description originally published in bengali script 
SA_MB_kramadipikaHK-6	Notes: Data-entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.  Revision 0:	notes data entered by the staff muktabodha under the supervision of mark sg dyczkowski 
SA_MB_kramadipikaHK-7	Publisher : kalikātā	publisheḥ kalikātā 
SA_MB_kramadipikaHK-8	Publication year : Pre-1900	publication year 
SA_MB_kramadipikaHK-9	Publication country : India	publication country india 
SA_MB_kramadipikaHK-10	kalāntamāyālavakāntamūrttiḥ kvaṇatkvaṇadvāṇīninādaramyaḥ (-vaṇu-) |	                
SA_MB_kramadipikaHK-11	śrito hṛdi vyākulayaṃstrilokīṃ śriye'stu gopījanavallabho vaḥ ||	śritaḥ hṛdi vyākulayan trilokīm śriyeḥ tu gopī jana vallabhaḥ vaḥ 
SA_MB_kramadipikaHK-12	gurucaraṇasaroruhadvayo ṇyā?n mahitarajaḥ kaṇakān mūddhnā |	guru caraṇa saroruha dvayoḥ ṇyāt mahita rajaḥ kaṇakāt mūddhnā 
SA_MB_kramadipikaHK-13	gaditamiha vivicya nāradādyairyajanavidhṃ kathayāmi śārṅgapāṇeḥ ||	gaditam iha vivicya nārada ādyaiḥ yajana vidhm kathayāmi śārṅgapāṇeḥ 
SA_MB_kramadipikaHK-14	kṣitisuranṛpaviṭturīyajānāṃ munivanavāsigṛhasthavarṇānāñca |	kṣiti sura nṛpa viś turīya jānām muni vanavāsi gṛhastha varṇānām ca 
SA_MB_kramadipikaHK-15	japahūtayajanādibhirmanūnāṃ phalati hi kaścana kasyacit kathañcit ||	japa hūta yajana ādibhiḥ manūnām phalati hi kaścana kasyacid kathañcid 
SA_MB_kramadipikaHK-16	sarveṣu varṇeṣu tathāśrameṣu nārīṣu nānāhvayajanmabheṣu |	sarveṣu varṇeṣu tathā āśrameṣu nārīṣu nānā āhvaya janma bheṣu 
SA_MB_kramadipikaHK-17	dātā phalānāmabhivāñchitānāṃ drāgeva gopālakamantra-eṣaḥ ||	dātā phalānām abhivāñchitānām drāk eva gopālaka mantra eṣaḥ 
SA_MB_kramadipikaHK-18	nyūnamacyutakaṭākṣapātane karaṇaṃ bhavati bhaktijañjasā |	nyūnam acyuta kaṭākṣa pātane karaṇam bhavati bhakti jañjasā 
SA_MB_kramadipikaHK-19	taccatuṣṭayaphalāptaye tato bhaktimānadhikṛtau harau gurau ||	tad catuṣṭaya phala āptaye tatas bhaktimān adhikṛtau harau gurau 
