segmentnr	original	analyzed
SA_XX_vtrksopu-0	Vidyākaraśānti:	     
SA_XX_vtrksopu-1	Tarkasopāna	tarkasopāna 
SA_XX_vtrksopu-2	(Ts 275)	ts 
SA_XX_vtrksopu-3	namo mañjuśriye //	namaḥ mañjuśriye 
SA_XX_vtrksopu-4	saṃsārasarasi kolatuIyam ajñānabhedinaḥ /	saṃsāra sarasi kolatuiyam ajñāna bhedinaḥ 
SA_XX_vtrksopu-5	smaraṇaṃme hevajrasya vartatāṃ hṛdi vaściram //	smaraṇam me hevajrasya vartatām hṛdi vaḥ ciram 
SA_XX_vtrksopu-6	1. hitāhitaprāptiparihārahetur niyamena pramāṇam iti saṃkṣepatas tad vyutpādyate //	                               
SA_XX_vtrksopu-7	pramāṇam avisaṃvādi jñānam /	pramāṇam avisaṃvādi jñānam 
SA_XX_vtrksopu-8	visaṃvadanaṃ visaṃvādaḥ /	visaṃvadanam visaṃvādaḥ 
SA_XX_vtrksopu-9	na visaṃvādo 'visaṃvādaḥ /	na visaṃvādaḥ visaṃvādaḥ 
SA_XX_vtrksopu-10	sa yasyāsti tad avisaṃvādi /	sa yasya asti tat avisaṃvādi 
SA_XX_vtrksopu-11	saṃvādy evetyarthaḥ //	saṃvādi eva iti arthaḥ 
SA_XX_vtrksopu-12	avisaṃvādaḥ punar upadarśitārthapratibaddhārthakriyāprāpaṇam /	avisaṃvādaḥ punar upadarśita artha pratibaddha artha kriyā prāpaṇam 
SA_XX_vtrksopu-13	prāpaṇam api prāpakatvaṃ tadyogyatā ca /	  api          
SA_XX_vtrksopu-14	avyavahitāyām arthakriyāyāṃ pramāṇasya prāpakatvam eva /	avyavahitāyām arthakriyāyām pramāṇasya prāpaka tvam eva 
SA_XX_vtrksopu-15	vyavahitāyāṃ pravartakatvam api /	        
SA_XX_vtrksopu-16	prāpakatvaṃ copadarśakatvam eva /	prāpaka tvam ca upadarśaka tvam eva 
SA_XX_vtrksopu-17	karaṇadharmasyopadarśakatvasya grahaṇād gṛhītagrahiṇām akaraṇatvena vyudāsān nātivyāpitā /	karaṇa dharmasya upadarśaka tvasya grahaṇāt gṛhīta grahiṇām a karaṇa tvena vyudāsāt na ati vyāpi tā 
SA_XX_vtrksopu-18	ata evācāryo dharmottaro 'py āha //	atas eva ācāryaḥ dharmottaraḥ pi āha 
SA_XX_vtrksopu-19	yenaiva prathamam upadarśitārthas tenaiva pravartitaḥ puruṣaḥ prāpitaś cārthaḥ kim anyenādhikaṃ kāryam /	yena eva prathamam upadarśita arthaḥ tena eva pravartitaḥ puruṣaḥ prāpitaḥ ca arthaḥ kim anyena adhikam kāryam 
SA_XX_vtrksopu-20	marīcikājalajñānādīny upadarśitārthapratibaddhārthakriyāprāpaṇāsaṃbhavād eva nirastānīti /	                                                                 
SA_XX_vtrksopu-21	jñānagrahaṇena cājñānasya indriyāder nirāsaḥ /	jñāna grahaṇena ca ajñānasya indriya ādeḥ nirāsaḥ 
SA_XX_vtrksopu-22	karaṇavihitapratyayena ca gṛhītagrāhiṇaḥ /	karaṇa vihita pratyayena ca gṛhīta grāhiṇaḥ 
SA_XX_vtrksopu-23	tena yad abhimatārthakriyāsamarthārthaprāpaṇayogyam apūrvaviṣayaṃ jñānaṃ tat pramāṇam //	tena yat abhimata artha kriyā samartha artha prāpaṇa yogyam apūrva viṣayam jñānam tat pramāṇam 
SA_XX_vtrksopu-24	(Ts 276)	ts 
SA_XX_vtrksopu-25	2. tad dvividham /	tat dvividham 
SA_XX_vtrksopu-26	pratyakṣam anumānaṃ ca /	pratyakṣam anumānam ca 
SA_XX_vtrksopu-27	3. pratigatam āśritam akṣaṃ pratyakṣam /	pratigatam āśritam akṣam pratyakṣam 
SA_XX_vtrksopu-28	atyādayaḥ krāntādyarthe dvitīyayeti samāsaḥ //	ati ādayaḥ krānta ādi arthe dvitīyayā iti samāsaḥ 
SA_XX_vtrksopu-29	prāptāpannālaṅgatisamāseṣu paraval liṅgapratiṣedhaḥ /	prāpta āpanna alaṅgati samāseṣu para vat liṅga pratiṣedhaḥ 
SA_XX_vtrksopu-30	tena pratyakṣaḥ pratyayaḥ pratyakṣā buddhiḥ /	tena pratyakṣaḥ pratyayaḥ pratyakṣā buddhiḥ 
SA_XX_vtrksopu-31	pratyakṣaṃ jñānam iti siddhaṃ bhavati /	pratyakṣam jñānam iti siddham bhavati 
SA_XX_vtrksopu-32	akṣāśritatvaṃ ca pratyakṣasya vyutpattimātranimittaṃ /	akṣa āśrita tvam ca pratyakṣasya vyutpatti mātra nimittam 
SA_XX_vtrksopu-33	pravṛttinimittaṃ tu sākṣātkaraṇam eva /	pravṛtti nimittam tu sākṣātkaraṇam eva 
SA_XX_vtrksopu-34	tena yat kiṃcid viṣayasya sākṣātkāri jñānaṃ tat sarvaṃ pratyakṣaśabdavācyaṃ sidhyati /	tena yat kiṃcid viṣayasya sākṣātkāri jñānam tat sarvam pratyakṣa śabda vācyam sidhyati 
SA_XX_vtrksopu-35	mīyate 'neneti mānam /	mīyate nena iti mānam 
SA_XX_vtrksopu-36	liṅgagrahaṇasaṃbandhasmaraṇayoḥ paścānmānam anumānam /	liṅga grahaṇa saṃbandha smaraṇayoḥ paścāt mānam anumānam 
SA_XX_vtrksopu-37	etac ca rūḍhivaśāl labhyate /	etat ca rūḍhi vaśāt labhyate 
SA_XX_vtrksopu-38	tena dharmiviśeṣavarti liṅgaṃ dṛṣṭavato Iiṅgaliṅginoś ca saṃbandhaṃ smṛtavato yataḥ parokṣavastvālambanaṃ jñānam utpadyate tad anumānaśabdenābhidhīyate	tena dharmi viśeṣa varti liṅgam dṛṣṭavataḥ iiṅga liṅginoḥ ca saṃbandham smṛtavataḥ yatas parokṣa vastu ālambanam jñānam utpadyate tat anumāna śabdena abhidhīyate 
SA_XX_vtrksopu-39	4. cakāraḥ pratyakṣānumānayos tulyabalatvaṃ samuccinoti /	cakāraḥ pratyakṣa anumānayoḥ tulya bala tvam samuccinoti 
SA_XX_vtrksopu-40	yathārthāvinābhāvitvāt pratyakṣaṃ pramāṇam /	yathārtha avinābhāvi tvāt pratyakṣam pramāṇam 
SA_XX_vtrksopu-41	tathānumānam apy arthāvinābhāvi pramāṇam iti tad uktam //	tathā anumānam api artha avinābhāvi pramāṇam iti tat uktam 
SA_XX_vtrksopu-42	arthasyāsaṃbhave 'bhāvāt pratyakṣe 'pi pramāṇatā /	arthasya asaṃbhave bhāvāt pratyakṣe pi pramāṇa tā 
SA_XX_vtrksopu-43	pratibaddhasvabhāvasya taddhetutve samaṃ dvayam iti //	pratibaddha svabhāvasya tad hetu tve samam dvayam iti 
SA_XX_vtrksopu-44	anenaiva tulyabalatvakhyāpanena yad api mīmāṃsakair uktaṃ sarvapramāṇānāṃ pratyakṣam eva jyeṣṭhaṃ tatpūrvakatvād anumānāder iti tad api nirastam	anena eva tulya bala tva khyāpanena yat api mīmāṃsakaiḥ uktam sarva pramāṇānām pratyakṣam eva jyeṣṭham tad pūrvaka tvāt anumāna ādeḥ iti tat api nirastam 
SA_XX_vtrksopu-45	ātmasattālābhe sarvapramāṇānāṃ svakāraṇāpekṣatvān (Ts 77)	ātma sattā alābhe sarva pramāṇānām sva kāraṇa apekṣa tvāt 
SA_XX_vtrksopu-46	na jyeṣṭhetarabhāvakalpanā sādhvīti /	na jyeṣṭha itara bhāva kalpanā sādhvī iti 
SA_XX_vtrksopu-47	evaṃ pratyakṣānumānabhedena dviprakāram eva pramāṇaṃ //	evam pratyakṣa anumāna bhedena dvi prakāram eva pramāṇam 
SA_XX_vtrksopu-48	5. dvividhavacanenaikaṃ pramāṇaṃ trīṇi catvāri pañca ṣad iti vipratipattayo nirasyante /	dvividha vacanena ekam pramāṇam trīṇi catvāri pañca iti vipratipattayaḥ nirasyante 
SA_XX_vtrksopu-49	tathāhi pratyakṣam eva pramāṇaṃ bārhaspatyānām /	tathā hi pratyakṣam eva pramāṇam bārhaspatyānām 
SA_XX_vtrksopu-50	pratyakṣānumānāgamāḥ pramāṇāni āṃkhyānām /	pratyakṣa anumāna āgamāḥ pramāṇāni āṃkhyānām 
SA_XX_vtrksopu-51	upamānam api naiyāyikānām /	upamānam api naiyāyikānām 
SA_XX_vtrksopu-52	arthāpattir api prābhākarāṇām /	arthāpattiḥ api prābhākarāṇām 
SA_XX_vtrksopu-53	abhāvo hi pratyakṣaṃ śabdaś ca pramāṇam iti vaiyākarāṇaḥ //	abhāvaḥ hi pratyakṣam śabdaḥ ca pramāṇam iti vaiyākarāṇaḥ 
SA_XX_vtrksopu-54	6. tatra pratyakṣaṃ kalpanāpodham abhrāntam /	tatra pratyakṣam kalpanā apodham abhra antam 
SA_XX_vtrksopu-55	yaj jñānaṃ kalpanayā kalpanātvena rahitam abhrāntaṃ ca tad eva pratyakṣam /	yat jñānam kalpanayā kalpanā tvena rahitam abhra antam ca tat eva pratyakṣam 
SA_XX_vtrksopu-56	etena yad uktam udyotakareṇa /	etena yat uktam udyota kareṇa 
SA_XX_vtrksopu-57	yadi pratyakṣaśabdena pratyakṣam abhidhīyate /	yadi pratyakṣa śabdena pratyakṣam abhidhīyate 
SA_XX_vtrksopu-58	kathaṃ tat kalpanāpoḍham /	katham tat kalpanā apoḍham 
SA_XX_vtrksopu-59	atha kalpanāpodhaṃ kathaṃ pratyakṣaṃ kalpanāpodham ity anena śabdenocyata iti /	atha kalpanā apodham katham pratyakṣam kalpanā apodham iti anena śabdena ucyate iti 
SA_XX_vtrksopu-60	yad api bhartṛhariṇoktam /	yat api bhartṛhariṇā uktam 
SA_XX_vtrksopu-61	kalpanā hi jñānaṃ pratyakṣam api jñānaṃ /	kalpanā hi jñānam pratyakṣam api jñānam 
SA_XX_vtrksopu-62	pratyakṣajñāne kalpanājñānaṃ pratiṣedhatānyasmin jnāne jñānāntaram astīti pratipāditam /	pratyakṣa jñāne kalpanā jñānam pratiṣedhatā anyasmin jnāne jñāna antaram asti iti pratipāditam 
SA_XX_vtrksopu-63	prāptipūrvakā hi pratiṣedhā bhavantīti nyāyād iti /	prāpti pūrvakāḥ hi pratiṣedhāḥ bhavanti iti nyāyāt iti 
