segmentnr	original	analyzed
SA_GV02_kausibru-0	atha kauṣītakibrāhmaṇam	atha kauṣītaki brāhmaṇam 
SA_GV02_kausibru-1	KB_1.1.1: asmin.vai.loka.ubhaye.deva.manuṣyā.āsuḥ /	asmin vailoke ubhaye deva manuṣyāḥ āsuḥ 
SA_GV02_kausibru-2	KB_1.1.2: te.devāḥ.svargaṃl.lokam.yanto.agnim.acuḥ /	te devāḥ svargam lokam yantaḥ agnim acuḥ 
SA_GV02_kausibru-3	KB_1.1.3: tvam.no.asya.lokasya.adhyakṣa.edhi.iti /	tvam naḥ asya lokasya adhyakṣaḥ edhi iti 
SA_GV02_kausibru-4	(agnyādhāna)	agnyādhāna 
SA_GV02_kausibru-5	KB_1.1.4: tān.agir.uvāca /	tānagiḥ uvāca 
SA_GV02_kausibru-6	KB_1.1.5: atha.yad.vo.aham.ghora.saṃsparśatamo.asmi /	atha yat vaḥ aham ghora saṃsparśatamaḥ asmi 
SA_GV02_kausibru-7	KB_1.1.6: anapacāyitāro.manuṣyāḥ /	an apacāyitāraḥ manuṣyāḥ 
SA_GV02_kausibru-8	(agnyādhāna)	agnyādhāna 
SA_GV02_kausibru-9	KB_1.1.7: katham.vas.tad.bhaviṣyati.yan.manuṣyeṣv.iti /	katham vaḥ tat bhaviṣyati yat manuṣyeṣu iti 
SA_GV02_kausibru-10	KB_1.1.8: te.devā.ūcuḥ /	te devāḥ ūcuḥ 
SA_GV02_kausibru-11	KB_1.1.9: tasya.vai.te.vayam.ghorās.tanūr.vinidhāsyāmaḥ /	tasya vai te vayam ghorāḥ tanūḥ vinidhāsyāmaḥ 
SA_GV02_kausibru-12	(agnyādhāna)	agnyādhāna 
SA_GV02_kausibru-13	KB_1.1.10: atha.yā.eva.te.śivā.śagmā.yajñiyā.tanūḥ /	atha yā evatā śivā śagmā yajñiyā tanūḥ 
SA_GV02_kausibru-14	KB_1.1.11: tayā.iha.manuṣyebhyo.bhaviṣyasi.iti /	tayā iha manuṣyebhyaḥ bhaviṣyasi iti 
SA_GV02_kausibru-15	(agnyādhāna)	agnyādhāna 
SA_GV02_kausibru-16	KB_1.1.12: tasya.apsu.pavamānām.adadhuḥ /	tasya apsupavamānām adadhuḥ 
SA_GV02_kausibru-17	KB_1.1.13: vāyau.pāvakām /	vāyaupāvakām 
SA_GV02_kausibru-18	KB_1.1.14: āditye.śucim /	āditya ūśucim 
SA_GV02_kausibru-19	(agnyādhāna)	agnyādhāna 
SA_GV02_kausibru-20	KB_1.1.15: atha.yā.eva.asya.śivā.śagmā.yajñiyā.tanūr.āsīt /	atha yā eva asya śivā śagmā yajñiyā tanūḥ āsīt 
SA_GV02_kausibru-21	KB_1.1.16: tayā.iha.manuṣyebhyo.atapat /	tayā iha manuṣyebhyaḥ atapat 
SA_GV02_kausibru-22	(agnyādhāna)	agnyādhāna 
SA_GV02_kausibru-23	KB_1.1.17: etā.vā.agnes.tanvaḥ /	etāvā agneḥ tanvaḥ 
SA_GV02_kausibru-24	KB_1.1.18: tad.yad.etā.devatā.yajati /	tat yat etāḥ devatāḥ yajati 
SA_GV02_kausibru-25	KB_1.1.19: atra.agniḥ.sāṅgaḥ.satanūḥ.prīto.bhavati /	atra agniḥ sa aṅgaḥ sa tanūḥ prītaḥ bhavati 
SA_GV02_kausibru-26	(agnyādhāna)	agnyādhāna 
SA_GV02_kausibru-27	KB_1.1.20: tā.vai.tisro.bhavanti /	tāva etisraḥ bhavanti 
SA_GV02_kausibru-28	KB_1.1.21: trayo.vā.ime.lokāḥ /	trayovāimā ilokāḥ 
SA_GV02_kausibru-29	KB_1.1.22: imān.eva.tal.lokān.āpnoti /	imān eva tat lokān āpnoti 
SA_GV02_kausibru-30	(agnyādhāna)	agnyādhāna 
SA_GV02_kausibru-31	KB_1.2.1: paurṇamāsam.prathamāyai.tantram.bhavati /	paurṇamāsam prathamāya etantram bhavati 
SA_GV02_kausibru-32	KB_1.2.2: āmāvāsyam.dvitīyāyai /	āmāvāsyam dvitīyāyai 
SA_GV02_kausibru-33	KB_1.2.3: tena.ha.asya.darśa.pūrṇa.māsāv.anvārabdhau.bhavataḥ /	tena ha asya darśapūrṇamāsau anvārabdhau bhavataḥ 
SA_GV02_kausibru-34	(agnyādhāna)	agnyādhāna 
SA_GV02_kausibru-35	KB_1.2.4: īḍitavatyau.havyavāḍvatyau.prathamāyai.samyājye /	īḍitavatyau havyavāḍvatyau prathamāyai samyājye 
SA_GV02_kausibru-36	KB_1.2.5: tat.samyājyā.rūpam /	tat samyājyā rūpam 
SA_GV02_kausibru-37	KB_1.2.6: dvy.agnī.dvitīyāyai /	dvi agni dvitīyāyai 
SA_GV02_kausibru-38	(agnyādhāna)	agnyādhāna 
SA_GV02_kausibru-39	KB_1.2.7: dvau.hi.agnī.yajati /	dvauhiagnīyajati 
SA_GV02_kausibru-40	KB_1.2.8: saptasasa.sāmidhenīkā.tṛtīyā /	sapta sa sa sāmidhenīkā tṛtīyā 
SA_GV02_kausibru-41	KB_1.2.9: saptadaśa.sāmidhenīkā.vā.iṣṭi.paśu.bandhāḥ /	saptadaśa sāmidhenīkā avāiṣṭi paśubandhāḥ 
SA_GV02_kausibru-42	(agnyādhāna)	agnyādhāna 
SA_GV02_kausibru-43	KB_1.2.10: tad.iṣṭi.pauś.bandhān.āpnoti /	tad iṣṭi pauśbandhān āpnoti 
SA_GV02_kausibru-44	KB_1.2.11: sadvantāv.ājya.bhāgau.bhavataḥ /	sadvantau ājyabhāgau bhavataḥ 
SA_GV02_kausibru-45	KB_1.2.12: asāni.iti.vā.agnīn.ādhatte /	asāni iti vā agnīn ādhatte 
SA_GV02_kausibru-46	(agnyādhāna)	agnyādhāna 
SA_GV02_kausibru-47	KB_1.2.13: syām.iti.kāmayate /	syām iti kāmayate 
SA_GV02_kausibru-48	KB_1.2.14: sa.yadi.ha.vā.api.svaiṣāvīra.iva.sann.agnīn.ādhatte /	sa yat ihavā api svā eṣā vīrā eva san agnīn ādhatte 
SA_GV02_kausibru-49	KB_1.2.15: kṣipra.eva.sambhavati /	kṣipra eva sambhavati 
SA_GV02_kausibru-50	(agnyādhāna)	agnyādhāna 
SA_GV02_kausibru-51	KB_1.2.16: kṣipre.bhogyatām.aśnute /	kṣipre bhogya tām aśnute 
SA_GV02_kausibru-52	KB_1.2.17: yaḥ.sadvantau.kurute /	yaḥ sadvantau kurute 
SA_GV02_kausibru-53	KB_1.2.18: virājau.samyājye /	virājausamyājye 
SA_GV02_kausibru-54	KB_1.2.19: śrīr.virāḍ.anna.adyam /	śrīḥ virāj anna adyam 
SA_GV02_kausibru-55	(agnyādhāna)	agnyādhāna 
SA_GV02_kausibru-56	KB_1.2.20: śriyo.virājo.anna.adyasya.upāptyai /	śriyaḥ virājaḥ anna adyasya aupāptyai 
SA_GV02_kausibru-57	KB_1.2.21: tā.vai.gāyatryo.bhavanti /	tāḥ vai gāyatryaḥ bhavanti 
SA_GV02_kausibru-58	KB_1.2.22: gāyatro.vā.agnir.gāyatrac.chandāḥ /	gāyatrā uva agniḥ gāyatra chandāḥ 
SA_GV02_kausibru-59	(agnyādhāna)	agnyādhāna 
SA_GV02_kausibru-60	KB_1.2.23: svena.eva.tac.chandasā.agnīn.ādhatte /	svena eva tat chandasā agnīn ādhatte 
SA_GV02_kausibru-61	KB_1.2.24: tā.vā.upāṃśu.bhavanti /	tau ā upāṃśu bhavanti 
SA_GV02_kausibru-62	KB_1.2.25: retaḥ.siktir.vā.agny.ādhyeyam /	retaḥ siktiḥ vā agnyādhyeyam 
SA_GV02_kausibru-63	(agnyādhāna)	agnyādhāna 
SA_GV02_kausibru-64	KB_1.2.26: upāṃśu.vai.retaḥ.sicyate /	upāṃśu vai retaḥ sicyate 
SA_GV02_kausibru-65	KB_1.2.27: abhirūpā.bhavanti /	abhirūpāḥ bhavanti 
SA_GV02_kausibru-66	KB_1.2.28: yad.yajñe.abhirūpam.tat.samṛddham.yajñasya.eva.samṛddhyai /	yat yajñe abhirūpam tat samṛddham yajñasya eva samṛddhyai 
SA_GV02_kausibru-67	(agnyādhāna)	agnyādhāna 
SA_GV02_kausibru-68	KB_1.2.29: dvādaśa.dadyāt /	dvādaśa dadyāt 
SA_GV02_kausibru-69	KB_1.2.30: dvādaśa.vai.māsāḥ.saṃvatsaraḥ /	dvādaśa vaimāsāḥ saṃvatsaraḥ 
SA_GV02_kausibru-70	KB_1.2.31: saṃvatsarasya.eva.āptyai /	saṃvatsarasya eva āptyai 
SA_GV02_kausibru-71	(agnyādhāna)	agnyādhāna 
SA_GV02_kausibru-72	KB_1.2.32: aśvam.trayodaśam.dadāti /	aśvam trayodaśam dadāti 
SA_GV02_kausibru-73	KB_1.2.33: yas.trayodaśo.māsas.tasya.āpyai /	yaḥ trayodaśaḥ māsaḥ tasya āpyai 
SA_GV02_kausibru-74	(agnyādhāna)	agnyādhāna 
SA_GV02_kausibru-75	KB_1.3.1: deva.asurā.vā.eṣu.lokeṣu.samyattā.āsuḥ /	deva asura āvā eṣu lokeṣu samyak tā āsuḥ 
SA_GV02_kausibru-76	KB_1.3.2: tebhyo.agnir.apākrāmat /	tebhyaḥ agniḥ apākrāmat 
SA_GV02_kausibru-77	KB_1.3.3: sa.ṛtūn.prāviśat /	sa ṛtūn prāviśat 
SA_GV02_kausibru-78	KB_1.3.4: te.devā.hatvā.asurān.vijitya.agnim.anvaicchan /	te deva a hatvā asurān vijitya agnim anvaicchan 
SA_GV02_kausibru-79	(agnyādhāna)	agnyādhāna 
SA_GV02_kausibru-80	KB_1.3.5: tam.yamaś.ca.varuṇaś.ca.anvapaśyatām /	tam yamaḥ ca varuṇaḥ ca anvapaśyatām 
SA_GV02_kausibru-81	KB_1.3.6: tam.upāmantrayanta /	tam upāmantrayanta 
SA_GV02_kausibru-82	KB_1.3.7: tam.ajñapayan /	tam ajñapayan 
SA_GV02_kausibru-83	KB_1.3.8: tasmai.varam.adaduḥ /	tasmai varam adaduḥ 
SA_GV02_kausibru-84	(agnyādhāna)	agnyādhāna 
SA_GV02_kausibru-85	KB_1.3.9: sa.ha.etam.varam.vavre /	saha etam varam vavre 
SA_GV02_kausibru-86	KB_1.3.10: prayājān.me.anuyājāṃś.ca.kevalān.ghṛtam.ca.apām.puruṣam.ca.oṣadhīnām.iti /	prayājān me anuyājān ca kevalān ghṛtam ca apām puruṣam ca oṣadhīnām iti 
SA_GV02_kausibru-87	(agnyādhāna)	agnyādhāna 
SA_GV02_kausibru-88	KB_1.3.11: tasmād.āhur.āgneyāḥ.prayāja.anuyājā.āgneyam.ājyam.iti /	tasmāt āhuḥ āgneyāḥ prayāja anuyājāḥ āgneyam ājyam iti 
SA_GV02_kausibru-89	KB_1.3.12: tato.vai.devā.abhavan /	tatas vaidevāḥ abhavan 
SA_GV02_kausibru-90	(agnyādhāna)	agnyādhāna 
SA_GV02_kausibru-91	KB_1.3.13: parā.asurāḥ /	parā asurāḥ 
SA_GV02_kausibru-92	KB_1.3.14: bhavaty.ātmanā /	bhavati ātmanā 
