segmentnr	original	analyzed
SA_GSP30_bodhpanu-0	anastamitabhārūpas tejasāṃ tamasām api /	an astamita bhā rūpaḥ tejasām tamasām api 
SA_GSP30_bodhpanu-1	ya eko 'ntar yadantaś ca tejāṃsi ca tamāṃsi ca // 1 //	yaḥ ekaḥ ntar yad antar ca tejāṃsi ca tamāṃsi ca 
SA_GSP30_bodhpanu-2	sa eva sarvabhūtānāṃ svabhāvaḥ parameśvaraḥ /	saḥ eva sarva bhūtānām svabhāvaḥ parameśvaraḥ 
SA_GSP30_bodhpanu-3	bhāvajātaṃ hi tasyaiva śaktir īśvaratāmayī // 2 //	bhāva jātam hi tasya eva śaktiḥ īśvara tā mayī 
SA_GSP30_bodhpanu-4	śaktiś ca śaktimadrūpād vyatirekam na vāñchati /	śaktiḥ ca śaktimat rūpāt vyatirekam na vāñchati 
SA_GSP30_bodhpanu-5	tādātmyam anayor nityaṃ vahnidāhikayor iva // 3 //	tādātmyam anayoḥ nityam vahni dāhikayoḥ iva 
SA_GSP30_bodhpanu-6	sa eva bhairavo devo jagadbharaṇalakṣaṇaḥ /	saḥ eva bhairavaḥ devaḥ jagat bharaṇa lakṣaṇaḥ 
SA_GSP30_bodhpanu-7	svātmādṛṣe samagraṃ hi yacchaktyā pratibimbitam // 4 //	sva ātma adṛṣe samagram hi yat śaktyā pratibimbitam 
SA_GSP30_bodhpanu-8	tasyaivaiṣā parā devī svarūpāmarśanotsukā /	tasya eva eṣā parā devī sva rūpa āmarśana utsukā 
SA_GSP30_bodhpanu-9	pūrṇatvaṃ sarvabhaveṣu yasyā nālpaṃ na cādhikam // 5 //	pūrṇa tvam sarva bhaveṣu yasyāḥ na alpam na ca adhikam 
SA_GSP30_bodhpanu-10	eṣa devo 'nayā devyā nityaṃ krīḍārasotsukaḥ /	eṣa devaḥ naya devyāḥ nityam krīḍā rasa utsukaḥ 
SA_GSP30_bodhpanu-11	vicitrān sṛṣṭisaṃhārān vidhatte yugapad vibhuḥ // 6 //	vicitrān sṛṣṭi saṃhārān vidhatte yugapad vibhuḥ 
SA_GSP30_bodhpanu-12	atidurghaṭakāritvam asyānuttaram eva yat /	ati durghaṭa kāri tvam asya anuttaram eva yat 
SA_GSP30_bodhpanu-13	etad eva svatantratvam aisvaryaṃ bodharūpatā // 7 //	etat eva svatantra tvam aisvaryam bodha rūpa tā 
SA_GSP30_bodhpanu-14	paricchinnaprakāśatvaṃ jaḍasya kila lakṣaṇam /	paricchinna prakāśa tvam jaḍasya kila lakṣaṇam 
SA_GSP30_bodhpanu-15	jaḍād vilakṣaṇo bodho yato na parimīyate // 8 //	jaḍāt vilakṣaṇaḥ bodhaḥ yatas na parimīyate 
SA_GSP30_bodhpanu-16	evam asya svatantrasya nijaśaktyupabhedinaḥ /	evam asya svatantrasya nija śakti upabhedinaḥ 
SA_GSP30_bodhpanu-17	svātmagāḥ sṛṣṭisaṃhārāḥ svarūpatvena saṃsthitāḥ // 9 //	sva ātma gāḥ sṛṣṭi saṃhārāḥ sva rūpa tvena saṃsthitāḥ 
SA_GSP30_bodhpanu-18	teṣu vaicitryam atyantam ūrdhvādhas tiryag eva yat /	teṣu vaicitryam atyantam ūrdhva adhas tiryak eva yat 
SA_GSP30_bodhpanu-19	bhuvanāni tadaṃśāś ca sukhaduḥkhamatiś ca yā // 10 //	bhuvanāni tad aṃśāḥ ca sukha duḥkha matiḥ ca yā 
SA_GSP30_bodhpanu-20	yad etasyāparijñānaṃ tatsvātantryaṃ hi varṇitam /	yat etasya aparijñānam tat svātantryam hi varṇitam 
SA_GSP30_bodhpanu-21	sa eva khalu saṃsāro mūḍānāṃ yo vibhīṣakaḥ // 11 //	saḥ eva khalu saṃsāraḥ mūḍānām yaḥ vibhīṣakaḥ 
SA_GSP30_bodhpanu-22	tatprasādarasād eva gurvāgamata eva vā /	tad prasāda rasāt eva guru āgamataḥ eva vā 
SA_GSP30_bodhpanu-23	śāstrād vā parameśasya yasmāt kasmād upāgatam // 12 //	śāstrāt vā parameśasya yasmāt kasmāt upāgatam  /
SA_GSP30_bodhpanu-24	yat tattvasya parijñānaṃ sa mokṣaḥ parameśataḥ /	yat tattvasya parijñānam sa mokṣaḥ parameśataḥ 
SA_GSP30_bodhpanu-25	tat pūrṇatvaṃ prabuddhānāṃ jīvanmuktiś ca sā smṛtā // 13 //	tat pūrṇa tvam prabuddhānām jīvanmuktiḥ ca sā smṛtā 
SA_GSP30_bodhpanu-26	etau bandhavimokṣau ca parameśasvarūpataḥ /	etau bandha vimokṣau ca parameśa svarūpataḥ 
SA_GSP30_bodhpanu-27	na bhidyete na bhedo hi tattvataḥ parameśvare // 14 //	na bhidyete na bhedaḥ hi tattvataḥ parameśvare   
SA_GSP30_bodhpanu-28	ittham icchākalājñānaśaktiśūlāmbujāśritaḥ /	ittham icchā kalā jñāna śakti śūla ambuja āśritaḥ 
SA_GSP30_bodhpanu-29	bhairavaḥ sarvabhāvānāṃ svabhāvaḥ pariśīlyate // 15 //	bhairavaḥ sarva bhāvānām svabhāvaḥ pariśīlyate 
SA_GSP30_bodhpanu-30	sukumāramatīn śiṣyān prabodhayitum añjasā /	su kumāra matīn śiṣyān prabodhayitum añjasā 
SA_GSP30_bodhpanu-31	ime 'bhinavaguptena ślokāḥ pañcadaśoditāḥ // @------------------------------------------------------------------------	ime bhinavaguptena ślokāḥ pañcadaśa uditāḥ 
SA_GSP30_bodhpanu-32	Gandharva-nagaram /	gandharvanagaram 
SA_GSP30_bodhpanu-33	DSO Sanskrit Archive	dso sanskrit archive 
