segmentnr	original	analyzed
SA_GR13_kubjt_pu-0	saṃvartāmaṇḍalānte kramapadanihitānandaśaktiḥ subhīmā saṃsṛjyādyaṃ catuṣkam akulakulagataṃ pañcakaṃ cānyaṣaṭkam /	saṃvartā maṇḍala ante krama pada nihita ānanda śaktiḥ su bhīmā saṃsṛjya ādyam catuṣkam akula kula gatam pañcakam ca anya ṣaṭkam 
SA_GR13_kubjt_pu-1	catvāraḥ pañcako 'nyaḥ punar api caturas tattvato maṇḍaledaṃ saṃsṛṣṭaṃ yena tasmai namata guruvaraṃ bhairavaṃ śrīkujeśam // KubjT_1.1 //	catvāraḥ pañcakaḥ punar api caturaḥ tattvataḥ maṇḍala idam saṃsṛṣṭam yena tasmai namata guru varam bhairavam śrī kuja īśam 
SA_GR13_kubjt_pu-2	śrīmaddhimavataḥ pṛṣṭhe trikūṭaśikharāntagam /	śrīmat himavataḥ pṛṣṭhe trikūṭa śikhara antagam 
SA_GR13_kubjt_pu-3	santānapuramadhyagam anekākārarūpiṇam // KubjT_1.2 //	santāna pura madhya gam aneka ākāra rūpiṇam 
SA_GR13_kubjt_pu-4	tryasraṃ vai triprakāraṃ tu triśaktitriguṇojjvalam /	tri asram vai tri prakāram tu tri śakti triguṇa ujjvalam 
SA_GR13_kubjt_pu-5	candrasūryakṛtālokaṃ vahnidedīpyavarcasam // KubjT_1.3 //	candra sūrya kṛta ālokam vahni dedīpya varcasam 
SA_GR13_kubjt_pu-6	trisandhyāveṣṭitaṃ divyaṃ prākāratripathānvitam /	tri sandhyā veṣṭitam divyam prākāra tri patha anvitam 
SA_GR13_kubjt_pu-7	dvārapālatrayopetaṃ trikapāṭārgalānvitam // KubjT_1.4 //	dvārapāla traya upetam tri kapāṭa argala anvitam 
SA_GR13_kubjt_pu-8	anekaratnasandīptam udyānavanamaṇḍitam /	aneka ratna sandīptam udyāna vana maṇḍitam 
SA_GR13_kubjt_pu-9	vasantaguṇasampannaṃ satatānandapūritam // KubjT_1.5 //	            
SA_GR13_kubjt_pu-10	santānabhuvanaṃ divyaṃ divyādivyair niṣevitam /	santāna bhuvanam divyam divya adivyaiḥ niṣevitam 
SA_GR13_kubjt_pu-11	tatra taṃ bhuvaneśānaṃ vyaktāvyaktaṃ sanātanam // KubjT_1.6 //	tatra tam bhuvana īśānam vyakta avyaktam sanātanam 
SA_GR13_kubjt_pu-12	kāryakāraṇabhāvena kiñcit kālam apekṣayā /	kārya kāraṇa bhāvena kiñcid kālam apekṣayā 
SA_GR13_kubjt_pu-13	tiṣṭhate bhairavīśāno maunam ādāya niścalam // KubjT_1.7 //	tiṣṭhate bhairavi īśānaḥ maunam ādāya niścalam 
SA_GR13_kubjt_pu-14	tatra devagaṇāḥ sarve sakinnaramahoragāḥ /	tatra deva gaṇāḥ sarve sa kinnara mahā uragāḥ 
SA_GR13_kubjt_pu-15	kurvanti kalakalārāvaṃ samāgatya samīpataḥ // KubjT_1.8 //	kurvanti kalakala ārāvam samāgatya samīpatas 
