segmentnr	original	analyzed
SA_XX_matpra_u-0	Prasādapratibhodhava (= Śatapañcāśatka) of Mātṛceṭa	prasāda pratibhodhava mātṛceṭa 
SA_XX_matpra_u-1	sarvadā sarvathā sarve yasya doṣā na santi ha /	sarvadā sarvathā sarve yasya doṣāḥ na santi ha 
SA_XX_matpra_u-2	sarve sarvābhisāreṇa yatra cāvasthitā guṇāḥ // 1	sarve sarvābhisāreṇa yatra ca avasthitāḥ guṇāḥ 
SA_XX_matpra_u-3	tam eva śaraṇaṃ gantuṃ taṃ stotuṃ tam upāsitum /	tam eva śaraṇam gantum tam stotum tam upāsitum 
SA_XX_matpra_u-4	tasyaiva śāsane sthātuṃ nyāyyaṃ yady asti cetanā // 2	tasya eva śāsane sthātum nyāyyam yadi asti cetanā 
SA_XX_matpra_u-5	savāsanāś ca te doṣā na santy ekasya tāyinaḥ /	sa vāsanāḥ ca te doṣāḥ na santi ekasya tāyinaḥ 
SA_XX_matpra_u-6	sarve sarvavidaḥ santi guṇās te cānapāyinaḥ // 3	sarve sarva vidaḥ santi guṇāḥ te ca anapāyinaḥ 
SA_XX_matpra_u-7	na hi pratiniviṣṭo 'pi manovākkāyakarmasu /	na hi pratiniviṣṭaḥ manaḥ vāc kāya karmasu 
SA_XX_matpra_u-8	saha dharmeṇa labhate kaś cid bhagavato 'ntaram // 4	saha dharmeṇa labhate kaḥ cit bhagavataḥ ntaram 
SA_XX_matpra_u-9	so 'haṃ prāpya manuṣyatvaṃ sasaddharmamahotsavam /	saḥ ham prāpya manuṣya tvam sa saddharma mahā utsavam 
SA_XX_matpra_u-10	mahārṇavayugacchidrakūrmagrīvārpaṇopamam // 5	mahā arṇava yuga chidra kūrma grīvā arpaṇa upamam 
SA_XX_matpra_u-11	anityatāvyanusṛtāṃ karmacchidrasasaṃśayām /	anitya tā vyanusṛtām karma chidra sa saṃśayām 
SA_XX_matpra_u-12	āttasārāṃ kariṣyāmi kathaṃ nemāṃ sarasvatīm // 6	ātta sārām kariṣyāmi katham na imām sarasvatīm 
SA_XX_matpra_u-13	ity asaṃkhyeyaviṣayān avetyāpi guṇān muneḥ /	iti asaṃkhyeya viṣayān avetya api guṇān muneḥ 
