segmentnr	original	analyzed
SA_K14_mpsu_w_u-0	1.1 evaṃ mayā śrutam //	evam mayā śrutam 
SA_K14_mpsu_w_u-1	1.2 ekaṃ samayaṃ bhagavā(n)	ekam samayam bhagavān 
SA_K14_mpsu_w_u-2	rājagṛhe vihara(ti)	rājagṛhe viharati 
SA_K14_mpsu_w_u-3	gṛdhrakūṭe parvate //	gṛdhrakūṭe parvate 
SA_K14_mpsu_w_u-4	tena kha(lu samayena rājā māgadho 'jātaśatrur vaidehīpu)	tena khalu samayena rājā māgadhaḥ jātaśatruḥ vaidehīpu 
SA_K14_mpsu_w_u-5	tro vṛjibhiḥ sārdhaṃ prativiruddhaḥ //	traḥ vṛjibhiḥ sārdham prativiruddhaḥ 
SA_K14_mpsu_w_u-6	1.3 sa evaṃ pariṣadi vācaṃ (bhāṣate) //	saḥ evam pariṣadi vācam bhāṣate 
SA_K14_mpsu_w_u-7	aham imān vṛjīn ṛddhāṃś ca sphī(tāṃś ca kṣemāṃś ca subhikṣāṃś cākīrṇabahujanama)	aham imān vṛjīn ṛddhān ca sphītān ca kṣemān ca subhikṣān ca ākīrṇa bahu janama 
SA_K14_mpsu_w_u-8	nuṣyāṃś cotsādayiṣyāmi vināśayiṣyāmy anayena vyasanam āpādayiṣyāmi //	nuṣyān ca utsādayiṣyāmi vināśayiṣyāmi anayena vyasanam āpādayiṣyāmi 
SA_K14_mpsu_w_u-9	1.4 atha rājā mā(gadho 'jātaśatrur vaidehīputro varṣākāraṃ br)	atha rājā māgadhaḥ jātaśatruḥ vaidehī putraḥ varṣa ākāram 
SA_K14_mpsu_w_u-10	āhmaṇamagadhamahāmātram āmantrayate //	āhmaṇa magadha mahāmātram āmantrayate 
SA_K14_mpsu_w_u-11	1.5 ehi tvaṃ varṣākāra yena bhagavāṃs tenopasaṃkrama //	ehi tvam varṣākāra yena bhagavān tena upasaṃkrama 
SA_K14_mpsu_w_u-12	upetyāsmā(kaṃ vacanena bhagavataḥ pādau śirasā vandasvā)	upetya asmākam vacanena bhagavataḥ pādau śirasā vandasva 
SA_K14_mpsu_w_u-13	lpābādhatāṃ ca pṛcchālpātaṅkatāṃ ca laghūtthānatāṃ ca yātrāṃ ca balaṃ ca (su)	lpa ābādha tām ca pṛcchā alpa ātaṅka tām ca laghu utthāna tām ca yātrām ca balam ca su 
SA_K14_mpsu_w_u-14	khaṃ cānavadya(tāṃ ca sparśavihāratāṃ ca //)	kham ca anavadya tām ca sparśa vihāra tām ca 
SA_K14_mpsu_w_u-15	1.6 (evaṃ ca vada //	evam ca vada 
SA_K14_mpsu_w_u-16	rājā) māgadho 'jātaśatrur vaidehīputro vṛjibhiḥ sārdhaṃ prativiruddhaḥ //	rājā māgadhaḥ jātaśatruḥ vaidehī putraḥ vṛjibhiḥ sārdham prativiruddhaḥ 
SA_K14_mpsu_w_u-17	sa evaṃ pariṣadi vācaṃ bhāṣ(ate //	saḥ evam pariṣadi vācam bhāṣate 
SA_K14_mpsu_w_u-18	aham imān vṛjīn ṛddhāṃś ca sphītāṃś ca kṣemāṃś ca)	aham imān vṛjīn ṛddhān ca sphītān ca kṣemān ca 
SA_K14_mpsu_w_u-19	subhikṣāṃś cākīrṇabahujanamanu(ṣyāṃ)	subhikṣān ca ākīrṇa bahu jana manuṣyām 
SA_K14_mpsu_w_u-20	ś co(tsā)	ś ca utsā 
SA_K14_mpsu_w_u-21	day(i)	dayi 
SA_K14_mpsu_w_u-22	ṣyām(i)	syāmi 
SA_K14_mpsu_w_u-23	vināśayiṣyām(y)	vināśayiṣyāmi 
SA_K14_mpsu_w_u-24	anayena vyasan(am āpādayiṣyāmi //)	anayena vyasanam āpādayiṣyāmi 
SA_K14_mpsu_w_u-25	1.7 (kiṃ bhagavān āmantrayate //	kim bhagavān āmantrayate 
SA_K14_mpsu_w_u-26	yathā varṣā)	yathā varṣā 
SA_K14_mpsu_w_u-27	kāra sa bhagavāṃ vyākaroti tathaiv(odgṛhāṇa //	sa bhagavām vyākaroti tathā eva udgṛhāṇa 
SA_K14_mpsu_w_u-28	tat kasmād dhetoḥ //	tat kasmāt hetoḥ 
SA_K14_mpsu_w_u-29	a)vitathāvā(d) i(n)	a vitathāvāt in 
SA_K14_mpsu_w_u-30	o hi bha(va)	o hi bhava 
SA_K14_mpsu_w_u-31	nti (tathāgatā arhantaḥ samyaksaṃbuddhāḥ //)	tathāgatāḥ arhantaḥ samyaksaṃbuddhāḥ 
SA_K14_mpsu_w_u-32	1.8 (evaṃ deveti varṣākāro brāhma)	evam deva iti varṣa ākāraḥ brāhma 
SA_K14_mpsu_w_u-33	ṇamagadhamahāmātro rājño mā(gadhasyājātaśatror vaidehīputrasya pratiśrutya)	ṇamagadha mahāmātraḥ rājñaḥ māgadhasya ajātaśatroḥ vaidehī putrasya pratiśrutya 
SA_K14_mpsu_w_u-34	sarvaśvetaṃ vaḍab(ā)	sarva śvetam vaḍabā 
SA_K14_mpsu_w_u-35	ratham abh(i)	ratham abhi 
SA_K14_mpsu_w_u-36	ruhy(a)	ruhya 
SA_K14_mpsu_w_u-37	........ māṇavagaṇaparivṛtaḥ sauvarṇena daṇḍakama ........... (rājagṛhān niryāti bhagavato 'ntikenopadarśanāya bhagava)	māṇava gaṇa parivṛtaḥ sauvarṇena rājagṛhāt niryāti bhagavataḥ ntikena upadarśanāya bhagavant 
SA_K14_mpsu_w_u-38	ntaṃ paryupāsanāyai //	ntam paryupāsanāyai 
SA_K14_mpsu_w_u-39	tasya yā(vad yānasya bhūmis tāvad yānena gatvā yānād avatīrya padbhyām eva gṛdhrakūṭaṃ parvatam abhiruhya yena bhagavāṃs tenopajagāmopetya)	tasya yāvat yānasya bhūmiḥ tāvat yānena gatvā yānāt avatīrya padbhyām eva gṛdhrakūṭam parvatam abhiruhya yena bhagavān tena upajagāma upetya 
SA_K14_mpsu_w_u-40	bhagavatā sārdhaṃ (saṃmukhaṃ saṃmodanīṃ saṃraṃjanīṃ vividhāṃ kathāṃ vyatisāryaikānte nyaṣīdat /)	bhagavatā sārdham saṃmukham saṃmodanīm saṃraṃjanīm vividhām kathām vyatisārya ekānte nyaṣīdat 
SA_K14_mpsu_w_u-41	1.9 (ekānte niṣaṇṇo varṣākāro brāhmaṇamagadhamāhāmā)	ekānte niṣaṇṇaḥ varṣākāraḥ brāhmaṇa magadha māhāmā 
SA_K14_mpsu_w_u-42	tr(o)	traḥ 
SA_K14_mpsu_w_u-43	bhagava(n)	bhagavan 
SA_K14_mpsu_w_u-44	tam ida(m avocat //)	tam idam avocat 
SA_K14_mpsu_w_u-45	1.10 (rājā māgadho 'jātaśatrur vaidehīputro bhagavataḥ pādau śirasā vandaty alpābādhatāṃ ca pṛcchaty alpātaṅkatāṃ ca)	rājā māgadhaḥ jātaśatruḥ vaidehī putraḥ bhagavataḥ pādau śirasā vandati alpa ābādha tām ca pṛcchati alpa ātaṅka tām ca 
SA_K14_mpsu_w_u-46	pūrvavad yāv(at sparśa)	pūrvavat yāvat sparśa 
SA_K14_mpsu_w_u-47	vihāratāṃ ca //	vihāra tām ca 
SA_K14_mpsu_w_u-48	1.11 su(khī bhavatu varṣākāra rājā māgadho 'jātaśatrur vaidehīputras tvaṃ ca //)	sukhī bhavatu varṣākāra rājā māgadhaḥ jātaśatruḥ vaidehī putraḥ tvam ca 
SA_K14_mpsu_w_u-49	1.12 (rājā bhadanta māgadho 'jātaśatrur vaidehīputro vṛjibhiḥ sārdhaṃ)	rājā bhadanta māgadhaḥ jātaśatruḥ vaidehī putraḥ vṛjibhiḥ sārdham 
SA_K14_mpsu_w_u-50	prativiru(ddhaḥ //	prativiruddhaḥ 
SA_K14_mpsu_w_u-51	sa evaṃ) pariṣadi vācaṃ bh(āṣate //	saḥ evam pariṣadi vācam bhāṣate 
SA_K14_mpsu_w_u-52	aham imān vṛjīn ṛddhāṃś ca sphītāṃś ca kṣemāṃś ca subhikṣāṃś cākīrṇabahujanamanuṣyāṃś cotsādayiṣyāmi vināśayi)	aham imān vṛjīn ṛddhān ca sphītān ca kṣemān ca subhikṣān ca ākīrṇa bahu jana manuṣyān ca utsādayiṣyāmi vināśayi 
