segmentnr	original	analyzed
SA_XX_ahovk2_u-0	Ahorātravratakathā	ahorātra vrata kathā 
SA_XX_ahovk2_u-1	Avk_P_1. oṃ namo dharmadhātave /	om namaḥ dharmadhātave 
SA_XX_ahovk2_u-2	ākāśanirmalo bhūto niṣprapañcaguṇāśrayaḥ /	             
SA_XX_ahovk2_u-3	pañcaskandhātmakaḥ śāntas tasmai stūpātmane namaḥ // 1 //	pañca skandha ātmakaḥ śāntaḥ tasmai stūpa ātmane namaḥ  /
SA_XX_ahovk2_u-4	ekasminn antare kāle bhagavān kapilavastuni mahānagare viharati sma sārdhaṃ pañcamātrair	ekasmin antare kāle bhagavān kapilavastuni mahā nagare viharati sma sārdham pañca mātraiḥ 
SA_XX_ahovk2_u-5	bhikṣuśataiḥ saṃbahulaiś ca kṛtakṛtyair jitendriyaiḥ kṣīṇāsravair anyaiś ca bodhisattvaśataiḥ	bhikṣu śataiḥ saṃbahulaiḥ ca kṛtakṛtyaiḥ jita indriyaiḥ kṣīṇa āsravaiḥ anyaiḥ ca bodhisattva śataiḥ 
SA_XX_ahovk2_u-6	ṣaṭpāramitānirjātaiḥ pañcacakṣusamanvāgatair anekaiḥ śrāvakamukhyair anuttarapuṇyakṣetre	ṣaṣ pāramitā nirjātaiḥ pañca cakṣu samanvāgataiḥ anekaiḥ śrāvaka mukhyaiḥ anuttara puṇya kṣetre 
SA_XX_ahovk2_u-7	nivāsitair buddhaśāsanaratibhir anekair devanāgayakṣādibhiḥ parimaṇḍitaiḥ sapārṣadaparipūrṇaiḥ /	nivāsitaiḥ buddha śāsana ratibhiḥ anekaiḥ deva nāga yakṣa ādibhiḥ parimaṇḍitaiḥ sa pārṣada paripūrṇaiḥ 
SA_XX_ahovk2_u-8	Avk_P_2. tatsabhāyāṃ subhūtir vajradharam evam āha /	tad sabhāyām subhūtiḥ vajradharam evam āha 
SA_XX_ahovk2_u-9	vajradhara śrīmān muniśārdūlas tatsabhāyām anekadevanāgayakṣādisaṃmilite naikagiram ājñāṃ nāvabhāṣitaṃ kim /	vajradhara śrīmān muni śārdūlaḥ tad sabhāyām aneka deva nāga yakṣa ādi saṃmilite na eka giram ājñām na avabhāṣitam kim 
SA_XX_ahovk2_u-10	kimabhilāṣo bhavasi subhūte yathābhiprāyas tathā vijñāpaya śākyamunau /	kimabhilāṣaḥ bhavasi subhūte yathā abhiprāyaḥ tathā vijñāpaya śākyamunau 
SA_XX_ahovk2_u-11	subhūtir āha /	subhūtiḥ āha 
