segmentnr	original	analyzed
SA_GSD36_pars1__u-0	=ācāra.kāṇḍam=	ācāra kāṇḍam 
SA_GSD36_pars1__u-1	=cāturvarṇya.ācāram=	cāturvarṇya ācāram 
SA_GSD36_pars1__u-2	.kalau.pārāśarāh(parāśara).smṛtāḥ.//	         
SA_GSD36_pars1__u-3	.śrutaṃ.tathā./	śrutam tathā 
SA_GSD36_pars1__u-4	Par1.57ab/ vaiśvadeva.vihīnā ye ātithyena bahiṣkṛtāḥ /	vaiśvadeva vihīnāḥ ye ātithyena bahiṣkṛtāḥ 
SA_GSD36_pars1__u-5	Par1.57cd/ sarve te narakaṃ yānti kāka.yoniṃ vrajanti ca //	sarve te narakam yānti kāka yonim vrajanti ca 
SA_GSD36_pars1__u-6	Par1.58ab/ pāpo vā yadi caṇḍālo vipraghnaḥ pitṛg.ghātakaḥ /	pāpaḥ vā yadi caṇḍālaḥ vipra ghnaḥ pitṛ ghātakaḥ 
SA_GSD36_pars1__u-7	Par1.58cd/ vaiśvadeve tu samprāptaḥ so;	vaiśvadeve tu samprāptaḥ saḥ 
SA_GSD36_pars1__u-8	atithiḥ svarga.saṃkramaḥ //	atithiḥ svarga saṃkramaḥ 
SA_GSD36_pars1__u-9	Par1.59ab/ yo veṣṭita.śirā bhuṅkte yo bhuṅkte dakṣiṇā.mukhaḥ /	yaḥ veṣṭita śirāḥ bhuṅkte yaḥ bhuṅkte dakṣiṇā mukhaḥ 
SA_GSD36_pars1__u-10	Par1.59cd/ vāma.pāde karaṃ nyasya tad vai rakṣāṃsi bhuñjate //	vāma pāde karam nyasya tat vai rakṣāṃsi bhuñjate 
SA_GSD36_pars1__u-11	Prāyaścitta.kāṇḍam	prāyaścitta kāṇḍam 
SA_GSD36_pars1__u-12	=dravya.śuddhih=	dravya śuddhi 
SA_GSD36_pars1__u-13	.agni.kāryayoḥ./	agni kāryayoḥ 
SA_GSD36_pars1__u-14	.vinirdiśet./	vinirdiśet 
SA_GSD36_pars1__u-15	(BI:tarpitās tena te sarve rudhireṇa malena ca //	bitarpitāḥ tena te sarve rudhireṇa malena ca 
SA_GSD36_pars1__u-16	(BI:avadhūnoti)	biavadhūnoti 
SA_GSD36_pars1__u-17	(snātvā prasnavatodvijah)	snātvā 
SA_GSD36_pars1__u-18	Par12.20ab/.prabhāsa.ādīni.tīrthāni.gaṅgā.ādyāḥ.saritas.tathā./(not in BI ed.)	in bi e 
SA_GSD36_pars1__u-19	Par12.20cd/.viprasya.dakṣiṇe.karṇe.santi.iti.manur.abravīt.// (not in BI ed.)	not in bi ed 
SA_GSD36_pars1__u-20	Par12.24ab(23ab)/.maruto.vasavo.rudrā.ādityāś.caiva.devatāḥ./ (māruto)	mārutaḥ 
SA_GSD36_pars1__u-21	Par12.77ab(76ab)/.sa.pāvayed.atha.ātmānaṃ.iha.loke.paratra.ca./(BI: sa tāpayed)	sa tāpayet 
SA_GSD36_pars1__u-22	(pārāśaram) (BI.p.534)	pārāśaram 
SA_GSD36_pars1__u-23	no sūtra on vyavahāra (only Parāśaramādhava).....................	no sūtra on vyavahāra only parāśara mādhava 
