segmentnr	original	analyzed
SA_GS40_rajnighu-0	Rājanighaṇṭu,	rājanighaṇṭu 
SA_GS40_rajnighu-1	Maṅgalācaraṇa	maṅgala ācaraṇa 
SA_GS40_rajnighu-2	śrīkaṇṭhācalamekhalāpariṇamatkumbhīndrabuddhyā radaprāntottambhitasaṃbhṛtābdagalitaiḥ śītair apāṃ śīkaraiḥ /	śrīkaṇṭha acala mekhalā pariṇamat kumbhī indra buddhyā rada prānta uttambhita saṃbhṛta abda galitaiḥ śītaiḥ apām śīkaraiḥ 
SA_GS40_rajnighu-3	nirvāṇe madasaṃjvare pramuditas tenātapatraśriyaṃ tanvānena nirantaraṃ diśatu vaḥ śrīvighnarājo mudam // Rajni_M.1	nirvāṇe mada saṃjvare pramuditaḥ tena ātapatra śriyam tanvānena nirantaram diśatu vaḥ śrī vighnarājaḥ mudam rajnim 
SA_GS40_rajnighu-4	karpūrakṣodagauraṃ dhṛtakapilajaṭaṃ trīkṣaṇaṃ candramauliṃ saudhaṃ kuṇḍaṃ sudhāṃśuṃ varayutam abhayaṃ doścatuṣke dadhānam /	karpūra kṣoda gauram dhṛta kapila jaṭam trīkṣaṇam candramaulim saudham kuṇḍam sudhāṃśum vara yutam abhayam dos catuṣke dadhānam 
SA_GS40_rajnighu-5	vāmotsaṅge vahantaṃ vividhamaṇigaṇālaṅkṛtām ujjvalāṅgīṃ śarvāṇīṃ svānurūpāṃ tamaniśamamṛteśākhyam īśaṃ smarāmi // Rajni_M.2	vāma utsaṅge vahantam vividha maṇi gaṇa alaṅkṛtām ujjvala aṅgīm śarvāṇīm sva anurūpām tam aniśam amṛteśa ākhyam īśam smarāmi rajnim 
SA_GS40_rajnighu-6	śrīmanmaheśanalināsananirjarendrās tatrāśvināv atha tato tritanūdbhavaś ca /	śrīmat maheśa nalināsana nirjara indrāḥ tatra aśvinau atha tri tanu udbhavaḥ ca 
SA_GS40_rajnighu-7	dhanvantariś carakasuśrutasūrimukhyās te 'py āyurāgamakṛtaḥ kṛtino jayantu // Rajni_M.3	dhanvantariḥ caraka suśruta sūri mukhyāḥ te pi āyuḥ āgama kṛtaḥ kṛtinaḥ jayantu rajnim 
SA_GS40_rajnighu-8	śambhuṃ praṇamya śirasā svagurūn upāsya pitroḥ padābjayugale praṇipatya bhaktyā /	śambhum praṇamya śirasā sva gurūn upāsya pitroḥ pada abja yugale praṇipatya bhaktyā 
SA_GS40_rajnighu-9	vighneśitāram adhigamya sarasvatīṃ ca prārambhi bhaiṣajahitāya nighaṇṭurājaḥ // Rajni_M.4	vighna īśitāram adhigamya sarasvatīm ca prārambhi bhaiṣaja hitāya nighaṇṭu rājaḥ rajnim 
SA_GS40_rajnighu-10	Rājanighaṇṭu,	rājanighaṇṭu 
SA_GS40_rajnighu-11	Granthaprastāvanā	grantha prastāvanā 
SA_GS40_rajnighu-12	dhanvantarīyamadanādihalāyudhādīn viśvaprakāśyamarakoṣasaśeṣarājau /	dhanvantarīya madana ādi halāyudha ādīn viśva prakāśi amarakoṣa sa śeṣarājau 
SA_GS40_rajnighu-13	ālokya lokaviditāṃś ca vicintya śabdān dravyābhidhānagaṇasaṃgraha eṣa sṛṣṭaḥ // Rajni_Gpr.1	ālokya loka viditān ca vicintya śabdān dravya abhidhāna gaṇa saṃgrahaḥ eṣa sṛṣṭaḥ 
SA_GS40_rajnighu-14	āyuḥśrutīnāmatulopakārakaṃ dhanvantarigranthamatānusārakam /	āyuḥ śrutīnām atula upakārakam dhanvantari grantha mata anusārakam 
SA_GS40_rajnighu-15	ācakṣmahe lakṣaṇalakṣmadhārakaṃ nāmoccayaṃ sarvarujāpasārakam // Rajni_Gpr.2	ācakṣmahe lakṣaṇa lakṣma dhārakam nāma uccayam sarva rujā apasārakam 
SA_GS40_rajnighu-16	nirdeśalakṣaṇaparīkṣaṇanirṇayena nānāvidhauṣadhavicāraparāyaṇo yaḥ /	nirdeśa lakṣaṇa parīkṣaṇa nirṇayena nānāvidha auṣadha vicāra parāyaṇaḥ yaḥ 
SA_GS40_rajnighu-17	so 'dhītya yat sakalam enam avaiti sarvaṃ tasmād ayaṃ jayati sarvanighaṇṭurājaḥ // Rajni_Gpr.3	saḥ dhītya yat sakalam enam avaiti sarvam tasmāt ayam jayati sarva nighaṇṭu rājaḥ 
SA_GS40_rajnighu-18	nānāvidhauṣadhirasāhvayavīryapākaprastāvanistaraṇapaṇḍitacetano 'pi /	nānāvidha auṣadhi rasa āhvaya vīrya pāka prastāva nistaraṇa paṇḍita cetanaḥ 
SA_GS40_rajnighu-19	muhyaty avaśyam anavekṣya nighaṇṭum enaṃ tasmād ayaṃ viracito bhiṣajāṃ hitāya // Rajni_Gpr.4	muhyati avaśyam an avekṣya nighaṇṭum enam tasmāt ayam viracitaḥ bhiṣajām hitāya 
