segmentnr	original	analyzed
SA_MB_vimalavatiitantraHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MB_vimalavatiitantraHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00295	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MB_vimalavatiitantraHK-2	Uniform title: vimalāvatītantra	uniform title vimalāvatītantra 
SA_MB_vimalavatiitantraHK-3	Author : vimalaśiva	authoḥ vimala śiva 
SA_MB_vimalavatiitantraHK-4	Manuscript : NGMCP 1-431 reel number: A186/10	manuscript nm number 
SA_MB_vimalavatiitantraHK-5	Description: This is a work on Siddhānta ritual written by Vimalaśiva who lived in the thirteenth century. He declares with pride that he had taken the vow of residing all his life in Benares (kāśīvāsa). The first chapter deals with the accomplishment and fruits of worship (pūjāsiddhi). Chapter two deals with the procedure for making the sacrificial; fire (vahnikārya) and three the offerings to it (homa). Four deals with the seasonal offering to the deity of a sacred thread (pavitra) and the next with the offering of garlands (dāmana). The fifth deals with the rites of initiation. The text continues to elaborate on the details concerning initiation. It includes several interesting inner purificatory practices linked with the movement of the vital breath and the movement of Kuṇḍalinī. The rules of  right conduct for initiate of various kinds are ennumerated and other matters taught concerning his duties and those of Shaivites in general both as householders and renouncers. Various initiatory rites are described for different types and levels of initiands.	description this is a work on siddhānta ritual written by vimalaśiva who lived in the thirteenth century he declares with pride that he had taken the vow of residing all his life in benares kāśi vāsa the first chapter deals with the accomplishment and fruits of worship pūjā siddhi chapter two deals with the procedure for making the sacrificial fire vahni kārya and three the offerings to it homa four deals with the seasonal offering to the deity of a sacred thread pavitra and the next deals 
SA_MB_vimalavatiitantraHK-6	Notes: Revision 0: December 17, 2013	notes revision december 
SA_MB_vimalavatiitantraHK-7	Publication country : India	publication country india 
SA_MB_vimalavatiitantraHK-8	oṃ namaḥ śivāya ||	om namaḥ śivāya 
SA_MB_vimalavatiitantraHK-9	yo jantorjanenaṃ sthitiṃ sa vilayāṃ saṃrakṣaṇānugrahau |	yaḥ sthitim sa vilayām saṃrakṣaṇa anugrahau 
