segmentnr	original	analyzed
SA_GSP33_ramvaspu-0	aśeṣacidacidvastuviśeṣiṇe śeṣaśāyine /	aśeṣa cit acit vastu viśeṣiṇe śeṣa śāyine 
SA_GSP33_ramvaspu-1	nirmalānantakalyāṇanidhaye viṣṇave namaḥ //(1) (2)	           
SA_GSP33_ramvaspu-2	paraṃ brahmaivājñaṃ bhramaparigataṃ saṃsarati tatparopādhyālīḍhaṃ vivaśamaśubhasyāspadam iti /	param brahma eva ajñam bhrama parigatam saṃsarati tat para upādhi ālīḍham vivaśam aśubhasya āspadam iti 
SA_GSP33_ramvaspu-3	śrutinyāyāpetaṃ jagati vitataṃ mohanam idaṃ tamo yenāpāstaṃ sa hi vijayate yāmunamuniḥ //(2) (3)	śruti nyāya apetam jagati vitatam mohanam idam tamaḥ yena apāstam sa hi vijayate yāmuna muniḥ 
SA_GSP33_ramvaspu-4	aśeṣajagaddhitānuśāsanaśrutinikaraśirasi samadhigato 'yam arthaḥ jīvaparamātmayāthātmyajñānapūrvakavarṇāśramadharmetikartavyatākaparamapuruṣacaraṇayugaladhyānārcanapraṇāmādir	aśeṣa jagat hita anuśāsana śruti nikara śirasi samadhigataḥ yam arthaḥ jīva paramātma yāthātmya jñāna pūrvaka varṇa āśrama dharma itikartavyatāka paramapuruṣa caraṇa yugala dhyāna arcana praṇāma ādiḥ 
SA_GSP33_ramvaspu-5	atyarthapriyas tatprāptiphalaḥ / (4)	           
SA_GSP33_ramvaspu-6	asya jīvātmano 'nādyavidyāsaṃcitapuṇyapāparūpakarmapravāhahetukabrahmādisuranaratiryaksthāvarātmakacaturvidhadehapraveśakṛtatattadabhimānajanitāvarjanīyabhavabhayavidhvaṃsanāya	asya jīvātmanaḥ na adya vidyā saṃcita puṇya pāpa rūpa karma pravāha hetuka brahma ādi sura nara tiryak sthāvara ātmaka caturvidha deha praveśa kṛta tad tad abhimāna janita a varjanīya bhava bhaya vidhvaṃsanāya 
SA_GSP33_ramvaspu-7	dehātiriktātmasvarūpatatsvabhāvatadantarayāmiparamātmasvarūpatatsvabhāvatadupāsanatatphalabhūtātmasvarūpāvirbhāvapūrvakānavadhikātiśayānandabrahmānubhavajñāpane	                                                                                                            
SA_GSP33_ramvaspu-8	pravṛttaṃ hi vedāntavākyajātam,	pravṛttam hi vedānta vākya jātam 
SA_GSP33_ramvaspu-9	tat tvam asi /	tat tvam asi 
