segmentnr	original	analyzed
SA_GE07_naray__u-0	<12321.1/1> yudhiṣṭhira uvāca:	yudhiṣṭhiraḥ uvāca 
SA_GE07_naray__u-1	gṛhastho brahmacārī vā /	gṛhasthaḥ brahmacārī vā 
SA_GE07_naray__u-2	vānaprastho 'tha bhikṣukaḥ /	vānaprasthaḥ tha bhikṣukaḥ 
SA_GE07_naray__u-3	<12321.1/2> ya icchet siddhim āsthātuṃ /	yaḥ icchet siddhim āsthātum 
SA_GE07_naray__u-4	devatāṃ kāṃ yajeta saḥ //12321.1/	devatām kām yajeta saḥ 
SA_GE07_naray__u-5	<12321.2/1> kuto hy asya dhruvaḥ svargaḥ /	kutas hi asya dhruvaḥ svargaḥ 
SA_GE07_naray__u-6	kuto niḥśreyasaṃ param /	kutas niḥśreyasam param 
SA_GE07_naray__u-7	<12321.2/2> vidhinā kena juhuyād /	vidhinā kena juhuyāt 
SA_GE07_naray__u-8	daivaṃ pitryaṃ tathaiva ca //12321.2/	daivam pitryam tathā eva ca 
SA_GE07_naray__u-9	<12321.3/1> muktaś ca kāṃ gatiṃ gacchen /	muktaḥ ca kām gatim gacchet 
SA_GE07_naray__u-10	mokṣaś caiva kimātmakaḥ /	mokṣaḥ ca eva kimātmakaḥ 
SA_GE07_naray__u-11	<12321.3/2> svargataś caiva kiṃ kuryād /	svargataḥ ca eva kim kuryāt 
SA_GE07_naray__u-12	yena na cyavate divaḥ //12321.3/	yena na cyavate divaḥ 
SA_GE07_naray__u-13	<12321.4/1> devatānāṃ ca ko devaḥ /	devatānām ca kaḥ devaḥ 
SA_GE07_naray__u-14	pitṝṇāṃ ca tathā pitā /	pitṝṇām ca tathā pitā 
SA_GE07_naray__u-15	<12321.4/2> tasmāt parataraṃ yac ca /	tasmāt parataram yat ca 
SA_GE07_naray__u-16	tan me brūhi pitāmaha //12321.4/	tat me brūhi pitāmaha 
SA_GE07_naray__u-17	<12321.5/1> bhīṣma uvāca:	bhīṣmaḥ uvāca 
SA_GE07_naray__u-18	gūḍhaṃ māṃ praśnavit praśnaṃ /	gūḍham mām praśna vid praśnam 
SA_GE07_naray__u-19	pṛcchase tvam ihānagha /	pṛcchase tvam iha anagha 
SA_GE07_naray__u-20	<12321.5/2> na hy eṣa tarkayā śakyo /	na hi eṣa tarkayā śakyaḥ 
SA_GE07_naray__u-21	vaktuṃ varṣaśatair api //12321.5/	vaktum varṣa śataiḥ api 
SA_GE07_naray__u-22	<12321.6/1> ṛte devaprasādād vā /	ṛte deva prasādāt vā 
SA_GE07_naray__u-23	rājañ jñānāgamena vā /	rājam jñāna āgamena vā 
SA_GE07_naray__u-24	<12321.6/2> gahanaṃ hy etad ākhyānaṃ /	gahanam hi etat ākhyānam 
SA_GE07_naray__u-25	vyākhyātavyaṃ tavārihan //12321.6/	vyākhyātavyam tava ari han 
SA_GE07_naray__u-26	<12321.7/1> atrāpy udāharantīmam /	atra api udāharanti imam 
SA_GE07_naray__u-27	itihāsaṃ purātanam /	itihāsam purātanam 
SA_GE07_naray__u-28	<12321.7/2> nāradasya ca saṃvādam /	nāradasya ca saṃvādam 
SA_GE07_naray__u-29	ṛṣer nārāyaṇasya ca //12321.7/	ṛṣeḥ nārāyaṇasya ca 
SA_GE07_naray__u-30	<12321.8/1> nārāyaṇo hi viśvātmā /	nārāyaṇaḥ hi viśvātmā 
SA_GE07_naray__u-31	caturmūrtiḥ sanātanaḥ /	catur mūrtiḥ sanātanaḥ 
SA_GE07_naray__u-32	<12321.8/2> dharmātmajaḥ saṃbabhūva /	dharma ātmajaḥ saṃbabhūva 
SA_GE07_naray__u-33	pitaivaṃ me 'bhyabhāṣata //12321.8/	pitā evam me bhyabhāṣata 
SA_GE07_naray__u-34	<12321.9/1> kṛte yuge mahārāja /	kṛte yuge mahā rāja 
SA_GE07_naray__u-35	purā svāyaṃbhuve 'ntare /	purā svāyaṃbhuve ntare 
SA_GE07_naray__u-36	<12321.9/2> naro nārāyaṇaś caiva /	naraḥ nārāyaṇaḥ ca eva 
SA_GE07_naray__u-37	hariḥ kṛṣṇas tathaiva ca //12321.9/	hariḥ kṛṣṇaḥ tathā eva ca 
SA_GE07_naray__u-38	<12321.10/1> tebhyo nārāyaṇanarau /	tebhyaḥ nārāyaṇa narau 
SA_GE07_naray__u-39	tapas tepatur avyayau /	tapaḥ tepatuḥ avyayau 
SA_GE07_naray__u-40	<12321.10/2> badary-āśramam āsādya /	badaryāśramam āsādya 
SA_GE07_naray__u-41	śakaṭe kanakāmaye //12321.10/	śakaṭe kanaka āmaye 
SA_GE07_naray__u-42	<12321.11/1> aṣṭacakraṃ hi tad yānaṃ /	aṣṭa cakram hi tat yānam 
SA_GE07_naray__u-43	bhūtayuktaṃ manoramam /	bhūta yuktam manoramam 
SA_GE07_naray__u-44	<12321.11/2> tatrādyau lokanāthau tau /	tatra ādyau loka nāthau tau 
SA_GE07_naray__u-45	kṛśau dhamanisaṃtatau //12321.11/	kṛśau dhamani saṃtatau 
SA_GE07_naray__u-46	<12321.12/1> tapasā tejasā caiva /	tapasā tejasā ca eva 
SA_GE07_naray__u-47	durnirīkṣau surair api /	durnirīkṣau suraiḥ api 
SA_GE07_naray__u-48	<12321.12/2> yasya prasādaṃ kurvāte /	yasya prasādam kurvāte 
SA_GE07_naray__u-49	sa devau draṣṭum arhati //12321.12/	sa devau draṣṭum arhati 
SA_GE07_naray__u-50	<12321.13/1> nūnaṃ tayor anumate /	nūnam tayoḥ anumate 
SA_GE07_naray__u-51	hṛdi hṛcchayacoditaḥ /	hṛdi hṛcchaya coditaḥ 
SA_GE07_naray__u-52	<12321.13/2> mahāmeror gireḥ śṛṅgāt /	mahā meroḥ gireḥ śṛṅgāt 
SA_GE07_naray__u-53	pracyuto gandhamādanam //12321.13/	pracyutaḥ gandhamādanam 
SA_GE07_naray__u-54	<12321.14/1> nāradaḥ sumahadbhūtaṃ /	nāradaḥ su mahat bhūtam 
SA_GE07_naray__u-55	lokān sarvān acīcarat /	lokān sarvān acīcarat 
SA_GE07_naray__u-56	<12321.14/2> taṃ deśam agamad rājan /	tam deśam agamat rājan 
SA_GE07_naray__u-57	badary-āśramam āśugaḥ_1 //12321.14/	badaryāśramam āśu gaḥ 
SA_GE07_naray__u-58	<12321.15/1> tayor āhnikavelāyāṃ /	tayoḥ āhnika velāyām 
SA_GE07_naray__u-59	tasya kautūhalaṃ tv abhūt /	tasya kautūhalam tu abhūt 
SA_GE07_naray__u-60	<12321.15/2> idaṃ tadāspadaṃ kṛtsnaṃ /	idam tad āspadam kṛtsnam 
SA_GE07_naray__u-61	yasmiṃl lokāḥ pratiṣṭhitāḥ //12321.15/	yasmin lokāḥ pratiṣṭhitāḥ 
SA_GE07_naray__u-62	<12321.16/1> sadevāsuragandharvāḥ /	sa deva asura gandharvāḥ 
SA_GE07_naray__u-63	sarṣikiṃnaralelihāḥ /	sa ṛṣi kiṃnara lelihāḥ 
SA_GE07_naray__u-64	<12321.16/2> ekā mūrtir iyaṃ pūrvaṃ /	ekā mūrtiḥ iyam pūrvam 
SA_GE07_naray__u-65	jātā bhūyaś caturvidhā //12321.16/	jātā bhūyas caturvidhā 
SA_GE07_naray__u-66	<12321.17/1> dharmasya kulasaṃtāno /	dharmasya kula saṃtānaḥ 
SA_GE07_naray__u-67	mahān ebhir vivardhitaḥ /	mahān ebhiḥ vivardhitaḥ 
SA_GE07_naray__u-68	<12321.17/2> aho hy anugṛhīto 'dya /	aho hi anugṛhītaḥ dya 
SA_GE07_naray__u-69	dharma ebhiḥ surair iha /	dharmaḥ ebhiḥ suraiḥ iha 
SA_GE07_naray__u-70	<12321.17/3> naranārāyaṇābhyāṃ ca /	nara nārāyaṇābhyām ca 
SA_GE07_naray__u-71	kṛṣṇena hariṇā tathā //12321.17/	kṛṣṇena hariṇā tathā 
SA_GE07_naray__u-72	<12321.18/1> tatra kṛṣṇo hariś caiva /	tatra kṛṣṇaḥ hariḥ ca eva 
SA_GE07_naray__u-73	kasmiṃścit kāraṇāntare /	kasmiṃścid kāraṇa antare 
SA_GE07_naray__u-74	<12321.18/2> sthitau dharmottarau hy etau /	sthitau dharma uttarau hi etau 
SA_GE07_naray__u-75	tathā tapasi dhiṣṭhitau //12321.18/	tathā tapasi dhiṣṭhitau 
SA_GE07_naray__u-76	<12321.19/1> etau hi paramaṃ dhāma /	etau hi paramam dhāma 
SA_GE07_naray__u-77	kānayor āhnikakriyā /	kā anayoḥ āhnika kriyā 
SA_GE07_naray__u-78	<12321.19/2> pitarau sarvabhūtānāṃ /	pitarau sarva bhūtānām 
SA_GE07_naray__u-79	daivataṃ ca yaśasvinau /	daivatam ca yaśasvinau 
SA_GE07_naray__u-80	<12321.19/3> kāṃ devatāṃ nu yajataḥ /	kām devatām nu yajataḥ 
SA_GE07_naray__u-81	pitṝn vā kān mahāmatī //12321.19/	pitṝn vā kān mahāmatī 
SA_GE07_naray__u-82	<12321.20/1> iti saṃcintya manasā /	iti saṃcintya manasā 
SA_GE07_naray__u-83	bhaktyā nārāyaṇasya ha /	bhaktyā nārāyaṇasya ha 
SA_GE07_naray__u-84	<12321.20/2> sahasā prādur abhavat /	sahasā prādur abhavat 
SA_GE07_naray__u-85	samīpe devayos tadā //12321.20/	samīpe devayoḥ tadā 
SA_GE07_naray__u-86	<12321.21/1> kṛte daive ca pitrye ca /	kṛte daive ca pitrye ca 
SA_GE07_naray__u-87	tatas tābhyāṃ nirīkṣitaḥ /	tatas tābhyām nirīkṣitaḥ 
SA_GE07_naray__u-88	<12321.21/2> pūjitaś caiva vidhinā /	pūjitaḥ ca eva vidhinā 
SA_GE07_naray__u-89	yathāproktena śāstrataḥ //12321.21/	yathā proktena śāstrataḥ 
SA_GE07_naray__u-90	<12321.22/1> taṃ dṛṣṭvā mahad āścaryam /	tam dṛṣṭvā mahat āścaryam 
SA_GE07_naray__u-91	apūrvaṃ vidhivistaram /	apūrvam vidhi vistaram 
SA_GE07_naray__u-92	<12321.22/2> upopaviṣṭaḥ suprīto /	upopaviṣṭaḥ su prītaḥ 
SA_GE07_naray__u-93	nārado bhagavān ṛṣiḥ //12321.22/	nāradaḥ bhagavān ṛṣiḥ 
SA_GE07_naray__u-94	<12321.23/1> nārāyaṇaṃ saṃnirīkṣya /	nārāyaṇam saṃnirīkṣya 
SA_GE07_naray__u-95	prasannenāntarātmanā /	prasannena antarātmanā 
