segmentnr	original	analyzed
SA_MB_kamkaalamaaliniitantraHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MB_kamkaalamaaliniitantraHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00026	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MB_kamkaalamaaliniitantraHK-2	Uniform title: kaṅkālamālinītantra	uniform title kaṅkālamālinītantra 
SA_MB_kamkaalamaaliniitantraHK-3	Main title: kaṅkālamālinītantram	main title kaṅkālamālinītantram 
SA_MB_kamkaalamaaliniitantraHK-4	Editor : Chatterjee	e d itoḥ chatterjee 
SA_MB_kamkaalamaaliniitantraHK-5	Description: From the edition by Chatterjee published in Calcutta end of 19th century  Script Bengali	description from the edition by chatterjee published in calcutta end of century script bengali 
SA_MB_kamkaalamaaliniitantraHK-6	Notes: Transcribed by the staff of Muktabodha under the supervision of Mark S.G. Dycskowski.  Revision 0: 28/01/2007	notes transcribed by the staff of muktabodha under the supervision of mark sg dycskowski 
SA_MB_kamkaalamaaliniitantraHK-7	Publication year : Pre-1900	publication year 
SA_MB_kamkaalamaaliniitantraHK-8	Publication city : Calcutta	publication citi calcutta 
SA_MB_kamkaalamaaliniitantraHK-9	Publication country : India	publication country india 
SA_MB_kamkaalamaaliniitantraHK-10	kaṅkālamālinītantram	        
SA_MB_kamkaalamaaliniitantraHK-11	oṃ namaḥ śrīgurave	om namaḥ śrī gurave 
SA_MB_kamkaalamaaliniitantraHK-12	śrībhairavī uvāca	śrī bhairavī uvāca 
SA_MB_kamkaalamaaliniitantraHK-13	tripureśa maheśāna pārvatīprāṇavallabha |	tripura īśa maheśāna pārvatī prāṇa vallabha 
SA_MB_kamkaalamaaliniitantraHK-14	jagadvandya śūlapāṇe varṇānāṃ kāraṇaṃ vada || 1 ||	jagat vandya śūlapāṇe varṇānām kāraṇam vada 
SA_MB_kamkaalamaaliniitantraHK-15	śrībhairava uvāca	śrī bhairavaḥ uvāca 
SA_MB_kamkaalamaaliniitantraHK-16	kathayāmi varārohe varṇānāṃ bhedamuttamam |	kathayāmi varārohe varṇānām bhedam uttamam 
SA_MB_kamkaalamaaliniitantraHK-17	na prakāśyaṃ mahādevi ! tava snehāt subhāṣiṇi || 2 ||	na prakāśyam mahādevi tava snehāt su bhāṣiṇi   /
