segmentnr	original	analyzed
SA_GK16_udkassku-0	punaruktavadābhāsaṃ chekānuprāsa eva ca /	punar ukta vat ābhāsam cheka anuprāsaḥ eva ca 
SA_GK16_udkassku-1	anuprāsastridhā lāṭānuprāso rūpakaṃ catuḥ // UKss_1.1 //	anuprāsaḥ tridhā lāṭa anuprāsaḥ rūpakam catuḥ 
SA_GK16_udkassku-2	upamā dīpakaṃ caiva prativastūpamā tathā /	upamā dīpakam ca eva prativastūpamā tathā 
SA_GK16_udkassku-3	ityeta evālaṅkārā vācāṃ kaiścidudāhṛtāḥ // UKss_1.2 //	iti ete eva alaṅkārāḥ vācām kaiścid udāhṛtāḥ 
SA_GK16_udkassku-4	punaruktābhāsamabhinnavastvivodbhāsi bhinnarūpapadam /	punar ukta ābhāsam abhinna vastu iva udbhāsi bhinna rūpa padam 
SA_GK16_udkassku-5	chekānuprāsastu dvayordvayoḥ susadṛśoktikṛtau // UKss_1.3 //	cheka anuprāsaḥ tu dvayoḥ dvayoḥ su sadṛśa ukti kṛtau 
SA_GK16_udkassku-6	śaṣābhyāṃ rephasaṃyogaiṣṭavargeṇa ca yojitā /	śa ṣābhyām repha saṃyoga eṣṭa vargeṇa ca yojitā 
SA_GK16_udkassku-7	paraṣā nāma vṛttiḥ syāt hlahvahyādyaiśca saṃyutā // UKss_1.4 //	paraṣā nāma vṛttiḥ syāt hlahva hi ādyaiḥ ca saṃyutā 
SA_GK16_udkassku-8	sarūpasaṃyogayutāṃ mūrdhnivargāntyayogibhiḥ /	sa rūpa saṃyoga yutām mūrdhni varga antya yogibhiḥ 
SA_GK16_udkassku-9	sparśairyutāṃ ca manyante upanāgarikāṃ budhāḥ // UKss_1.5 //	sparśaiḥ yutām ca manyante upanāgarikām budhāḥ 
SA_GK16_udkassku-10	śeṣairvaṇairyathāyogaṃ kathitāṃ komalākhyayā /	śeṣaiḥ vaṇaiḥ yathāyogam kathitām komalā ākhyayā 
SA_GK16_udkassku-11	grāmyaṃ vṛrtti praśaṃsanti kāvyeṣvādṛtabuddhayaḥ // UKss_1.6 //	grāmyam vṛrtti praśaṃsanti kāvyeṣu ādṛta buddhayaḥ 
SA_GK16_udkassku-12	sarūpavyañjananyāsaṃ tisṛṣvetāsu vṛttiṣu /	sarūpa vyañjana nyāsam tisṛṣu etāsu vṛttiṣu 
SA_GK16_udkassku-13	pṛthakpṛthaganuprāsamuśanti kavayaḥ sadā // UKss_1.7 //	pṛthak pṛthak anuprāsam uśanti kavayaḥ sadā 
SA_GK16_udkassku-14	svarūpārthāviśeṣe 'pi punaruktiḥ phalāntarāt /	sva rūpa artha aviśeṣe pi punaruktiḥ phala antarāt 
SA_GK16_udkassku-15	śabdānāṃ vā padānāṃ vā lāṭānuprāsa iṣyate // UKss_1.8 //	śabdānām vā padānām vā lāṭa anuprāsaḥ iṣyate 
SA_GK16_udkassku-16	sa padadvitayasthityā dvayorekasya pūrvavat /	sa pada dvitaya sthityā dvayoḥ ekasya pūrvavat 
SA_GK16_udkassku-17	tadanyasya svatantratvād dvayorvaikapadāśrayāt // UKss_1.9 //	tad anyasya svatantra tvāt dvayoḥ vā eka pada āśrayāt 
SA_GK16_udkassku-18	svatantrapadarūpeṇa dvayorvāpi prayogataḥ /	svatantra pada rūpeṇa dvayoḥ vā api prayogataḥ 
SA_GK16_udkassku-19	bhidyate 'nekadhā bhedaiḥ pādābhyāsakrameṇa ca // UKss_1.10 //	bhidyate na ekadhā bhedaiḥ pāda abhyāsa krameṇa ca 
SA_GK16_udkassku-20	śrutyā saṃbandhavirahādyatpadena padāntaram /	śrutyā saṃbandha virahāt yat padena pada antaram 
SA_GK16_udkassku-21	guṇavṛtti pradhānena yujyate rūpakaṃ tu tat // UKss_1.11 //	guṇa vṛtti pradhānena yujyate rūpakam tu tat 
