segmentnr	original	analyzed
SA_GSP29_antarkpu-0	AnTs_1ab nidhāya hṛdi viśveśaṃ vidhāya guruvandanam /	nidhāya hṛdi viśveśam vidhāya guru vandanam 
SA_GSP29_antarkpu-1	AnTs_1cd bālānāṃ sukhabodhāya kriyate tarkasaṃgrahaḥ //	bālānām sukha bodhāya kriyate tarka saṃgrahaḥ 
SA_GSP29_antarkpu-2	AnTs_2 dravyaguṇakarmasāmānyaviśeṣasamavāyābhāvāḥ sapta padārthāḥ //	dravya guṇa karma sāmānya viśeṣa samavāya abhāvāḥ sapta padārthāḥ 
SA_GSP29_antarkpu-3	AnTs_3 tatra dravyāṇi pṛthivyaptejovāyvākāśakāladigātmamanāṃsi navaiva //	tatra dravyāṇi pṛthivī ap tejaḥ vāyu ākāśa kāla diś ātma manāṃsi nava eva 
SA_GSP29_antarkpu-4	AnTs_4 rūparasagandhasparśasaṃkhyāparimāṇapṛthaktvasaṃyogavibhāgaparatvāparatvagurutvadravatvasnehaśabdabuddhisukhaduḥkhecchādveṣaprayatnadharmādharmasaṃskārāś	rūpa rasa gandha sparśa saṃkhyā parimāṇa pṛthaktva saṃyoga vibhāga para tva apara tva guru tva drava tva sneha śabda buddhi sukha duḥkha icchā dveṣa prayatna dharma adharma saṃskārāḥ 
SA_GSP29_antarkpu-5	caturviṃśati guṇāḥ //	caturviṃśati guṇāḥ 
SA_GSP29_antarkpu-6	AnTs_5 utkṣepaṇāvakṣepaṇākuñcanaprasāraṇagamanāni pañca karmāṇi //	utkṣepaṇa avakṣepaṇa ākuñcana prasāraṇa gamanāni pañca karmāṇi 
SA_GSP29_antarkpu-7	AnTs_6 param aparaṃ ceti dvividhaṃ sāmānyam //	param aparam ca iti dvividham sāmānyam 
SA_GSP29_antarkpu-8	AnTs_7 nityadravyavṛttayo viśeṣās tv anantā eva //	nitya dravya vṛttayaḥ viśeṣāḥ tu anantāḥ eva 
SA_GSP29_antarkpu-9	AnTs_8 samavāyas tv eka eva //	ants samavāyaḥ tu ekaḥ eva 
SA_GSP29_antarkpu-10	AnTs_9 abhāvaś caturvidhaḥ /	ants abhāvaḥ caturvidhaḥ 
