segmentnr	original	analyzed
SA_GSP30_anuttaru-0	saṃkrāmo 'tra na bhāvanā na ca kathāyuktir na carcā na ca	saṃkrāmaḥ u tra na bhāvanā na ca kathā yuktiḥ na carcā na ca 
SA_GSP30_anuttaru-1	dhyānaṃ vā na ca dhāraṇā na ca japābhyāsaprayāso na ca /	dhyānam vā na ca dhāraṇā na ca japa abhyāsa prayāsaḥ na ca 
SA_GSP30_anuttaru-2	tat kiṃ nāma suniścitaṃ vada paraṃ satyaṃ ca tacchrūyatāṃ	tat kim nāma su niścitam vada param satyam ca tat śrūyatām 
SA_GSP30_anuttaru-3	na tyāgī na parigrahī bhaja sukhaṃ sarvaṃ yathāvasthitaḥ // 1 //	na tyāgī na parigrahī bhaja sukham sarvam yathā avasthitaḥ 
SA_GSP30_anuttaru-4	saṃsāro 'sti na tattvatas tanubhṛtāṃ bandhasya vārtaiva kā	saṃsāraḥ asti na tattvataḥ tanubhṛtām bandhasya vārtā eva kā 
SA_GSP30_anuttaru-5	bandho yasya na jātu tasya vitathā muktasya muktikriyā /	bandhaḥ yasya na jātu tasya vitathā muktasya mukti kriyā 
SA_GSP30_anuttaru-6	mithyāmohakṛd eṣa rajjubhujagacchāyāpiśācabhramo mā kiṃcit tyaja	mithyā moha kṛt eṣa rajju bhujaga chāyā piśāca bhramaḥ mā kiṃcid tyaja 
SA_GSP30_anuttaru-7	mā gṛhāṇa vihara [1] svastho yathāvasthitaḥ // 2 //	mā gṛhāṇa vihara svasthaḥ yathā avasthitaḥ 
SA_GSP30_anuttaru-8	pūjapūjakapūjyabhedasaraṇiḥ keyaṃ kathānuttare saṃkrāmaḥ	pūja pūjaka pūjya bheda saraṇiḥ kā iyam kathā anuttare saṃkrāmaḥ 
SA_GSP30_anuttaru-9	kila kasya kena vidadhe ko vā praveśakramaḥ /	kila kasya kena vidadhe kaḥ vā praveśa kramaḥ 
SA_GSP30_anuttaru-10	māyeyam na cidadvayāt paratayā bhinnāpy aho vartate sarvaṃ	māyā iyam na cit advayāt para tayā bhinnā api aho vartate sarvam 
SA_GSP30_anuttaru-11	svānubhavasvabhāvavimalaṃ cintāṃ vṛthā mā kṛthāḥ // 3 //	sva anubhava svabhāva vimalam cintām vṛthā mā kṛthāḥ 
SA_GSP30_anuttaru-12	ānando 'tra na vittamadhyamadavan naivāṅganāsaṅgavat	ānandaḥ tra na na eva aṅganā saṅgavat 
SA_GSP30_anuttaru-13	dīpārkendukṛtaprabhāprakaravan naiva prakāśodayaḥ /	dīpa arka indu kṛta prabhā prakara vat nā eva prakāśa udayaḥ 
SA_GSP30_anuttaru-14	harṣaḥ saṃbhṛtabhedamuktisukhabhūr bhārāvatāropamaḥ	harṣaḥ saṃbhṛta bheda mukti sukha bhūḥ bhāra avatāra upamaḥ 
SA_GSP30_anuttaru-15	sarvādvaitapadasya vismṛtanidheḥ prāptiḥ prakāśodayaḥ // 4 //	            
SA_GSP30_anuttaru-16	rāgadveṣasukhāsukhodayalayāhaṅkāradainyādayo ye bhāvāḥ	rāga dveṣa sukha asukha udaya laya ahaṅkāra dainya ādayaḥ ye bhāvāḥ 
SA_GSP30_anuttaru-17	pravibhānti viśvavapuṣo bhinnasvabhāvā na te /	pravibhānti viśva vapuṣaḥ bhinna svabhāvāḥ na te 
SA_GSP30_anuttaru-18	vyaktiṃ paśyasi yasya yasya sahasā tattattadekātmatāsaṃvidrūpam	vyaktim paśyasi yasya yasya sahasā tat tat tad eka ātma tā saṃvid rūpam 
SA_GSP30_anuttaru-19	avekṣya kiṃ na ramase tadbhāvanānirbharaḥ // 5 //	avekṣya kim na ramase tad bhāvanā nirbharaḥ 
SA_GSP30_anuttaru-20	pūrvābhāvabhavakriyā hi sahasā bhāvāḥ sadā 'smin bhave	pūrva abhāva bhava kriyāḥ hi sahasā bhāvāḥ sadā smin bhave 
SA_GSP30_anuttaru-21	madhyākāravikārasaṃkaravatāṃ teṣāṃ kutaḥ satyatā /	madhya ākāra vikāra saṃkaravatām teṣām kutas satyatā 
