segmentnr	original	analyzed
SA_GK22_ksdarppu-0	darpadalanam	darpa dalanam 
SA_GK22_ksdarppu-1	prathamo vicāraḥ	prathamaḥ vicāraḥ 
SA_GK22_ksdarppu-2	praśāntāśeṣavighnāya darpasarpāpasarpaṇāt /	praśānta aśeṣa vighnāya darpa sarpa apasarpaṇāt 
SA_GK22_ksdarppu-3	satyāmṛtanidhānāya svaprakāśavikāsine // KDarp_1.1 //	             
SA_GK22_ksdarppu-4	saṃsāravyatirekāya hṛtotsekāya cetasaḥ /	saṃsāra vyatirekāya hṛta utsekāya cetasaḥ 
SA_GK22_ksdarppu-5	praśamāmṛtasekāya vivekāya namo namaḥ // KDarp_1.2 //	praśama amṛta sekāya vivekāya namaḥ namaḥ 
SA_GK22_ksdarppu-6	(yugmam)	yugmam 
SA_GK22_ksdarppu-7	kṣemendraḥ suhṛdāṃ prītyā darpadoṣacikitsakaḥ /	             
SA_GK22_ksdarppu-8	svāsthyāya kurute yatnaṃ madhuraiḥ sūktibheṣajaiḥ // KDarp_1.3 //	svāsthyāya kurute yatnam madhuraiḥ su ukti bheṣajaiḥ 
SA_GK22_ksdarppu-9	kulaṃ vittaṃ śrutaṃ rūpaṃ śauryaṃ dānaṃ tapastathā /	kulam vittam śrutam rūpam śauryam dānam tapaḥ tathā 
SA_GK22_ksdarppu-10	prādhānyena manuṣyāṇāṃ saptaite madahetavaḥ // KDarp_1.4 //	prādhānyena manuṣyāṇām saptā ete mada hetavaḥ 
SA_GK22_ksdarppu-11	ahaṃkārābhibhūtānāṃ bhūtānāmiva dehinām /	ahaṃkāra abhibhūtānām bhūtānām iva dehinām 
SA_GK22_ksdarppu-12	hitāya darpadalanaṃ kriyate mohaśāntaye // KDarp_1.5 //	hitāya darpa dalanam kriyate moha śāntaye 
SA_GK22_ksdarppu-13	kulaṃ kulaṃ kalayatāṃ mohānmithyābhimāninām /	kulam kulam kalayatām mohāt mithyā abhimāninām 
