segmentnr	original	analyzed
SA_MB_pratyabhijnahrdayaHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MB_pratyabhijnahrdayaHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00350	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MB_pratyabhijnahrdayaHK-2	Uniform title: pratyabhijñahṛdaya Text version	uniform title pratyabhijña hṛdaya text version 
SA_MB_pratyabhijnahrdayaHK-3	Commentator : kṣemarāja	commentatoḥ kṣemarāja 
SA_MB_pratyabhijnahrdayaHK-4	Editor : Chatterji J C	e t itoḥ chatteḥ ji j c 
SA_MB_pratyabhijnahrdayaHK-5	Description: E-text transcribed from volume 3 of the Kashmir Series of Texts and Studies.	description etext transcribed from volume of the kashmir series of texts and studies 
SA_MB_pratyabhijnahrdayaHK-6	Notes: This e-text was transcribed by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.    Revision 0: June 26, 2016	notes this etext was transcribed by the staff of muktabodha under the supervision of mark sg dyczkowski    revision june 
SA_MB_pratyabhijnahrdayaHK-7	Publisher : Research Department, Jammu and Kashmir State	publisher research depatment jammu and kashmir state 
SA_MB_pratyabhijnahrdayaHK-8	Publication year : 1911	publication year 
SA_MB_pratyabhijnahrdayaHK-9	Publication city : Srinagar	publication citi srinagar 
SA_MB_pratyabhijnahrdayaHK-10	Publication country : India	publication country india 
SA_MB_pratyabhijnahrdayaHK-11	p. 1)	p 
SA_MB_pratyabhijnahrdayaHK-12	oṃ namo maṅgalamūrtaye |	om namaḥ maṅgala mūrtaye 
SA_MB_pratyabhijnahrdayaHK-13	atha	atha 
SA_MB_pratyabhijnahrdayaHK-14	pratyabhijñāhṛdayam |	pratyabhijñāhṛdayam 
SA_MB_pratyabhijnahrdayaHK-15	namaḥ śivāya satataṃ pañcakṛtyavidhāyine |	namaḥ śivāya satatam pañcakṛtya vidhāyine 
SA_MB_pratyabhijnahrdayaHK-16	cidānandaghanasvātmaparamarthāvabhāsine || 1 ||	             
SA_MB_pratyabhijnahrdayaHK-17	śāṃkaropaniṣatsārapratyabhijñāmahodadheḥ |	             
SA_MB_pratyabhijnahrdayaHK-18	kṣemeṇoddhriyate sāraḥ saṃsāraviṣaśāntaye [k, kh, g:	kṣemeṇa uddhriyate sāraḥ saṃsāra viṣa śāntaye 
SA_MB_pratyabhijnahrdayaHK-19	uddharāmi paraṃ sāraṃ saṃsāraviṣaśāntidam || iti pāṭhaḥ] || 2 ||	uddharāmi param sāram saṃsāra viṣa śānti dam iti pāṭhaḥ 
SA_MB_pratyabhijnahrdayaHK-20	iha ye sukumāramatayo'kṛtatīkṣṇatarkaśāstrapariśramāḥ [g:	iha ye 
SA_MB_pratyabhijnahrdayaHK-21	kṛtatīkṣṇaśāstra iti pāṭhaḥ] śaktipātonmiṣita##-	kṛta tīkṣṇa śāstraḥ iti pāṭhaḥ śaktipāta unmiṣita 
SA_MB_pratyabhijnahrdayaHK-22	śaktipātavaśonmiṣatpārameśvareti pāṭhaḥ; g: samāveśābhilāṣāḥ iti	śaktipāta vaśa unmiṣat pārameśvara iti pāṭha g samāveśa abhilāṣāḥ iti 
SA_MB_pratyabhijnahrdayaHK-23	pāṭhaḥ] katicit bhaktibhājaḥ teṣām īśvarapratyabhijñopadeśatattvaṃ	pāṭhaḥ katicid bhakti bhājaḥ teṣām īśvara pratyabhijñā upadeśa tattvam 
