segmentnr	original	analyzed
SA_T01_nagast_u-0	pratītyajānāṃ bhāvānāṃ naiḥsvābhāvyaṃ jagāda yaḥ /	pratītya jānām bhāvānām naiḥsvābhāvyam jagāda yaḥ 
SA_T01_nagast_u-1	taṃ namāmy asamajñānam acintyam anidarśanam // NagAst_01	tam namāmi a sama jñānam a cintyam a nidarśanam 
SA_T01_nagast_u-2	yathā tvayā mahāyāne dharmanairātmyam ātmanā /	yathā tvayā mahāyāne dharma nairātmyam ātmanā 
SA_T01_nagast_u-3	viditaṃ deśitaṃ tadvad dhīmadbhyaḥ karuṇāvaśāt // NagAst_02	viditam deśitam tadvat dhīmadbhyaḥ karuṇā vaśāt 
SA_T01_nagast_u-4	pratyayebhyaḥ samutpannam anutpannaṃ tvayoditam /	pratyayebhyaḥ samutpannam anutpannam tvayā uditam 
SA_T01_nagast_u-5	svabhāvena na taj jātam iti śūnyaṃ prakāśitam // NagAst_03	svabhāvena na tat jātam iti śūnyam prakāśitam 
SA_T01_nagast_u-6	yadvac chabdaṃ pratītyeha pratiśabdasamudbhavaḥ /	yadvat śabdam pratītya iha pratiśabda samudbhavaḥ 
SA_T01_nagast_u-7	māyāmarīcivac cāpi tathā bhavasamudbhavaḥ // NagAst_04	māyā marīci vat ca api tathā bhava samudbhavaḥ 
SA_T01_nagast_u-8	māyāmarīcigandharvanagarapratibimbakāḥ /	māyā marīci gandharvanagara pratibimbakāḥ 
SA_T01_nagast_u-9	yady ajātāḥ saha svapnair na syāt taddarśanādikam // NagAst_05	yadi ajātāḥ saha svapnaiḥ na syāt tad darśana ādikam 
SA_T01_nagast_u-10	hetupratyayasaṃbhūtā yathaite kṛtakāḥ smṛtāḥ /	hetu pratyaya saṃbhūtāḥ yathā ete kṛtakāḥ smṛtāḥ 
SA_T01_nagast_u-11	tadvat pratyayajaṃ viśvaṃ tvayoktaṃ nātha sāṃvṛtam // NagAst_06	tadvat pratyaya jam viśvam tvayā uktam nātha 
SA_T01_nagast_u-12	asty etat kṛtakaṃ sarvaṃ yat kiṃcid bālalāpanam /	asti etat kṛtakam sarvam yat kiṃcid bāla lāpanam 
SA_T01_nagast_u-13	riktamuṣṭipratīkāśam ayathārthaprakāśitam // NagAst_07	rikta muṣṭi pratīkāśam ayathārtha prakāśitam 
SA_T01_nagast_u-14	kṛtakaṃ vastu no jātaṃ tadā kiṃ vārtamānikam /	kṛtakam vastu no jātam tadā kim vārtamānikam 
SA_T01_nagast_u-15	kasya nāśād atītaṃ syād utpitsuḥ kim apekṣate // NagAst_08	kasya nāśāt atītam syāt utpitsuḥ kim apekṣate 
SA_T01_nagast_u-16	svasmān na jāyate bhāvaḥ parasmān nobhayād api /	svasmāt na jāyate bhāvaḥ parasmāt na ubhayāt api 
SA_T01_nagast_u-17	na san nāsan na sadasan kutaḥ kasyodayas tadā // NagAst_09	na sat na asat na sat asan kutas kasya udayaḥ tadā 
