segmentnr	original	analyzed
SA_GK19_bahcar-0	namas tuṅgaśiraścumbicandracāmaracārave//	namaḥ tuṅga śiraḥ cumbi candra cāmara cārave 
SA_GK19_bahcar-1	trailokyanagarārambhamūlastambhāya śambhave//	trailokya nagara ārambha mūla stambhāya śambhave 
SA_GK19_bahcar-2	harakaṇṭhagrahānandamīlitākṣīṃ namāmy umām//	                                         
SA_GK19_bahcar-3	kālakūṭaviṣasparśajātamūrchāgamām iva//	kālakūṭa viṣa sparśa jāta mūrchā gamām iva 
SA_GK19_bahcar-4	namaḥ sarvavide tasmai vyāsāya kavivedhase//	namaḥ sarva vide tasmai vyāsāya kavi vedhase 
SA_GK19_bahcar-5	cakre puṇyaṃ sarasvatyā yo varṣam iva bhāratam//	cakre puṇyam sarasvatyāḥ yaḥ varṣam iva bhāratam 
SA_GK19_bahcar-6	prāyaḥ kukavayo loke rāgādhiṣṭhitadṛṣṭhayaḥ//	prāyas ku kavayaḥ loke rāga adhiṣṭhita dṛṣṭhayaḥ 
SA_GK19_bahcar-7	kokilā iva jāyante vācālāḥ kāmakāriṇaḥ//	kokilāḥ iva jāyante vācālāḥ kāma kāriṇaḥ 
SA_GK19_bahcar-8	santi śvāna ivāsaṃkhyā jātibhājo gṛhe gṛhe//	santi śvānaḥ iva asaṃkhyāḥ jāti bhājaḥ gṛhe gṛhe 
SA_GK19_bahcar-9	utpādakā na bahavaḥ kavayaḥ śarabhā iva//	utpādakāḥ na bahavaḥ kavayaḥ śarabhāḥ iva 
SA_GK19_bahcar-10	anyavarṇaparāvṛttyā bandhacihnanigūhanaiḥ//	anya varṇa parāvṛttyā bandha cihna nigūhanaiḥ 
SA_GK19_bahcar-11	anākhyātaḥ satāṃ madhye kaviśrauro vibhāvyate//	an ākhyātaḥ satām madhye kavi śrauraḥ vibhāvyate 
SA_GK19_bahcar-12	śleṣaprāyam udīcyeṣu pratīcyeṣu gauḍeṣv arthamātrakam//	śleṣa prāyam udīcyeṣu pratīcyeṣu gauḍeṣu artha mātrakam 
SA_GK19_bahcar-13	utprekṣā dākṣiṇātyeṣu gauḍeṣv akṣaraḍambaraḥ//	utprekṣā dākṣiṇātyeṣu gauḍeṣu akṣara ḍambaraḥ 
SA_GK19_bahcar-14	navo'rtho jātir agrāmyā śleṣo'kliṣṭhaḥ sphuṭo rasaḥ//	           
SA_GK19_bahcar-15	vikaṭākṣarabandhaś ca kṛtsnam ekatra duṣkaram//	vikaṭa akṣara bandhaḥ ca kṛtsnam ekatra duṣkaram 
SA_GK19_bahcar-16	kiṃ kaves tasya kāvyena sarvavṛttāntagāminī//	kim kaveḥ tasya kāvyena sarva vṛttānta gāminī 
