segmentnr	original	analyzed
SA_GP12_garup2_u-0	śrīgaruḍamahāpurāṇam	           
SA_GP12_garup2_u-1	śrīgaṇeśāya namaḥ /	śrī gaṇeśāya namaḥ 
SA_GP12_garup2_u-2	tatrādime dvitīyāṃśe pretakāṇḍo dharmakāṇḍanāmārabhyate /	tatra ādime dvitīya aṃśe pretakāṇḍaḥ dharmakāṇḍa nāmā ārabhyate 
SA_GP12_garup2_u-3	oṃ namo bhagavate vāsudevāya /	om namaḥ bhagavate vāsudevāya 
SA_GP12_garup2_u-4	nārāyaṇaṃ namaskṛtya naraṃ caiva narottamam /	nārāyaṇam namaskṛtya naram ca eva narottamam 
SA_GP12_garup2_u-5	devīṃ sarasvatīṃ caiva tato jayamudīrayet // GarP_2,1.Mang //	devīm sarasvatīm ca eva tatas jayam udīrayet 
SA_GP12_garup2_u-6	dharmandṛḍhabaddhamūlo vedaskandhaḥ purāṇaśākhāḍhyaḥ /	veda skandhaḥ purāṇa śākhā āḍhyaḥ 
SA_GP12_garup2_u-7	kratukusumo mokṣaphalo madhusūdanapādapo jayati // GarP_2,1.1 //	           jayati 
SA_GP12_garup2_u-8	naimiṣe 'nimiṣakṣetre śaunakādyā munīśvarāḥ /	naimiṣe nimiṣa kṣetre śaunaka ādyāḥ muni īśvarāḥ 
SA_GP12_garup2_u-9	karmaṇāmantare sūtaṃ svāsīnamidamabruvan // GarP_2,1.2 //	karmaṇām antare sūtam su āsīnam idam abruvan 
SA_GP12_garup2_u-10	sūta jānāsi sakalaṃ vastu vyāsaprasādataḥ /	sūta jānāsi sakalam vastu vyāsa prasādataḥ 
SA_GP12_garup2_u-11	tena naḥ sandihānānāṃ sandehaṃ chettumarhasi // GarP_2,1.3 //	tena naḥ sandihānānām sandeham chettum arhasi 
SA_GP12_garup2_u-12	yathā tṛṇajalauketi nyāyamā śritya kañcana /	yathā tṛṇa jalaukā iti nyāyam ā śritya kañcana 
SA_GP12_garup2_u-13	dehino 'nyatanuprāptiṃ kecittvevaṃ vadanti hi // GarP_2,1.4 //	dehinaḥ kecid tu evam vadanti hi 
SA_GP12_garup2_u-14	kecitpunaryātanānāṃ yāmīnāmupabhogataḥ /	kecid punar yātanānām yāmīnām upabhogataḥ 
SA_GP12_garup2_u-15	paścāddehāntaraprāptiṃ vadanti kimu tatrasat // GarP_2,1.5 //	paścāt deha antara prāptim vadanti kimu tatra sat 
SA_GP12_garup2_u-16	sūta uvāca /	sūtaḥ uvāca 
SA_GP12_garup2_u-17	sādhu pṛṣṭaṃ mahābhāgāḥ śṛṇudhvaṃ bhavatāṃ punaḥ /	sādhu pṛṣṭam mahābhāgāḥ śṛṇudhvam bhavatām punar 
SA_GP12_garup2_u-18	sandeho nopapadyeta lokārthaṃ kila pṛcchatām // GarP_2,1.6 //	sandehaḥ nā upapadyeta loka artham kila pṛcchatām 
SA_GP12_garup2_u-19	tadahaṃ kṛṣṇagaruḍasaṃvādadvārakaṃ dvijāḥ /	tat aham kṛṣṇa garuḍa saṃvāda dvārakam dvijāḥ 
SA_GP12_garup2_u-20	apākariṣye sandehaṃ bhavatāṃ bhāvitātmanām // GarP_2,1.7 //	apākariṣye sandeham bhavatām bhāvitātmanām 
SA_GP12_garup2_u-21	namaḥ kṛṣṇāya munaye ya enaṃ samupāśritāḥ /	namaḥ kṛṣṇāya munaye ye enam samupāśritāḥ 
SA_GP12_garup2_u-22	añjastaranti saṃsārasāgaraṃ kunadīmiva // GarP_2,1.8 //	añjas taranti saṃsāra sāgaram ku nadīm iva 
SA_GP12_garup2_u-23	ekadā vainateyasya lokānāṃ lokanaspṛhā /	ekadā vainateyasya lokānām lokana spṛhā 
SA_GP12_garup2_u-24	babhūva so 'tha babhrāma teṣu nāma harergṛṇan // GarP_2,1.9 //	babhūva saḥ tha babhrāma teṣu nāma hareḥ gṛṇan 
SA_GP12_garup2_u-25	sa pātālaṃ bhuvaṃ svargaṃ bhrāntvālabdhaśamāśayaḥ /	sa pātālam bhuvam svargam bhrāntvā a labdha śama āśayaḥ 
