segmentnr	original	analyzed
SA_K10_adbhutdu-0	Adbhutadharmaparyāya	adbhuta dharmaparyāya 
SA_K10_adbhutdu-1	[0] evaṃ mayā śrutam ekasmin samaye bhagavān śrāvastyāṃ viharati sma veṇuvane kalandakanivāse.	evam mayā śrutam ekasmin samaye bhagavān śrāvastyām viharati sma veṇuvane kalandaka nivāse 
SA_K10_adbhutdu-2	[1] athāyuṣmān ānandaḥ pūrvāhṇe nivāsya pātracīvaram ādāya rājagṛhaṃ piṇḍāya prāvikṣat.	atha āyuṣmān ānandaḥ pūrvāhṇe nivāsya pātra cīvaram ādāya rājagṛham piṇḍāya prāvikṣat 
SA_K10_adbhutdu-3	adrākṣīd āyuṣmān ānando rājagṛhe nagare sāvadānaṃ piṇḍāya caramāṇo 'nyatamasmin pradeśe	adrākṣīt āyuṣmān ānandaḥ rājagṛhe nagare sa avadānam piṇḍāya caramāṇaḥ nyatamasmin pradeśe 
SA_K10_adbhutdu-4	kūṭāgāram aśītidvāram ulliptāvaliptam ucchṛtadhvajapatākam āmuktapaṭṭadāmakalāpam.	kūṭāgāram aśīti dvāram ullipta avaliptam ucchṛta dhvaja patākam āmukta paṭṭa dāma kalāpam 
SA_K10_adbhutdu-5	dṛṣṭvā ca punas tasyaitad abhavat. yaḥ kaścic chrāddhaḥ kulaputro vā kuladuhitā vā	dṛṣṭvā ca punar tasya etat abhavat yaḥ kaścid śrāddhaḥ kula putraḥ vā kula duhitā vā 
SA_K10_adbhutdu-6	īdṛśaṃ kūṭāgāraṃ kārayitvā caturdiśe bhikṣusaṃghe niryātayed yo vā tathāgatasyārhatḥ	īdṛśam kūṭāgāram kārayitvā caturdiśe bhikṣu saṃghe niryātayet yaḥ vā tathāgatasya arhatḥ 
SA_K10_adbhutdu-7	samyaksaṃbuddhasyāmalakapramāṇaṃ stūpaṃ pratiṣṭhāpayet sūcīmātrāṃ yaṣṭim āropayed	samyaksaṃbuddhasya āmalaka pramāṇam stūpam pratiṣṭhāpayet sūcī mātrām yaṣṭim āropayet 
SA_K10_adbhutdu-8	badarīpatramātraṃ cchatraṃ yavaphalapramāṇāṃ pratimāṃ kārayet sarṣaphalapramāṇaṃ	badarī patra mātram chatram yava phala pramāṇām pratimām kārayet sarṣa phala pramāṇam 
SA_K10_adbhutdu-9	dhātuṃ pratiṣṭhāpayet tat katamaṃ tataḥ prabhūtataraṃ puṇyaṃ syāt?	dhātum pratiṣṭhāpayet tat katamam tatas prabhūtataram puṇyam syāt 
SA_K10_adbhutdu-10	athāyuṣmata ānandasyaitad abhavat. śāstā me saṃmukhībhūtaḥ sugato me saṃmukhībhūtaḥ.	atha āyuṣmataḥ ānandasya etat abhavat śāstā me saṃmukhībhūtaḥ sugataḥ me saṃmukhībhūtaḥ 
SA_K10_adbhutdu-11	yaṇv aham etam evārthaṃ bhagavata ārocayeyaṃ yathā me sa bhagavāṃ vyākariṣyati tathāhaṃ dhārayiṣyāmīty.	aham etam eva artham bhagavate ārocayeyam yathā me sa bhagavān vyākariṣyati tathā aham dhārayiṣyāmi iti 
SA_K10_adbhutdu-12	[2] athāyuṣmān ānando rājagṛhe nagare sāvadānaṃ piṇḍāya caritvā kṛtabhaktakṛtya paścādbhaktapiṇḍapātapratikrāntaḥ	atha āyuṣmān ānandaḥ rājagṛhe nagare sa avadānam piṇḍāya caritvā kṛta bhakta kṛtya paścāt bhakta piṇḍapāta pratikrāntaḥ 
SA_K10_adbhutdu-13	pātracīvaraṃ pratiśamayya pādau prakṣālya yena bhagavāṃs tenopasaṃkrānta upasaṃkramya	pātra cīvaram pratiśamayya pādau prakṣālya yena bhagavān tena upasaṃkrāntaḥ upasaṃkramya 
SA_K10_adbhutdu-14	bhagavataḥ pādau śirasā vanditvaikānte 'sthāt. ekāntasthita āyuṣmān ānando bhagavantam	bhagavataḥ pādau śirasā vanditvā ekānte sthāt ekānta sthitaḥ āyuṣmān ānandaḥ bhagavantam 
SA_K10_adbhutdu-15	idam avocat. ihāhaṃ bhadanta pūrvāhṇe nivāsya pātracīvaram ādāya rājagṛhaṃ piṇḍāya	idam avocat iha aham bhadanta pūrvāhṇe nivāsya pātra cīvaram ādāya rājagṛham piṇḍāya 
SA_K10_adbhutdu-16	prāvikṣaṃ. so 'ham adrākṣam rājagṛhe nagare sāvadānaṃ piṇḍāya caramāṇo 'nyatamasmin	prāvikṣam saḥ ham adrākṣam rājagṛhe nagare sa avadānam piṇḍāya caramāṇaḥ nyatamasmin 
SA_K10_adbhutdu-17	pradeśe kūṭāgāram aśītidvāram ulliptāvaliptam ucchṛtadhvajapatākam āmuktapaṭṭadāmakalāpaṃ	pradeśe kūṭāgāram aśīti dvāram ullipta avaliptam ucchṛta dhvaja patākam āmukta paṭṭa dāma kalāpam 
SA_K10_adbhutdu-18	ca dṛṣṭvā ca punar me etad abhavat. yaḥ kaścic chrāddhaḥ kulaputro vā kuladuhitā	ca dṛṣṭvā ca punar me etat abhavat yaḥ kaścid śrāddhaḥ kula putraḥ vā kula duhitā 
SA_K10_adbhutdu-19	vā īdṛśaṃ kūṭāgāraṃ caturdiśe bhikṣusaṃghe niryātayed yo vā tathāgatasyārhatḥ samyaksaṃbuddhasya	vā īdṛśam kūṭāgāram caturdiśe bhikṣu saṃghe niryātayet yaḥ vā tathāgatasya arhatḥ samyaksaṃbuddhasya 
SA_K10_adbhutdu-20	parinirvṛtasya mṛttikāpiṇḍād āmalakapramāṇaṃ stūpaṃ pratiṣṭhāpayet sūcīmātrāṃ yaṣṭim	parinirvṛtasya mṛttikā piṇḍāt āmalaka pramāṇam stūpam pratiṣṭhāpayet sūcī mātrām yaṣṭim 
SA_K10_adbhutdu-21	āropayed badarīpatramātraṃ cchatraṃ yavaphalapramāṇāṃ pratimāṃ kārayet sarṣaphalapramāṇaṃ	āropayet badarī patra mātram chatram yava phala pramāṇām pratimām kārayet sarṣa phala pramāṇam 
SA_K10_adbhutdu-22	dhātuṃ pratiṣṭhāpayet tat katamaṃ tataḥ prabhūtataraṃ puṇyaṃ syāt?	dhātum pratiṣṭhāpayet tat katamam tatas prabhūtataram puṇyam syāt 
SA_K10_adbhutdu-23	tasya mamaitad abhavat. śāstā me saṃmukhībhūtaḥ sugato me saṃmukhībhūtaḥ. yanv aham etam evārthaṃ bhagavata ārocayeyaṃ yathā bhagavāṃ vyākariṣyati  #	tasya mama etat abhavat śāstā me saṃmukhībhūtaḥ sugataḥ me saṃmukhībhūtaḥ yanu aham etam eva artham bhagavate ārocayeyam yathā bhagavān vyākariṣyati  /
SA_K10_adbhutdu-24	tathāhaṃ dhārayiṣyāmīty.	tathā aham dhārayiṣyāmi iti 
SA_K10_adbhutdu-25	[3] evam ukte bhagavān āyuṣmantam ānanda,	evam ukte bhagavān āyuṣmantam ānanda 
SA_K10_adbhutdu-26	idam avocat. sādhu sādhv ānanda bahujanahitāya tvam ānanda pratipanno ca bahujanasukhāya	idam avocat sādhu sādhu ānanda bahu jana hitāya tvam ānanda ca bahu jana sukhāya 
SA_K10_adbhutdu-27	lokānukampāyai arthāya hitāya sukhāya devamanuṣyāṇāṃ yas tvaṃ tathāgatam etam evārthaṃ	loka anukampāyai arthāya hitāya sukhāya deva manuṣyāṇām yaḥ tvam tathāgatam etam eva artham 
SA_K10_adbhutdu-28	paripraṣṭavyaṃ manyase. tena hy ānanda śṛṇu sādhu ca suṣṭhu ca manasikuru,	paripraṣṭavyam manyase tena hi ānanda śṛṇu sādhu ca suṣṭhu ca manasikuru 
SA_K10_adbhutdu-29	bhāṣiṣye. jambūdvīpo hy ānanda dvīpaḥ saptayojanasahasrāṇy āyāmavistāreṇa uttaraviśālo	bhāṣiṣye jambūdvīpaḥ hi ānanda dvīpaḥ sapta yojana sahasrāṇi āyāma vistāreṇa 
SA_K10_adbhutdu-30	dakṣiṇena śakaṭāmukhaḥ tam enam kāscic chrāddhaḥ kulaputro vā kuladuhitā vā saptaratnamayaṃ	dakṣiṇena śakaṭāmukhaḥ tam enam kāscid śrāddhaḥ kula putraḥ vā kula duhitā vā sapta ratna mayam 
SA_K10_adbhutdu-31	kṛtvā srotāpannebhyaḥ sakṛdāgāmibhyo 'nāgāmibhyo 'rhadbhyaḥ pratyekabuddhebhyaś cāturdiśe	kṛtvā srotāpannebhyaḥ sakṛdāgāmibhyaḥ nāgāmibhyaḥ rhadbhyaḥ pratyekabuddhebhyaḥ cāturdiśe 
