segmentnr	original	analyzed
SA_GSP31_tsc_vivu-0	sāṃkhyasūtravivaraṇam /	sāṃkhya sūtra vivaraṇam 
SA_GSP31_tsc_vivu-1	śrīkapilāya namaḥ /	śrī kapilāya namaḥ 
SA_GSP31_tsc_vivu-2	prakṛtiṃ puruṣaṃ natvā sāṃkhyasūtre vidhīyate /	prakṛtim puruṣam natvā sāṃkhyasūtre vidhīyate 
SA_GSP31_tsc_vivu-3	saṃkṣepato vivaraṇamavivekāpanuttaye //	saṃkṣepataḥ vivaraṇam aviveka apanuttaye 
SA_GSP31_tsc_vivu-4	iha khalu bhagavān kapilo munirāsuraye 'nukampayā pañcaviṃśatitattvānyupadiśya sūtrayāmāsa /	iha khalu bhagavān kapilaḥ muniḥ āsuraye nukampayā pañcaviṃśati tattvāni upadiśya sūtrayāmāsa 
SA_GSP31_tsc_vivu-5	[aṣṭau prakṛtayaḥ // Tats_1 //]	aṣṭau prakṛtayaḥ 
SA_GSP31_tsc_vivu-6	aṣṭau prakṛtaya ityādi /	aṣṭau prakṛtayaḥ ityādi 
SA_GSP31_tsc_vivu-7	kāḥ punastā ityucyante /	kāḥ punar tāḥ iti ucyante 
SA_GSP31_tsc_vivu-8	pradhānaṃ mahānahaṃkārastanmātrāṇi ca /	pradhānam mahān ahaṃkāraḥ tanmātrāṇi ca 
SA_GSP31_tsc_vivu-9	pradhānaṃ prakṛtiravyaktamavyākṛtaṃ cetyanarthāntaram /	pradhānam prakṛtiḥ avyaktam avyākṛtam ca iti anarthāntaram 
SA_GSP31_tsc_vivu-10	mahān mahattatvaṃ buddhiradhyavasāyalakṣaṇam /	mahān buddhiḥ adhyavasāya lakṣaṇam 
SA_GSP31_tsc_vivu-11	ahaṃkāro 'bhimānalakṣaṇo vaikṛtikastaijaso bhūtādiśceti trividhaḥ /	ahaṃkāraḥ bhimāna lakṣaṇaḥ vaikṛtikaḥ taijasaḥ bhūtādiḥ ca iti trividhaḥ 
SA_GSP31_tsc_vivu-12	tanmātrāṇi tu pañca śabdatanmātramākāśahetuḥ /	tanmātrāṇi tu pañca śabda tanmātram ākāśa hetuḥ 
SA_GSP31_tsc_vivu-13	sparśatanmātraṃ vāyuyoniḥ /	sparśa tanmātram vāyu yoniḥ 
SA_GSP31_tsc_vivu-14	rūpatanmātraṃ tejoyoniḥ /	rūpa tanmātram tejaḥ yoniḥ 
SA_GSP31_tsc_vivu-15	rasatanmātramapprakṛtiḥ /	rasa tanmātram ap prakṛtiḥ 
SA_GSP31_tsc_vivu-16	gandhatanmātraṃ pṛthivīhetuḥ /	          
SA_GSP31_tsc_vivu-17	iti pañcatanmātrāṇi ityaṣṭau prakṛtayaḥ /	iti pañca tanmātrāṇi iti aṣṭau prakṛtayaḥ 
SA_GSP31_tsc_vivu-18	[ṣoḍaśa vikārāḥ // Tats_2 //]	ṣoḍaśa vikārāḥ 
SA_GSP31_tsc_vivu-19	ke punarvikārāḥ kati /	ke punar vikārāḥ kati 
SA_GSP31_tsc_vivu-20	ṣoḍaśavikārāḥ /	ṣoḍaśa vikārāḥ 
SA_GSP31_tsc_vivu-21	ekādaśendriyāṇi pañca mahābhūtāni ca /	ekādaśa indriyāṇi pañca mahābhūtāni ca 
SA_GSP31_tsc_vivu-22	tatra śrotratvakcakṣūrasanaghrāṇākhyāni buddhīndriyāṇi śabdasparśarūparasagandhālocanavṛttīni /	tatra śrotra tvac cakṣuḥ rasana ghrāṇa ākhyāni buddhīndriyāṇi śabda sparśa rūpa rasa gandha ālocana vṛttīni 
SA_GSP31_tsc_vivu-23	vākpāṇipādapāyūpasthāni karmendriyāṇi vacanādānaviharaṇotsargānandavṛttīni /	vāc pāṇi pāda pāyu upasthāni karmendriyāṇi vacana ādāna viharaṇa utsarga ānanda vṛttīni 
SA_GSP31_tsc_vivu-24	jñānakriyāśaktidvayātmakaṃ saṅkalpavikalpalakṣaṇaṃ mana ityekādaśendriyāṇi /	jñāna kriyā śakti dvaya ātmakam saṅkalpa vikalpa lakṣaṇam manaḥ iti ekādaśa indriyāṇi 
SA_GSP31_tsc_vivu-25	bhūtāni cākāśavāyutejaḥsalilapṛthivīlakṣaṇāni pañceti ṣoḍaśavikārāḥ //	bhūtāni ca ākāśa vāyu tejaḥ salila pṛthivī lakṣaṇāni pañca iti ṣoḍaśa vikārāḥ 
SA_GSP31_tsc_vivu-26	[puruṣaḥ // Tats_3 //]	puruṣaḥ 
SA_GSP31_tsc_vivu-27	atha kaḥ puruṣaḥ ityucyate /	atha kaḥ puruṣaḥ iti ucyate 
