segmentnr	original	analyzed
MBstutikusumaanjaliHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBstutikusumaanjaliHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00260	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBstutikusumaanjaliHK-2	Uniform title: stutikusumāñjali	uniform title stutikusumāñjali 
MBstutikusumaanjaliHK-3	Author : jagaddhara bhaṭṭa	authoḥ jagaddhara bhaṭṭa 
MBstutikusumaanjaliHK-4	Editor : premavallabha tripāṭhī	prema vallabha tripāṭhī 
MBstutikusumaanjaliHK-5	Description: Hymns in praise of Shiva in 38 chapters.	description hymns in praise of shiva in chapters 
MBstutikusumaanjaliHK-6	Notes: Data entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.	notes data entered by the staff muktabodha under the supervision of mark sg dyczkowski 
MBstutikusumaanjaliHK-7	Revision 0: April 6, 2012	revision april 
MBstutikusumaanjaliHK-8	Publisher : Sanskrit Book Depot	publisher sanskrit book depot 
MBstutikusumaanjaliHK-9	Publication year : 1939	publication year 
MBstutikusumaanjaliHK-10	Publication city : Benares	publication citi benares 
MBstutikusumaanjaliHK-11	Publication country : India	publication country india 
MBstutikusumaanjaliHK-12	oṃ śrīgaṇeśāya namaḥ	om śrī gaṇeśāya namaḥ 
MBstutikusumaanjaliHK-13	kāśmīraka-mahākavi-śrīmajjagaddharabhaṭṭa-viracitaḥ	                  
MBstutikusumaanjaliHK-14	stuti-kusumāñjaliḥ	         
MBstutikusumaanjaliHK-15	brahmajñāna-viveka-nirbharavapuḥkāntyā jagad bhāsayan dṛṣṭyā śantamayā kṛpāpravaṇayā tāpatrayaṃ	brahma jñāna viveka nirbhara vapuḥ kāntyā jagat bhāsayan dṛṣṭyā śantamayā kṛpā pravaṇayā tāpa trayam 
MBstutikusumaanjaliHK-16	saṃharan | pīyūṣadravasiktayā madhurayā vācā ca sammodayan dīnoddhāraparāyaṇo vijayate kāruṇyapūrṇo	saṃharan pīyūṣa drava siktayā madhurayā vācā ca sammodayan dīna uddhāra parāyaṇaḥ vijayate kāruṇya pūrṇaḥ 
MBstutikusumaanjaliHK-17	guruḥ ||	guruḥ 
MBstutikusumaanjaliHK-18	yadvaktrāmbuja-niḥsaranmadhu-sudhādhārāsu baddhādarā vīṇāyā raṇanaṃ vihāya vadanāmbhoje	yat vaktra ambuja niḥsarat madhu sudhā dhārāsu baddha ādarā vīṇāyāḥ raṇanam vihāya vadana ambhoje 
MBstutikusumaanjaliHK-19	dadhānā'ṅgulim | vāgdevī gatacāpalā cirataraṃ santiṣṭhate mūkavat so'vyānmāṃ bhavabhītito	dadhānā aṅgulim vāgdevī gata cāpalā cirataram santiṣṭhate mūka vat 
