segmentnr	original	analyzed
SA_GK16_jaycndpu-0	śrīḥ	śrīḥ 
SA_GK16_jaycndpu-1	pīyuṣavarṣaśrījayadevakavikṛtaḥ	            
SA_GK16_jaycndpu-2	candrālokaḥ	      
SA_GK16_jaycndpu-3	uccairasyati mandatāmarasatāṃ jāgratkalaṅkairava-dhvaṃsaṃ hastayate ca yā sumanasām ullāsinī mānase /	uccais asyati manda tāmarasa tām jāgrat kalaṅkaiḥ avadhvaṃsam hastayate ca yā sumanasām ullāsinī mānase 
SA_GK16_jaycndpu-4	dhṛṣṭodyanmadanāśanārcir amalā lokatrayīdarśikā sā netratritayīva khaṇḍaparaśor vāgdevatā dīvyatu // JCand_1.1 //	dhṛṣṭa udyat madanāśana arciḥ amalā loka trayī darśikā sā netra tritayī iva khaṇḍaparaśoḥ vāgdevatāḥ dīvyatu 
SA_GK16_jaycndpu-5	haṃ ho cinmayacittacandramaṇayaḥ saṃvardhayadhvaṃ rasān re re svairiṇi nirvicārakavite māsmat prakāśībhava /	haṃ ho cit maya citta candra maṇayaḥ saṃvardhayadhvam rasān re re svairiṇi nirvicāra kavite mā asmat prakāśībhava 
SA_GK16_jaycndpu-6	ullāsāya vicāravīcinicayālaṅkāravārām nidheś candrālokamayaṃ svayaṃ vitanute pīyūṣavarṣaḥ kṛtī // JCand_1.2 //	ullāsāya vicāra vīci nicaya alaṅkāra vārām nidheḥ candra āloka mayam svayam vitanute pīyūṣa varṣaḥ kṛtī 
SA_GK16_jaycndpu-7	yuktyāsvādyalasadrasaikavasatiḥ sāhityasārasvata-kṣīrāmbhodhir agādhatām upadadhat sevyaḥ samāśrīyatām /	yukti āsvādya lasat rasa eka vasatiḥ sāhitya sārasvata kṣīra ambhodhiḥ agādha tām upadadhat sevyaḥ samāśrīyatām 
SA_GK16_jaycndpu-8	śrīr asmād upadeśakauśalamayaṃ pīyūṣam asmājjagaj jāgradbhāsurapadmakeśarayaśaḥśītāṃśur asmād budhāḥ // JCand_1.3 //	śrīḥ asmāt upadeśa kauśala mayam pīyūṣam asmāt jagat jāgrat bhāsura padma kesara yaśaḥ śītāṃśuḥ asmāt budhāḥ 
SA_GK16_jaycndpu-9	taṃ pūrvācāryasūryokti-jyotiḥ stomodgamaṃ stumaḥ /	tam pūrva ācārya sūrya ukti jyotiḥ stoma udgamam stumaḥ 
SA_GK16_jaycndpu-10	yaṃ prastūya prakāśante madguṇās trasareṇavaḥ // JCand_1.4 //	yam prastūya prakāśante mad guṇāḥ trasareṇavaḥ 
SA_GK16_jaycndpu-11	nāśaṅkanīyam eteṣāṃ matam etena dūṣyate /	na āśaṅkanīyam eteṣām matam etena dūṣyate 
SA_GK16_jaycndpu-12	kiṃ tu cakṣur mṛgākṣīṇāṃ kajjaleneva bhūṣyate // JCand_1.5 //	kim tu cakṣuḥ mṛga akṣīṇām kajjalena iva bhūṣyate 
SA_GK16_jaycndpu-13	pratibhaiva śrutābhyāsa-sahitā kavitāṃ prati /	pratibhā eva śruta abhyāsa sahitā kavi tām prati 
SA_GK16_jaycndpu-14	hetur mṛdambusambaddhā bījamālā latāmiva // JCand_1.6 //	hetuḥ mṛd ambu sambaddhā bīja mālā latām iva 
SA_GK16_jaycndpu-15	nirdoṣā lakṣaṇavatī sarītir guṇabhūṣaṇā /	nirdoṣā lakṣaṇavatī sa rītiḥ guṇa bhūṣaṇā 
SA_GK16_jaycndpu-16	sālaṃkārarasāneka-vṛttir vāk kāvyanāmabhāk // JCand_1.7 //	            
SA_GK16_jaycndpu-17	aṅgīkaroti yaḥ kāvyaṃ śabdārthāv analaṃkṛtī /	aṅgīkaroti yaḥ kāvyam śabda arthau analaṃkṛtī 
SA_GK16_jaycndpu-18	asau na manyate kasmād anuṣṇam analaṃ kṛtī // JCand_1.8 //	asau na manyate kasmāt an uṣṇam analam kṛtī 
SA_GK16_jaycndpu-19	vibhaktyutpattaye yogyaḥ śāstrīyaḥ śabda iṣyate /	vibhakti utpattaye yogyaḥ śāstrīyaḥ śabdaḥ iṣyate 
SA_GK16_jaycndpu-20	rūḍhayaugikatanmiśraiḥ prabhedaiḥ sa punas tridhā // JCand_1.9 //	rūḍha yaugika tad miśraiḥ prabhedaiḥ sa punar tridhā 
SA_GK16_jaycndpu-21	avyaktayoganiryoga-yogābhāsais tridhādimaḥ /	               
SA_GK16_jaycndpu-22	te ca vṛkṣādibhūvādi-maṇḍapādyā yathākramam // JCand_1.10 //	te ca vṛkṣa ādi bhūva ādi maṇḍapa ādyāḥ yathākramam 
SA_GK16_jaycndpu-23	śuddhatanmūlasaṃbhinna-prabhedair yaugikas tridhā /	śuddha tad mūla saṃbhinna prabhedaiḥ yaugikaḥ tridhā 
SA_GK16_jaycndpu-24	te ca bhrāntisphuratkānti-kaunteyādisvarūpiṇaḥ // JCand_1.11 //	te ca bhrānti sphurat kānti kaunteya ādi svarūpiṇaḥ 
SA_GK16_jaycndpu-25	tanmiśro 'nyonyasāmānya-viśeṣaparivartanāt /	tad miśraḥ nyonya sāmānya viśeṣa parivartanāt 
SA_GK16_jaycndpu-26	nīradhiḥ paṅkajaṃ saudhaḥ sāgaro bhūruhaḥ śaśī // JCand_1.12 //	nīradhiḥ paṅkajam saudhaḥ sāgaraḥ bhūruhaḥ śaśī 
SA_GK16_jaycndpu-27	kṣīranīradhir ākāśa-paṅkajaṃ tena siddhayati /	kṣīra nīradhiḥ ākāśa paṅkajam tena siddhayati 
SA_GK16_jaycndpu-28	vibhaktyantaṃ padaṃ vākyaṃ tadvyūho 'rthasamāptitaḥ // JCand_1.13 //	vibhakti antam padam vākyam tad vyūhaḥ rtha samāptitaḥ 
SA_GK16_jaycndpu-29	yuktārthatāṃ tāṃ ca vinā khaṇḍavākyaṃ sa iṣyate /	yukta artha tām tām ca vinā khaṇḍa vākyam saḥ iṣyate 
SA_GK16_jaycndpu-30	vākyaṃ ca khaṇḍavākyaṃ ca padam ekam api kvacit // JCand_1.14 //	vākyam ca khaṇḍa vākyam ca padam ekam api kvacid 
SA_GK16_jaycndpu-31	dhūmavattvād iti yathā devety āmantraṇaṃ yathā /	dhūmavat tvāt iti yathā deva iti āmantraṇam yathā 
SA_GK16_jaycndpu-32	vākyāny ekārthaviśrāntāny āhur vākyakadambakam // JCand_1.15 //	               
SA_GK16_jaycndpu-33	mahādevaḥ satrapramukhamakhavidyaikacaturaḥ sumitrā tadbhaktipraṇihitamatir yasya pitarau /	mahādevaḥ satra pramukha makha vidyā eka caturaḥ sumitrā tad bhakti praṇihita matiḥ yasya pitarau 
SA_GK16_jaycndpu-34	anenāsāv ādyaḥ sukavijayadevena racite ciraṃ candrāloke sukhayatu mayūkhaḥ sumanasaḥ // JCand_1.16 //	anena asau ādyaḥ su kavi jayadevena racite ciram candrāloke sukhayatu mayūkhaḥ sumanasaḥ 
SA_GK16_jaycndpu-35	syāc ceto viśatā yena sakṣatā ramaṇīyatā /	syāt cetaḥ viśatā yena sakṣatā ramaṇīyatā 
SA_GK16_jaycndpu-36	śabde 'rthe ca kṛtonmeṣaṃ doṣam udghoṣayanti tam // JCand_2.1 //	śabde rthe ca kṛta unmeṣam doṣam udghoṣayanti tam 
SA_GK16_jaycndpu-37	bhavec chrutikaṭur varṇaḥ śravaṇodvejane paṭuḥ /	bhavet śruti kaṭuḥ varṇaḥ śravaṇa udvejane paṭuḥ 
SA_GK16_jaycndpu-38	saṃvidrate vyākaraṇa-viruddhaṃ cyutasaṃskṛti // JCand_2.2 //	saṃvid rate vyākaraṇa viruddham cyuta saṃskṛti 
SA_GK16_jaycndpu-39	aprayuktaṃ daivatādi-śabde puṃlliṅgatādikam /	a prayuktam daivata ādi śabde pum liṅga tā ādikam 
SA_GK16_jaycndpu-40	asamarthaṃ tu hantyādeḥ prayogo gamanādiṣu // JCand_2.3 //	asamartham tu hanti ādeḥ prayogaḥ gamana ādiṣu 
SA_GK16_jaycndpu-41	sa hanti hanta kāntāre kāntaḥ kuṭilakuntalaḥ /	sa hanti hanta kāntāre kāntaḥ kuṭila kuntalaḥ 
SA_GK16_jaycndpu-42	nihatārthaṃ lohitādau śoṇitādiprayogataḥ // JCand_2.4 //	nihata artham lohita ādau śoṇita ādi prayogataḥ 
SA_GK16_jaycndpu-43	vyanakty anucitārthaṃ yat padam āhus tadeva tat /	vyanakti anucita artham yat padam āhuḥ tat eva tat 
SA_GK16_jaycndpu-44	iyam adbhutaśākhyagra-kelikautukavānarī // JCand_2.5 //	iyam adbhuta śākhī agra keli kautuka vānarī 
SA_GK16_jaycndpu-45	nirarthakaṃ tuhītyādi pūraṇaikaprayojanam /	nirarthakam tuhi ityādi pūraṇa eka prayojanam 
SA_GK16_jaycndpu-46	arthe vidadhadityādau dadhadādyam avācakam // JCand_2.6 //	arthe vidadhat ityādau dadhat ādyam avācakam 
SA_GK16_jaycndpu-47	dhatte nabhastalaṃ bhāsvān aruṇaṃ taruṇaiḥ karaiḥ /	dhatte nabhastalam bhāsvān aruṇam taruṇaiḥ karaiḥ 
SA_GK16_jaycndpu-48	ekākṣaraṃ vinā bhūbhrū-kṣmādikaṃ khatalādivat // JCand_2.7 //	eka akṣaram vinā bhū bhrū kṣmā ādikam kha tala ādi vat 
SA_GK16_jaycndpu-49	aślīlaṃ trividhaṃ vrīḍā-jugupsāmaṅgalātmanā /	aślīlam trividham vrīḍā jugupsā maṅgala ātmanā 
SA_GK16_jaycndpu-50	āhlādasādhanaṃ vāyuḥ kāntānāśe bhavet katham // JCand_2.8 //	āhlāda sādhanam vāyuḥ kāntā nāśe bhavet katham 
SA_GK16_jaycndpu-51	syād dvyartham iha sandigdhaṃ nadyāṃ yānti patatriṇaḥ /	syāt dvi artham iha sandigdham nadyām yānti patatriṇaḥ 
SA_GK16_jaycndpu-52	syād apratītaṃ śāstraika-gamyaṃ vītānumādivat // JCand_2.9 //	syāt apratītam śāstra eka gamyam vīta anumā ādi vat 
SA_GK16_jaycndpu-53	śithilaṃ śayane lilye maccitaṃ te śaśiśriyi /	śithilam śayane lilye mad citam te śaśiśriyi 
SA_GK16_jaycndpu-54	mastapiṣṭakaṭīloṣṭa-gallādi grāmyam ucyate // JCand_2.10 //	mastapiṣṭa kaṭī loṣṭa galla ādi grāmyam ucyate 
SA_GK16_jaycndpu-55	neyārthaṃ lakṣaṇātyanta-prasarād amanoharam /	neyārtham lakṣaṇa atyanta prasarāt a manoharam 
SA_GK16_jaycndpu-56	himāṃśor hāradhikkāra-jāgare yāmikāḥ karāḥ // JCand_2.11 //	himāṃśoḥ hāra dhikkāra jāgare yāmikāḥ karāḥ 
SA_GK16_jaycndpu-57	kliṣṭam artho yadīyo 'rtha-śreṇiniḥśreṇim ṛcchati /	kliṣṭam arthaḥ yadīyaḥ rtha śreṇi niḥśreṇim ṛcchati 
SA_GK16_jaycndpu-58	haripriyāpitṛvadhū-pravāhapratimaṃ vacaḥ // JCand_2.12 //	haripriyā pitṛ vadhū pravāha pratimam vacaḥ 
SA_GK16_jaycndpu-59	avimṛṣṭavidheyāṃśaḥ samāsapihite vidhau /	a vimṛṣṭa vidheya aṃśaḥ samāsa pihite vidhau 
SA_GK16_jaycndpu-60	viśanti viśikhaprāyāḥ kaṭākṣāḥ kāmināṃ hṛdi // JCand_2.13 //	viśanti viśikha prāyāḥ kaṭākṣāḥ kāminām hṛdi 
SA_GK16_jaycndpu-61	aparādhīna ityādi viruddhamatikṛn matam /	apara adhīnaḥ ityādi viruddha mati kṛt matam 
SA_GK16_jaycndpu-62	anyasaṅgatam uttuṅga-hāraśobhipayodharau // JCand_2.14 //	uttuṅga hāra śobhi payodharau 
SA_GK16_jaycndpu-63	rasādyanucite varṇe pratikūlākṣaraṃ viduḥ /	rasa ādi anucite varṇe pratikūla akṣaram viduḥ 
SA_GK16_jaycndpu-64	na mām aṅgada jānāsi rāvaṇaṃ raṇadāruṇam // JCand_2.15 //	na mām aṅgada jānāsi rāvaṇam raṇa dāruṇam 
SA_GK16_jaycndpu-65	yasminn upahato lupto visarga iha tat tathā /	yasmin upahataḥ luptaḥ visargaḥ iha tat tathā 
SA_GK16_jaycndpu-66	kusandhiḥ paṭav āgaccha visandhir nṛpatī imau // JCand_2.16 //	kusandhiḥ paṭo āgaccha visandhiḥ nṛpatī imau 
SA_GK16_jaycndpu-67	hatavṛttam anukto 'pi chandodoṣaś cakāsti cet /	hata vṛttam chandaḥ doṣaḥ cakāsti ced 
SA_GK16_jaycndpu-68	viśālalocane/	viśāla locane 
SA_GK16_jaycndpu-69	paśyāmbaraṃ tārātaraṅgitam // JCand_2.17 //	paśya ambaram tārā taraṅgitam 
SA_GK16_jaycndpu-70	nyūnaṃ tvatkhaḍgasaṃbhūta-yaśaḥpuṣpaṃ nabhastaṭam /	nyūnam tvad khaḍga saṃbhūta yaśaḥ puṣpam nabhaḥ taṭam 
SA_GK16_jaycndpu-71	adhikaṃ bhavataḥ śatrūn daśaty asilatāphaṇī // JCand_2.18 //	adhikam bhavataḥ śatrūn daśati asi latā phaṇī 
SA_GK16_jaycndpu-72	kathitaṃ punaruktā vāk śyāmābjaśyāmalocanā /	kathitam punar uktā vāc śyāma abja śyāma locanā 
