segmentnr	original	analyzed
SA_GK19_govass_u-0	govardhanācārya-viracitā	govardhana ācārya viracitā 
SA_GK19_govass_u-1	āryā-saptaśatī	āryāsaptaśatī 
SA_GK19_govass_u-2	// śrīḥ //	śrīḥ 
SA_GK19_govass_u-3	granthārambha-vrajyā	grantha ārambha vrajyā 
SA_GK19_govass_u-4	pāṇi-grahe pulakitaṃ vapur aiśaṃ bhūti-bhūṣitaṃ jayati /	pāṇigrahe pulakitam vapuḥ aiśam bhūti bhūṣitam jayati 
SA_GK19_govass_u-5	aṅkurita iva mano-bhūr yasmin bhasmāvaśeṣo 'pi //GAss_*1//	aṅkuritaḥ iva manobhūḥ yasmin 
SA_GK19_govass_u-6	mā vama saṃvṛṇu viṣam idam iti sātaṅkaṃ pitāmahenoktaḥ /	mā vama saṃvṛṇu viṣam idam iti sa ātaṅkam pitāmahena uktaḥ 
SA_GK19_govass_u-7	prātar jayati salajjaḥ kajjala-malinādharaḥ śambhuḥ //GAss_*2//	prātar jayati sa lajjaḥ kajjala malina adharaḥ śambhuḥ 
SA_GK19_govass_u-8	jayati priyā-padānte garala-graiveyakaḥ smarārātiḥ /	jayati priyā pada ante garala graiveyakaḥ smara arātiḥ 
SA_GK19_govass_u-9	viṣama-viśikhe viśann iva śaraṇaṃ gala-baddha-karavālaḥ //GAss_*3//	viṣama viśikhe viśan iva śaraṇam gala baddha karavālaḥ 
SA_GK19_govass_u-10	jayati lalāṭa-kaṭākṣaḥ śaśi-mauleḥ pakṣmalaḥ priyāgraṇatau /	jayati lalāṭa kaṭākṣaḥ śaśimauleḥ pakṣmalaḥ priyā agra natau 
SA_GK19_govass_u-11	dhanuṣi smareṇa nihitaḥ sa-kaṇṭakaḥ ketakeṣur iva //GAss_*4//	dhanuṣi smareṇa nihitaḥ sa kaṇṭakaḥ ketaka iṣuḥ iva 
SA_GK19_govass_u-12	jayati jaṭā-kiñjalkaṃ gaṅgā-madhu muṇḍa-valaya-bījam ayam /	jayati jaṭā kiñjalkam gaṅgā madhu muṇḍa valaya bījam ayam 
SA_GK19_govass_u-13	gala-garala-paṅka-sambhavam abhoruham ānanaṃ śambhoḥ //GAss_*5//	gala garala paṅka sambhavam abhoruham ānanam śambhoḥ 
SA_GK19_govass_u-14	sandhyā-salilāñjalim api kaṅkaṇa-phaṇi-pīyamānam avijānan /	sandhyā salila añjalim api kaṅkaṇa phaṇi pīyamānam a vijānan 
SA_GK19_govass_u-15	gaurī-mukhārpita-manā vijayā-hasitaḥ śivo jayati //GAss_*6//	gaurī mukha arpita manāḥ vijayā hasitaḥ śivaḥ jayati 
SA_GK19_govass_u-16	pratibimbita-gaurī-mukha-vilokanotkampa-śithila-kara-galitaḥ /	pratibimbita gaurī mukha vilokana utkampa śithila kara galitaḥ 
SA_GK19_govass_u-17	sveda-bhara-pūryamāṇaḥ śambhoḥ salilāj jalir jayati //GAss_*7//	sveda bhara pūryamāṇaḥ śambhoḥ salilāt jaliḥ jayati 
SA_GK19_govass_u-18	praṇaya-kupita-priyā-pada-lākṣā-sandhyānubandha-madhurenduḥ /	praṇaya kupita priyā pada lākṣā sandhyā anubandha madhura induḥ 
SA_GK19_govass_u-19	tad-valaya-kanaka-nikaṣa-grāva-grīvaḥ śivo jayati //GAss_*8//	tad valaya kanaka nikaṣa grāva grīvaḥ śivaḥ jayati 
SA_GK19_govass_u-20	pūrṇa-nakhendur dviguṇita-mañjīrā prema-śṛṅkhalā jayati /	pūrṇa nakha induḥ dvi guṇita mañjīrā prema śṛṅkhalā jayati 
SA_GK19_govass_u-21	hara-śaśi-lekhā gaurī-caraṇāṅguli-madhya-gulpheṣu //GAss_*9//	hara śaśi lekhā gaurī caraṇa aṅguli madhya gulpheṣu 
SA_GK19_govass_u-22	śrī-kara-pihitaṃ cakṣuḥ sukhayatu vaḥ puṇḍarīka-nayanasya /	śrīkara pihitam cakṣuḥ sukhayatu vaḥ puṇḍarīkanayanasya 
SA_GK19_govass_u-23	jaghanam ivekṣitum āgatam abja-nibhaṃ nābhi-suṣireṇa //GAss_*10//	jaghanam iva īkṣitum āgatam abja nibham nābhi suṣireṇa 
SA_GK19_govass_u-24	śyāmaṃ śrī-kuca-kuṅkuma-piñjaritam uro muradviṣo jayati /	śyāmam śrī kuca kuṅkuma piñjaritam uraḥ muradviṣaḥ jayati 
SA_GK19_govass_u-25	dina-mukha-nabha iva kaustubha-vibhākaro yad vibhūṣayati //GAss_*11//	dina mukha nabhaḥ iva kaustubha vibhā karaḥ yat vibhūṣayati 
SA_GK19_govass_u-26	pratibimbita-priyā-tanu sa-kaustubhaṃ jayati madhubhido vakṣaḥ /	pratibimbita priyā tanu sa kaustubham jayati madhubhidaḥ vakṣaḥ 
SA_GK19_govass_u-27	puruṣāyitam abhyasyati lakṣmīr yad vīkṣya mukuram iva //GAss_*12//	puruṣāyitam abhyasyati lakṣmīḥ yat vīkṣya mukuram iva 
SA_GK19_govass_u-28	keli-calāṅguli-lambhita-lakṣmī-nābhir muradviṣaś caraṇaḥ /	keli cala aṅguli lambhita lakṣmī nābhiḥ muradviṣaḥ caraṇaḥ 
SA_GK19_govass_u-29	sa jayati yena kṛtā śrīr anurūpā padmanābhasya //GAss_*13//	sa jayati yena kṛtā śrīḥ anurūpā padmanābhasya 
SA_GK19_govass_u-30	romāvalī murāreḥ śrīvatsa-niṣevitāgra-bhāgā vaḥ /	roma āvalī murāreḥ śrīvatsa niṣevita agra bhāgā vaḥ 
SA_GK19_govass_u-31	unnāla-nābhi-nalina-cchāyevottāpam apaharatu //GAss_*14//	unnāla nābhi nalina chāyā iva uttāpam apaharatu 
SA_GK19_govass_u-32	ādāya sapta-tantrocitāṃ vipañcīm iva trayīṃ gāyan /	ādāya sapta tantra ucitām vipañcīm iva trayīm gāyan 
SA_GK19_govass_u-33	madhuraṃ turaṅga-vadanocitaṃ harir jayati haya-mūrdhā //GAss_*15//	madhuram turaṅga vadana ucitam hariḥ jayati haya mūrdhā 
SA_GK19_govass_u-34	sa jayati mahābāho jala-nidhi-jaṭhare ciraṃ nimagnāpi /	sa jayati mahā bāho jalanidhi jaṭhare ciram nimagnā api 
SA_GK19_govass_u-35	yenāntrair iva saha phaṇi-gaṇair balād uddhṛtā dharaṇī //GAss_*16//	yena antraiḥ iva saha phaṇi gaṇaiḥ balāt uddhṛtā dharaṇī 
SA_GK19_govass_u-36	brahmāṇḍa-kumbhakāraṃ bhujagākāraṃ janārdanaṃ naumi /	brahmāṇḍa kumbhakāram bhujaga ākāram janārdanam naumi 
SA_GK19_govass_u-37	sphāre yat-phaṇa-cakre dharā śarāva-śriyaṃ vahati //GAss_*17//	sphāre yat phaṇa cakre dharā śarāva śriyam vahati 
SA_GK19_govass_u-38	caṇḍī-jaṅghā-kāṇḍaḥ śirasā caraṇa-spṛśi priye jayati /	caṇḍī jaṅghā kāṇḍaḥ śirasā caraṇa spṛśi priye jayati 
SA_GK19_govass_u-39	śaṅkara-paryanta-jito vijaya-stambhaḥ smarasyeva //GAss_*18//	śaṅkara paryanta jitaḥ vijaya stambhaḥ smarasi eva 
