segmentnr	original	analyzed
SA_MB_tripuraarahasyamHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MB_tripuraarahasyamHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00221	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MB_tripuraarahasyamHK-2	Uniform title: tripurārahasya māhatmyakaṇḍham	uniform title tripurārahasya māhatmya kaṇḍha 
SA_MB_tripuraarahasyamHK-3	Main title: tripurārahasyam māhatmyakaṇḍham	title tripurārahasyam māhatmya kaṇḍham 
SA_MB_tripuraarahasyamHK-4	Description: Part 2 of gurumaṇḍalagranthamālāyā vol. 28 part 2 from chapter 51 to end.	description part of guru maṇḍala grantha mālāyāḥ vol part from chapter to end 
SA_MB_tripuraarahasyamHK-5	Notes: Transcribed by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.	notes transcribed by the staff of muktabodha under the supervision of mark sg dyczkowski 
SA_MB_tripuraarahasyamHK-6	Revision 0: Sept. 18, 2010.	revision 
SA_MB_tripuraarahasyamHK-7	Publication country : India	publication country india 
SA_MB_tripuraarahasyamHK-8	p.514)	Ro
SA_MB_tripuraarahasyamHK-9	ekapañcāśattamo'dhyāyaḥ	ekapañcāśattamaḥ adhyāyaḥ 
SA_MB_tripuraarahasyamHK-10	lalitāmāhātmye yāgana tuṣṭāyāḥ śrīdevyāḥsamāvirbhāvapuraḥ saraṃ	lalitāmāhātmye tuṣṭāyāḥ śrī devyāḥ samāvirbhāva puras saram 
SA_MB_tripuraarahasyamHK-11	tadadbhutarūpavarṇanam	tad adbhuta rūpa varṇanam 
SA_MB_tripuraarahasyamHK-12	śṛṇu kumbhaja ! tenaivaṃ nirastāḥ sarvato'marāḥ |	śṛṇu kumbhaja tena evam nirastāḥ sarva tomarāḥ 
SA_MB_tripuraarahasyamHK-13	duḥkhitāḥ kānaneṣvadridarīṣvantarguhāsu ca || 1 ||	duḥkhitāḥ kānaneṣu adri darīṣu antar guhāsu ca 
SA_MB_tripuraarahasyamHK-14	nadīkuñjeṣu daityeśatrastā daityairalakṣitāḥ |	nadī kuñjeṣu daitya īśa trastāḥ daityaiḥ alakṣitāḥ 
SA_MB_tripuraarahasyamHK-15	ūṣurdīrghatamaḥ kālaṃ kvaciddaityairvilakṣitāḥ || 2 ||	ūṣuḥ dīrghatamaḥ kālam kvacid daityaiḥ vilakṣitāḥ 
SA_MB_tripuraarahasyamHK-16	ākṛṣṭāstāḍitāḥ sevāṃ kuryurbhṛtyā yathā tathā |	ākṛṣṭāḥ tāḍitāḥ sevām kuryuḥ bhṛtyāḥ yathā tathā 
SA_MB_tripuraarahasyamHK-17	evaṃ varṣasahasrāṇāmatītaṃ dvisahasrakam || 3 ||	evam varṣa sahasrāṇām atītam dvi sahasrakam 
SA_MB_tripuraarahasyamHK-18	tadā kvacittu devendro dadarśā'ṅgirasaṃ gurum |	tadā kvacid tu deva indraḥ dadarśa āṅgirasam gurum 
SA_MB_tripuraarahasyamHK-19	praṇamya taṃ prāha śakraḥ baddhā'ñjalipuṭastadā || 4 ||	praṇamya tam prāha śakraḥ baddha añjali puṭaḥ tadā 
SA_MB_tripuraarahasyamHK-20	guro! māṃ paśya śocantaṃ deveśaṃ tvatsamāśrayam |	guro mām paśya śocantam deveśam tvad samāśrayam 
SA_MB_tripuraarahasyamHK-21	cirāya paridṛṣṭo'si śiṣye mayi dayāṃ kuru || 5 ||	cirāya paridṛṣṭaḥ asi śiṣye mayi dayām kuru 
SA_MB_tripuraarahasyamHK-22	nā'haṃ soḍhumitaḥ śaktaḥ kaṣṭamevaṃvidhaṃ vibho |	na aham soḍhum itas śaktaḥ kaṣṭam evaṃvidham vibho 
SA_MB_tripuraarahasyamHK-23	purā vidhiḥ prārthito'pi mayā bhūyaḥ svayaṃ jagau || 6 ||	purā vidhiḥ prārthitaḥ api mayā bhūyas svayam jagau  /
SA_MB_tripuraarahasyamHK-24	nā'dhunā'sya pratīkāre kālo devapate śṛṇu |	na adhunā asya pratīkāre kālaḥ devapate śṛṇu 
SA_MB_tripuraarahasyamHK-25	pratīkṣa kālaṃ kālena vinā no sidhyatīhitam || 7 ||	pratīkṣa kālam kālena vinā no sidhyati ihitam 
SA_MB_tripuraarahasyamHK-26	p.515)	Ro
SA_MB_tripuraarahasyamHK-27	tasyā'dya vatsarā vṛttā asaṃkhyeyā yugātmakāḥ |	tasya adya vatsarāḥ vṛttāḥ asaṃkhyeyāḥ yuga ātmakāḥ 
SA_MB_tripuraarahasyamHK-28	na taṃ kālaṃ prapaśyāmi leśato'pi sukhāvaham || 8 ||	na tam kālam prapaśyāmi leśataḥ upi sukha āvaham 
SA_MB_tripuraarahasyamHK-29	paśya māṃ malinaṃ dīnaṃ kṣāmā'ṅgaṃ sarvato bhayam |	paśya mām malinam dīnam kṣāma aṅgam sarvatas bhayam 
SA_MB_tripuraarahasyamHK-30	eṣa kuñjaḥ kaṇṭakitaḥ svargo nandanameva ca || 9 ||	eṣa kuñjaḥ kaṇṭakitaḥ svargaḥ nandanam eva ca 
SA_MB_tripuraarahasyamHK-31	sudharmā cā'tra maśakā gandharvāḥ svaramaṇḍalāḥ |	sudharmā ca atra maśakāḥ gandharvāḥ svara maṇḍalāḥ 
SA_MB_tripuraarahasyamHK-32	vandinaḥ karaṭā ete śālūrāḥ stutivācanāḥ || 10 ||	vandinaḥ karaṭāḥ ete śālūrāḥ stutivācanāḥ  /
SA_MB_tripuraarahasyamHK-33	rambhādyāḥ khadyotagaṇā haṃsatūlaṃ śilātalam |	            
SA_MB_tripuraarahasyamHK-34	upadhānaṃ gulmapādo mantrā'hvānaṃ śivādhvaniḥ || 11 ||	          
SA_MB_tripuraarahasyamHK-35	pariṣadbakakaṅkādyāḥ paṭavāso mahīrajaḥ |	             
SA_MB_tripuraarahasyamHK-36	cāmarāḥ kaṇṭakitaruśākhā vātyāpravepitāḥ || 12 ||	cāmarāḥ kaṇṭaki taru śākhāḥ vātyā pravepitāḥ 
SA_MB_tripuraarahasyamHK-37	evaṃ samācārayutaṃ paśyaṃstena drutaṃ manaḥ |	evam samācāra yutam paśyan tena drutam manaḥ 
SA_MB_tripuraarahasyamHK-38	nūnaṃ bhāgyaṃ mamaivaitadityuktvā mūrcchito'bhavat || 13 ||	nūnam bhāgyam mama eva etat iti uktvā mūrcchitaḥ abhavat  /
SA_MB_tripuraarahasyamHK-39	taṃ duḥkhamūrcchitaṃ dṛṣṭvā guruḥ kāruṇyamāgataḥ |	tam duḥkha mūrcchitam dṛṣṭvā guruḥ kāruṇyam āgataḥ 
SA_MB_tripuraarahasyamHK-40	samāśvāsyā'marapatiḥ provācā'ṅgiraso vacaḥ || 14 ||	samāśvāsya amarapatiḥ provāca aṅgirasaḥ vacaḥ 
SA_MB_tripuraarahasyamHK-41	śṛṇu devarṣabha! budhā nā'nuśocanti kutracit |	śṛṇu deva ṛṣabha budhāḥ na anuśocanti kutracid 
SA_MB_tripuraarahasyamHK-42	āpatsu harṣakalitāḥ sampatsu samatāṃ gatāḥ || 15 ||	āpatsu harṣa kalitāḥ sampatsu sama tām gatāḥ 
SA_MB_tripuraarahasyamHK-43	p.516)	Ro
SA_MB_tripuraarahasyamHK-44	sañjanā vikṛtiṃ naiva gacchanti viśadā'śayāḥ |	sañjanāḥ vikṛtim nā eva gacchanti viśada āśayāḥ 
SA_MB_tripuraarahasyamHK-45	śokaṃ jitvā vimarśena sandhairyeṇa mahājanāḥ || 16 ||	śokam jitvā vimarśena san dhairyeṇa mahājanāḥ 
SA_MB_tripuraarahasyamHK-46	prabhavanti śubhāyaiva kālamātrapratīkṣakāḥ |	prabhavanti śubhāya eva kāla mātra pratīkṣakāḥ 
SA_MB_tripuraarahasyamHK-47	śṛṇu te'trā'bhidhāsyāmi vyavasāyaṃ phalāvaham || 17 ||	śṛṇu tetra abhidhāsyāmi vyavasāyam phala āvaham 
SA_MB_tripuraarahasyamHK-48	tapasā toṣya bhūteśaṃ prāptavān sarvato'bhayam |	tapasā toṣya bhūteśam prāptavān sarvatobhayam 
SA_MB_tripuraarahasyamHK-49	na yonijairmānasairvā mṛtyustasya śiveritaḥ || 18 ||	na yoni jaiḥ mānasaiḥ vā mṛtyuḥ tasya śiva īritaḥ 
SA_MB_tripuraarahasyamHK-50	dvaividhyamantarā loke nā'sti kaścana kutracit |	dvaividhyam antarā loke na asti kaścana kutracid 
SA_MB_tripuraarahasyamHK-51	devādyaiḥ puruṣaiścā'pi nā'sya mṛtyurudīritaḥ || 19 ||	deva ādyaiḥ puruṣaiḥ ca api na asya mṛtyuḥ udīritaḥ 
SA_MB_tripuraarahasyamHK-52	ato'maragaṇairyuktastripurāṃ parameśvarīm |	a tomara gaṇaiḥ yuktaḥ tripurām parameśvarīm 
SA_MB_tripuraarahasyamHK-53	prayāhi śaraṇaṃ nā'sti rakṣako'nyaḥ kathañcana || 20 ||	prayāhi śaraṇam na asti rakṣakaḥ nyaḥ kathañcana 
SA_MB_tripuraarahasyamHK-54	ityuktvā mārutaṃ devaṃ dadhyau devagurustadā |	iti uktvā mārutam devam dadhyau devaguruḥ tadā 
SA_MB_tripuraarahasyamHK-55	dhyātamātro jagatprāṇaḥ praṇamya samupasthitaḥ || 21 ||	dhyāta mātraḥ jagatprāṇaḥ praṇamya samupasthitaḥ 
SA_MB_tripuraarahasyamHK-56	vācaspatistamāhā'tha śṛṇu māruta! me vacaḥ |	vācaspatiḥ tam āha atha śṛṇu māruta me vacaḥ 
SA_MB_tripuraarahasyamHK-57	tvaṃ sarvadāgatiḥ sarvaprāṇaścā'pi mahābalaḥ || 22 ||	tvam sarvadā āgatiḥ sarva prāṇaḥ ca api mahā balaḥ 
SA_MB_tripuraarahasyamHK-58	naya śakraṃ himagireḥ śikharaṃ vyomamārgataḥ |	naya śakram himagireḥ śikharam vyoma mārgataḥ 
SA_MB_tripuraarahasyamHK-59	śīghramanyān surān sarvān pāvakapramukhānapi || 23 ||	śīghram anyān surān sarvān pāvaka pramukhān api 
SA_MB_tripuraarahasyamHK-60	tatastato daityagaṇairānayā'lakṣito bhṛśam |	tatas tatas daitya gaṇaiḥ ānayā ālakṣitaḥ bhṛśam 
SA_MB_tripuraarahasyamHK-61	tatra pauruṣayogena sādhyaṃ sarvasamīhitam || 24 ||	tatra pauruṣa yogena sādhyam sarva samīhitam 
SA_MB_tripuraarahasyamHK-62	p.517)	Ro
SA_MB_tripuraarahasyamHK-63	omityuktvā nimeṣeṇa devān sarvān samānayat |	om iti uktvā nimeṣeṇa devān sarvān samānayat 
SA_MB_tripuraarahasyamHK-64	sametā himavacchṛṅge śakrādyāḥ sarvato'marāḥ || 25 ||	sametāḥ himavat śṛṅge śakra ādyāḥ sarva tomarāḥ 
SA_MB_tripuraarahasyamHK-65	atha vāyuṃ preṣayitvā cā'nināya guṇeśvarān |	atha vāyum preṣayitvā ca ānināya guṇeśvarān 
SA_MB_tripuraarahasyamHK-66	niścitya bhaṇḍadaityasya vijayāya samīhitam || 26 ||	niścitya bhaṇḍa daityasya vijayāya samīhitam 
SA_MB_tripuraarahasyamHK-67	tripurāṃ parameśānīṃ vinā neha gatiḥ kvacit |	tripurām parameśānīm vinā nā iha gatiḥ kvacid 
SA_MB_tripuraarahasyamHK-68	evaṃ vidhimukhā devāstripurāṃ parameśvarīm || 27 ||	evam vidhi mukhāḥ devāḥ tripurām parameśvarīm 
SA_MB_tripuraarahasyamHK-69	dadhyuḥ sarvajagaddhātrīṃ nigṛhītā'kṣamārutāḥ |	dadhyuḥ sarva jagat dhātrīm nigṛhīta akṣa mārutāḥ 
SA_MB_tripuraarahasyamHK-70	evaṃ teṣāmagāddhyānaniṣṭhānāṃ vatsaraṃ śatam || 28 ||	evam teṣām agāt dhyāna niṣṭhānām vatsaram śatam 
SA_MB_tripuraarahasyamHK-71	atha devā mantrayitvā tripurāprītihetave |	atha devāḥ mantrayitvā tripurā prīti hetave 
SA_MB_tripuraarahasyamHK-72	mahāyāgena tripurāmayajan tantramārgataḥ || 29 ||	mahā yāgena tripurām ayajan tantra mārgataḥ 
SA_MB_tripuraarahasyamHK-73	samāpte'tha mahāyāge mantradravyasusambhṛte |	mahā yāge mantra dravya su sambhṛte 
SA_MB_tripuraarahasyamHK-74	yatra brahmā'bhavadbrahmā ācāryo gurureva ca || 30 ||	yatra brahmā abhavat brahmā ācāryaḥ guruḥ eva ca 
SA_MB_tripuraarahasyamHK-75	ṛtvijaḥ śivaviṣṇvādyā yāge tasmiṃstadā'bhavan |	ṛtvijaḥ śiva viṣṇu ādyāḥ yāge tasmin tadā abhavan 
SA_MB_tripuraarahasyamHK-76	prāpte'ntyadivase tasmiṃścidbhāvapravibhāvite || 31 ||	tasmin cit bhāva pravibhāvite  /
SA_MB_tripuraarahasyamHK-77	yāgavanhau cidākāre mahākuṇḍasamedhite |	yāga vanhau cit ākāre mahā kuṇḍa samedhite 
SA_MB_tripuraarahasyamHK-78	ayajat pūrṇayā'hutyā gururdhyāyan parāmbikām || 32 ||	ayajat pūrṇayā āhutyā guruḥ dhyāyan para ambikām 
SA_MB_tripuraarahasyamHK-79	tadā bhaktyā saṃstuvatsu deveṣu tripurāmbikā |	tadā bhaktyā saṃstuvatsu deveṣu tripurā ambikā 
SA_MB_tripuraarahasyamHK-80	prādurāsit kuṇḍamadhyāccidagnerjvalato'ntarāt || 33 ||	prādurāsit kuṇḍa madhyāt cit agneḥ jvalataḥ untarāt 
SA_MB_tripuraarahasyamHK-81	p.518)	Ro
SA_MB_tripuraarahasyamHK-82	pūrṇā'hutyāṃ hutāyāṃ vai kuṇḍe jajvāla pāvakaḥ |	pūrṇāhutyām hutāyām vai kuṇḍe jajvāla pāvakaḥ 
SA_MB_tripuraarahasyamHK-83	yojanaikasamucchrāyā jvālā'tyantaṃ vyavardhata || 34 ||	yojana eka samucchrāyā jvālā atyantam vyavardhata 
SA_MB_tripuraarahasyamHK-84	tatrā'bhavanmahāśabdaḥ parvatasyeva bhidyataḥ |	tatra abhavat mahā śabdaḥ parvatasya iva bhidyataḥ 
SA_MB_tripuraarahasyamHK-85	śatā'śaninipātātmā bhindaṃcchrotrāṇi nākinām || 35 ||	śata aśani nipāta ātmā bhindan śrotrāṇi nākinām 
SA_MB_tripuraarahasyamHK-86	tato'marāṇāṃ cakṣūṃṣiṃ muṣṇan prauḍhena tejasā |	tatas umarāṇām cakṣūṃṣim muṣṇan prauḍhena tejasā 
SA_MB_tripuraarahasyamHK-87	sakṛt sudāminīkoṭisaṅghaṭṭasadṛśacchaviḥ || 36 ||	sakṛt sudāminī koṭi saṅghaṭṭa sadṛśa chaviḥ 
SA_MB_tripuraarahasyamHK-88	mahāprakāśa udabhūdvahnijvālā'ntare tadā |	mahā prakāśaḥ udabhūt vahni jvālā antare tadā 
SA_MB_tripuraarahasyamHK-89	mahatā dhvaninā tadvattejasā ca budhāstadā || 37 ||	mahatā dhvaninā tadvat tejasā ca budhāḥ tadā 
SA_MB_tripuraarahasyamHK-90	badhirā'ndhīkṛtāḥ sarve mūrcchitā āpatan bhuvi |	badhira andhīkṛtāḥ sarve mūrcchitāḥ āpatan bhuvi 
SA_MB_tripuraarahasyamHK-91	vinā guruṃ trimūrtibhyaḥ patitāḥ sarva eva te || 38 ||	vinā gurum trimūrtibhyaḥ patitāḥ sarve eva te 
SA_MB_tripuraarahasyamHK-92	tattejomadhyataḥ prādurāsīcchrītripurā'mbikā |	tad tejaḥ madhyataḥ prādurāsīt śrī tripurāmbikā 
SA_MB_tripuraarahasyamHK-93	taruṇā'ruṇapuñjā'ṅgasampradāyatanucchaviḥ || 39 ||	            
SA_MB_tripuraarahasyamHK-94	vidyullateva vidyotattanūdyattanuvallarī |	vidyut latā iva vidyotat tanu udyat tanu vallarī 
SA_MB_tripuraarahasyamHK-95	vidyullatāvikasitāpūrṇacandrā'mbujā'nanā || 40 ||	vidyut latā vikasita āpūrṇa candra ambuja ānanā 
SA_MB_tripuraarahasyamHK-96	kavarītimiraughodyatsindūrā'ruṇasuprabhā |	kavarī timira ogha udyat sindūra aruṇa su prabhā 
SA_MB_tripuraarahasyamHK-97	tārakājālavadvyomakavarīratnabhūṣaṇā || 41 ||	            
SA_MB_tripuraarahasyamHK-98	p.519)	Ro
SA_MB_tripuraarahasyamHK-99	dīrghaveṇībhogivaktraniryatsīmantajihvikā |	              
SA_MB_tripuraarahasyamHK-100	sindūrā'ruṇalohityā'kṣiptakeśanabho'ṅgaṇā || 42 ||	           
SA_MB_tripuraarahasyamHK-101	viparyastā'rdhacandrā'ṅkaphāle rājadviśeṣikā |	           
SA_MB_tripuraarahasyamHK-102	kuntalā'ligaṇā'kīrṇavikasadvadanā'mbujā || 43 ||	kuntala ali gaṇa ākīrṇa vikasat vadana ambujā 
SA_MB_tripuraarahasyamHK-103	mukhasaundaryasarasīnīlā'mbujanibhekṣaṇā |	mukha saundarya sarasī nīla ambuja nibha īkṣaṇā 
SA_MB_tripuraarahasyamHK-104	kandarpakoṭijananamantrā'kūtasamīkṣaṇā || 44 ||	           
SA_MB_tripuraarahasyamHK-105	kṣīrā'bdhikoṭilaharīsambhavā'pāṅgasundarā |	                 
SA_MB_tripuraarahasyamHK-106	cāmpeyakalikāsampatprapoṣakasunāsikā || 45 ||	         
SA_MB_tripuraarahasyamHK-107	kuruvindā'darśaśobhāprollasadgaṇḍamaṇḍalā |	kuruvinda ādarśa śobhā prollasat gaṇḍa maṇḍalā 
SA_MB_tripuraarahasyamHK-108	apāṅgasaridunmajjattāṭaṅkamaṇinīrajā || 46 ||	apāṅga sarit unmajjat tāṭaṅka maṇi nīrajā 
SA_MB_tripuraarahasyamHK-109	tāṭaṅkā'mbujasaṃsthānamuktā'valimarālikā |	tāṭaṅka ambuja saṃsthāna muktā āvali marālikā 
SA_MB_tripuraarahasyamHK-110	karṇabhūṣākānticāpakaṭākṣaśarasantatiḥ || 47 ||	            
SA_MB_tripuraarahasyamHK-111	pakvadāḍimabījātmadantalauhityadacchadā |	                   
SA_MB_tripuraarahasyamHK-112	vikasadraktakumudā'ntarakiñjalkadacchaviḥ || 48 ||	vikasat rakta kumuda antara kiñjalka da chaviḥ 
SA_MB_tripuraarahasyamHK-113	pravāladacchadodañcaddantakundasukorakā |	             
SA_MB_tripuraarahasyamHK-114	mandahaṃsakṣīranidhipravālaradanacchadā || 49 ||	manda haṃsa kṣīranidhi pravāla radanacchadā 
SA_MB_tripuraarahasyamHK-115	mukhamāṇikyakamalavṛntā'bhacivukojjvalā |	                 
SA_MB_tripuraarahasyamHK-116	maṇigraiveyakākalpalasadgīvā'bjasundarā || 50 ||	            
SA_MB_tripuraarahasyamHK-117	pāṇiratnamṛṇālodyatpadmakośastanadvayī |	             
SA_MB_tripuraarahasyamHK-118	māṇikyadehalatikāstanastavakaśobhinī || 51 ||	māṇikya deha latikā stana stavaka śobhinī 
SA_MB_tripuraarahasyamHK-119	p.520)	Ro
SA_MB_tripuraarahasyamHK-120	mukhacandraprabhābhītinilīnakucakokikā |	mukha candra prabhā bhīti nilīna kuca kokikā 
SA_MB_tripuraarahasyamHK-121	mandasmitasaritpūrakhelatkucamarālikā || 52 ||	          
SA_MB_tripuraarahasyamHK-122	tanuvallīśākhikodyatpāṇipallavalohitā |	             
SA_MB_tripuraarahasyamHK-123	karapravālā'grajapākorakā'ṅgulimaṇḍitā || 53 ||	           
SA_MB_tripuraarahasyamHK-124	sṛṇipāśadhanurbāṇairlasadbāhucatuṣṭayā |	sṛṇi pāśa dhanuḥ bāṇaiḥ lasat bāhu catuṣṭayā 
SA_MB_tripuraarahasyamHK-125	valayā'ṅgadaratnormikūrpāsavilasadbhujā || 54 ||	valaya aṅgada ratna ūrmi kūrpāsa vilasat bhujā 
SA_MB_tripuraarahasyamHK-126	mukhapadmamṛṇālā'bhamuktāhāralatojjvalā |	             
SA_MB_tripuraarahasyamHK-127	romā'litanunālodyatkucadvandvā'bjakuḍmalā || 55 ||	romāli tanu nāla udyat kuca dvandva abja kuḍmalā 
SA_MB_tripuraarahasyamHK-128	romā'livallarīmūlanābhinimnā'lavālinī |	             
SA_MB_tripuraarahasyamHK-129	nābhisaronnītaromalatāśaivālavallikā || 56 ||	           
SA_MB_tripuraarahasyamHK-130	kausumbharatnavasanasamācchannanitambinī |	kausumbha ratna vasana samācchanna nitambinī 
