segmentnr	original	analyzed
SA_GR13_cakbh_pu-0	[oṃ] namaḥ sūryakalājāla- kāladehāpahāriṇe /	om namaḥ sūrya kalā jāla kāla deha apahāriṇe 
SA_GR13_cakbh_pu-1	ādhārādheyapīṭhāya bhavāyābhavadāyine // CakBhst_1 //	ādhāra ādheya pīṭhāya bhavāya abhava dāyine 
SA_GR13_cakbh_pu-2	namaḥ śiśuniśākānta- kalākamalamāline /	namaḥ śiśu niśā kānta kalā kamala māline 
SA_GR13_cakbh_pu-3	paramānandadehāya śivāyāvyaktamūrtaye // CakBhst_2 //	paramānanda dehāya śivāya avyakta mūrtaye 
SA_GR13_cakbh_pu-4	namaḥ pāśaughasaṃghaṭṭa- layaviśleṣakāriṇe /	namaḥ pāśa ogha saṃghaṭṭa laya viśleṣa kāriṇe 
SA_GR13_cakbh_pu-5	mantragarbhodarasthāya harāya paramātmane // CakBhst_3 //	mantra garbha udara sthāya harāya paramātmane 
SA_GR13_cakbh_pu-6	yadyapi tvaṃ guṇātīto vākpater apy agocaraḥ /	yadi api tvam guṇa atītaḥ vākpateḥ api agocaraḥ 
SA_GR13_cakbh_pu-7	tathāpy ā hṛdayāt stotum udyatā vāk sadā mama // CakBhst_4 //	tathā api ā hṛdayāt stotum udyatā vāc sadā mama 
SA_GR13_cakbh_pu-8	atibhaktirasāveśa- vivaśā viśvatomukha /	ati bhakti rasa āveśa vivaśā viśvatomukha 
SA_GR13_cakbh_pu-9	tvatpreritā yato nātha nāparādho 'sti me kvacit // CakBhst_5 //	tvad preritāḥ yatas nātha na aparādhaḥ sti me kvacid 
SA_GR13_cakbh_pu-10	tvatpādābjarajaḥpūta- citābhūtivibhūṣitāt /	tvad pāda abja rajaḥ pūta citābhūti vibhūṣitāt 
SA_GR13_cakbh_pu-11	gṛhāṇa mattaḥ śrīkaṇṭha/	gṛhāṇa mattaḥ śrīkaṇṭha 
SA_GR13_cakbh_pu-12	bhāvapūjām akṛtrimām // CakBhst_6 //	bhāva pūjām akṛtrimām 
SA_GR13_cakbh_pu-13	hṛtpuṣkarākhye snātvāntas tīrthe yoginiṣevite /	hṛdpuṣkara ākhye snātvā antar tīrthe yogi niṣevite 
SA_GR13_cakbh_pu-14	saṃbodhadhautavasanaḥ śyāmakaṇṭhaṃ yajāmy aham // CakBhst_7 //	saṃbodha dhauta vasanaḥ śyāma kaṇṭham yajāmi aham 
SA_GR13_cakbh_pu-15	prabhūtabhūtasaṃbhūta- śoṇitair arghabhājanam /	prabhūta bhūta saṃbhūta śoṇitaiḥ argha bhājanam 
SA_GR13_cakbh_pu-16	kriyate te mahākāla- kāyakaṃkālakandale // CakBhst_8 //	kriyate te mahākāla kāya kaṃkāla kandale 
SA_GR13_cakbh_pu-17	yad yad vikalpanājālaṃ bāhyārthapratipattaye /	yat yat vikalpanā jālam bāhya artha pratipattaye 
SA_GR13_cakbh_pu-18	tat tad dvārādhipakulaṃ tava pūjyaṃ manasvibhiḥ // CakBhst_9 //	tat tat dvārādhipa kulam tava pūjyam manasvibhiḥ 
SA_GR13_cakbh_pu-19	aśeṣāvaraṇonmukta- guptasauṣuptamaṇḍale /	            
SA_GR13_cakbh_pu-20	pūjyase nagajākānta/	pūjyase nagajā kānta 
SA_GR13_cakbh_pu-21	grahaṇe candrasūryayoḥ // CakBhst_10 //	grahaṇe candra sūryayoḥ 
SA_GR13_cakbh_pu-22	hānādānodayārambha- sadasadvibhramojjhitam /	hāna ādāna udaya ārambha sat asat vibhrama ujjhitam 
SA_GR13_cakbh_pu-23	jñaptimātrapratiṣṭhānam āsanaṃ trijagatpate // CakBhst_11 //	jñapti mātra pratiṣṭhānam āsanam trijagatpate 
SA_GR13_cakbh_pu-24	mūrtidānam anābhāsa- śaktibhāsopabṛṃhitam /	mūrti dānam an ābhāsa śakti bhāsa upabṛṃhitam 
