segmentnr	original	analyzed
SA_GSP28_shabara-0	athāto dharmajijñāsā //	atha atas dharma jijñāsā 
SA_GSP28_shabara-1	loke yeṣv artheṣu prasiddhāni padāni, tāni, sati sambhave, tadarthāny eva sūtreṣv ity avagantavyam /	loke yeṣu artheṣu prasiddhāni padāni tāni sati sambhave tad arthāni eva sūtreṣu iti avagantavyam 
SA_GSP28_shabara-2	nādhyāhārādibhir eṣāṃ parikalpanīyo 'rthaḥ, paribhāṣitavyo vā /	na adhyāhāra ādibhiḥ eṣām parikalpanīyaḥ rthaḥ paribhāṣitavyaḥ vā 
SA_GSP28_shabara-3	evaṃ hi vedavākyāny evaibhir vyākhyāyante /	evam hi veda vākyāni eva ebhiḥ vyākhyāyante 
SA_GSP28_shabara-4	itarathā vedavākyāni vyākhyeyāni svapadārthāś ca vyākhyeyāḥ /	itarathā veda vākyāni vyākhyeyāni sva padārthāḥ ca vyākhyeyāḥ 
SA_GSP28_shabara-5	tad yatnagauravaṃ prasajyeta /	tat yatna gauravam prasajyeta 
SA_GSP28_shabara-6	tatra loke 'yam athaśabdo vṛttād anantarasya prakriyārtho dṛṣṭaḥ /	tatra loke yam atha śabdaḥ vṛttāt anantarasya prakriyā arthaḥ dṛṣṭaḥ 
SA_GSP28_shabara-7	na ceha kiñcid vṛttam upalabhyate /	na ca iha kiñcid vṛttam upalabhyate 
SA_GSP28_shabara-8	bhavitavyaṃ tu tena, yasmin saty anantaraṃ dharmajijñāsāvakalpate /	bhavitavyam tu tena yasmin sati anantaram dharma jijñāsā avakalpate 
SA_GSP28_shabara-9	tathā hi prasiddhapadārthakaḥ sa kalpito bhavati /	tathā hi prasiddha padārthakaḥ sa kalpitaḥ bhavati 
SA_GSP28_shabara-10	tat tu vedādhyayanam /	tat tu veda adhyayanam 
SA_GSP28_shabara-11	tasmin hi sati sāvakalpate /	tasmin hi sati sā avakalpate 
SA_GSP28_shabara-12	naitad evam /	na etat evam 
SA_GSP28_shabara-13	anyasyāpi karmaṇo 'nantaraṃ dharmajijñāsā yuktā, prāg api ca vedādhyayanāt /	anyasya api karmaṇaḥ nantaram dharma jijñāsā yuktā prāk api ca veda adhyayanāt 
SA_GSP28_shabara-14	yady evam, na tarhi vedādhyayanaṃ pūrvaṃ dharmajijñāsāyāḥ /	yadi evam na tarhi veda adhyayanam pūrvam dharma jijñāsāyāḥ 
SA_GSP28_shabara-15	evaṃ hi samāmananti — vedam adhītya snāyād iti /	evam hi samāmananti vedam adhītya snāyāt iti 
SA_GSP28_shabara-16	iha ca vedam adhītya snāsyan dharmaṃ jijñāsamāna imam āmnāyam atikrāmet /	iha ca vedam adhītya snāsyan dharmam jijñāsamānaḥ imam āmnāyam atikrāmet 
SA_GSP28_shabara-17	na cāmnāyo nāmātikramitavyaḥ /	na ca āmnāyaḥ nāma atikramitavyaḥ 
SA_GSP28_shabara-18	tad ucyate — atikramiṣyāma imam āmnāyam /	tat ucyate atikramiṣyāmaḥ imam āmnāyam 
SA_GSP28_shabara-19	anatikrāmanto vedam arthavantaṃ santam anarthakaṃ kalpayema /	an atikrāmantaḥ vedam arthavantam santam anarthakam kalpayema 
SA_GSP28_shabara-20	dṛṣṭo hi tasyārthaḥ karmāvabodhanaṃ nāma /	dṛṣṭaḥ hi tasya arthaḥ karma avabodhanam nāma 
SA_GSP28_shabara-21	na ca tasyādhyayanamātrāt tatrabhavanto yājñikāḥ phalaṃ samāmananti /	na ca tasya adhyayana mātrāt tatrabhavantaḥ yājñikāḥ phalam samāmananti 
SA_GSP28_shabara-22	yad api ca samāmanantīva, tatrāpi — dravyasaṃskārakarmasu parārthatvāt phalaśrutir arthavādaḥ syād ity arthavādatāṃ vakṣyati /	yat api ca samāmananti iva tatra api dravya saṃskāra karmasu para artha tvāt phala śrutiḥ arthavādaḥ syāt iti arthavāda tām vakṣyati 
SA_GSP28_shabara-23	na cādhītavedasya snānānantaryam etad vidhīyate /	na ca adhīta vedasya snāna ānantaryam etat vidhīyate 
SA_GSP28_shabara-24	na hy atrānataryasya vaktā kaścic chabdo 'sti /	na hi atra anataryasya vaktā kaścid śabdaḥ sti 
SA_GSP28_shabara-25	pūrvakālatāyāṃ hi ktvā smaryate, nānantarye /	pūrva kāla tāyām hi ktvā smaryate na ānantarye 
SA_GSP28_shabara-26	dṛṣṭārthatā cādhyayanasyānantarye vyāhanyeta /	dṛṣṭārtha tā ca adhyayanasya ānantarye vyāhanyeta 
SA_GSP28_shabara-27	lakṣaṇayā tv eṣo 'rthaḥ syāt /	lakṣaṇayā tu eṣaḥ rthaḥ syāt 
SA_GSP28_shabara-28	na cedaṃ snānam adṛṣṭārthaṃ vidhīyate /	na ca idam snānam adṛṣṭa artham vidhīyate 
SA_GSP28_shabara-29	kiṃ tu lakṣaṇayāsnānādiniyamasya paryavasānaṃ vedādhyayanasamakālam āhuḥ vedam adhītya snāyād, gurukulān mā samāvartiṣṭety adṛṣṭārthatāparihārāyaiva /	kim tu lakṣaṇayā asnāna ādi niyamasya paryavasānam veda adhyayana sama kālam āhuḥ vedam adhītya snāyāt guru kulāt mā samāvartiṣṭa iti adṛṣṭa artha tā parihārāya eva 
SA_GSP28_shabara-30	ataḥśabdo vṛttasyāpadeśako hetvarthena, yathā kṣemasubhikṣo 'yaṃ deśaḥ, ato 'ham asmin deśe prativasāmīti /	atas śabdaḥ vṛttasya apadeśakaḥ hetu arthena yathā kṣema subhikṣaḥ yam deśaḥ atas ham asmin deśe prativasāmi iti 
