segmentnr	original	analyzed
SA_T04_sanss07u-0	bhogapuṇyarakṣā saptamaḥ paricchedaḥ	bhoga puṇya rakṣā saptamaḥ paricchedaḥ 
SA_T04_sanss07u-1	evaṃ tāvad ātmabhāvarakṣā veditavyā /	evam tāvat ātma bhāva rakṣā veditavyā 
SA_T04_sanss07u-2	bhogarakṣā tu vaktavyā /	bhoga rakṣā tu vaktavyā 
SA_T04_sanss07u-3	tatra sukṛtârambhiṇā bhāvyaṃ mātrajñena ca sarvatêti śikṣāpadād asya bhogarakṣā na duṣkarā //	tatra bhāvyam mātra jñena ca śikṣā padāt asya bhoga rakṣā na duṣkarā 
SA_T04_sanss07u-4	ugraparipṛcchāyāṃ hi śikṣāpadam uktaṃ /	ugraparipṛcchāyām hi śikṣā padam uktam 
SA_T04_sanss07u-5	susamīkṣitakarmakāritā sukṛtakarmakāritā ca /	su samīkṣita karma kāri tā su kṛta karma kāri tā ca 
SA_T04_sanss07u-6	tena bhogānāṃ durnyāsā pretyavekṣā /	tena bhogānām durnyāsā pretyavekṣā 
SA_T04_sanss07u-7	avajñāpratiṣedhaḥ siddho bhavati /	avajñā pratiṣedhaḥ siddhaḥ bhavati 
SA_T04_sanss07u-8	śamathaprastāvena ca mātrajñatā yuktijñatā côktā //	śamatha prastāvena ca mātra jña tā yukti jña tā 
SA_T04_sanss07u-9	tenêdaṃ siddhaṃ bhavati /	tena idam siddham bhavati 
SA_T04_sanss07u-10	yad idaṃ /	yat idam 
SA_T04_sanss07u-11	alpâdhamabhogenâpi kāryasiddhau satyāṃ svayam anyair vā bahūttamabhoganāśanôpekṣā na kāryêti //	kārya siddhau satyām svayam anyaiḥ vā bahu uttama bhoga nāśa anpekṣā na 
SA_T04_sanss07u-12	atâivôgraparipṛcchāyām uktaṃ /	ativgra paripṛcchāyām uktam 
SA_T04_sanss07u-13	putrabhāryādāsīdāsakarmakarapauruṣeyāṇāṃ samyakparibhogenêti /	putra bhāryā dāsī dāsa karmakara pauruṣeyāṇām 
