segmentnr	original	analyzed
SA_GR13_vinst_pu-0	vīṇāśikhatantra	vīṇāśikhatantra 
SA_GR13_vinst_pu-1	oṃ namo mahābhairavāya	om namaḥ mahābhairavāya 
SA_GR13_vinst_pu-2	kailāsaśikhare ramye nānāratnopaśobhite /	kailāsa śikhare ramye nānā ratna upaśobhite 
SA_GR13_vinst_pu-3	nānādrumalatākīrṇe siddhacāraṇasevite // VT_1 //	nānā druma latā ākīrṇe siddha cāraṇa sevite 
SA_GR13_vinst_pu-4	tatra devaḥ suraśreṣṭhaḥ krīḍate umayā saha /	tatra devaḥ sura śreṣṭhaḥ krīḍate umayā saha 
SA_GR13_vinst_pu-5	stūyamāno mahāsiddhair mahākālādibhir gaṇaiḥ // VT_ 2 //	stūyamānaḥ mahā siddhaiḥ mahākāla ādibhiḥ gaṇaiḥ 
SA_GR13_vinst_pu-6	ṛṣibhiś ca mahābhāgair bhṛgvādyaiḥ surasattamaiḥ /	ṛṣibhiḥ ca mahābhāgaiḥ bhṛgu ādyaiḥ sura sattamaiḥ 
SA_GR13_vinst_pu-7	teṣāṃ madhye samutthāya devī vacanam abravīt // VT_3 //	teṣām madhye samutthāya devī vacanam abravīt 
SA_GR13_vinst_pu-8	śrutaṃ sammohanaṃ tantraṃ tathā nayottaraṃ mahat /	śrutam sammohanam tantram tathā naya uttaram mahat 
SA_GR13_vinst_pu-9	śiraśchedaṃ ca deveśa tvatprasādāt sudurlabham // VT_4 //	śiraḥ chedam ca deveśa tvad prasādāt su durlabham 
SA_GR13_vinst_pu-10	vratasādhyāni caitāni yāgasādhyāni vai punaḥ /	vrata sādhyāni ca etāni yāga sādhyāni vai punar 
SA_GR13_vinst_pu-11	anyasārā yato loke prāyo draviṇavarjitāḥ // VT_5 //	anya sārāḥ yatas loke prāyas draviṇa varjitāḥ 
SA_GR13_vinst_pu-12	ebhyo 'pi cottaraṃ yasmāt kevalaṃ jñānasiddhidam /	ca uttaram yasmāt kevalam jñāna siddhi dam 
SA_GR13_vinst_pu-13	sarvakāmapradaṃ deva yathāvad bījapañcakaṃ // VT_6 //	sarva kāma pradam deva yathāvat bīja pañcakam 
SA_GR13_vinst_pu-14	uttaraṃ hṛdayaṃ hy eṣāṃ bhaktāya dātum arhasi // VT_7 //	uttaram hṛdayam hi eṣām bhaktāya dātum arhasi 
SA_GR13_vinst_pu-15	śrī īśvara uvāca	śrī īśvaraḥ uvāca 
SA_GR13_vinst_pu-16	yan na kasyacid ākhyātaṃ śukrādīnāṃ ca yoginām /	yat na kasyacid ākhyātam śukra ādīnām ca yoginām 
SA_GR13_vinst_pu-17	subhaktasya vinītasya gopitaṃ vai guhasya ca // VT_8 //	su bhaktasya vinītasya gopitam vai guhasya ca 
