segmentnr	original	analyzed
SA_MB_varivasyaarahasyaHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MB_varivasyaarahasyaHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00098	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MB_varivasyaarahasyaHK-2	Uniform title: varivasyārahasya	uniform title varivasyā rahasya 
SA_MB_varivasyaarahasyaHK-3	Main title: varivasyārahasya with autocommentary prakāśa	main title varivasyārahasya prakāśa 
SA_MB_varivasyaarahasyaHK-4	Author : bhaskarāya	authoḥ bhaskarāya 
SA_MB_varivasyaarahasyaHK-5	Commentator : bhaskarāya	commentatoḥ bhaskarāya 
SA_MB_varivasyaarahasyaHK-6	Editor : śāstrī subrahmanya	e t itoḥ śāstrī subrahmanya 
SA_MB_varivasyaarahasyaHK-7	Description: varivasyārahasya with its commentary prakāśa   both by bhaskarāya	description varivasyārahasya with its commentary prakāśa 
SA_MB_varivasyaarahasyaHK-8	Notes: Date entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski .	notes date entered by the staff muktabodha under the supervision of mark s g dyczkowski 
SA_MB_varivasyaarahasyaHK-9	Revision 0: August 07, 2007	revision august 
SA_MB_varivasyaarahasyaHK-10	Publisher : Adyar Library and Research Centre	publisher adyar library and research centre 
SA_MB_varivasyaarahasyaHK-11	Publication year : 1932	publication year 
SA_MB_varivasyaarahasyaHK-12	Publication city : Adyar	publication citi adyar 
SA_MB_varivasyaarahasyaHK-13	Publication country : India	publication country india 
SA_MB_varivasyaarahasyaHK-14	|| śrīḥ ||	śrīḥ 
SA_MB_varivasyaarahasyaHK-15	varivasyārahasyam	varivasyā rahasyam 
SA_MB_varivasyaarahasyaHK-16	savyākhyānam	sa vyākhyānam 
SA_MB_varivasyaarahasyaHK-17	prathamoṃ'śaḥ	prathamaḥ oṃśaḥ 
SA_MB_varivasyaarahasyaHK-18	vidyānāṃ ca manūnāṃ manusaṃkhyānāṃ ca vidyānām |	vidyānām ca manūnām manu saṃkhyānām ca vidyānām 
SA_MB_varivasyaarahasyaHK-19	upadeṣṭā jayatitarāṃ narasiṃhānandanāthaguruḥ ||	upadeṣṭā jayatitarām narasiṃha ānanda nātha guruḥ 
SA_MB_varivasyaarahasyaHK-20	varivasyārahasyākhyo grantho yaḥ svena nirmitaḥ |	varivasyā rahasya ākhyaḥ granthaḥ yaḥ svena nirmitaḥ 
SA_MB_varivasyaarahasyaHK-21	tatra durghaṭaśabdānāmarthaḥ saṃkṣipya kathyate ||	tatra durghaṭa śabdānām arthaḥ saṃkṣipya kathyate 
SA_MB_varivasyaarahasyaHK-22	tadvijñānārthaṃ sa gurumevābhigacchet ācāryavān puruṣo	tad vijñāna artham sa gurum eva abhigacchet ācāryavān 
SA_MB_varivasyaarahasyaHK-23	veda ityādiśrutyā gurūpasadanasya tattvajñānajanakatvāt prathamaṃ	vedaḥ ityādi śrutyā guru upasadanasya tattva jñāna janaka tvāt prathamam 
SA_MB_varivasyaarahasyaHK-24	sakalamantrādhiṣṭhātṛdevatāpararūpaṃ guruṃ śleṣeṇa taddaivataṃ	sakala mantra adhiṣṭhātṛ devatā para rūpam gurum śleṣeṇa tat daivatam 
SA_MB_varivasyaarahasyaHK-25	narasiṃhaṃ ca vighnavighātāya stuvan saṃpradāyaṃ tadājñayaiva	narasiṃham ca vighna vighātāya stuvan saṃpradāyam tad ājñayā eva 
SA_MB_varivasyaarahasyaHK-26	pravartayati-	pravartayati 
SA_MB_varivasyaarahasyaHK-27	prahlādābhīṣṭadāne vibudhasamudayastūyamānāpadāne	                
SA_MB_varivasyaarahasyaHK-28	(')śeṣakṣoṇībhṛdantaḥpravilasitapadāhobalakṣetragarbhāt |	śeṣa kṣoṇībhṛt antar pravilasita pada ahar bala kṣetra garbhāt 
SA_MB_varivasyaarahasyaHK-29	prādurbhūte hiraṇyadviradamatimadadhvāntatantraṃ nihantuṃ	prādurbhūte hiraṇya dvirada mati mada dhvānta tantram nihantum 
SA_MB_varivasyaarahasyaHK-30	dhīre sacchāstrayonau mama bhuvanagurāvastu bhaktirnṛsiṃhe || 1 ||	dhīre sat śāstra yonau mama bhuvana gurau astu bhaktiḥ nṛsiṃhe  
SA_MB_varivasyaarahasyaHK-31	prahlādākhyo daityaḥ, tadabhīṣṭānāṃ dānaṃ yasmāt pakṣe	prahlāda ākhyaḥ daityaḥ tad abhīṣṭānām dānam yasmāt pakṣe 
