segmentnr	original	analyzed
SA_GK16_visa05cu-0	pañcamaḥ paricchedaḥ	pañcamaḥ paricchedaḥ 
SA_GK16_visa05cu-1	atha keyamabhinavā vyañjanā nāma vṛttirityucyate---	atha kā iyam abhinavā vyañjanā nāma vṛttiḥ iti ucyate 
SA_GK16_visa05cu-2	Vijñapriyā:	vijña priyā 
SA_GK16_visa05cu-3	(vi, ka) vyaṅgyabhedāt kāvyabhedasya uktatvād vyaṅgyasya ca vyañjanāvṛttigamyatvād vyañjanāṃ pṛcchati---atha keyamiti /	vi ka vyaṅgya bhedāt kāvya bhedasya ukta tvāt vyaṅgyasya ca vyañjana āvṛtti gamya tvāt vyañjanām pṛcchati atha kā iyam iti 
SA_GK16_visa05cu-4	abhinaveti /	abhinavā iti 
SA_GK16_visa05cu-5	ālaṅkārikairevasvīkṛtatvena abhinavatvam /	ālaṅkārikaiḥ eva svīkṛta tvena abhinava tvam 
SA_GK16_visa05cu-6	Locanā:	locanā 
SA_GK16_visa05cu-7	(lo, a) idānīṃ samanantaroktakāvyabhedadvayasya vyañjanāvyāpārasiddhyadhīnatvena	laḥ a idānīm samanantara ukta kāvya bheda dvayasya vyañjanā vyāpāra siddhi adhīna tvena 
SA_GK16_visa05cu-8	tatra vipratipattiṃ nirācikīrṣuḥ prathamaṃ paricchedamārabhamāṇaḥ prathamamabhidhādiprācīnavṛttivedyatvanirāsikāṃ	tatra vipratipattim nirācikīrṣuḥ prathamam paricchedam ārabhamāṇaḥ prathamam abhidhā ādi prācīna vṛtti vedya tva nirāsikām 
SA_GK16_visa05cu-9	prathamakārikāmavatārayati--atheti /	prathama kārikām avatārayati atha iti 
SA_GK16_visa05cu-10	kā--kiṃ pramāṇā /	kākim pramāṇā 
SA_GK16_visa05cu-11	iyaṃ samanantaroktā kāvyabhedadvayasya sādhikā /	iyam samanantara uktā kāvya bheda dvayasya sādhikā 
SA_GK16_visa05cu-12	abhināvā---aśilaśāstrārthatattvavedinaḥ kāvyapuruṣasyāvatārāt śrīmadānandavardhanācāryāt prācīnairācāryairapradarśitā /	kāvya puruṣasya avatārāt śrīmat ānandavardhana ācāryāt prācīnaiḥ ācāryaiḥ a pradarśitā 
SA_GK16_visa05cu-13	vṛttīnāṃ viśrānterabhidhātatparyalakṣaṇākhyānām /	vṛttīnām viśrānteḥ abhidhā tatparya lakṣaṇa ākhyānām 
SA_GK16_visa05cu-14	aṅgīkāryā turyā vṛttirbodhe rasādīnām // VisSd_5.1 //	aṅgīkāryā turyā vṛttiḥ bodhe rasa ādīnām 
SA_GK16_visa05cu-15	Vijñapriyā:	vijña priyā 
SA_GK16_visa05cu-16	(vi, kha) vṛttīnāmiti---abhidhālakṣaṇātātparyākhyānāṃ tisṛṇāṃ vṛttīnām /	vṛttīnām iti abhidhā lakṣaṇā tātparya ākhyānām tisṛṇām vṛttīnām 
SA_GK16_visa05cu-17	vikṣānteriti---svabodhyārthaṃ bodhayatitvā viraterityarthaḥ /	vikṣāntyāḥ iti sva bodhya artham bodhayati tvā virateḥ iti arthaḥ 
SA_GK16_visa05cu-18	turyā caturthīṃ /	turyā caturthīm 
SA_GK16_visa05cu-19	Locanā:	locanā 
SA_GK16_visa05cu-20	(lo, ā) vṛttināmiti---turyā vṛttirvyañjanadhvananagamanapratyayanādivyapadeśaviṣayā /	vṛtti nām iti turyā vṛttiḥ vyañjana dhvanana gamana pratyayana ādi vyapadeśa viṣayā 
SA_GK16_visa05cu-21	rasaśabdenātrāsvādyamātrasya grahaṇam /	rasa śabdena atra āsvādya mātrasya grahaṇam 
SA_GK16_visa05cu-22	ādiśabdena vastvalaṅkārayoḥ /	ādi śabdena vastu alaṅkārayoḥ 
SA_GK16_visa05cu-23	rasasya prādhānyāt prathamaṃ nirdeśaḥ /	rasasya prādhānyāt prathamam nirdeśaḥ 
SA_GK16_visa05cu-24	abhidhāyāḥ saṃketitārthamātrabodhanaviratāyā na vastvalaṅkārarasādivyaṅgyabodhane kṣamatvam /	abhidhāyāḥ saṃketita artha mātra bodhana viratāyāḥ na vastu alaṅkāra rasa ādi vyaṅgya bodhane kṣama tvam 
SA_GK16_visa05cu-25	na ca saṃketito rasādiḥ /	na ca saṃketitaḥ rasa ādiḥ 
SA_GK16_visa05cu-26	nahi vibhāvādyabhidhānameva tadabhidhānam,	nahi vibhāva ādi abhidhānam eva tat abhidhānam 
SA_GK16_visa05cu-27	tasya tadekarūpyānaṅgīkārāt /	tasya tad ekarūpya an aṅgīkārāt 
