segmentnr	original	analyzed
SA_GS41_lagrvvju-0	pañcasaṃvatsaramayaṃ yugādhyakṣaṃ prajāpatim /	pañca saṃvatsara mayam yuga adhyakṣam prajāpatim 
SA_GS41_lagrvvju-1	dinartvayanam āsāṅgaṃ praṇamya śirasā śuciḥ // 1	dina ṛtu ayanam āsa aṅgam praṇamya śirasā śuciḥ 
SA_GS41_lagrvvju-2	praṇamya śirasā kālam abhivādya sarasvatīm /	praṇamya śirasā kālam abhivādya sarasvatīm 
SA_GS41_lagrvvju-3	kālajñānaṃ pravakṣyāmi lagadhasya mahātmanaḥ // 2	kāla jñānam pravakṣyāmi lagadhasya mahātmanaḥ 
SA_GS41_lagrvvju-4	jyotiṣām ayanaṃ kṛtsnaṃ pravakṣyāmy anupūrvaśaḥ /	jyotiṣām ayanam kṛtsnam pravakṣyāmi anupūrvaśas 
SA_GS41_lagrvvju-5	viprāṇāṃ sammataṃ loke yajñakālārthasiddhaye // 3	viprāṇām sammatam loke yajña kāla artha siddhaye 
SA_GS41_lagrvvju-6	nirekaṃ dvādaśārdhābdaṃ dviguṇaṃ gatasaṃjñikam /	nirekam dvādaśa ardha abdam dviguṇam gata saṃjñikam 
SA_GS41_lagrvvju-7	ṣaṣṭyā ṣaṣṭyā yutaṃ dvābhyāṃ parvaṇāṃ rāśir ucyate // 4	ṣaṣṭyā ṣaṣṭyā yutam dvābhyām parvaṇām rāśiḥ ucyate 
SA_GS41_lagrvvju-8	svar ākramete somārkau yadā sākaṃ savāsavau /	svar ākramete soma arkau yadā sākam sa vāsavau 
SA_GS41_lagrvvju-9	syāt tadādi yugaṃ māghastapaḥ śuklo 'yanaṃ hy udak // 5	syāt tad ādi yugam māghaḥ tapaḥ śuklaḥ yanam hi udak 
SA_GS41_lagrvvju-10	prapadyete śraviṣṭhādau sūryācandramasāv udak /	prapadyete śraviṣṭhā ādau sūryācandramasau udak 
SA_GS41_lagrvvju-11	sārpārdhe dakṣiṇārkas tu māghaśrāvaṇayoḥ sadā // 6	sārpa ardhe dakṣiṇa arkaḥ tu māgha śrāvaṇayoḥ sadā 
SA_GS41_lagrvvju-12	gharmavṛddhir apāṃ prasthaḥ kṣapāhrāsa udaggatau /	gharma vṛddhiḥ apām prasthaḥ kṣapā hrāsaḥ udak gatau 
SA_GS41_lagrvvju-13	dakṣiṇe tau viparyāsaḥ ṣaṇmuhūrtyayanena tu // 7	dakṣiṇe tau viparyāsaḥ ṣaṣ muhūrtī ayanena tu 
SA_GS41_lagrvvju-14	dviguṇaṃ saptamaṃ cāhur ayanādyaṃ trayodaśam /	dviguṇam saptamam ca āhuḥ ayana ādyam trayodaśam 
SA_GS41_lagrvvju-15	caturthaṃ daśamaṃ ca dviryugmādyaṃ bahule 'py ṛtau // 8	caturtham daśamam ca dvis yugma ādyam bahule pi ṛtau 
SA_GS41_lagrvvju-16	vasus tvaṣṭā bhavo 'jaś ca mitraḥ sarpāśvinau jalam /	vasuḥ tvaṣṭā bhavaḥ jaḥ ca mitraḥ sarpa aśvinau jalam 
SA_GS41_lagrvvju-17	dhātā kaś cāyanādyāś cārthapañcamabhas tv ṛtuḥ // 9	dhātā kaḥ ca ayana ādyāḥ ca artha pañcama bhaḥ tu ṛtuḥ 
SA_GS41_lagrvvju-18	bhāṃśāḥ syur aṣṭakāḥ kāryāḥ pakṣadvādaśakodgatāḥ /	bha aṃśāḥ syuḥ aṣṭakāḥ kāryāḥ pakṣa dvādaśaka udgatāḥ 
SA_GS41_lagrvvju-19	ekādaśaguṇaś conaḥ śukle 'rdhaṃ caindavā yadi // 10	ekādaśa guṇaḥ ca ūnaḥ śukle ṛdham ca aindavāḥ yadi 
SA_GS41_lagrvvju-20	kāryā bhāṃśāṣṭakasthāne kalā ekānnaviṃśatiḥ /	kāryā bha aṃśa aṣṭaka sthāne kalā eka anna viṃśatiḥ 
SA_GS41_lagrvvju-21	ūnasthāne trisaptatim udvaped ūnasaṃmitāḥ // 11	ūna sthāne trisaptatim udvapet ūna saṃmitāḥ 
SA_GS41_lagrvvju-22	tryaṃśo bhaśeṣo divasāṃśabhāgaś caturdaśaś cāpy anīya bhinnam /	tri aṃśaḥ bha śeṣaḥ divasa aṃśa bhāgaḥ caturdaśaḥ ca api anīya bhinnam 
SA_GS41_lagrvvju-23	bhārdhe 'dhike cāpi gate paro 'ṃśo dvāv uttamaikaṃ pnavakairavedyam // 12	bha ardhe dhike ca api gate paraḥ ṃśaḥ dvau uttama ekam 
SA_GS41_lagrvvju-24	pakṣāt pañcadaśāc cordhvaṃ tadbhuktam iti nirdiśet /	pakṣāt pañcadaśāt ca ūrdhvam tat bhuktam iti nirdiśet 
SA_GS41_lagrvvju-25	navabhis tūdgato 'ṃśaḥ syād ūnāṃśadvyadhikena tu // 13	navabhiḥ tu udgataḥ ṃśaḥ syāt ūna aṃśa dvi adhikena tu 
SA_GS41_lagrvvju-26	jau drā ghaḥ khe śve 'hī ro ṣā cin mū ṣa ṇyaḥ sū mā dhā ṇaḥ /	jau drā ghaḥ khe śve hī ro ṣā cit mū sa ṇyaḥ sū mā dhā ṇaḥ 
SA_GS41_lagrvvju-27	re mṛ ghrāḥ svā 'po 'jaḥ kṛ ṣyo ha jye ṣṭhā ittṛkṣā liṅgaiḥ // 14	re mṛ ghrāḥ svā paḥ jaḥ kṛ ṣyaḥ ha jye liṅgaiḥ 
SA_GS41_lagrvvju-28	jāvādyaṃśaiḥ samaṃ vidyāt pūrvārdhe parvasūttare /	jāva ādi aṃśaiḥ samam vidyāt pūrva ardhe parvasu uttare 
SA_GS41_lagrvvju-29	bhādānaṃ syāt caturdaśyāṃ kāṣṭhānāṃ devinā kalāḥ // 15	bhādānam syāt caturdaśyām kāṣṭhānām devinā kalāḥ 
SA_GS41_lagrvvju-30	kalā daśa saviṃśā syāt dve muhūrtasya nāḍike /	kalā daśa saviṃśā syāt dve muhūrtasya nāḍike 
SA_GS41_lagrvvju-31	dyutriṃśat tatkalānāṃ tu ṣaṭchatī tryadhikaṃ bhavet // 16	tad kalānām tu ṣaṭchatī tri adhikam bhavet 
SA_GS41_lagrvvju-32	nāḍike dve muhūrtas tu pañcāśatpalam āḍhakam /	nāḍike dve muhūrtaḥ tu pañcāśat palam āḍhakam 
