segmentnr	original	analyzed
SA_GSD36_narads_u-0	mātṛkā 1	mātṛkā 
SA_GSD36_narads_u-1	[vyavahāraḥ]	vyavahāraḥ 
SA_GSD36_narads_u-2	NM1.1a/ dharma.ekatānāḥ puruṣā yadāsan satyavādinaḥ /	dharma ekatānāḥ puruṣāḥ yadā āsan satya vādinaḥ 
SA_GSD36_narads_u-3	NM1.1c/ tadā na vyavahāro 'abhūn na dveṣo nāpi matsaraḥ // 1	tadā na vyavahāraḥ abhūt na dveṣaḥ na api matsaraḥ 
SA_GSD36_narads_u-4	NM1.2a/ naṣṭe dharme manuṣyeṣu vyavahāraḥ pravartate /	naṣṭe dharme manuṣyeṣu vyavahāraḥ pravartate 
SA_GSD36_narads_u-5	NM1.2c/ draṣṭā ca vyavahārāṇāṃ rājā daṇḍadharaḥ kṛtaḥ // 2	draṣṭā ca vyavahārāṇām rājā daṇḍa dharaḥ kṛtaḥ 
SA_GSD36_narads_u-6	NM1.3a/ likhitaṃ sākṣiṇaś cātra dvau vidhī saṃprakīrtitau /	likhitam sākṣiṇaḥ ca atra dvau vidhī saṃprakīrtitau 
SA_GSD36_narads_u-7	NM1.3c/ saṃdigdhārthaviśuddhyarthaṃ dvayor vivadamānayoḥ // 3	saṃdigdha artha viśuddhi artham dvayoḥ vivadamānayoḥ 
SA_GSD36_narads_u-8	NM1.4a/ sottaro 'anuttaraś caiva sa vijñeyo dvilakṣaṇaḥ /	sa uttaraḥ anuttaraḥ ca eva sa vijñeyaḥ dvi lakṣaṇaḥ 
SA_GSD36_narads_u-9	NM1.4c/ sottaro 'abhyadhiko yatra vilekhāpūrvakaḥ paṇaḥ // 4	sa uttaraḥ abhyadhikaḥ yatra vilekhā pūrvakaḥ paṇaḥ 
SA_GSD36_narads_u-10	NM1.5a/ vivāde sottarapaṇe dvayor yas tatra hīyate /	vivāde sa uttara paṇe dvayoḥ yaḥ tatra hīyate 
SA_GSD36_narads_u-11	NM1.5c/ sa paṇaṃ svakṛtaṃ dāpyo vinayaṃ ca parājaye // 5	sa paṇam sva kṛtam dāpyaḥ vinayam ca parājaye 
SA_GSD36_narads_u-12	NM1.6a/ sāras tu vyavahārāṇāṃ pratijñā samudāhṛtā /	sāraḥ tu vyavahārāṇām pratijñā samudāhṛtā 
SA_GSD36_narads_u-13	NM1.6c/ taddhānau hīyate vādī taraṃs tām uttaro bhavet // 6	tad hānau hīyate vādī taran tām uttaraḥ bhavet 
SA_GSD36_narads_u-14	NM1.7a/ kulāni śreṇayaś caiva gaṇāś cādhikṛto nṛpaḥ /	kulāni śreṇayaḥ ca eva gaṇāḥ ca adhikṛtaḥ nṛpaḥ 
SA_GSD36_narads_u-15	NM1.7c/ pratiṣṭhā vyavahārāṇāṃ gurvebhyas tūttarottaram // 7	pratiṣṭhā vyavahārāṇām guru ebhyaḥ tu uttarottaram 
SA_GSD36_narads_u-16	NM1.8a/ sa catuṣpāc catuḥsthānaś catuḥsādhana eva ca /	sa catuṣpād catur sthānaḥ catur sādhanaḥ eva ca 
SA_GSD36_narads_u-17	NM1.8c/ caturhitaś caturvyāpī catuṣkārī ca kīrtyate // 8	catur hitaḥ catur vyāpī catuṣkārī ca kīrtyate 
SA_GSD36_narads_u-18	NM1.9a/ aṣṭāṅgo 'aṣṭādaśapadaḥ śataśākhas tathā-eva ca /	aṣṭa aṅgaḥ aṣṭādaśa padaḥ śata śākhaḥ tathā eva ca 
SA_GSD36_narads_u-19	NM1.9c/ triyonir dvyabhiyogaś ca dvidvāro dvigatis tathā // 9	tri yoniḥ dvi abhiyogaḥ ca dvi dvāraḥ dvi gatiḥ tathā 
SA_GSD36_narads_u-20	NM1.10a/ dharmaś ca vyavahāraś ca caritraṃ rājaśāsanam /	dharmaḥ ca vyavahāraḥ ca caritram rāja śāsanam 
SA_GSD36_narads_u-21	NM1.10c/ catuṣpād vyavahāro 'ayam uttaraḥ pūrvabādhakaḥ // 10	catuṣpād vyavahāraḥ ayam uttaraḥ pūrva bādhakaḥ 
SA_GSD36_narads_u-22	NM1.11a/ tatra satye sthito dharmo vyavahāras tu sākṣiṣu /	tatra satye sthitaḥ dharmaḥ vyavahāraḥ tu sākṣiṣu 
SA_GSD36_narads_u-23	NM1.11c/ caritraṃ pustakaraṇe rājājñāyāṃ tu śāsanam // 11	caritram pusta karaṇe rāja ājñāyām tu śāsanam 
SA_GSD36_narads_u-24	NM1.12a/ sāmādyupāyasādhyatvāc catuḥsādhana ucyate /	sāma ādi upāya sādhya tvāt catur sādhanaḥ ucyate 
SA_GSD36_narads_u-25	NM1.12c/ caturṇām āśramāṇāṃ ca rakṣaṇāt sa caturhitaḥ // 12	caturṇām āśramāṇām ca rakṣaṇāt sa catur hitaḥ 
SA_GSD36_narads_u-26	NM1.13a/ kartṛṛn atho sākṣiṇaś ca sabhyān rājānam eva ca /	kartṛṛn atho sākṣiṇaḥ ca sabhyān rājānam eva ca 
SA_GSD36_narads_u-27	NM1.13c/ vyāpnoti pādaśo yasmāc caturvyāpī tataḥ smṛtaḥ // 13	vyāpnoti pādaśas yasmāt catur vyāpī tatas smṛtaḥ 
SA_GSD36_narads_u-28	NM1.14a/ dharmasyārthasya yaśaso lokapaktes tathā-eva ca /	dharmasya arthasya yaśasaḥ loka pakteḥ tathā eva ca 
SA_GSD36_narads_u-29	NM1.14c/ caturṇāṃ karaṇād eṣāṃ catuṣkārī prakīrtitaḥ // 14	caturṇām karaṇāt eṣām catuṣkārī prakīrtitaḥ 
SA_GSD36_narads_u-30	NM1.15a/ rājā sapuruṣaḥ sabhyāḥ śāstraṃ gaṇakalekhakau /	rājā sa puruṣaḥ sabhyāḥ śāstram gaṇaka lekhakau 
SA_GSD36_narads_u-31	NM1.15c/ hiraṇyam agnir udakam aṣṭāṅgaḥ sa udāhṛtaḥ // 15	hiraṇyam agniḥ udakam aṣṭa aṅgaḥ saḥ udāhṛtaḥ 
SA_GSD36_narads_u-32	NM1.16a/ ṛṇādānaṃ hy upanidhiḥ saṃbhūya-utthānam eva ca /	ṛṇa ādānam hi upanidhiḥ saṃbhūyautthānam eva ca 
SA_GSD36_narads_u-33	NM1.16c/ dattasya punar ādānam aśuśrūṣābhyupetya ca // 16	dattasya punar ādānam a śuśrūṣā abhyupetya ca 
SA_GSD36_narads_u-34	NM1.17a/ vetanasyānapākarma tathā-eva-asvāmivikrayaḥ /	vetanasya anapākarma tathā eva asvāmi vikrayaḥ 
SA_GSD36_narads_u-35	NM1.17c/ vikrīya-asaṃpradānaṃ ca krītvānuśaya eva ca // 17	vikrīya asaṃpradānam ca krītvā anuśayaḥ eva ca 
SA_GSD36_narads_u-36	NM1.18a/ samayasyānapākarma vivādaḥ kṣetrajas tathā /	samayasya anapākarma vivādaḥ kṣetra jaḥ tathā 
SA_GSD36_narads_u-37	NM1.18c/ strīpuṃsayoś ca saṃbandho dāyabhāgo 'atha sāhasam // 18	strīpuṃsayoḥ ca saṃbandhaḥ dāya bhāgaḥ atha sāhasam 
SA_GSD36_narads_u-38	NM1.19a/ vākpāruṣyaṃ tathā-eva-uktaṃ daṇḍapāruṣyam eva ca /	vāc pāruṣyam daṇḍa pāruṣyam eva ca 
SA_GSD36_narads_u-39	NM1.19c/ dyūtaṃ prakīrṇakaṃ caiva-ity aṣṭādaśapadaḥ smṛtaḥ // 19	dyūtam prakīrṇakam ca eva eti aṣṭādaśa padaḥ smṛtaḥ 
SA_GSD36_narads_u-40	NM1.20a/ eṣām eva prabhedo 'anyaḥ śatam aṣṭa.uttaraṃ smṛtam /	eṣām eva prabhedaḥ anyaḥ śatam aṣṭa auttaram smṛtam 
SA_GSD36_narads_u-41	NM1.20c/ kriyābhedān manuṣyāṇāṃ śataśākho nigadyate // 20	kriyā bhedāt manuṣyāṇām śata śākhaḥ nigadyate 
SA_GSD36_narads_u-42	NM1.21a/ kāmāt krodhāc ca lobhāc ca tribhyo yasmāt pravartate /	kāmāt krodhāt ca lobhāt ca tribhyaḥ yasmāt pravartate 
SA_GSD36_narads_u-43	NM1.21c/ triyoniḥ kīrtyate tena trayam etad vivādakṛt // 21	tri yoniḥ kīrtyate tena trayam etat vivāda kṛt 
SA_GSD36_narads_u-44	NM1.22a/ dvyabhiyogas tu vijñeyaḥ śaṅkātattvābhiyogataḥ /	dvi abhiyogaḥ tu vijñeyaḥ śaṅkā tattva abhiyogataḥ 
SA_GSD36_narads_u-45	NM1.22c/ śaṅkāsatāṃ tu saṃsargāt tattvaṃ ha-ūḍhādidarśanāt // 22	śaṅkā asatām tu saṃsargāt tattvam ha ūḍha ādi darśanāt 
SA_GSD36_narads_u-46	NM1.23a/ pakṣadvayābhisaṃbandhād dvidvāraḥ samudāhṛtaḥ /	            
SA_GSD36_narads_u-47	NM1.23c/ pūrvavādas tayoḥ pakṣaḥ pratipakṣas taduttaram // 23	pūrva vādaḥ tayoḥ pakṣaḥ pratipakṣaḥ tad uttaram 
SA_GSD36_narads_u-48	NM1.24a/ bhūtacchalānusāritvād dvigatiḥ sa udāhṛtaḥ /	bhūta chala anusāri tvāt dvi gatiḥ saḥ udāhṛtaḥ 
SA_GSD36_narads_u-49	NM1.24c/ bhūtaṃ tattvārthasaṃyuktaṃ pramādābhihitaṃ chalam // 24	bhūtam tattva artha saṃyuktam pramāda abhihitam chalam 
SA_GSD36_narads_u-50	NM1.25a/ tatra śiṣṭaṃ chalaṃ rājā marṣayed dharmasādhanaḥ /	tatra śiṣṭam chalam rājā marṣayet dharma sādhanaḥ 
SA_GSD36_narads_u-51	NM1.25c/ bhūtam eva prapadyeta dharmamūlā yataḥ śriyaḥ // 25	bhūtam eva prapadyeta dharma mūlāḥ yatas śriyaḥ 
SA_GSD36_narads_u-52	NM1.26a/ dharmeṇa-uddharato rājño vyavahārān kṛtātmanaḥ /	dharmeṇa auddharataḥ rājñaḥ vyavahārān kṛtātmanaḥ 
SA_GSD36_narads_u-53	NM1.26c/ saṃbhavanti guṇāḥ sapta sapta vahner ivārciṣaḥ // 26	saṃbhavanti guṇāḥ sapta sapta vahneḥ iva arciṣaḥ 
SA_GSD36_narads_u-54	NM1.27a/ dharmaś cārthaś ca kīrtiś ca lokapaktir upagrahaḥ /	dharmaḥ ca arthaḥ ca kīrtiḥ ca loka paktiḥ upagrahaḥ 
SA_GSD36_narads_u-55	NM1.27c/ prajābhyo bahumānaś ca svarge sthānaṃ ca śāśvatam // 27	prajābhyaḥ bahu mānaḥ ca svarge sthānam ca śāśvatam 
