segmentnr	original	analyzed
SA_K14_visvantu-0	fol. GBM GBM Viśv remarks	fol gbm gbm viśv remarks 
SA_K14_visvantu-1	5r 172 1347 1-3 preserved as v of 13	R   preserved as u 
SA_K14_visvantu-2	5v 159 1332 3-10	ro-0
SA_K14_visvantu-3	160 1333 blank/ r of fol. 5	r 
SA_K14_visvantu-4	6r 161 1334 11-15	R 
SA_K14_visvantu-5	6v 162 1335 15-18	ro-0
SA_K14_visvantu-6	7r 157 1336 18-22	R 
SA_K14_visvantu-7	7v 158 1337 22-25	ro-0
SA_K14_visvantu-8	8r 163 1338 25-30	R 
SA_K14_visvantu-9	8v 164 1339 30-35	ro-0
SA_K14_visvantu-10	9 35-39 lost	rost 
SA_K14_visvantu-11	r 64-68 GBM 3314	R  /
SA_K14_visvantu-12	v 68-69 GBM 3315	v  gbM
SA_K14_visvantu-13	14r 173 1348 69-70 + Col. and beg. of Kapphiṇa-avadāna	ro-0 fl fl 
SA_K14_visvantu-14	14v 174 1349 Kapphiṇa-avadāna	ro 
SA_K14_visvantu-15	(Viśv 1) punar api yathaiṣa akṛtajñaḥ akṛtavedī tac chrūyatāṃ	viśu punar api yathā eṣa akṛtajñaḥ akṛta vedī tat śrūyatām 
SA_K14_visvantu-16	(Viśv 2) bhūtapūrvaṃ bhikṣavo viśvapuryāṃ rājadhānyāṃ viśvāmitro nāma rājā rājyaṃ	viśu bhūta pūrvam bhikṣavaḥ viśvapuryām rājadhānyām viśvāmitraḥ nāma rājā rājyam 
SA_K14_visvantu-17	kārayati ṛddhaṃ ca sphītaṃ ca kṣemaṃ ca subhikṣaṃ cākīrṇabahujanamanuṣyaṃ ca praśāntakalikalahaḍimbaḍamarataskararogāpagataṃ	kārayati ṛddham ca sphītam ca kṣemam ca subhikṣam ca ākīrṇa bahu jana manuṣyam ca praśānta kali kalaha ḍimba ḍamara taskara roga apagatam 
SA_K14_visvantu-18	śālīkṣugomahiṣīsaṃpannaṃ. dhārmiko dharmarājā dharmeṇa rājyaṃ kārayati. sa ca rājā	śāli ikṣu go mahiṣī saṃpannam dhārmikaḥ dharma rājā dharmeṇa rājyam kārayati sa ca rājā 
SA_K14_visvantu-19	śrāddho bhadraḥ kalyāṇāśayaḥ ātmahitaparahitapratipannaḥ kāruṇiko mahātmā dharmakāmaḥ prajāvatsalaḥ	śrāddhaḥ bhadraḥ kalyāṇa āśayaḥ ātma hita para hita pratipannaḥ kāruṇikaḥ mahātmā dharma kāmaḥ prajā vatsalaḥ 
SA_K14_visvantu-20	(Viśv 3) so 'pareṇa samayena devyā sārdhaṃ krīḍati ramati paricārayati. tasya krīḍato ramamāṇasya paricārayataḥ kālāntareṇa devī āpannasatvā	viśu saḥ u pareṇa samayena devyā sārdham krīḍati ramati paricārayati tasya krīḍataḥ ramamāṇasya paricārayataḥ kāla antareṇa devī āpannasatvā 
SA_K14_visvantu-21	(Viśv 4) sāṣṭānāṃ va nāvānāṃ vā māsānām atyayāt prasūtā. dārako jāta abhirūpo darśanīyaḥ	sa aṣṭānām vā nāvānām vā māsānām atyayāt prasūtā dārakaḥ jāta abhirūpaḥ darśanīyaḥ 
SA_K14_visvantu-22	prāsādiko gauraḥ kanakavarṇaś chatrākāraśirā pralambabāhur vistīrṇalalāṭaḥ saṃgatabhrūs	prāsādikaḥ gauraḥ kanaka varṇaḥ chatra ākāra śirāḥ pralamba bāhuḥ vistīrṇa lalāṭaḥ saṃgata bhrūḥ 
SA_K14_visvantu-23	tuṃganāsaḥ sarvāṃgapratyaṃgopetaḥ	tuṃga nāsaḥ sarva aṃga pratyaṃga upetaḥ 
SA_K14_visvantu-24	(Viśv 5) tasya jātau jātimahaṃ kṛtvā nāmadheyaṃ vyavasthāpyate. kiṃ bhavatu dārakasya	viśu tasya jātau jāti maham kṛtvā nāmadheyam vyavasthāpyate kim bhavatu dārakasya 
SA_K14_visvantu-25	nāmeti jñātaya ūcur yasmād ayaṃ dārako viśvāmitrasya rājñaḥ putras tasmād bhavatu	nāma iti jñātayaḥ ūcuḥ yasmāt ayam dārakaḥ viśvāmitrasya rājñaḥ putraḥ tasmāt bhavatu 
SA_K14_visvantu-26	dārakasya viśvantara iti nāmeti. tasya viśvantara iti nāmadheyaṃ vyavasthāpitaṃ.	dārakasya viśvantaraḥ iti nāma iti tasya viśvantaraḥ iti nāmadheyam vyavasthāpitam 
SA_K14_visvantu-27	(Viśv 6) viśvantaro dārakaḥ aṣṭābhyo dhātrībhyo 'nupradattaḥ dvābhyām aṃsadhātrībhyāṃ	viśu viśvantaraḥ dārakaḥ aṣṭābhyaḥ dhātrībhyaḥ nupradattaḥ dvābhyām aṃsadhātrībhyām 
SA_K14_visvantu-28	dvābhyāṃ kṣīradhātrībhyāṃ dvābhyāṃ maladhātrībhyāṃ dvābhyāṃ krīḍanakadhātrībhyāṃ.	dvābhyām kṣīradhātrībhyām dvābhyām maladhātrībhyām dvābhyām krīḍanakadhātrībhyām 
SA_K14_visvantu-29	sa aṣṭābhir dhātrībhir unnīyate vardhyate kṣīreṇa dadhnā navanītena sarpiṣā sarpirmaṇḍenānyaiś	sa aṣṭābhiḥ dhātrībhiḥ unnīyate vardhyate kṣīreṇa dadhnā navanītena sarpiṣā sarpiḥ maṇḍena anyaiḥ 
SA_K14_visvantu-30	cottaptottaptair upakaraṇaviśeṣair āśu vardhyate hradastham iva paṅkajaṃ	ca uttapta uttaptaiḥ upakaraṇa viśeṣaiḥ āśu vardhyate hrada stham iva paṅkajam 
SA_K14_visvantu-31	(Viśv 7) sa yadā mahān saṃvṛttas tadā lipyām upanyastaḥ saṃkhyāyāṃ gaṇanāyāṃ mudrāyāṃ.	sa yadā mahān saṃvṛttaḥ tadā lipyām upanyastaḥ saṃkhyāyām gaṇanāyām mudrāyām 
SA_K14_visvantu-32	sa yāni tāni rājñāṃ kṣatriyāṇāṃ mūrdhābhiṣiktānāṃ janapadaiśvaryasthāmavīryam anuprāptānāṃ	sa yāni tāni rājñām kṣatriyāṇām mūrdhābhiṣiktānām janapada aiśvarya sthāma vīryam anuprāptānām 
SA_K14_visvantu-33	mahāntaṃ pṛthivīmaṇḍalam abhinirjityādhyāvasatāṃ pṛthag bhavanti śilpasthānakarmasthānāni	mahāntam pṛthivī maṇḍalam abhinirjitya adhyāvasatām pṛthak bhavanti śilpasthāna karmasthānāni 
SA_K14_visvantu-34	tadyathā hastigrīvāyām aśvapṛṣṭhe rathe tsarau dhanuṣy apayāne niryāṇe aṃkuśagrahe	tat yathā hasti grīvāyām aśva pṛṣṭhe rathe tsarau dhanuṣi apayāne niryāṇe aṃkuśa grahe 
SA_K14_visvantu-35	pāśagrahe tomaragrahe cchedye bhedye vedhye muṣṭibandhe pādabandhe śikhābandhe dūravedhe	pāśa grahe tomara grahe chedye bhedye vedhye muṣṭibandhe pādabandhe śikhābandhe dūravedhe 
SA_K14_visvantu-36	śabdavedhe marmavedhe akṣaṇavedhe dṛḍhaprahāritāyāṃ pañcasu sthāneṣu kṛtāvī saṃvṛttaḥ	śabda vedhe marma vedhe akṣaṇa vedhe dṛḍha prahāri tāyām pañcasu sthāneṣu kṛtāvī saṃvṛttaḥ 
SA_K14_visvantu-37	(Viśv 8) viśvantaraḥ kumāro śrāddho bhadraḥ kalyāṇāśayaḥ ātmahitaparahitapratipannaḥ	viśv viśvantaraḥ kumāraḥ śrāddhaḥ bhadraḥ kalyāṇa āśayaḥ ātma hita para hita pratipannaḥ 
SA_K14_visvantu-38	kāruṇiko mahātmā dharmakāmaḥ prajāvatsalaḥ sarvapradaḥ sarvaparityāgī niḥsaṅgaparityāgī	kāruṇikaḥ mahātmā dharma kāmaḥ prajā vatsalaḥ sarva pradaḥ sarva parityāgī niḥsaṅga parityāgī 
SA_K14_visvantu-39	ca mahati tyāge vartate tasya pradānavistaram upaśrutya yojanaśatād abhyarthijano	ca mahati tyāge vartate tasya pradāna vistaram upaśrutya yojana śatāt 
SA_K14_visvantu-40	'bhyāgacchati. sarvaṃ ca paripūrṇamanorathaṃ preṣayati	bhyāgacchati sarvam ca paripūrṇa manoratham preṣayati 
SA_K14_visvantu-41	(Viśv 9) atha kadācid bodhisatvo maṇikanakarajatavajravidrumavaiḍūryamusāragalvārkendranīlavidyotitaṃ	atha kadācid bodhisatvaḥ maṇi kanaka rajata vajra vidruma vaiḍūrya musāragalva arka indranīla vidyotitam 
SA_K14_visvantu-42	candanavarasārapariṇāmitaṃ siṃhavyāghradvīpicarmapariṇaddhaṃ pavanabalasamajavaiḥ	candana vara sāra pariṇāmitam siṃha vyāghra dvīpi carma pariṇaddham pavana bala sama javaiḥ 
SA_K14_visvantu-43	kanakarajatamaṇighaṇṭikāpūrṇitaravaiś caturbhis turagair yuktaṃ syandanavaram adhiruhya	kanaka rajata maṇi ghaṇṭikā pūrṇita ravaiḥ caturbhiḥ turagaiḥ yuktam syandana varam adhiruhya 
SA_K14_visvantu-44	nagarād udyānābhimukho niryayau.	nagarāt udyāna abhimukhaḥ niryayau 
SA_K14_visvantu-45	(Viśv 10) atha kecit pratyarthikaprayuktā viprā vedavedāṃgavidas tvaritatvaritaṃ viśvantarakumāram abhigamyocuḥ jayatu bhavāṃ kṣatriyakumāraḥ  #	atha kecid pratyarthika prayuktāḥ viprāḥ veda vedāṃga vidaḥ tvarita tvaritam viśvantara kumāram abhigamya ūcuḥ jayatu bhavān kṣatriya kumāraḥ 
SA_K14_visvantu-46	ity āha ca	iti āha ca 
SA_K14_visvantu-47	sarveṣu khalu lokeṣu viśrutaḥ sarvado bhavān /	sarveṣu khalu lokeṣu viśrutaḥ sarva daḥ bhavān 
SA_K14_visvantu-48	ratham etad dvijātibhyo dānaṃ tvaṃ dātum arhasi //	ratham etat dvijātibhyaḥ dānam tvam dātum arhasi 
SA_K14_visvantu-49	(Viśv 11) ity evam ukte bodhisatvo laghulaghv eva tasmād rathavarād avatīrya hṛṣṭatuṣṭapramuditahṛdayas tebhyo dvijātibhyas taṃ rathavaram  #	viśu iti evam ukte bodhisatvaḥ laghu laghu eva tasmāt ratha varāt avatīrya hṛṣṭa tuṣṭa pramudita hṛdayaḥ tebhyaḥ dvijātibhyaḥ tam ratha varam 
SA_K14_visvantu-50	upadarśayann uvāca	upadarśayan uvāca 
SA_K14_visvantu-51	yathā mayā rathas tyakto viprebhyaḥ parayā mudā /	yathā mayā rathaḥ tyaktaḥ viprebhyaḥ parayā mudā 
SA_K14_visvantu-52	tathāhaṃ tribhavaṃ tyaktvā spṛśeyaṃ bodhim uttamām //	tathā aham tri bhavam tyaktvā spṛśeyam bodhim uttamām 
SA_K14_visvantu-53	(Viśv 12) so 'pareṇa samayena kundakumudahimarajatasitābhravarṇaṃ saptasujātasupratiṣṭhitacaraṇatalaṃ	viśu saḥ pareṇa samayena kunda kumuda hima rajata sita abhra varṇam sapta sujāta su pratiṣṭhita caraṇa talam 
SA_K14_visvantu-54	airāvaṇadviradavilāsagāminaṃ parasvābhāvyalakṣaṇālaṃkṛtaṃ puṇyadarśanaṃ rājyavardhanaṃ	airāvaṇa dvirada vilāsa gāminam para svābhāvya lakṣaṇa alaṃkṛtam puṇya darśanam rājya vardhanam 
SA_K14_visvantu-55	nāma gajavaram adhiruhya parituṣṭabhṛtyamitrasevakānuyātrikaiś candra iva nakṣatragaṇaparivṛtaḥ	nāma gaja varam adhiruhya parituṣṭa bhṛtya mitra sevaka anuyātrikaiḥ candraḥ iva nakṣatra gaṇa parivṛtaḥ 
SA_K14_visvantu-56	saṃprāpte vasantakālasamaye saṃpuṣpiteṣu pādapeṣu haṃsakrauṃcamayūraśukaśārikākokilajīvaṃjīvavakanirghoṣitavanaṣaṇḍam	saṃprāpte vasanta kāla samaye saṃpuṣpiteṣu pādapeṣu haṃsa krauṃca mayūra śuka śārikā kokila jīvaṃjīva vaka nirghoṣita vana ṣaṇḍam 
SA_K14_visvantu-57	udyānabhūmiṃ viniryayau	udyāna bhūmim viniryayau 
SA_K14_visvantu-58	(Viśv 13) atha kecit pratyarthikaprayuktā viprā vedavedāṃgavidas tvaritatvaritaṃ viśvantarakumāram abhigamyocuḥ:	atha kecid pratyarthika prayuktāḥ viprāḥ veda vedāṃga vidaḥ tvarita tvaritam viśvantara kumāram abhigamya ūcuḥ 
SA_K14_visvantu-59	jayatu bhavāṃ kṣatriyakumāra ity āha ca	jayatu bhavān kṣatriya kumāraḥ iti āha ca 
SA_K14_visvantu-60	sadaityāmaralokeṣu viśrutaḥ sarvado bhavāṃ /	sadā aitya amara lokeṣu viśrutaḥ sarva daḥ 
SA_K14_visvantu-61	dātum enaṃ{d} gajavaram asmabhyas tvam ihārhasi //	dātum gaja varam asmabhyaḥ tvam iha arhasi 
SA_K14_visvantu-62	(Viśv 14) evam ukte bodhisatvas tasmād api gajavarāl laghulaghv evāvatīrya hṛṣṭatuṣṭapramuditamanās tebhyo dvijātibhyas taṃ gajavaram upadarśayann	evam ukte bodhisatvaḥ tasmāt api gaja varāt laghu laghu eva avatīrya hṛṣṭa tuṣṭa pramudita manāḥ tebhyaḥ dvijātibhyaḥ tam gaja varam upadarśayan 
SA_K14_visvantu-63	yathā mayā gajas tyakto viprebhyaḥ parayā mudā /	yathā mayā gajaḥ tyaktaḥ viprebhyaḥ parayā mudā 
SA_K14_visvantu-64	tathāhaṃ tribhavaṃ tyaktvā spṛśeyaṃ bodhim uttamām //	tathā aham tri bhavam tyaktvā spṛśeyam bodhim uttamām 
SA_K14_visvantu-65	(Viśv 15) śuśrāva ca rājā viśvāmitraḥ putreṇa cātra viśvantareṇa rājyavardhano nāma	viśu śuśrāva ca rājā viśvāmitraḥ putreṇa ca atra viśvantareṇa rājyavardhanaḥ nāma 
SA_K14_visvantu-66	gajavaraḥ pratyarthikaprayuktebhyo viprebhyo dattaḥ iti. śrutvā ca puna rājñā visvāmitreṇa	gaja varaḥ pratyarthika prayuktebhyaḥ viprebhyaḥ dattaḥ iti śrutvā ca punar rājñā visvāmitreṇa 
SA_K14_visvantu-67	paramakopakupitena viśvantaraḥ kumāra āhūyoktaḥ:	parama kopa kupitena viśvantaraḥ kumāraḥ āhūya uktaḥ 
SA_K14_visvantu-68	gaccha kumāra na te madviṣaye vastavyam iti.	gaccha kumāra na te mad viṣaye vastavyam iti 
SA_K14_visvantu-69	(Viśv 16) kumāraḥ pitrā parityaktaś cintayāmāsa:	viśu kumāraḥ pitrā parityaktaḥ cintayāmāsa 
SA_K14_visvantu-70	bodhāya mayā kṛtavyavasāyena sarvalokānugrahārthaṃ baddhasannāhena gajo 'sau tyaktas	bodhāya mayā kṛta vyavasāyena sarva loka anugraha artham baddha sannāhena gajaḥ sau tyaktaḥ 
SA_K14_visvantu-71	tadgṛhe vartamānena deyaṃ dānaṃ yathābalam /	tad gṛhe vartamānena deyam dānam yathābalam 
SA_K14_visvantu-72	tapovanaṃ vā saṃśṛtya kartavyo niyamaḥ paraḥ //	tapaḥ vanam vā saṃśṛtya kartavyaḥ niyamaḥ paraḥ 
SA_K14_visvantu-73	tato 'haṃ gṛham utsṛjya prayāsyāmi tapovanam /	tatas ham gṛham utsṛjya prayāsyāmi tapaḥ vanam 
SA_K14_visvantu-74	vaktuṃ na tūtsahe vākyaṃ na dāsyāmīti yācakaṃ //	vaktum na tu utsahe vākyam na dāsyāmi iti yācakam 
SA_K14_visvantu-75	(Viśv 17) athaivaṃ kṛtamatir bodhisatvo bhāryāyā mādryāḥ sakāśaṃ abhigamyaitad vistareṇa	atha evam kṛtamatiḥ bodhisatvaḥ bhāryāyāḥ mādryāḥ sakāśam abhigamya etat vistareṇa 
SA_K14_visvantu-76	nivedayāmāsa. tato mādrī sahaśravaṇād eva priyaviprayogāśaṃkitahṛdayā kṛtakarapuṭā bodhisatvam uvāca:	nivedayāmāsa tatas mādrī saha śravaṇāt eva priya viprayoga āśaṃkita hṛdayā kṛta kara puṭā bodhisatvam uvāca 
SA_K14_visvantu-77	āryaputra yady evam ahaṃ api tapovanaṃ yāsyāmi. na śakyaṃ mayā āryaputraviyuktayā muhūrtam api prāṇān dhārayituṃ. kutaḥ	āryaputra yadi evam aham api tapovanam yāsyāmi na śakyam mayā āryaputra viyuktayā muhūrtam api prāṇān dhārayitum kutas 
SA_K14_visvantu-78	gaganam iva candravihīnaṃ sasyavihīnā bhaved yathā pṛthivī /	gaganam iva candra vihīnam sasya vihīnā bhavet yathā pṛthivī 
SA_K14_visvantu-79	nalinīva jalavihīnā bhartṛvihīnā tathā bhaven nārī //	nalinī iva jala vihīnā bhartṛ vihīnā tathā bhavet nārī 
SA_K14_visvantu-80	(Viśv 18) bodhisatva uvāca:	bodhisatvaḥ uvāca 
SA_K14_visvantu-81	avaśyam evāvayor ante viyogena bhavitavyaṃ. eṣa hi lokasvabhāvaḥ. tvaṃ ca pravarānnapānaśayanāsanasaṃvasanopacitā	avaśyam eva āvayoḥ ante viyogena bhavitavyam eṣa hi loka svabhāvaḥ tvam ca pravara anna pāna śayana āsana saṃvasana upacitā 
SA_K14_visvantu-82	paramasukumāraśarīrā. tapovane tṛṇaparṇopacitāyāṃ bhūmyāṃ svaptavyaṃ,	parama su kumāra śarīrā tapaḥ vane tṛṇa parṇa upacitāyām bhūmyām svaptavyam 
SA_K14_visvantu-83	mūlapuṣpaphalāni cāhāro darbhopalakuśakaṇṭakacitāyāṃ mahyāṃ vicaritavyaṃ abhīkṣṇaṃ copavāsa upavasitavyaḥ,	mūla puṣpa phalāni ca āhāraḥ darbha upala kuśa kaṇṭaka citāyām mahyām vicaritavyam abhīkṣṇam ca upavāsaḥ upavasitavyaḥ 
SA_K14_visvantu-84	sarvajanasyātmā darśayitavyaḥ,	sarva janasya ātmā darśayitavyaḥ 
SA_K14_visvantu-85	sarvaprayatnenātithayaḥ pūjayitavyās. tatrāpi ca mayā avaśyaṃ yathāśaktyā dānaṃ deyaṃ. tatra bhavatyā na kathaṃcid anutāpaḥ karaṇīyas tat punar  #	sarva prayatnena atithayaḥ pūjayitavyāḥ tatra api ca mayā avaśyam yathāśaktyā dānam deyam tatra bhavatyā na kathaṃcid anutāpaḥ karaṇīyaḥ tat punar 
SA_K14_visvantu-86	api tāvat saṃpradhāryatām iti.	api tāvat saṃpradhāryatām iti 
SA_K14_visvantu-87	mādrī kathayaty āryaputra yathāśaktyāham āryaputrasya anuvartiṣyāmīti.	mādrī kathayati āryaputra yathāśaktyā aham āryaputrasya anuvartiṣyāmi iti 
SA_K14_visvantu-88	bodhisatvaḥ kathayati yady evaṃ smartavyā te iyaṃ pratijñeti.	bodhisatvaḥ kathayati yadi evam smartavyā te iyam pratijñā iti 
SA_K14_visvantu-89	(Viśv 19) tato bodhisatvaḥ pitaram abhigamya mūrdhnā praṇipatyovāca	tatas bodhisatvaḥ pitaram abhigamya mūrdhnā praṇipatya uvāca 
SA_K14_visvantu-90	kṣamasva yat tāta mayāparāddhaṃ gajapradānaṃ prati pārthivendra /	kṣamasva yat tāta mayā aparāddham gaja pradānam prati pārthiva indra 
SA_K14_visvantu-91	eṣa prayāsyāmi purād araṇyaṃ kośakṣayo mā nṛpate tavābhūd // iti	eṣa prayāsyāmi purāt araṇyam kośa kṣayaḥ mā nṛpate tava abhūt iti 
SA_K14_visvantu-92	tataḥ putraviyogaviklavo rājā bāṣpoparudhyamānagadgadakaṇṭha uvāca:	tatas putra viyoga viklavaḥ rājā bāṣpa uparudhyamāna gadgada kaṇṭhaḥ uvāca 
SA_K14_visvantu-93	putra tiṣṭha nivartyatāṃ dānān matir iti. bodhisatva uvāca	putra tiṣṭha nivartyatām dānāt matiḥ iti bodhisatvaḥ uvāca 
SA_K14_visvantu-94	apy eva parivarteta dharā sadharaṇīdharāḥ /	api eva parivarteta dharā sa dharaṇīdharāḥ 
SA_K14_visvantu-95	pradānān na tv ahaṃ cittaṃ nivarteyaṃ mahīpate //	pradānāt na tu aham cittam nivarteyam mahīpate 
SA_K14_visvantu-96	ity uktvā prakrāntaḥ.	iti uktvā prakrāntaḥ 
