segmentnr	original	analyzed
SA_GSP30_partr_pu-0	śrīdevī uvāca	śrī devī uvāca 
SA_GSP30_partr_pu-1	anuttaraṃ kathaṃ deva sadyaḥkaulikasiddhidam /	anuttaram katham deva sadyas kaulika siddhi dam 
SA_GSP30_partr_pu-2	yena vijñātamātreṇa khecarīsamatāṃ vrajet // ParTri_1 //	yena vijñāta mātreṇa khecarī sama tām vrajet 
SA_GSP30_partr_pu-3	etad guhyaṃ mahāguhyaṃ kathayasva mama prabho /	etat guhyam mahā guhyam kathayasva mama prabho 
SA_GSP30_partr_pu-4	hṛdayasthā tu yā śaktiḥ kaulinī kulanāyikā // ParTri_2 //	hṛdaya sthā tu yā śaktiḥ kaulinī kula nāyikā 
SA_GSP30_partr_pu-5	tāṃ me kathaya deveśa yena tṛptiṃ labhāmy aham /	tām me kathaya deveśa yena tṛptim labhāmi aham 
SA_GSP30_partr_pu-6	śrībhairava uvāca	śrī bhairavaḥ uvāca 
SA_GSP30_partr_pu-7	śṛṇu devi mahābhage uttarasyāpy anuttaram // ParTri_3 //	śṛṇu devi mahābhage uttarasya api anuttaram 
SA_GSP30_partr_pu-8	yad ayaṃ kauliko vidhir mama hṛdvyomny avasthitaḥ /	yat ayam kaulikaḥ vidhiḥ mama hṛd vyomni avasthitaḥ 
SA_GSP30_partr_pu-9	kathayāmi na saṃdehaḥ sadyaḥ kaulikasiddhidam // ParTri_4 //	kathayāmi na saṃdehaḥ sadyas kaulika siddhi dam 
SA_GSP30_partr_pu-10	athādyās tithayaḥ sarve svarā bindvavasānakāḥ /	atha ādyāḥ tithayaḥ sarve svarāḥ bindu avasānakāḥ 
SA_GSP30_partr_pu-11	tadantaḥ kālayogena somasūryau prakīrtitau // ParTri_5 //	tad antaḥ kāla yogena soma sūryau prakīrtitau 
SA_GSP30_partr_pu-12	pṛthivyādīni tattvāni puruṣāntāni pañcasu /	pṛthivī ādīni tattvāni puruṣa antāni pañcasu 
SA_GSP30_partr_pu-13	kramāt kādiṣu vargeṣu makārānteṣu suvrate // ParTri_6 //	kramāt kādiṣu vargeṣu makāra anteṣu suvrate 
SA_GSP30_partr_pu-14	vāyvagnisalilendrāṇāṃ dhāraṇānāṃ catuṣṭayam /	vāyu agni salila indrāṇām dhāraṇānām catuṣṭayam 
SA_GSP30_partr_pu-15	tadūrdhve śādivikhyātaṃ purastād brahmapañcakam // ParTri_7 //	tad ūrdhve śādi vikhyātam purastāt brahmapañcakam 
SA_GSP30_partr_pu-16	[var. 7cd: ūrdvhaṃ]	var c ūrdvham 
SA_GSP30_partr_pu-17	amūlā tatkramā jñeyā kṣāntā sṛṣṭir udāhṛtā /	             
SA_GSP30_partr_pu-18	sarveṣāṃ caiva mantrāṇāṃ vidyānāṃ ca yaśasvini // ParTri_8 //	sarveṣām ca eva mantrāṇām vidyānām ca yaśasvini 
SA_GSP30_partr_pu-19	iyaṃ yoniḥ samākhyātā sarvatantreṣu sarvadā /	iyam yoniḥ samākhyātā sarva tantreṣu sarvadā 
SA_GSP30_partr_pu-20	caturdaśayutaṃ bhadre tithīśāntasamanvitam // ParTri_9 //	caturdaśa yutam bhadre tithi īśa anta samanvitam 
SA_GSP30_partr_pu-21	tṛtīyam brahma suśroṇi hṛdayam bhairavātmanaḥ /	tṛtīyam brahma suśroṇi hṛdayam bhairava ātmanaḥ 
SA_GSP30_partr_pu-22	etan nāyoginījāto nārudro labhate sphuṭam // ParTri_10 //	etat na a yoginī jātaḥ na a rudraḥ labhate sphuṭam 
SA_GSP30_partr_pu-23	hṛdayaṃ devadevasya sadyo yogavimokṣadam /	hṛdayam devadevasya sadyas yoga vimokṣa dam 
SA_GSP30_partr_pu-24	asyoccāre kṛte samyaṅ mantramudrāgaṇo mahān // ParTri_11 //	asya uccāre kṛte samyak mantra mudrā gaṇaḥ mahān 
SA_GSP30_partr_pu-25	sadyas tanmukhatām eti svadehāveśalakṣaṇam /	sadyas tad mukha tām eti sva deha āveśa lakṣaṇam 
SA_GSP30_partr_pu-26	muhūrtaṃ smarate yas tu cumbakenābhimudritaḥ // ParTri_12 //	muhūrtam smarate yaḥ tu cumbakena abhimudritaḥ 
SA_GSP30_partr_pu-27	sa badhnāti tadā dehaṃ mantramudrāgaṇaṃ naraḥ /	sa badhnāti tadā deham mantra mudrā gaṇam naraḥ 
SA_GSP30_partr_pu-28	atītānāgatānarthān pṛṣṭo 'sau kathayaty api // ParTri_13 //	atīta an āgata an arthān pṛṣṭaḥ sau kathayati api 
SA_GSP30_partr_pu-29	praharād yad abhipretaṃ devatārūpam uccaran /	praharāt yat abhipretam devatā rūpam uccaran 
SA_GSP30_partr_pu-30	sakṣāt paśyaty asaṃdigdham ākṛṣṭaṃ rudraśaktibhiḥ // ParTri_14 //	sakṣāt paśyati asaṃdigdham ākṛṣṭam rudra śaktibhiḥ 
