segmentnr	original	analyzed
SA_GK21_ttrkhy2u-0	[II,1 Hiranyas Erlebnisse]	ii hiranyas erlebnisse 
SA_GK21_ttrkhy2u-1	asti dākṣiṇātye janapade mihilāropyaṃ nāma nagaram /	asti dākṣiṇātye janapade mihilāropyam nāma nagaram 
SA_GK21_ttrkhy2u-2	tasya nātidūre parivrājakāvasathaḥ /	tasya na atidūre parivrājaka āvasathaḥ 
SA_GK21_ttrkhy2u-3	tatra parivrāḍ jūṭakarṇo nāma prativasati sma /	tatra parivrāj jūṭakarṇaḥ nāma prativasati sma 
SA_GK21_ttrkhy2u-4	sa bhikṣāvelāyāṃ tasmān nagarāt tīrthabhūta iti	sa bhikṣā velāyām tasmāt nagarāt tīrtha bhūtaḥ iti 
SA_GK21_ttrkhy2u-5	brāhmaṇagṛhebhyas sakhaṇḍaguḍadāḍimagarbhāṇāṃ	brāhmaṇa gṛhebhyaḥ sa khaṇḍa guḍa dāḍima garbhāṇām 
SA_GK21_ttrkhy2u-6	snigdhadravapeśalānām annaviśeṣāṇāṃ bhikṣābhājanaṃ	snigdha drava peśalānām anna viśeṣāṇām bhikṣā bhājanam 
SA_GK21_ttrkhy2u-7	paripūrṇaṃ kṛtvā tam āvasatham avagamya yathāvidhi vratakālaṃ	paripūrṇam kṛtvā tam āvasatham avagamya yathāvidhi vrata kālam 
SA_GK21_ttrkhy2u-8	kṛtvā tatra śeṣam āpotake suguptaṃ kṛtvā nāgadantake sthāpayati /	kṛtvā tatra śeṣam āpotake su guptam kṛtvā nāga dantake sthāpayati 
SA_GK21_ttrkhy2u-9	ahaṃ saparijanas tena varte /	aham sa parijanaḥ tena varte 
SA_GK21_ttrkhy2u-10	evaṃ bhakṣyamāṇe tasmin suprayatnasthāpite 'pi nirviṇṇas sthānāt	evam bhakṣyamāṇe tasmin su prayatna sthāpite nirviṇṇaḥ sthānāt 
SA_GK21_ttrkhy2u-11	sthānam uccair matprati bhayāt saṅkramayati /	sthānam uccais mad prati bhayāt saṅkramayati 
SA_GK21_ttrkhy2u-12	tad apy aham anāyāsena prāpnomi bhakṣayāmi ca /	tat api aham anāyāsena prāpnomi bhakṣayāmi ca 
SA_GK21_ttrkhy2u-13	athaivaṃ gacchati kāle kadācit tasya parivrāḍ bṛhatsphig nāma	atha evam gacchati kāle kadācid tasya parivrāj bṛhatsphij nāma 
SA_GK21_ttrkhy2u-14	prāhuṇaka āgataḥ /	prāhuṇakaḥ āgataḥ 
SA_GK21_ttrkhy2u-15	sa jūṭakarṇas tasya svāgatādyupacāraṃ kṛtvā	sa jūṭakarṇaḥ tasya svāgata ādi upacāram kṛtvā 
SA_GK21_ttrkhy2u-16	kṛtayathocitavratakālas tasminn āpotake śeṣaṃ suguptaṃ	kṛta yathocita vrata kālaḥ tasmin āpotake śeṣam su guptam 
SA_GK21_ttrkhy2u-17	kṛtvā khaṭvāsīnaś śayanagataṃ bṛhatsphijam apṛcchat /	kṛtvā khaṭvā āsīnaḥ śayana gatam bṛhatsphijam apṛcchat 
SA_GK21_ttrkhy2u-18	bhavān itomayā viyuktaḥ /	bhavān itomayā viyuktaḥ 
SA_GK21_ttrkhy2u-19	tata ārabhya keṣu deśāntareṣu tapovaneṣu vā paribhrānta iti /	tatas ārabhya keṣu deśa antareṣu tapaḥ vaneṣu vā paribhrāntaḥ iti 
SA_GK21_ttrkhy2u-20	asāv akathayat /	asau akathayat 
SA_GK21_ttrkhy2u-21	atha kadācid ahaṃ mahākārttikyāṃ mahātīrthavare puṣkare	atha kadācid aham mahākārttikyām mahā tīrtha vare puṣkare 
