segmentnr	original	analyzed
SA_MB_saivaparibhasaHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MB_saivaparibhasaHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00075	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MB_saivaparibhasaHK-2	Uniform title: śaivasiddhāntaparibhāṣā	uniform title śaivasiddhāntaparibhāṣā 
SA_MB_saivaparibhasaHK-3	Secondary title: śaivasiddhāntaśaivaparibhāsā	secondara title śaiva siddhānta śaiva paribhāsā 
SA_MB_saivaparibhasaHK-4	Author : śivāgrayogin	authoḥ śiva agra yogin 
SA_MB_saivaparibhasaHK-5	Description: This e-text is transcribed from the devanagari edition of the Oriental Research Institute (Sanskrit Series no. 90).	description this etext is transcribed from the devanagari edition of the oriental research institute sanskrit series no 10 
SA_MB_saivaparibhasaHK-6	Notes: Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.	notes transcribed by the staff muktabodha under the supervision of mark s g dyczkowski 
SA_MB_saivaparibhasaHK-7	Revision 0:   November 11, 2005	roution november 
SA_MB_saivaparibhasaHK-8	Publisher : Oriental Research Institute, University of Madras	publisher oriental research institute university of madras 
SA_MB_saivaparibhasaHK-9	Publication year : 1950	publication year 
SA_MB_saivaparibhasaHK-10	Publication city : Madras	publication citi madras 
SA_MB_saivaparibhasaHK-11	Publication country : India	publication country india 
SA_MB_saivaparibhasaHK-12	ābbreviations:	āp breviations 
SA_MB_saivaparibhasaHK-13	"a				= adhyāya"	a adhyāya 
SA_MB_saivaparibhasaHK-14	"ahaṃ 				= ahaṃkāra"	aham ahaṃkāra 
SA_MB_saivaparibhasaHK-15	"kira				= kiraṇāgama"	kira kiraṇa āgama 
SA_MB_saivaparibhasaHK-16	"pa				=  paṭala"	pa paṭala 
SA_MB_saivaparibhasaHK-17	"parāśaropa	 		= parāśaropapurāṇa"	parāśara upa parāśara upapurāṇa 
SA_MB_saivaparibhasaHK-18	"pa pa 				=  patipaṭala"	pa pa 
SA_MB_saivaparibhasaHK-19	"pā 		 		= pāda"	pā 
SA_MB_saivaparibhasaHK-20	"puṃ 				=  puṃstattva"	        
SA_MB_saivaparibhasaHK-21	"pau  				=  pauṣkarāgama"	pau 
SA_MB_saivaparibhasaHK-22	"pra 		 		=  pramāṇa"	pra pramāṇa 
SA_MB_saivaparibhasaHK-23	"bra 				= brahma"	bra brahma 
