segmentnr	original	analyzed
SA_MB_bhuvanesvarimahastotramHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MB_bhuvanesvarimahastotramHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00309	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MB_bhuvanesvarimahastotramHK-2	Uniform title: bhuvaneśvarīmahāstotra	uniform title bhuvaneśvarī mahāstotra 
SA_MB_bhuvanesvarimahastotramHK-3	Author : pṛthavīdharācārya	authoḥ pṛthavīdhara ācārya 
SA_MB_bhuvanesvarimahastotramHK-4	Commentator : Kavi Padmanābha	commentatoḥ kavi padmanābha 
SA_MB_bhuvanesvarimahastotramHK-5	Editor : Gopal Narayan Bahura	editoḥ gopal narayan bahura 
SA_MB_bhuvanesvarimahastotramHK-6	Description: Description by Mark S.G. Dyczkowski:	description description by mark sg 
SA_MB_bhuvanesvarimahastotramHK-7	The Bhuvaneśvarīmahāstotra by Pṛthavīdharācārya with a	the bhuvaneśvarīmahāstotra by pṛthavīdhara ācārya 
SA_MB_bhuvanesvarimahastotramHK-8	commentary by Kavi Padmanābha edited by Gopal Narayan Bahura	commentary by kavi padmanābha edited by gopal narayan bahura 
SA_MB_bhuvanesvarimahastotramHK-9	Under this title the editor presents a collection of texts related to	under this title the editor presents a collection of texts related to 
SA_MB_bhuvanesvarimahastotramHK-10	Bhuvaneśvarī and her worship drawn from several manuscripts. They	bhuvaneśvarī and her worship drawn from several manuscripts they 
SA_MB_bhuvanesvarimahastotramHK-11	are:	are 
SA_MB_bhuvanesvarimahastotramHK-12	1) Bhuvaneśvarīmahāstotra by Pṛthavīdharācārya with a	bhuvaneśvarīmahāstotra by pṛthavīdhara ācārya 
SA_MB_bhuvanesvarimahastotramHK-13	commentary by Kavi PadmanAbha.	commentary by kavi padmanabha 
SA_MB_bhuvanesvarimahastotramHK-14	2) Rudrayāmalīyabhuvaneśvarīpañcāṅga	          
SA_MB_bhuvanesvarimahastotramHK-15	This is a chapter (paṭala) of the Daśavidyārahasya which said to be	this is a chapter paṭala of the daśavidyārahasya which said to be 
SA_MB_bhuvanesvarimahastotramHK-16	part of the Rudrayāmala	part of the rudrayāmala 
SA_MB_bhuvanesvarimahastotramHK-17	3) Bhuvaneśvarīpūjāpaddhatiḥ	        
SA_MB_bhuvanesvarimahastotramHK-18	This is the regular rite of the worship (nityapūjanapaddhati) of	this is the regular rite of the 
SA_MB_bhuvanesvarimahastotramHK-19	Bhuvaneśvarī drawn from the Daśavidyārahasya	bhuvaneśvarī dravn from the daśavidyārahasya 
SA_MB_bhuvanesvarimahastotramHK-20	4) Bhuvaneśvarīkavaca called Trailokyamaṅgala attributed to the Rudrayāmala.	bhuvaneśvarī kavaca called trailokyamaṅgala attributed to the rudrayāmala 
SA_MB_bhuvanesvarimahastotramHK-21	3) Bhuvaneśvarīsahasranāmastotram attributed to the Rudrayāmala	bhuvaneśvarī sahasranāma stotram attributed to the rudrayāmala 
SA_MB_bhuvanesvarimahastotramHK-22	4) Bhuvaneśvaryaṣṭottaraśatanāmastotram attributed to the Rudrayāmala	bhuvaneśvarī aṣṭottaraśata nāma stotram attributed to the rudrayāmala 
SA_MB_bhuvanesvarimahastotramHK-23	5) Bhuvaneśvaryaṣṭakam	        
SA_MB_bhuvanesvarimahastotramHK-24	6) Bhuvaneśvarīsahasranāmastotram attributed to the Mahātantrārṇava	bhuvaneśvarī sahasranāma stotram attributed to the mahā tantra arṇava 
SA_MB_bhuvanesvarimahastotramHK-25	7) Bhuvaneśvarīhṛdayastotram attributed to the Nīlasarasvatītantra	bhuvaneśvarī hṛdaya stotram attributed to the nīlasarasvatītantra 
SA_MB_bhuvanesvarimahastotramHK-26	8) Bhuvaneśvarīstotram attributed to the Rudrayāmala	bhuvaneśvarī stotram attributed to the rudrayāmala 
SA_MB_bhuvanesvarimahastotramHK-27	9) A text by Pṛthvīdharācārya with a commentary called	a text by pṛthvīdhara ācārya 
SA_MB_bhuvanesvarimahastotramHK-28	Bhuvaneśvarīkramacandrikā by Anantadeva of Mātṛpura who belonged	bhuvaneśvarī kramacandrikā by anantadeva of mātṛpura who belonged 
SA_MB_bhuvanesvarimahastotramHK-29	to the lineage of Dāyīdeva. There are three chapters (kalpa) dealing	to the lineage of dāyīdeva there are three chapters kalpa dealing 
SA_MB_bhuvanesvarimahastotramHK-30	with the daily rites dedicated to the goddess Bhuvaneśvarī.	daily rites dedicated to the goddess bhuvaneśvarī 
SA_MB_bhuvanesvarimahastotramHK-31	10) Laghusaptaśatīstotram. A short hymn to caṇḍikā based on the	laghu saptaśatī stotram a short hymn to caṇḍikā based on the 
SA_MB_bhuvanesvarimahastotramHK-32	Durgāsaptaśatī by Pṛthvīdharācārya	durgāsaptaśatī by pṛthvīdhara ācārya 
SA_MB_bhuvanesvarimahastotramHK-33	In his introduction the editor presents Pṛthvīdharācārya as a	in his introduction the editor presents pṛthvīdhara ācārya as a 
SA_MB_bhuvanesvarimahastotramHK-34	direct disciple of śaṅkarācārya whom he dates as belonging to the	direct disciple of śaṅkara ācārya whom he dates as belonging to the 
SA_MB_bhuvanesvarimahastotramHK-35	ninth century. Although Pṛthvīdharācārya may have been a sannyasin	century although pṛthvīdhara ācārya may have been a sannyasin 
SA_MB_bhuvanesvarimahastotramHK-36	belonging to that order, it is not possible for him to have been so	belonging to that order it is not possible for him to have been so 
SA_MB_bhuvanesvarimahastotramHK-37	early. Bhuvaneśvarī is one of the Ten Mahāvidyās. Indeed two of	early bhuvaneśvarī is one of the ten mahāvidyās indeed two 
SA_MB_bhuvanesvarimahastotramHK-38	the texts in this collection is the chapter (paṭala) of the	the texts in this collaction is the chapter paṭala of the 
SA_MB_bhuvanesvarimahastotramHK-39	Daśavidyārahasya, said to be a part of the Rudrayāmala. Four more	daśavidyārahasya said to be a part of the rudrayāmala four more 
SA_MB_bhuvanesvarimahastotramHK-40	are attributed to the Rudrayāmala directly. The practice of	are attributed to the rudrayāmala directly the practice of
SA_MB_bhuvanesvarimahastotramHK-41	attributing revelation to this work is common in the later period.	attributing revelation to this work is common in the later period 
SA_MB_bhuvanesvarimahastotramHK-42	Nīlasarasvatītantra is certainly late as is mot probably the	nīlasarasvatītantra is certainly late as is mot prabably the 
SA_MB_bhuvanesvarimahastotramHK-43	Mahātantrārṇava. The grouping and worship of the ten goddesses that	mahātantra arṇava the grouping and worship of the ten goddesses that 
SA_MB_bhuvanesvarimahastotramHK-44	constitutes the Ten Mahāvidyā is very popular in North India where	constitutes the ten mahāvidyā is very popular in north india where 
SA_MB_bhuvanesvarimahastotramHK-45	temples and shrines to them are found in several cities in the North	temples and shrines to them are found in seval citis in the north 
SA_MB_bhuvanesvarimahastotramHK-46	and even in the Kathmandu Valley. However, although the goddesses are	and even in the kathmandu valley however although the goddesses are 
SA_MB_bhuvanesvarimahastotramHK-47	known in the South they are not worshipped there as members of this	known in the south they are not worshipped there as members of this 
SA_MB_bhuvanesvarimahastotramHK-48	group. The texts where they appear together are not earlier than the	group the texts where they appear together are not earlier than the 
SA_MB_bhuvanesvarimahastotramHK-49	15th century and their introduction into Nepal is probably later.	century and their introduction into nepal is prabably later 
SA_MB_bhuvanesvarimahastotramHK-50	Notes: Revision 0: November 13, 2014	notes revision november 
SA_MB_bhuvanesvarimahastotramHK-51	Data-entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.	data entered by the staff of muktabodha under the supervision of mark sg dyczkowski 
SA_MB_bhuvanesvarimahastotramHK-52	Publisher : Rajasthan Oriental Research Institute	publisher rajasthan oriental research institute 
SA_MB_bhuvanesvarimahastotramHK-53	Publication year : 1960	publication year 
SA_MB_bhuvanesvarimahastotramHK-54	Publication city : Jodhapur	publication citi 
SA_MB_bhuvanesvarimahastotramHK-55	Publication country : India	publication country india 
SA_MB_bhuvanesvarimahastotramHK-56	śrīḥ	śrīḥ 
SA_MB_bhuvanesvarimahastotramHK-57	sakalāgamācāryacakravarttiśrīpṛthvīdharācāryaviracitam	sakala āgama ācārya cakravarti śrī pṛthvīdhara ācārya viracitam 
SA_MB_bhuvanesvarimahastotramHK-58	bhuvaneśvarīmahāstotram	         
SA_MB_bhuvanesvarimahastotramHK-59	kavipadmanābhaviracitabhāṣyavibhūṣitam	           
SA_MB_bhuvanesvarimahastotramHK-60	śrīgaṇeśāya namaḥ	śrī gaṇeśāya namaḥ 
SA_MB_bhuvanesvarimahastotramHK-61	oṃ cañcanamauktikahemamaṇḍanayutā mātā'tiraktāmbarā	om cañcana mauktika hema maṇḍana yutā mātā ati rakta ambarā 
SA_MB_bhuvanesvarimahastotramHK-62	tanvaṅgī nayanatrayātirucirā bālārkavadbhāsurā |	tanu aṅgī nayana traya ati rucirā bāla arka vat bhāsurā 
SA_MB_bhuvanesvarimahastotramHK-63	yā divyāṅkuśapāśabhūṣitakarā devī sadā bhītihā	yā divya aṅkuśa pāśa bhūṣita karā devī sadā bhīti hā 
SA_MB_bhuvanesvarimahastotramHK-64	cittasthā bhuvaneśvarī bhavatu naḥ seyaṃ mudaḥ (de) sarvadā [kh:	citta sthā bhuvaneśvarī bhavatu naḥ sā iyam mudaḥ de sarvadā 
SA_MB_bhuvanesvarimahastotramHK-65	padyasyāsya; g: pratyornopalabdhiḥ] || 1 ||	padyasya asya g pratyoḥ na upalabdhiḥ   
SA_MB_bhuvanesvarimahastotramHK-66	karṇasvarṇavilolakuṇḍaladharāmāpīnavakṣoruhāṃ	karṇa svarṇa vilola kuṇḍala dharām āpīna vakṣoruhām 
SA_MB_bhuvanesvarimahastotramHK-67	muktāhāravibhūṣaṇāṃ parilasaddhammillasanmallikām |	muktā hāra vibhūṣaṇām parilasat dhammilla sat mallikām 
SA_MB_bhuvanesvarimahastotramHK-68	līlālolitalocanāṃ śaśimukhīmābaddhakāñcīsrajaṃ	līlā ālolita locanām śaśi mukhīm ābaddha kāñcī srajam 
SA_MB_bhuvanesvarimahastotramHK-69	dīvyantīṃ bhuvaneśvarīmanudinaṃ vandāmahe mātaram || 2 ||	dīvyantīm bhuvaneśvarīm anudinam vandāmahe mātaram 
SA_MB_bhuvanesvarimahastotramHK-70	atha satāmudanyādimahormivelākulitasya [g: satāṃ	atha satām udanya ādi mahā ūrmi velā ākulitasya satām 
