segmentnr	original	analyzed
SA_MBL_allesvarivakyaniHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MBL_allesvarivakyaniHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00032	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MBL_allesvarivakyaniHK-2	Uniform title: lalleśvarīvākyāni	uniform title lalla īśvarā vākyāni 
SA_MBL_allesvarivakyaniHK-3	Author : lalleśvarī	authoḥ lalleśvarī 
SA_MBL_allesvarivakyaniHK-4	Alternate name : lal ded	alternate name lal ded 
SA_MBL_allesvarivakyaniHK-5	Commentator : bhāskara	commentatoḥ bhāskara 
SA_MBL_allesvarivakyaniHK-6	Description: Text is  vol. 26 of the Kashmir Series of Texts and Studies .	description text is vol of the kashmir series of texts and studies 
SA_MBL_allesvarivakyaniHK-7	Notes: E-text transcribed by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.    Revision 0: 15/10/2007	notes etext transcribed by the staff of muktabodha under the direction of mark s g dyczkowski 
SA_MBL_allesvarivakyaniHK-8	Publisher : Research Department, Jammu and Kashmir State	publisher research depatment jammu and kashmir state 
SA_MBL_allesvarivakyaniHK-9	Publication year : 1918	publication year 
SA_MBL_allesvarivakyaniHK-10	Publication city : Srinigar	publication citi srinigar 
SA_MBL_allesvarivakyaniHK-11	Publication country : India	publication country india 
SA_MBL_allesvarivakyaniHK-12	oṃ	om 
SA_MBL_allesvarivakyaniHK-13	śrīgaṇeśāya namaḥ	śrī gaṇeśāya namaḥ 
SA_MBL_allesvarivakyaniHK-14	atha	atha 
SA_MBL_allesvarivakyaniHK-15	lalleśvarīvākyāni	        
SA_MBL_allesvarivakyaniHK-16	śrīrājānakabhāskarācāryasaṃdṛbdhasaṃskṛtapadyopetāni |	                            
SA_MBL_allesvarivakyaniHK-17	nutvā devaṃ śrīgaṇeśaṃ sureśaṃ	nutvā devam śrī gaṇeśam sureśam 
SA_MBL_allesvarivakyaniHK-18	smṛtvā citte śrīguroḥ pādukāṃ ca |	smṛtvā citte śrī guroḥ pādukām ca 
SA_MBL_allesvarivakyaniHK-19	lallādevīproditaṃ vākyajātaṃ	           
SA_MBL_allesvarivakyaniHK-20	padyairdṛbdhaṃ racyate bhāskareṇa || 1 ||	padyaiḥ dṛbdham racyate bhāskareṇa 
SA_MBL_allesvarivakyaniHK-21	abyāsi savikāsa laya vvathū,	abyāsi sa vikāsa laya vvathū 
SA_MBL_allesvarivakyaniHK-22	gaganasa saguṇa myūlu samicaṭā |	saguṇa 
SA_MBL_allesvarivakyaniHK-23	śūnya galu ta anāmaya mvatū,	śūnya galu ta anāmaya mvatū 
SA_MBL_allesvarivakyaniHK-24	ihuya upadeśa chuya bhaṭāṃ || 1 ||	upadeśa chuya 
SA_MBL_allesvarivakyaniHK-25	ābhyāsena layaṃ nīte dṛśye śunyatvamāgate |	ābhyāsena layam nīte dṛśye śunya tvam āgate 
SA_MBL_allesvarivakyaniHK-26	sākṣirūpaṃ śiṣyate tacchānte śūnye'pyanāmayam || 1 ||	sākṣi rūpam śiṣyate tat śānte śūnye pi anāmayam 
SA_MBL_allesvarivakyaniHK-27	p. 2) vāka mānasa kvala akvala nā ati,	vāka mānasa kvala akvala nā ati 
