segmentnr	original	analyzed
SA_MB_brhannilatantram-HK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MB_brhannilatantram-HK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00116	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MB_brhannilatantram-HK-2	Uniform title: bṛhannīlatantra	uniform title bṛhat nīlatantra 
SA_MB_brhannilatantram-HK-3	Editor : kaul madhusudan	e t itoḥ kaul madhusudan 
SA_MB_brhannilatantram-HK-4	Description: Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.	description transcribed by the staff of muktabodha under the supervision of mark s g dyczkowski 
SA_MB_brhannilatantram-HK-5	Revision 1: Sept. 17, 2008	revision 
SA_MB_brhannilatantram-HK-6	Publication year : 1941	publication year 
SA_MB_brhannilatantram-HK-7	Publication city : Srinigar	publication citi srinigar 
SA_MB_brhannilatantram-HK-8	Publication country : India	publication country india 
SA_MB_brhannilatantram-HK-9	b##########################################################	b 
SA_MB_brhannilatantram-HK-10	atha	atha 
SA_MB_brhannilatantram-HK-11	bṛhannīlatantram |	      
SA_MB_brhannilatantram-HK-12	prathamaḥ paṭalaḥ |	prathamaḥ paṭalaḥ 
SA_MB_brhannilatantram-HK-13	oṃ śrīgaṇeśāya namaḥ | namastārāyai |	om śrī gaṇeśāya namaḥ namaḥ tārāyai 
SA_MB_brhannilatantram-HK-14	kailāsaśikharāsīnaṃ bhairavaṃ kālasaṃjñitam |	kailāsa śikhara āsīnam bhairavam kāla saṃjñitam 
SA_MB_brhannilatantram-HK-15	provāca sādaraṃ devī tasya vakṣaḥsamāśritā || 1-1 ||	provāca sa ādaram devī tasya vakṣaḥ samāśritā 
SA_MB_brhannilatantram-HK-16	purā pratiśrutaṃ deva kālītantraprakāśane |	purā pratiśrutam deva kālītantra prakāśane 
SA_MB_brhannilatantram-HK-17	nīlatantraprakāśāya tad vadasva sadāśiva || 1-2 ||	nīlatantra prakāśāya tat vadasva sadāśiva 
SA_MB_brhannilatantram-HK-18	yasya vijñānamātreṇa vijayī bhuvi jāyate |	yasya vijñāna mātreṇa vijayī bhuvi jāyate 
SA_MB_brhannilatantram-HK-19	yaj jñātvā sādhakāḥ sarve vicaranti yathā tathā || 1-3 ||	yat jñātvā sādhakāḥ sarve vicaranti yathā tathā 
SA_MB_brhannilatantram-HK-20	yasya vijñānamātreṇa kavitā cittamodinī |	yasya vijñāna mātreṇa kavi tā citta modinī 
SA_MB_brhannilatantram-HK-21	jāyate ca mahādeva tattvaṃ tat kathayasva me || 1-4 ||	jāyate ca mahādeva tattvam tat kathayasva me  /
SA_MB_brhannilatantram-HK-22	śrīmahākālabhairava uvāca |	         
SA_MB_brhannilatantram-HK-23	śṛṇu sā(dhvi) varārohe sarvārthasya pradāyini |	śṛṇu sādhvi varārohe sarva arthasya pradāyini 
SA_MB_brhannilatantram-HK-24	tattvaṃ tat kathayiṣyāmi tava snehād gaṇādhipe || 1-5 ||	tattvam tat kathayiṣyāmi tava snehāt gaṇādhipe 
SA_MB_brhannilatantram-HK-25	nīlatantraprakāśāya pratijñāsīnmama priye |	nīla tantra prakāśāya pratijñāsīt mama priye 
SA_MB_brhannilatantram-HK-26	tasmāt kathyaṃ maheśāni śṛṇu(ṣva) kamalānane || 1-6 ||	tasmāt kathyam maheśāni śṛṇuṣva kamalānane 
SA_MB_brhannilatantram-HK-27	guhyād guhyataraṃ tantraṃ na prakāśyaṃ kadācana |	guhyāt guhyataram tantram na prakāśyam kadācana 
SA_MB_brhannilatantram-HK-28	tantrasyāsya prakāśācca siddhihānirna saṃśayaḥ || 1-7 ||	tantrasya asya prakāśāt ca siddhi hāniḥ na saṃśayaḥ 
SA_MB_brhannilatantram-HK-29	yadgṛhe nivaset tantraṃ tatra lakṣmīḥ sthirāyate |	yad gṛhe nivaset tantram tatra lakṣmīḥ sthirāyate 
SA_MB_brhannilatantram-HK-30	rājadvāre śmaśāne ca sabhāyāṃ raṇamadhyataḥ || 1-8 ||	rājadvāre śmaśāne ca sabhāyām raṇa madhyatas 
SA_MB_brhannilatantram-HK-31	(p. 2) nirjane ca vane ghore (śvā)padaiḥ paribhūṣite [paripūrite pāṭhāntaram |] |	nirjane ca vane ghore śvāpadaiḥ paribhūṣite paripūrite pāṭha antaram 
SA_MB_brhannilatantram-HK-32	māhātmyāt tasya deveśi camatkārī bhavet priye || 1-9 ||	māhātmyāt tasya deveśi camatkārī bhavet priye 
SA_MB_brhannilatantram-HK-33	tasmāt sarvaprayatnena gopanīyaṃ prayatnataḥ [viśeṣataḥ kha pāṭhaḥ |] |	tasmāt sarva prayatnena gopanīyam prayatnataḥ viśeṣataḥ kha pāṭhaḥ 
SA_MB_brhannilatantram-HK-34	tantrarājaṃ nīlatantraṃ tava snehāt prakāśyate || 1-10 ||	tantrarājam nīla tantram tava snehāt prakāśyate 
SA_MB_brhannilatantram-HK-35	gopanīyatamaṃ devi svayoniriva pārvati |	gopanīyatamam devi svayoniḥ iva pārvati 
SA_MB_brhannilatantram-HK-36	viśeṣaṃ mantrarājasya kathitavyaṃ varānane || 1-11 ||	viśeṣam mantrarājasya kathitavyam varānane 
SA_MB_brhannilatantram-HK-37	yajjñātāt sādhakāḥ sarve sarvaiśvaryamavāpnuyuḥ |	yad jñātāt sādhakāḥ sarve sarva aiśvaryam avāpnuyuḥ 
SA_MB_brhannilatantram-HK-38	sārāt sārataraṃ devi sarvasārasvatapradam || 1-12 ||	sārāt sārataram devi sarva sārasvata pradam 
SA_MB_brhannilatantram-HK-39	nityapūjāṃ mantrarājaṃ māntropāsanikaṃ vidhim |	nitya pūjām mantrarājam māntropāsanikam vidhim 
SA_MB_brhannilatantram-HK-40	puraścaryāṃ ca naimittakāmyānāṃ niyamaṃ tathā || 1-13 ||	puraścaryām ca naimitta kāmyānām niyamam tathā 
SA_MB_brhannilatantram-HK-41	niyamaṃ ca rahasyānāṃ kumārīpujanakramam |	niyamam ca rahasyānām kumārīpu jana kramam 
SA_MB_brhannilatantram-HK-42	mantrāntaraṃ ca deveśi puraścaryāṃ viśeṣataḥ || 1-14 ||	mantra antaram ca deveśi puraścaryām viśeṣataḥ 
SA_MB_brhannilatantram-HK-43	phalaṃ stotraṃ viśeṣeṇa kathitavyaṃ varānane |	phalam stotram viśeṣeṇa kathitavyam varānane 
SA_MB_brhannilatantram-HK-44	bhāvānāṃ nirṇayaṃ vācyaṃ pūjāntaravidhiṃ tathā || 1-15 ||	bhāvānām nirṇayam vācyam pūjā antara vidhim tathā 
SA_MB_brhannilatantram-HK-45	homasya niyamaṃ vācyaṃ vāsanātattvanirṇayam |	homasya niyamam vācyam vāsanā tattva nirṇayam 
SA_MB_brhannilatantram-HK-46	guptapūjāṃ guptamantraṃ tathā guptajapakramam || 1-16 ||	gupta pūjām gupta mantram tathā gupta japa kramam 
SA_MB_brhannilatantram-HK-47	svarṇarūpyādikaraṇaṃ sūtabhasma tathaiva ca |	svarṇa rūpya ādi karaṇam sūta bhasma tathā eva ca 
SA_MB_brhannilatantram-HK-48	sūtasya nirṇayaṃ vācyaṃ tathā ṣaṭkarmalakṣaṇam || 1-17 ||	sūtasya nirṇayam vācyam tathā ṣaṭkarma lakṣaṇam 
SA_MB_brhannilatantram-HK-49	vidyotpattiṃ viśeṣaṇa kathayiṣyāmi tacchṛṇu |	vidyā utpattim viśeṣaṇa kathayiṣyāmi tat śṛṇu 
SA_MB_brhannilatantram-HK-50	śrīdevyuvāca |	śrī devī uvāca 
SA_MB_brhannilatantram-HK-51	idānīṃ śrotumicchāmi tāriṇīṃ bhedasaṃyutām || 1-18 ||	idānīm śrotum icchāmi tāriṇīm bheda saṃyutām 
SA_MB_brhannilatantram-HK-52	saparyābhedasaṃyuktāṃ mahāpātakanāśinīm |	saparyā bheda saṃyuktām mahāpātaka nāśinīm 
SA_MB_brhannilatantram-HK-53	śrīśiva uvāca |	        
SA_MB_brhannilatantram-HK-54	siddhavidyāṃ mahādevi māyāmohanakāriṇīm || 1-19 ||	siddhavidyām mahādevi māyā mohana kāriṇīm 
SA_MB_brhannilatantram-HK-55	(p. 3) śṛṇu cārvaṅgi deveśi sarvasārasvatapradām |	śṛṇu cārvaṅgi deveśi sarva sārasvata pradām 
SA_MB_brhannilatantram-HK-56	sarvabījaṃ samuddhṛtya dvitīyaṃ bījakaṃ śṛṇu || 1-20 ||	sarva bījam samuddhṛtya dvitīyam bījakam śṛṇu 
SA_MB_brhannilatantram-HK-57	jṛmbhaṇāntaṃ tyaktapārśvaṃ prasthānavārakaṃ yutam |	jṛmbhaṇa antam tyakta pārśvam prasthāna vārakam yutam 
SA_MB_brhannilatantram-HK-58	turīyasvarasaṃyuktaṃ candrabinduvirājitam || 1-21 ||	turīya svara saṃyuktam candra bindu virājitam 
SA_MB_brhannilatantram-HK-59	bījaṃ nīlasarasvatyāstṛtīyaṃ śṛṇu bhairavi |	bījam nīlasarasvatyāḥ tṛtīyam śṛṇu bhairavi 
SA_MB_brhannilatantram-HK-60	sarvasyādyaṃ samādāya tasyādyaṃ tatra yojayet || 1-22 ||	sarvasya ādyam samādāya tasya ādyam tatra yojayet  /
SA_MB_brhannilatantram-HK-61	yātrānivāraṇaṃ tatra yojayecca maheśvari |	yātrā nivāraṇam tatra yojayet ca maheśvari 
SA_MB_brhannilatantram-HK-62	vya(dvya)ṅgavarṇayutaṃ kuryānnādabinduvirājitam || 1-23 ||	kuryāt nāda bindu virājitam 
SA_MB_brhannilatantram-HK-63	kūrcāstre'nte samāyojya mantrarājaṃ samuddharet |	           
SA_MB_brhannilatantram-HK-64	pañcākṣarī mahāvidyā śrīmannīlasarasvatī || 1-24 ||	           
SA_MB_brhannilatantram-HK-65	anayā sadṛśī vidyā trailokye cātidurlabhā |	anayā sadṛśī vidyā trailokye ca ati durlabhā 
SA_MB_brhannilatantram-HK-66	japamātreṇa sarveṣāṃ sādhakānāṃ vimuktidā || 1-25 ||	japa mātreṇa sarveṣām sādhakānām vimukti dā 
SA_MB_brhannilatantram-HK-67	atiriktaśramo hyatra nāsti he ! surapūjite |	atirikta śramaḥ hi atra na asti he sura pūjite 
SA_MB_brhannilatantram-HK-68	sārāt sārataraṃ devi sarvatantreṣu gopitam || 1-26 ||	sārāt sārataram devi sarva tantreṣu gopitam 
SA_MB_brhannilatantram-HK-69	vaśiṣṭho'sya ṛṣiḥ prokto bṛhatī cchanda ucyate |	vasiṣṭhaḥ usya ṛṣiḥ proktaḥ bṛhatī chandaḥ ucyate 
SA_MB_brhannilatantram-HK-70	nīlasarasvatī proktā devatā kāryasiddhaye || 1-27 ||	nīlasarasvatī proktā devatā kārya siddhaye 
SA_MB_brhannilatantram-HK-71	kavitvārthe viniyogaḥ sarvasiddhisamṛddhidaḥ |	kavi tva arthe viniyogaḥ sarva siddhi samṛddhi daḥ 
SA_MB_brhannilatantram-HK-72	hū/ bījamastraṃ śaktiḥ syādevamṛṣyādikalpanā || 1-28 ||	hū bījam astram śaktiḥ syāt evam ṛṣi ādi kalpanā 
SA_MB_brhannilatantram-HK-73	utthāya cottare yāme cintayet tāriṇīṃ parām |	utthāya ca uttare yāme cintayet tāriṇīm parām 
SA_MB_brhannilatantram-HK-74	mūlādibrahmarandhrāntaṃ visatantutanīyasīm || 1-29 ||	mūla ādi brahmarandhra antam visa tantu tanīyasīm  /
SA_MB_brhannilatantram-HK-75	mūlamantramayīṃ sākṣādamṛtānandarūpiṇīm |	mūlamantra mayīm sākṣāt amṛta ānanda rūpiṇīm 
SA_MB_brhannilatantram-HK-76	sūryakoṭipratīkāśāṃ candrakoṭisuśītalām || 1-30 ||	sūrya koṭi pratīkāśām candra koṭi su śītalām 
SA_MB_brhannilatantram-HK-77	taḍitkoṭisamaprakhyāṃ kālānalaśikhopari [kāmānandaśikho kha pāṭhaḥ |] |	taḍit koṭi sama prakhyām kāla anala śikhā upari kāma ānanda śikhā kha pāṭhaḥ 
SA_MB_brhannilatantram-HK-78	tatprabhāpaṭala[maṇḍala kha pāṭhaḥ |]vyāptipaṭalāṅkitadehavān || 1-31 ||	tad prabhā paṭala maṇḍala kha pāṭhaḥ vyāpti paṭala aṅkita dehavān  /
SA_MB_brhannilatantram-HK-79	(p. 4) sarvamaṅgalasaṃpannaḥ snānakarma samārabhet |	sarva maṅgala saṃpannaḥ snāna karma samārabhet 
SA_MB_brhannilatantram-HK-80	mṛtkuśānapi saṃgṛhya [saṃgrāhya kha pāṭhaḥ |] gatvā jalāntikaṃ tataḥ || 1-32	mṛd kuśān api saṃgṛhya saṃgrāhya kha pāṭhaḥ gatvā jala antikam tatas 
SA_MB_brhannilatantram-HK-81	malāpakarṣaṇaṃ kṛtvā mantrasnānaṃ samācaret |	malāpakarṣaṇam kṛtvā mantrasnānam samācaret 
SA_MB_brhannilatantram-HK-82	punarnimajjya payasi saṃkalpaṃ sa samācaret || 1-33 ||	punar nimajjya payasi saṃkalpam sa samācaret  /
SA_MB_brhannilatantram-HK-83	iṣṭadevyāḥ prapūjārthaṃ kuryāt snānaṃ jalāśaye |	iṣṭa devyāḥ prapūjā artham kuryāt snānam jalāśaye 
SA_MB_brhannilatantram-HK-84	bilvākṣatamoḍrapuṣpaṃ kulapuṣpaṃ kuśāñjalam || 1-34 ||	bilva akṣatam oḍra puṣpam kula puṣpam kuśa añjalam 
SA_MB_brhannilatantram-HK-85	prasthagrāhe tāmrapātre kṛtvā cārghyaṃ nivedayet |	prastha grāhe tāmra pātre kṛtvā ca arghyam nivedayet 
SA_MB_brhannilatantram-HK-86	mūlānte codyadādityamaṇḍalamadhyavartinyai || 1-35 ||	mūla ante ca udyat āditya maṇḍala madhya vartinyai  /
SA_MB_brhannilatantram-HK-87	śiva[nitya kha pāṭhaḥ |]caitanyamayyai (ca) svāheti tanmanuḥ smṛtaḥ |	śiva nitya kha pāṭhaḥ caitanya mayyai ca svāhā iti tat manuḥ smṛtaḥ 
SA_MB_brhannilatantram-HK-88	mūrtibhede maheśāni snānamanyacchṛṇu priye || 1-36 ||	mūrti bhede maheśāni snānam anyat śṛṇu priye 
SA_MB_brhannilatantram-HK-89	protthāya cottare yāme śiraḥpadme guruṃ smaran |	protthāya ca uttare yāme śiraḥ padme gurum smaran 
SA_MB_brhannilatantram-HK-90	mūlādibrahmarandhrāntaṃ mūlavidyāṃ vibhāvayet || 1-37 ||	                
SA_MB_brhannilatantram-HK-91	prodyatsūryapratīkāśāṃ kuṇḍalīṃ paradevatām |	prodyat sūrya pratīkāśām kuṇḍalīm para devatām 
SA_MB_brhannilatantram-HK-92	yātāyātakrameṇaiva cāmṛtīkṛtavigrahām || 1-38 ||	yāta āyāta krameṇa eva ca amṛtīkṛta vigrahām 
SA_MB_brhannilatantram-HK-93	mūlavidyāṃ japed dhyātvā cāṣṭottaraśataṃ kramāt |	mūlavidyām japet dhyātvā ca aṣṭottaraśatam kramāt 
SA_MB_brhannilatantram-HK-94	mṛtkuśānapi saṃgṛhya gatvā jalāntikaṃ tataḥ || 1-39 ||	mṛd kuśān api saṃgṛhya gatvā jala antikam tatas 
SA_MB_brhannilatantram-HK-95	pratyuṣasi gurościntāṃ kṛtvā snānaṃ samācaret |	prati uṣasi guroḥ cintām kṛtvā snānam samācaret 
SA_MB_brhannilatantram-HK-96	nadyādiṃ samanuprāpya snāyādapsu maheśvari || 1-40 ||	nadī ādim samanuprāpya snāyāt apsu maheśvari 
SA_MB_brhannilatantram-HK-97	devīrūpaṃ jalaṃ dhyātvā gṛhītvā jaladarbhakam |	devī rūpam jalam dhyātvā gṛhītvā jala darbhakam 
SA_MB_brhannilatantram-HK-98	malāpakarṣaṇaṃ kṛtvā mantrasnānaṃ samācaret || 1-41 ||	malāpakarṣaṇam kṛtvā mantrasnānam samācaret 
SA_MB_brhannilatantram-HK-99	tatprītyai parameśāni snānaṃ kuryāt samāhitaḥ |	tad prītyai parameśāni snānam kuryāt samāhitaḥ 
SA_MB_brhannilatantram-HK-100	ādau ca vaidikīṃ saṃdhyāṃ kṛtvā snānaṃ samācaret || 1-42 ||	ādau ca vaidikīm saṃdhyām kṛtvā snānam samācaret 
SA_MB_brhannilatantram-HK-101	(paścāt tu tāntrikīṃ sandhyāṃ) kuryāccaivāgamoditām |	paścāt tu tāntrikīm sandhyām kuryāt ca eva āgama uditām 
SA_MB_brhannilatantram-HK-102	saṃdhyāṃ kṛtvā tato vīraḥ kulakoṭiṃ samuddharet || 1-43 ||	saṃdhyām kṛtvā tatas vīraḥ kula koṭim samuddharet  /
SA_MB_brhannilatantram-HK-103	(p. 5) snānārthaṃ mṛttikāṃ nītvā saṃghṛṣya ca karadvaye |	snāna artham mṛttikām nītvā saṃghṛṣya ca kara dvaye 
SA_MB_brhannilatantram-HK-104	gātrānulepanaṃ kuryādastramantreṇa deśikaḥ || 1-44 ||	gātra anulepanam kuryāt astramantreṇa deśikaḥ 
SA_MB_brhannilatantram-HK-105	sūryāya darśayedādau tataḥ kuryācca lepanam |	sūryāya darśayet ādau tatas kuryāt ca lepanam 
