segmentnr	original	analyzed
SA_GV01_rv_hn01u-0	Ṛgveda 1	ṛgveda 
SA_GV01_rv_hn01u-1	RV_1,001.01a agnim īḷe purohitaṃ yajñasya devam ṛtvijam /	agnim īḍe purohitam yajñasya devam ṛtvijam 
SA_GV01_rv_hn01u-2	RV_1,001.01c hotāraṃ ratnadhātamam //	hotāram ratna dhātamam 
SA_GV01_rv_hn01u-3	RV_1,001.02a agniḥ pūrvebhir ṛṣibhir īḍyo nūtanair uta /	agniḥ pūrvebhiḥ ṛṣibhiḥ īḍyaḥ nūtanaiḥ uta 
SA_GV01_rv_hn01u-4	RV_1,001.02c sa devāṃ eha vakṣati //	sa devān ā iha vakṣati 
SA_GV01_rv_hn01u-5	RV_1,001.03a agninā rayim aśnavat poṣam eva dive-dive /	agninā rayim aśnavat poṣam eva dive dive 
SA_GV01_rv_hn01u-6	RV_1,001.03c yaśasaṃ vīravattamam //	yaśasam vīravattamam 
SA_GV01_rv_hn01u-7	RV_1,001.04a agne yaṃ yajñam adhvaraṃ viśvataḥ paribhūr asi /	agne yam yajñam adhvaram viśvatas paribhūḥ asi 
SA_GV01_rv_hn01u-8	RV_1,001.04c sa id deveṣu gacchati //	saḥ id deveṣu gacchati 
SA_GV01_rv_hn01u-9	RV_1,001.05a agnir hotā kavikratuḥ satyaś citraśravastamaḥ /	agniḥ hotā kavi kratuḥ satyaḥ citra śravastamaḥ 
SA_GV01_rv_hn01u-10	RV_1,001.05c devo devebhir ā gamat //	devaḥ devebhiḥ ā gamat 
SA_GV01_rv_hn01u-11	RV_1,001.06a yad aṅga dāśuṣe tvam agne bhadraṃ kariṣyasi /	yat aṅga dāśuṣe tvam agne bhadram kariṣyasi 
SA_GV01_rv_hn01u-12	RV_1,001.06c tavet tat satyam aṅgiraḥ //	tava id tat satyam aṅgiraḥ 
SA_GV01_rv_hn01u-13	RV_1,001.07a upa tvāgne dive-dive doṣāvastar dhiyā vayam /	upa tvā agne dive dive doṣāvastar dhiyā vayam 
SA_GV01_rv_hn01u-14	RV_1,001.07c namo bharanta emasi //	namaḥ bharantaḥ emasi 
SA_GV01_rv_hn01u-15	RV_1,001.08a rājantam adhvarāṇāṃ gopām ṛtasya dīdivim /	rājantam adhvarāṇām gopām ṛtasya dīdivim 
SA_GV01_rv_hn01u-16	RV_1,001.08c vardhamānaṃ sve dame //	vardhamānam sve dame 
SA_GV01_rv_hn01u-17	RV_1,001.09a sa naḥ piteva sūnave 'gne sūpāyano bhava /	sa naḥ pitā iva sūnave gne su upāyanaḥ bhava 
SA_GV01_rv_hn01u-18	RV_1,001.09c sacasvā naḥ svastaye //	sacasva naḥ svastaye 
SA_GV01_rv_hn01u-19	RV_1,002.01a vāyav ā yāhi darśateme somā araṅkṛtāḥ /	vāyo ā yāhi darśata ime somāḥ araṅkṛtāḥ 
SA_GV01_rv_hn01u-20	RV_1,002.01c teṣām pāhi śrudhī havam //	teṣām pāhi śrudhi havam 
SA_GV01_rv_hn01u-21	RV_1,002.02a vāya ukthebhir jarante tvām acchā jaritāraḥ /	vāyo ukthebhiḥ jarante tvām acchā jaritāraḥ 
SA_GV01_rv_hn01u-22	RV_1,002.02c sutasomā aharvidaḥ //	suta somāḥ ahar vidaḥ 
SA_GV01_rv_hn01u-23	RV_1,002.03a vāyo tava prapṛñcatī dhenā jigāti dāśuṣe /	vāyo tava prapṛñcatī dhenā jigāti dāśuṣe 
SA_GV01_rv_hn01u-24	RV_1,002.03c urūcī somapītaye //	urūcī soma pītaye 
SA_GV01_rv_hn01u-25	RV_1,002.04a indravāyū ime sutā upa prayobhir ā gatam /	indra vāyū ime sutāḥ upa prayobhiḥ ā gatam 
SA_GV01_rv_hn01u-26	RV_1,002.04c indavo vām uśanti hi //	indavaḥ vām uśanti hi 
SA_GV01_rv_hn01u-27	RV_1,002.05a vāyav indraś ca cetathaḥ sutānāṃ vājinīvasū /	vāyo indraḥ ca cetathaḥ sutānām vājinīvasū 
SA_GV01_rv_hn01u-28	RV_1,002.05c tāv ā yātam upa dravat //	tau ā yātam upa dravat 
SA_GV01_rv_hn01u-29	RV_1,002.06a vāyav indraś ca sunvata ā yātam upa niṣkṛtam /	vāyo indraḥ ca sunvataḥ ā yātam upa niṣkṛtam 
SA_GV01_rv_hn01u-30	RV_1,002.06c makṣv itthā dhiyā narā //	makṣū itthā dhiyā narā 
SA_GV01_rv_hn01u-31	RV_1,002.07a mitraṃ huve pūtadakṣaṃ varuṇaṃ ca riśādasam /	mitram huve pūta dakṣam varuṇam ca riśādasam 
SA_GV01_rv_hn01u-32	RV_1,002.07c dhiyaṃ ghṛtācīṃ sādhantā //	dhiyam ghṛtācīm sādhantā 
SA_GV01_rv_hn01u-33	RV_1,002.08a ṛtena mitrāvaruṇāv ṛtāvṛdhāv ṛtaspṛśā /	ṛtena mitrāvaruṇau ṛtāvṛdhau ṛta spṛśā 
SA_GV01_rv_hn01u-34	RV_1,002.08c kratum bṛhantam āśāthe //	kratum bṛhantam āśāthe 
SA_GV01_rv_hn01u-35	RV_1,002.09a kavī no mitrāvaruṇā tuvijātā urukṣayā /	kavī naḥ mitrāvaruṇā tuvi jātau uru kṣayā 
SA_GV01_rv_hn01u-36	RV_1,002.09c dakṣaṃ dadhāte apasam //	dakṣam dadhāte apasam 
SA_GV01_rv_hn01u-37	RV_1,003.01a aśvinā yajvarīr iṣo dravatpāṇī śubhas patī /	aśvinā yajvarīḥ iṣaḥ dravat pāṇī śubhaḥ patī 
SA_GV01_rv_hn01u-38	RV_1,003.01c purubhujā canasyatam //	puru bhujā canasyatam 
SA_GV01_rv_hn01u-39	RV_1,003.02a aśvinā purudaṃsasā narā śavīrayā dhiyā /	aśvinā puru daṃsasā narā śavīrayā dhiyā 
SA_GV01_rv_hn01u-40	RV_1,003.02c dhiṣṇyā vanataṃ giraḥ //	dhiṣṇyā vanatam giraḥ 
SA_GV01_rv_hn01u-41	RV_1,003.03a dasrā yuvākavaḥ sutā nāsatyā vṛktabarhiṣaḥ /	dasrā yuvākavaḥ sutāḥ nāsatyā vṛkta barhiṣaḥ 
SA_GV01_rv_hn01u-42	RV_1,003.03c ā yātaṃ rudravartanī //	ā yātam rudravartanī 
SA_GV01_rv_hn01u-43	RV_1,003.04a indrā yāhi citrabhāno sutā ime tvāyavaḥ /	indra ā yāhi citra bhāno sutāḥ ime tvāyavaḥ 
SA_GV01_rv_hn01u-44	RV_1,003.04c aṇvībhis tanā pūtāsaḥ //	aṇvībhiḥ tanā pūtāsaḥ 
SA_GV01_rv_hn01u-45	RV_1,003.05a indrā yāhi dhiyeṣito viprajūtaḥ sutāvataḥ /	indra ā yāhi dhiyā iṣitaḥ vipra jūtaḥ sutāvataḥ 
SA_GV01_rv_hn01u-46	RV_1,003.05c upa brahmāṇi vāghataḥ //	upa brahmāṇi vāghataḥ 
SA_GV01_rv_hn01u-47	RV_1,003.06a indrā yāhi tūtujāna upa brahmāṇi harivaḥ /	indra ā yāhi tūtujānaḥ upa brahmāṇi harivas 
SA_GV01_rv_hn01u-48	RV_1,003.06c sute dadhiṣva naś canaḥ //	sute dadhiṣva naḥ canaḥ 
SA_GV01_rv_hn01u-49	RV_1,003.07a omāsaś carṣaṇīdhṛto viśve devāsa ā gata /	omāsaḥ carṣaṇī dhṛtaḥ viśve devāsaḥ ā gata 
SA_GV01_rv_hn01u-50	RV_1,003.07c dāśvāṃso dāśuṣaḥ sutam //	dāśvāṃsaḥ dāśuṣaḥ sutam 
SA_GV01_rv_hn01u-51	RV_1,003.08a viśve devāso apturaḥ sutam ā ganta tūrṇayaḥ /	viśve devāsaḥ apturaḥ sutam ā ganta tūrṇayaḥ 
SA_GV01_rv_hn01u-52	RV_1,003.08c usrā iva svasarāṇi //	usrāḥ iva svasarāṇi 
SA_GV01_rv_hn01u-53	RV_1,003.09a viśve devāso asridha ehimāyāso adruhaḥ /	viśve devāsaḥ asridhaḥ ehimāyāsaḥ adruhaḥ 
SA_GV01_rv_hn01u-54	RV_1,003.09c medhaṃ juṣanta vahnayaḥ //	medham juṣanta vahnayaḥ 
SA_GV01_rv_hn01u-55	RV_1,003.10a pāvakā naḥ sarasvatī vājebhir vājinīvatī /	pāvakā naḥ sarasvatī vājebhiḥ vājinīvatī 
SA_GV01_rv_hn01u-56	RV_1,003.10c yajñaṃ vaṣṭu dhiyāvasuḥ //	yajñam vaṣṭu dhiyāvasuḥ 
SA_GV01_rv_hn01u-57	RV_1,003.11a codayitrī sūnṛtānāṃ cetantī sumatīnām /	codayitrī sūnṛtānām cetantī sumatīnām 
SA_GV01_rv_hn01u-58	RV_1,003.11c yajñaṃ dadhe sarasvatī //	yajñam dadhe sarasvatī 
SA_GV01_rv_hn01u-59	RV_1,003.12a maho arṇaḥ sarasvatī pra cetayati ketunā /	mahaḥ arṇaḥ sarasvatī pra cetayati ketunā 
SA_GV01_rv_hn01u-60	RV_1,003.12c dhiyo viśvā vi rājati //	dhiyaḥ viśvāḥ vi rājati 
SA_GV01_rv_hn01u-61	RV_1,004.01a surūpakṛtnum ūtaye sudughām iva goduhe /	su rūpa kṛtnum ūtaye sudughām iva go duhe 
SA_GV01_rv_hn01u-62	RV_1,004.01c juhūmasi dyavi-dyavi //	juhūmasi dyavidyavi 
SA_GV01_rv_hn01u-63	RV_1,004.02a upa naḥ savanā gahi somasya somapāḥ piba /	upa naḥ savanā gahi somasya soma pāḥ piba 
