segmentnr	original	analyzed
MBparasambhumahimnastavaHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBparasambhumahimnastavaHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00358	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBparasambhumahimnastavaHK-2	Uniform title: paraśambhumahimnastava	uniform title para śambhu mahiman tvad 
MBparasambhumahimnastavaHK-3	Author : durvāsa	authoḥ durvāsa 
MBparasambhumahimnastavaHK-4	Author : alias krodhabhaṭṭāraka	authoḥ a lias krodhabhaṭṭāraka 
MBparasambhumahimnastavaHK-5	Notes: Data entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.	notes data entered by the staff muktabodha under the supervision of mark s g dyczkowski 
MBparasambhumahimnastavaHK-6	Revision 0: June 26, 2016	revision june 
MBparasambhumahimnastavaHK-7	Publisher : N. Rajam & Co.	publisheḥ n rajam ca 
MBparasambhumahimnastavaHK-8	Publication year : 1946	publication year 
MBparasambhumahimnastavaHK-9	Publication city : Madras	publication citi madras 
MBparasambhumahimnastavaHK-10	Publication country : India	publication country india 
MBparasambhumahimnastavaHK-11	śivābhyāṃ namaḥ	śivābhyām namaḥ 
MBparasambhumahimnastavaHK-12	paraśaṃbhumahimnastavaḥ	para śaṃbhu mahimnaḥ stavaḥ 
MBparasambhumahimnastavaHK-13	prathamaṃ prakaraṇam	prathamam prakaraṇam 
MBparasambhumahimnastavaHK-14	anekaśaktisaṃghaṭṭaprakāśalaharītanuḥ |	            
MBparasambhumahimnastavaHK-15	śuddhasaṃvicchivaḥ pāyādvibhuḥ śrīparameśvaraḥ ||	               
MBparasambhumahimnastavaHK-16	śrīśaṃbho te mahimnaḥ stutipatharacitāḥ sāṅgavedāḥ saśāstrāḥ siddhāntāḥ	śrī śaṃbho te mahimnaḥ stutipatha racitāḥ sa aṅga vedāḥ sa śāstrāḥ siddhāntāḥ 
MBparasambhumahimnastavaHK-17	sāṅgavidyāḥ sacakitamatayo naiva paśyanti pāram | sādyantāstvāmanantaṃ	sa aṅga vidyāḥ sa cakita matayaḥ na eva paśyanti pāram sa ādi antāḥ tvām anantam 
MBparasambhumahimnastavaHK-18	paramaśivaguruṃ te kathaṃ varṇayeyu-	parama śiva gurum te katham varṇayeyuḥ 
MBparasambhumahimnastavaHK-19	stasmātprajñānusārādahamapi bhavataḥ staumi kiṃciccaritram || 1 ||	s tasmāt prajñā anusārāt aham api bhavataḥ staumi kiṃcid caritram 
MBparasambhumahimnastavaHK-20	kvānandātmaprakāśastava paramahimāpārapīyūṣasindhu-	kva ānanda ātma prakāśaḥ tava para mahima apāra pīyūṣa sindhu 
