segmentnr	original	analyzed
MBkaamaakhyaatantraHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBkaamaakhyaatantraHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00132	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBkaamaakhyaatantraHK-2	Uniform title: kāmākhyātantra	uniform title kāmākhyātantra 
MBkaamaakhyaatantraHK-3	Editor : r m caṭṭopādhyāya	r caṭṭa upādhyāya 
MBkaamaakhyaatantraHK-4	Description: Transcribed by the staff of Muktabodha.	description transcribed by the staff of muktabodha 
MBkaamaakhyaatantraHK-5	Notes: Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.	notes transcribed by the staff muktabodha under the supervision of mark s g dyczkowski 
MBkaamaakhyaatantraHK-6	Revision 0: Sept. 22, 2008	revision 
MBkaamaakhyaatantraHK-7	Publisher : unknown-pree 1900 Bengali Script	publisher unknownpree bengali script 
MBkaamaakhyaatantraHK-8	Publication country : India	publication country india 
MBkaamaakhyaatantraHK-9	|| oṃ namaḥ paradevatāyai ||	om namaḥ para devatāyai 
MBkaamaakhyaatantraHK-10	kāmākhyātantre	kāma ākhyā tantre 
MBkaamaakhyaatantraHK-11	prathamaḥ paṭalaḥ	prathamaḥ paṭalaḥ 
MBkaamaakhyaatantraHK-12	śrīdevī uvāca	śrī devī uvāca 
