segmentnr	original	analyzed
SA_GE09_ram_05_u-0	Vālmīki: Rāmāyaṇa,	vālmīki rāmāyaṇa 
SA_GE09_ram_05_u-1	5. Sundarakaṇḍa	  
SA_GE09_ram_05_u-2	5.001.001a tato rāvaṇanītāyāḥ sītāyāḥ śatrukarśanaḥ	tatas rāvaṇa nītāyāḥ sītāyāḥ śatru karśanaḥ 
SA_GE09_ram_05_u-3	5.001.001c iyeṣa padam anveṣṭuṃ cāraṇācarite pathi	iyeṣa padam anveṣṭum cāraṇa ācarite pathi 
SA_GE09_ram_05_u-4	5.001.002a atha vaidūryavarṇeṣu śādvaleṣu mahābalaḥ	atha vaidūrya varṇeṣu śādvaleṣu mahā balaḥ 
SA_GE09_ram_05_u-5	5.001.002c dhīraḥ salilakalpeṣu vicacāra yathāsukham	dhīraḥ salila kalpeṣu vicacāra yathāsukham 
SA_GE09_ram_05_u-6	5.001.003a dvijān vitrāsayan dhīmān urasā pādapān haran	dvijān vitrāsayan dhīmān urasā pādapān haran 
SA_GE09_ram_05_u-7	5.001.003c mṛgāṃś ca subahūn nighnan pravṛddha iva kesarī	mṛgān ca su bahūn nighnan pravṛddhaḥ iva kesarī 
SA_GE09_ram_05_u-8	5.001.004a nīlalohitamāñjiṣṭhapadmavarṇaiḥ sitāsitaiḥ	nīlalohita māñjiṣṭha padma varṇaiḥ sita asitaiḥ 
SA_GE09_ram_05_u-9	5.001.004c svabhāvavihitaiś citrair dhātubhiḥ samalaṃkṛtam	svabhāva vihitaiḥ citraiḥ dhātubhiḥ samalaṃkṛtam 
SA_GE09_ram_05_u-10	5.001.005a kāmarūpibhir āviṣṭam abhīkṣṇaṃ saparicchadaiḥ	kāmarūpibhiḥ āviṣṭam abhīkṣṇam sa paricchadaiḥ 
SA_GE09_ram_05_u-11	5.001.005c yakṣakiṃnaragandharvair devakalpaiś ca pannagaiḥ	yakṣa kiṃnara gandharvaiḥ deva kalpaiḥ ca pannagaiḥ 
SA_GE09_ram_05_u-12	5.001.006a sa tasya girivaryasya tale nāgavarāyute	sa tasya giri varyasya tale nāga vara āyute 
SA_GE09_ram_05_u-13	5.001.006c tiṣṭhan kapivaras tatra hrade nāga ivābabhau	tiṣṭhan kapi varaḥ tatra hrade nāgaḥ iva ābabhau 
SA_GE09_ram_05_u-14	5.001.007a sa sūryāya mahendrāya pavanāya svayambhuve	sa sūryāya mahā indrāya pavanāya svayambhuve 
SA_GE09_ram_05_u-15	5.001.007c bhūtebhyaś cāñjaliṃ kṛtvā cakāra gamane matim	bhūtebhyaḥ ca añjalim kṛtvā cakāra gamane matim 
SA_GE09_ram_05_u-16	5.001.008a añjaliṃ prāṅmukhaḥ kurvan pavanāyātmayonaye	añjalim prāc mukhaḥ kurvan pavanāya ātmayonaye 
SA_GE09_ram_05_u-17	5.001.008c tato hi vavṛdhe gantuṃ dakṣiṇo dakṣiṇāṃ diśam	tatas hi vavṛdhe gantum dakṣiṇaḥ dakṣiṇām diśam 
SA_GE09_ram_05_u-18	5.001.009a plavaṃgapravarair dṛṣṭaḥ plavane kṛtaniścayaḥ	plavaṃga pravaraiḥ dṛṣṭaḥ plavane kṛta niścayaḥ 
SA_GE09_ram_05_u-19	5.001.009c vavṛdhe rāmavṛddhyarthaṃ samudra iva parvasu	vavṛdhe rāma vṛddhi artham samudraḥ iva parvasu 
SA_GE09_ram_05_u-20	5.001.010a niṣpramāṇa śarīraḥ saṃl lilaṅghayiṣur arṇavam	niṣpramāṇa śarīraḥ san lilaṅghayiṣuḥ arṇavam 
SA_GE09_ram_05_u-21	5.001.010c bāhubhyāṃ pīḍayām āsa caraṇābhyāṃ ca parvatam	bāhubhyām pīḍayām āsa caraṇābhyām ca parvatam 
SA_GE09_ram_05_u-22	5.001.011a sa cacālācalāś cāru muhūrtaṃ kapipīḍitaḥ	sa cacāla acalāḥ cāru muhūrtam kapi pīḍitaḥ 
SA_GE09_ram_05_u-23	5.001.011c tarūṇāṃ puṣpitāgrāṇāṃ sarvaṃ puṣpam aśātayat	tarūṇām puṣpita agrāṇām sarvam puṣpam aśātayat 
SA_GE09_ram_05_u-24	5.001.012a tena pādapamuktena puṣpaugheṇa sugandhinā	tena pādapa muktena puṣpa ogheṇa sugandhinā 
SA_GE09_ram_05_u-25	5.001.012c sarvataḥ saṃvṛtaḥ śailo babhau puṣpamayo yathā	sarvatas saṃvṛtaḥ śailaḥ babhau puṣpa mayaḥ yathā 
SA_GE09_ram_05_u-26	5.001.013a tena cottamavīryeṇa pīḍyamānaḥ sa parvataḥ	tena ca uttama vīryeṇa pīḍyamānaḥ sa parvataḥ 
SA_GE09_ram_05_u-27	5.001.013c salilaṃ saṃprasusrāva madaṃ matta iva dvipaḥ	salilam saṃprasusrāva madam mattaḥ iva dvipaḥ 
SA_GE09_ram_05_u-28	5.001.014a pīḍyamānas tu balinā mahendras tena parvataḥ	pīḍyamānaḥ tu balinā mahendraḥ tena parvataḥ 
SA_GE09_ram_05_u-29	5.001.014c rītir nirvartayām āsa kāñcanāñjanarājatīḥ	rītiḥ nirvartayām āsa kāñcana añjana rājatīḥ 
SA_GE09_ram_05_u-30	5.001.014e mumoca ca śilāḥ śailo viśālāḥ samanaḥśilāḥ	mumoca ca śilāḥ śailaḥ viśālāḥ samanaḥśilāḥ 
SA_GE09_ram_05_u-31	5.001.015a giriṇā pīḍyamānena pīḍyamānāni sarvaśaḥ	giriṇā pīḍyamānena pīḍyamānāni sarvaśas 
SA_GE09_ram_05_u-32	5.001.015c guhāviṣṭāni bhūtāni vinedur vikṛtaiḥ svaraiḥ	guhā āviṣṭāni bhūtāni vineduḥ vikṛtaiḥ svaraiḥ 
SA_GE09_ram_05_u-33	5.001.016a sa mahāsattvasaṃnādaḥ śailapīḍānimittajaḥ	sa mahā sattva saṃnādaḥ śaila pīḍā nimitta jaḥ 
SA_GE09_ram_05_u-34	5.001.016c pṛthivīṃ pūrayām āsa diśaś copavanāni ca	pṛthivīm pūrayām āsa diśaḥ ca upavanāni ca 
SA_GE09_ram_05_u-35	5.001.017a śirobhiḥ pṛthubhiḥ sarpā vyaktasvastikalakṣaṇaiḥ	śirobhiḥ pṛthubhiḥ sarpāḥ vyakta svastika lakṣaṇaiḥ 
SA_GE09_ram_05_u-36	5.001.017c vamantaḥ pāvakaṃ ghoraṃ dadaṃśur daśanaiḥ śilāḥ	vamantaḥ pāvakam ghoram dadaṃśuḥ daśanaiḥ śilāḥ 
SA_GE09_ram_05_u-37	5.001.018a tās tadā saviṣair daṣṭāḥ kupitais tair mahāśilāḥ	tāḥ tadā saviṣaiḥ daṣṭāḥ kupitaiḥ taiḥ mahā śilāḥ 
SA_GE09_ram_05_u-38	5.001.018c jajvaluḥ pāvakoddīptā vibhiduś ca sahasradhā	jajvaluḥ pāvaka uddīptāḥ vibhiduḥ ca sahasradhā 
SA_GE09_ram_05_u-39	5.001.019a yāni cauṣadhajālāni tasmiñ jātāni parvate	yāni ca auṣadha jālāni tasmin jātāni parvate 
