segmentnr	original	analyzed
SA_K14_pamsuavu-0	Pāṃśupradāna-avadāna	pāṃśu pradāna avadāna 
SA_K14_pamsuavu-1	GBM 1508-1513 (= Divy 351.9-353.21)	ro 
SA_K14_pamsuavu-2	GBM 1514-1517 (= Divy 359.28-362.29)	ro 
SA_K14_pamsuavu-3	GBM 1508.1 (cf. Divy 351.9f.) /// + + + + + (bha)vati ( ( \) )	ro-0 ad-1 ad-1 
SA_K14_pamsuavu-4	tac chrutvā gupto gāndhikaś cintayati ayyo ahaṃ tāvad gṛhāvāse pa	tat śrutvā guptaḥ gāndhikaḥ cintayati ayyaḥ aham tāvat gṛha āvāse 
SA_K14_pamsuavu-5	GBM 1508.2 (cf. Divy 351.11f.) /// + + + (bha)[v](i)	divi div SLM
SA_K14_pamsuavu-6	[ṣ]y(a)	ṣya 
SA_K14_pamsuavu-7	ti taṃ vayam āryasya paścācchramaṇaṃ dāsyāmi \ @corrected from dasyāmaḥ@@ sthavira uvāca ( ( \)	ti tam vayam āryasya paścācchramaṇam dāsyāmi corrected from dasyāmaḥ sthaviraḥ uvāca   
SA_K14_pamsuavu-8	) vatsa eva	vatsaḥ eva 
SA_K14_pamsuavu-9	GBM 1508.3 (Divy -) /// + + (rama)[t](e)	divi SLM    ramate ram SPr3In
SA_K14_pamsuavu-10	paricārayati yāva sa bhāryā-d-āpannasatvā saṃjātā ( ( \) )	paricārayati sa bhāryā adāpannasatvā saṃjātā 
SA_K14_pamsuavu-11	sā paripūrṇair navabhi	sā paripūrṇaiḥ navabhiḥ 
SA_K14_pamsuavu-12	GBM 1508.4 (cf. Divy 351.14) /// (prāsā)	cf divi div SLM prāsā prāsā SNF
SA_K14_pamsuavu-13	[di]kaḥ tasya vistareṇa jātimahaṃ kṛtvā aśvagupto nāma kṛta[ḥ] sadhātryā ucchada	dikaḥ tasya vistareṇa jāti maham kṛtvā aśvaguptaḥ nāma kṛtaḥ sa dhātryā ucchada 
SA_K14_pamsuavu-14	GBM 1508.5 (cf. Divy 351.14f.) /// + + ya mahaṃtībhūtaḥ tadānurūpe karmaṇi śikṣaṇāya dattaḥ atha sthaviraśāṇavā	divi div SLM     yaḥ yad SNM mahaṃtībhūtaḥ mahaṃtībhū SNPaM tadā tadā  anurūpe anurūpa SLNe karmaṇi karman SLNe śikṣaṇāya śikṣaṇa SDNe dattaḥ dā SNPaM atha atha  sthavira sthavira Cp śāṇavā śāṇava SNF
SA_K14_pamsuavu-15	GBM 1508.6 (cf. Divy 351.16f.) /// .. putro bhaviṣyati taṃ vayam āryasya paścācchramaṇa[ṃ] dāsyāmi \ @corrected from dasyāmaḥ@@ ayaṃ te putro  #	divi SLM    putraḥ putra SNM bhaviṣyati SFu3In tam tad SAM mad PN āryasya ārya SGM paścācchramaṇam paścācchramaṇa SAM dāsyāmi SFu1In corrected SNPaF from  dasyāmaḥ das PPr1In idam SNM te tvad SG putraḥ putra SNM
SA_K14_pamsuavu-16	jātaḥ anu	jātaḥ anu 
SA_K14_pamsuavu-17	GBM 1508.7 (cf. Divy 351.18f.) /// [k](a)m ekaputrakaḥ anyo yo 'smākaṃ dvitīyaḥ putro bhaviṣyati taṃ vayam āryasya paścācchra	divi div SLM kam kaṃ  eka eka Cp putrakaḥ putraka SNM anyaḥ anya SNM yaḥ yad SNM mama mad PG dvitīyaḥ dvitīya SNM putraḥ putra SNM bhaviṣyati bhū SFu3In tam tad SAM vayam mad PN āryasya ārya SGM paścāt paścāt 
SA_K14_pamsuavu-18	GBM 1508.8 (cf. Divy 351.21f.) /// [p](a)śyati na :	cf divi div SLM paśyati dṛś SPr3In na na 
SA_K14_pamsuavu-19	tata @for loss of visarga cf. AIG I 287b@@ sthavira uvāca evam astv iti \ tasya yāva dvitīyaḥ putro jātaḥ tasyā	tata for loss of visarga cf ai c i  sthaviraḥ uvāca evam astu iti tasya dvitīyaḥ putraḥ jātaḥ tasyāḥ 
SA_K14_pamsuavu-20	GBM 1509.1 (cf. Divy 351.23f.) /// sa(ṃ)vṛttaḥ tadā sthaviraśāṇavāsī guptaṃ gāṃdhikam abhigamyovāca \ tvayā pratijñātaṃ	divi div SLM   saṃvṛttaḥ saṃvṛt SNPaM tadā tadā  sthavira sthavira Cp śāṇa śāṇa Cp vāsī vāsin SNM guptam gup SAPaM gāṃdhikam gāndhika SAM abhigamya abhigam Co uvāca vac SPs3In tvayā tvad SI pratijñātam pratijñā SNPaNe
SA_K14_pamsuavu-21	GBM 1509.2 (cf. Divy 351.26f.) /// (d)āsyāmi \ @corrected from dasyāmaḥ@@ ayaṃ ca te dvitīyaḥ puttra utpannaḥ anujāna pravrājayiṣyāmīti gupto	divi    dāsyāmi dā SFu1In corrected from  dasyāmaḥ dasyāma SNM idam SNM ca  te tvad SG dvitīyaḥ dvitīya SNM putra putra SNM utpannaḥ SNPaM anujāna SPr2Im pravrājayiṣyāmi iti 
SA_K14_pamsuavu-22	GBM 1509.3 (cf. Divy 351.28f.) /// [yo] 'ntargṛhaṃ paripālayiṣyati api tu yo 'smākaṃ tṛtīyaḥ putro bhaviṣyati sa ārya	divi div SLM   yaḥ yad SNM ntargṛham ntargṛha SANe paripālayiṣyati paripālay SFu3In api api  tu tu  yaḥ yad SNM mama mad PG tṛtīyaḥ tṛtīya SNM putraḥ putra SNM bhaviṣyati bhū SFu3In saḥ tad SNM ārya ārya SVM
SA_K14_pamsuavu-23	GBM 1509.4 (cf. Divy 351.30ff.) /// ..[ṃ] sa upaguptaḥ paśyati na :	divi div SLM   ṃ ṃ  saḥ tad SNM upaguptaḥ upagup SNPaM paśyati dṛś SPr3In na na 
