segmentnr	original	analyzed
MBahirbudhnyasamhitaa2HK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBahirbudhnyasamhitaa2HK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00002b	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBahirbudhnyasamhitaa2HK-2	Uniform title: ahirbudhnya saṃhita Volume 2	uniform title ahirbudhnya saṃhita volume 
MBahirbudhnyasamhitaa2HK-3	Main title: ahirbudhnya saṃhita of the pāñcarātrāgama Volume 2	main title ahirbudhnya saṃhita of the pāñcarātrāgama volume 
MBahirbudhnyasamhitaa2HK-4	Editor : Schrader, F. Otto	editoḥ schradeḥ f otto 
MBahirbudhnyasamhitaa2HK-5	Editor : Pandit M. D. Ramanujacarya	e d itoḥ pan d it m 
MBahirbudhnyasamhitaa2HK-6	Description: E-text transcribed from the ahirbudhnya saṃhita of the pāñcarātrāgama volume 2 edited by Pandit M. D. Ramanujacarya under the supervision of F. Otto Schrader	description etext transcribed from the ahirbudhnya saṃhita of the pāñcarātrāgama volume edited by pandit m d ramanujacarya under the supervision of f otto schrader
MBahirbudhnyasamhitaa2HK-7	Notes: This e-text was data-entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.   Revision 0: June 15, 2007	revision june 
MBahirbudhnyasamhitaa2HK-8	Publisher : The Adyar Library and Research Center	publisher the adyar library and research center 
MBahirbudhnyasamhitaa2HK-9	Publication year : 1916	publication year 
MBahirbudhnyasamhitaa2HK-10	Publication country : India	publication country india 
MBahirbudhnyasamhitaa2HK-11	nyāsāparaparyāyaprapattinirūpaṇaṃ nāma	          
MBahirbudhnyasamhitaa2HK-12	saptatriṃśo'dhyāyaḥ	saptatriṃśaḥ udhyāyaḥ 
MBahirbudhnyasamhitaa2HK-13	dhyātaṃ sakṛdbhavānekakoṭyaghaughaṃ haratyaram |	dhyātam sakṛt bhavān eka koṭi agha ogham harati aram 
MBahirbudhnyasamhitaa2HK-14	sudarśanasya taddivyaṃ bhargo devasya dhīmahi ||	sudarśanasya tat divyam bhargaḥ devasya dhīmahi 
MBahirbudhnyasamhitaa2HK-15	uktānuvādapūrvakaṃ sudarśanasya	ukta anuvāda pūrvakam sudarśanasya 
MBahirbudhnyasamhitaa2HK-16	ṣoḍaśabhujatvaprayojanādipraśnaḥ	ṣoḍaśa bhuja tva prayojana ādi praśnaḥ 
MBahirbudhnyasamhitaa2HK-17	nāradaḥ 	nāradaḥ 
MBahirbudhnyasamhitaa2HK-18	ākhyātaṃ bhavatā sarvaṃ bhagavan parameśvara |	ākhyātam bhavatā sarvam bhagavan parameśvara 
MBahirbudhnyasamhitaa2HK-19	saudarśanasya yantrasya mantrasya svasya ca prabho || 37-1 ||	saudarśanasya yantrasya mantrasya svasya ca prabho 
MBahirbudhnyasamhitaa2HK-20	astrāṇāṃ cāpi māhātmyaṃ svarūpaṃ lakṣaṇaṃ tathā |	astrāṇām ca api māhātmyam svarūpam lakṣaṇam tathā 
MBahirbudhnyasamhitaa2HK-21	ārādhanaṃ ca yogaśca svabhāvaśca viśeṣataḥ || 37-2 ||	ārādhanam ca yogaḥ ca svabhāvaḥ ca viśeṣataḥ 
MBahirbudhnyasamhitaa2HK-22	bhujaiḥ ṣoḍaśabhirveti proktaṃ rūpopavarṇane |	bhujaiḥ ṣoḍaśabhiḥ vā iti proktam rūpa upavarṇane 
