segmentnr	original	analyzed
SA_GS24_paninipu-0	vṛddhir ād-aic // PS_1,1.1 //	vṛddhiḥ ā t ai c 
SA_GS24_paninipu-1	adeṅ guṇaḥ // PS_1,1.2 //	a t e ṅ guṇaḥ 
SA_GS24_paninipu-2	iko guṇa-vṛddhī // PS_1,1.3 //	i kaḥ guṇa vṛddhī 
SA_GS24_paninipu-3	na dhātu-lopa ārdhadhātuke // PS_1,1.4 //	na dhātu lope ārdhadhātuke 
SA_GS24_paninipu-4	kṅiti ca // PS_1,1.5 //	k ṅ iti ca 
SA_GS24_paninipu-5	dīdhī-vevī-iṭām // PS_1,1.6 //	dīdhī vevī iṭām 
SA_GS24_paninipu-6	halo 'nantarāḥ saṃyogaḥ // PS_1,1.7 //	ha laḥ nantarāḥ saṃyogaḥ 
SA_GS24_paninipu-7	mukha-nāsikā-vacano 'nunāsikaḥ // PS_1,1.8 //	mukha nāsikā vacanaḥ nunāsikaḥ 
SA_GS24_paninipu-8	tulya-āsya-prayarnaṃ savarṇam // PS_1,1.9 //	tulya āsya prayarnam savarṇam 
SA_GS24_paninipu-9	na aj-jhalau // PS_1,1.10 //	na a c ha lau 
SA_GS24_paninipu-10	īd-ūd-ed-dvivacanaṃ pragṛhyam // PS_1,1.11 //	ī t ū t e t dvivacanam pragṛhyam 
SA_GS24_paninipu-11	adaso māt // PS_1,1.12 //	adasaḥ māt 
SA_GS24_paninipu-12	śe // PS_1,1.13 //	śe 
SA_GS24_paninipu-13	nipāta eka-aj-an-āṅ // PS_1,1.14 //	nipātaḥ eka a jana āṅ 
SA_GS24_paninipu-14	ot // PS_1,1.15 //	o t 
SA_GS24_paninipu-15	sambuddhau śākalyasya-itāv anārṣe // PS_1,1.16 //	sambuddhau śākalyasya etau anārṣe 
SA_GS24_paninipu-16	uñaḥ // PS_1,1.17 //	uñaḥ 
SA_GS24_paninipu-17	īd-ūtau ca saptamy-arthe // PS_1,1.19 //	ī t ū tau ca saptamī arthe 
SA_GS24_paninipu-18	dā-dhā ghv-adāp // PS_1,1.20 //	dā dhā ghu a dāp 
SA_GS24_paninipu-19	ādyantavad ekasmin // PS_1,1.21 //	ādi anta vat ekasmin 
