segmentnr	original	analyzed
SA_K01_vinv14_u-0	poṣadhasthāpanavastu	poṣadha sthāpana vastu 
SA_K01_vinv14_u-1	poṣadhasthāpanavastūddānam* /	poṣadha sthāpana vastu uddānam 
SA_K01_vinv14_u-2	aśuddhapoṣadhād bhikṣur maudgalyāyaṇena nāśitaḥ /	aśuddha poṣadhāt bhikṣuḥ maudgalyāyaṇena nāśitaḥ 
SA_K01_vinv14_u-3	tataḥ śāstrāṇi vigarhitvā saṃghena pṛṣṭaḥ poṣadhaḥ //	tatas śāstrāṇi vigarhitvā saṃghena pṛṣṭaḥ poṣadhaḥ 
SA_K01_vinv14_u-4	eṣā uddānagāthā caṃpāyāṃ poṣadhasūtre vistareṇa /	eṣā uddāna gāthā caṃpāyām poṣadha sūtre vistareṇa 
SA_K01_vinv14_u-5	tac ca poṣadhasūtraṃ madhyamāgame saṃgītanipāte paṭhyate //	tat ca poṣadha sūtram madhyama āgame saṃgīta nipāte paṭhyate 
SA_K01_vinv14_u-6	uddānam* /	uddānam 
SA_K01_vinv14_u-7	codanāt smāraṇāc caiva avakāśo 'vacanīyataḥ /	codanāt smāraṇāt ca eva avakāśaḥ vacanīyataḥ 
SA_K01_vinv14_u-8	avavādaḥ prasthāpanaṃ poṣadhaś ca pravāraṇā //	avavādaḥ prasthāpanam poṣadhaḥ ca pravāraṇā 
SA_K01_vinv14_u-9	uktaṃ bhagavatā saṃghasthavireṇa tv ardhamāsaṃ prātimokṣasūtroddeśa uddeṣṭavya iti /	uktam bhagavatā saṃgha sthavireṇa tu ardha māsam prātimokṣa sūtra uddeśaḥ uddeṣṭavyaḥ iti 
SA_K01_vinv14_u-10	upadhivārikaḥ saṃghasthavirasya purastāt sthitvā kathayati /	upadhivārikaḥ saṃgha sthavirasya purastāt sthitvā kathayati 
SA_K01_vinv14_u-11	sthavira prātimokṣasūtroddeśam uddiśeti /	sthavira prātimokṣa sūtra uddeśam uddiśa iti 
SA_K01_vinv14_u-12	sa kathayati /	sa kathayati 
SA_K01_vinv14_u-13	āyuṣman na (312r1 = GBM 6.936)	āyuṣmat na   /
SA_K01_vinv14_u-14	śuddhā tāvad bhikṣuparṣat* /	śuddhā tāvat bhikṣu parṣad 
SA_K01_vinv14_u-15	ko 'tra sthavireṇāpariśuddho dṛṣṭaḥ /	kaḥ tra sthavireṇa a pariśuddhaḥ dṛṣṭaḥ 
SA_K01_vinv14_u-16	tvam eva tāvat* /	tvam eva tāvat 
SA_K01_vinv14_u-17	katham ahaṃ sthavireṇa dṛṣṭaḥ /	katham aham sthavireṇa dṛṣṭaḥ 
SA_K01_vinv14_u-18	divyena cakṣuṣā /	divyena cakṣuṣā 
SA_K01_vinv14_u-19	hantedānīṃ naṣṭāḥ smaḥ /	hanta idānīm naṣṭāḥ smaḥ 
SA_K01_vinv14_u-20	yatra bhikṣavo divyena cakṣuṣā dṛṣṭvā codayanti smārayanti /	yatra bhikṣavaḥ divyena cakṣuṣā dṛṣṭvā codayanti smārayanti 
SA_K01_vinv14_u-21	ity etat prakaraṇaṃ bhikṣavo bhagavata ārocayanti /	iti etat prakaraṇam bhikṣavaḥ bhagavate ārocayanti 
SA_K01_vinv14_u-22	bhagavān āha /	bhagavān āha 
SA_K01_vinv14_u-23	asaṃvyavahāryaṃ bhikṣavo divyacakṣuḥ /	asaṃvyavahāryam bhikṣavaḥ divya cakṣuḥ 
SA_K01_vinv14_u-24	tasmān na bhikṣuṇā divyena cakṣuṣā dṛṣṭvā bhikṣuś codayitavyaḥ smārayitavyaḥ /	tasmāt na bhikṣuṇā divyena cakṣuṣā dṛṣṭvā bhikṣuḥ codayitavyaḥ smārayitavyaḥ 
SA_K01_vinv14_u-25	bhikṣur divyena cakṣuṣā dṛṣṭvā bhikṣuṃ codayati smārayati sātisāro bhavati /	bhikṣuḥ divyena cakṣuṣā dṛṣṭvā bhikṣum codayati smārayati sa atisāraḥ bhavati 
SA_K01_vinv14_u-26	yathā divyena cakṣuṣā evaṃ divyena śrotreṇa /	yathā divyena cakṣuṣā evam divyena śrotreṇa 
SA_K01_vinv14_u-27	punar apy asāv upadhivārikaḥ saṃghasthavirasya purastāt sthitvā kathayati /	punar api asau upadhivārikaḥ saṃgha sthavirasya purastāt sthitvā kathayati 
SA_K01_vinv14_u-28	sthavira prātimokṣasūtroddeśam uddiśeti /	sthavira prātimokṣa sūtra uddeśam uddiśa iti 
SA_K01_vinv14_u-29	sa kathayati /	sa kathayati 
SA_K01_vinv14_u-30	(MSV III 108) āyuṣmann apariśuddhā tāvad bhikṣuparṣat* /	āyuṣman a pariśuddhā tāvat bhikṣu parṣad 
SA_K01_vinv14_u-31	sthavira ko 'trāpariśuddhaḥ /	sthavira kaḥ trā pariśuddhaḥ 
SA_K01_vinv14_u-32	tvam eva tāvat* /	tvam eva tāvat 
SA_K01_vinv14_u-33	sthavira katham nāma tvayā saṃghamadhye mama śirasi muṣṭir nipātitā /	sthavira katham nāma tvayā saṃgha madhye mama śirasi muṣṭiḥ nipātitā 
SA_K01_vinv14_u-34	aho batāhaṃ tvayā ekānte coditaḥ syām iti /	aho bata aham tvayā ekānte coditaḥ syām iti 
SA_K01_vinv14_u-35	sa tūṣṇīm avasthitaḥ /	sa tūṣṇīm avasthitaḥ 
SA_K01_vinv14_u-36	etat prakaraṇaṃ bhikṣavo bhagavata ārocayanti /	etat prakaraṇam bhikṣavaḥ bhagavate ārocayanti 
SA_K01_vinv14_u-37	bhagavān āha /	bhagavān āha 
SA_K01_vinv14_u-38	ekānte codayitavyo na saṃghamadhye /	ekānte codayitavyaḥ na saṃgha madhye 
SA_K01_vinv14_u-39	saced ekānte codyamāno na smarati smārayitavyaḥ /	saced ekānte codyamānaḥ na smarati smārayitavyaḥ 
SA_K01_vinv14_u-40	smāritaś cet kopam āpadyate /	smāritaḥ ced kopam āpadyate 
SA_K01_vinv14_u-41	avakāśaḥ kārayitavyaḥ /	avakāśaḥ kārayitavyaḥ 
SA_K01_vinv14_u-42	avakāśaṃ kāryamāṇo 'nyenānyaṃ pratisarati /	avakāśam kāryamāṇaḥ nyena anyam pratisarati 
SA_K01_vinv14_u-43	bhagavān āha /	bhagavān āha 
SA_K01_vinv14_u-44	avacanīyaḥ kartavyaḥ /	avacanīyaḥ kartavyaḥ 
SA_K01_vinv14_u-45	avacanīyaḥ kṛtaḥ /	avacanīyaḥ kṛtaḥ 
SA_K01_vinv14_u-46	tathāpy anyenānyaṃ pratisarati /	tathā api anyena anyam pratisarati 
SA_K01_vinv14_u-47	bhagavān āha /	bhagavān āha 
SA_K01_vinv14_u-48	avavādo 'sya sthāpayitavyaḥ poṣadhaḥ pravāraṇā ca /	avavādaḥ sya sthāpayitavyaḥ poṣadhaḥ pravāraṇā ca 
SA_K01_vinv14_u-49	ekam adhārmikaṃ poṣadhasthāpanam ekaṃ dhārmikam* /	ekam adhārmikam poṣadha sthāpanam ekam dhārmikam 
SA_K01_vinv14_u-50	dve adhārmike dve dhārmike /	dve adhārmike dve dhārmike 
SA_K01_vinv14_u-51	trīṇy adhārmikāṇi trīṇi dhārmikāṇi /	trīṇi adhārmikāṇi trīṇi dhārmikāṇi 
SA_K01_vinv14_u-52	catvāry adhārmikāṇi catvāri dhārmikāṇi /	catvāri adhārmikāṇi catvāri dhārmikāṇi 
SA_K01_vinv14_u-53	paṃcādhārmikāṇi paṃca dhārmikāṇi /	paṃca adhārmikāṇi paṃca dhārmikāṇi 
SA_K01_vinv14_u-54	ṣaḍ adhārmikāṇi ṣaḍ dhārmikāṇi /	ṣaḍ adhārmikāṇi ṣaḍ dhārmikāṇi 
SA_K01_vinv14_u-55	saptādhārmikāṇi sapta dhārmikāṇi /	sapta adhārmikāṇi sapta dhārmikāṇi 
SA_K01_vinv14_u-56	aṣṭāv adhārmikāṇi aṣṭau dhārmikāṇi /	aṣṭau adhārmikāṇi aṣṭau dhārmikāṇi 
SA_K01_vinv14_u-57	navādhārmikāṇi nava dhārmikāṇi /	nava adhārmikāṇi nava dhārmikāṇi 
SA_K01_vinv14_u-58	daśādhārmikāṇi daśa dhārmikāṇi poṣadhasthāpanāni /	daśa adhārmikāṇi daśa dhārmikāṇi poṣadha sthāpanāni 
SA_K01_vinv14_u-59	ekam adhārmikaṃ poṣadhasthāpanam ekaṃ dhārmikam* /	ekam adhārmikam poṣadha sthāpanam ekam dhārmikam 
SA_K01_vinv14_u-60	adhārmikaṃ katarat* /	adhārmikam katarat 
SA_K01_vinv14_u-61	amūlakena kṛtena poṣadhaṃ sthāpayati adhārmikaṃ poṣadhasthāpanam* /	amūlakena kṛtena poṣadham sthāpayati adhārmikam poṣadha sthāpanam 
SA_K01_vinv14_u-62	dhārmikaṃ poṣadhasthāpanam katarat* /	dhārmikam poṣadha sthāpanam katarat 
SA_K01_vinv14_u-63	samūlakena kṛtena (MSV III 109)	sa mūlakena kṛtena msu 
SA_K01_vinv14_u-64	poṣadhaṃ sthāpayati dhārmikaṃ poṣadhasthāpanam* /	poṣadham sthāpayati dhārmikam poṣadha sthāpanam 
SA_K01_vinv14_u-65	idam ekam adhārmikaṃ poṣadhasthāpanam ekaṃ dhārmikam* /	idam ekam adhārmikam poṣadha sthāpanam ekam dhārmikam 
SA_K01_vinv14_u-66	dve adhārmike poṣadhasthāpane dve dhārmike /	dve adhārmike poṣadha sthāpane dve dhārmike 
SA_K01_vinv14_u-67	katame /	katame 
SA_K01_vinv14_u-68	amūlakenākṛtenāmūlakena kṛtena poṣadhaṃ sthāpayati adhārmikaṃ poṣadhasthāpanam* /	amūlakena a kṛtena a mūlakena kṛtena poṣadham sthāpayati adhārmikam poṣadha sthāpanam 
SA_K01_vinv14_u-69	samūlakenākṛtena samūlakena kṛtena poṣadhaṃ sthāpayati dhārmikaṃ poṣadhasthāpanam* /	sa mūlakena a kṛtena sa mūlakena kṛtena poṣadham sthāpayati dhārmikam poṣadha sthāpanam 
SA_K01_vinv14_u-70	ime dve adhārmike poṣadhasthāpane dve dhārmike /	ime dve adhārmike poṣadha sthāpane dve dhārmike 
SA_K01_vinv14_u-71	trīṇy adhārmikāṇi trīṇi dhārmikāṇi poṣadhasthāpanāni /	trīṇi adhārmikāṇi trīṇi dhārmikāṇi poṣadha sthāpanāni 
SA_K01_vinv14_u-72	katamāni /	katamāni 
SA_K01_vinv14_u-73	amūlakena kṛtena amūlakenākṛtena amūlakena kṛtākṛtena poṣadhaṃ sthāpayati adhārmikaṃ poṣadhasthāpanam* /	amūlakena kṛtena amūlakena akṛtena amūlakena kṛta akṛtena poṣadham sthāpayati adhārmikam poṣadha sthāpanam 
SA_K01_vinv14_u-74	samūlakena kṛtena samūlakenākṛtena samūlakena kṛtākṛtena poṣadhaṃ sthāpayati dhārmikaṃ poṣadhasthāpanam* /	sa mūlakena kṛtena sa mūlakena a kṛtena sa mūlakena kṛta a kṛtena poṣadham sthāpayati dhārmikam poṣadha sthāpanam 
SA_K01_vinv14_u-75	imāni trīṇy adhārmikāṇi poṣadhasthāpanāni trīṇi dhārmikāṇi /	imāni trīṇi adhārmikāṇi poṣadha sthāpanāni trīṇi dhārmikāṇi 
SA_K01_vinv14_u-76	catvāry adhārmikāṇi catvāri dhārmikāṇi poṣadhasthāpanāni /	catvāri adhārmikāṇi catvāri dhārmikāṇi poṣadha sthāpanāni 
SA_K01_vinv14_u-77	katamāni /	katamāni 
SA_K01_vinv14_u-78	amūlikayā śīlavipattyā dṛṣṭivipattyā ācāravipattyā ājīvavipattyā poṣadhaṃ sthāpayaty adhārmikaṃ poṣadhasthāpanam* /	amūlikayā śīla vipattyā dṛṣṭi vipattyā ācāra vipattyā ājīva vipattyā poṣadham sthāpayati adhārmikam poṣadha sthāpanam 
SA_K01_vinv14_u-79	(312v1 = GBM 6.937) samūlikayā śīlavipattyā dṛṣṭivipattyā ācāravipattyā ājīvavipattyā poṣadhaṃ sthāpayati dhārmikaṃ poṣadhasthāpanam* /	sa  mūlikayā mūlikā SIF śīla Cp vipattyā vipatti SIF dṛṣṭi Cp vipattyā SIF ācāra Cp vipattyā SIF ājīva Cp vipattyā SIF poṣadham sthāpay SPr3In dhārmikam dhārmika SANe poṣadha Cp sthāpanam SANe
SA_K01_vinv14_u-80	imāni catvāry adhārmikāṇi poṣadhasthāpanāni catvāri dhārmikāṇi /	imāni catvāri adhārmikāṇi poṣadha sthāpanāni catvāri dhārmikāṇi 
SA_K01_vinv14_u-81	paṃcādhārmikāṇi paṃca dhārmikāṇi poṣadhasthāpanāni /	paṃca adhārmikāṇi paṃca dhārmikāṇi poṣadha sthāpanāni 
SA_K01_vinv14_u-82	katamāni /	katamāni 
SA_K01_vinv14_u-83	amūlikayā pārājikayā saṃghāvaśeṣayā pāyantikayā pratideśanikayā duṣkṛtayā poṣadhaṃ sthāpayaty adhārmikaṃ poṣadhasthāpanam* /	amūlikayā pārājikayā saṃgha avaśeṣayā pāyantikayā pratideśanikayā duṣkṛtayā poṣadham sthāpayati adhārmikam poṣadha sthāpanam 
SA_K01_vinv14_u-84	(MSV III 110) samūlikayā pārājikayā saṃghāvaśeṣayā pāyantikayā pratideśanikayā duṣkṛtayā poṣadhaṃ sthāpayati dhārmikaṃ poṣadhasthāpanam* /	sa mūlikayā pārājikayā saṃgha avaśeṣayā pāyantikayā pratideśanikayā duṣkṛtayā poṣadham sthāpayati dhārmikam poṣadha sthāpanam 
SA_K01_vinv14_u-85	imāni paṃcādhārmikāṇi poṣadhasthāpanāni paṃca dhārmikāṇi /	imāni paṃca adhārmikāṇi poṣadha sthāpanāni paṃca dhārmikāṇi 
SA_K01_vinv14_u-86	ṣaḍ adhārmikāṇi poṣadhasthāpanāni ṣaḍ dhārmikāṇi poṣadhasthāpanāni /	ṣaḍ adhārmikāṇi poṣadha sthāpanāni ṣaḍ dhārmikāṇi poṣadha sthāpanāni 
SA_K01_vinv14_u-87	katamāni /	katamāni 
SA_K01_vinv14_u-88	amūlakena kṛtena amūlakenākṛtena amūlakena kṛtākṛtena /	a mūlakena kṛtena a mūlakena a kṛtena a mūlakena kṛta a kṛtena 
SA_K01_vinv14_u-89	amūlakena kṛtena sāvaśeṣeṇa amūlakenākṛtena sāvaśeṣeṇa amūlakena kṛtākṛtena sāvaśeṣeṇa poṣadhaṃ sthāpayaty adhārmikaṃ poṣadhasthāpanam* /	amūlakena kṛtena sa avaśeṣeṇa amūlakena akṛtena sa avaśeṣeṇa amūlakena kṛta akṛtena sa avaśeṣeṇa poṣadham sthāpayati adhārmikam poṣadha sthāpanam 
SA_K01_vinv14_u-90	samūlakena kṛtena samūlakenākṛtena samūlakena kṛtākṛtena /	sa mūlakena kṛtena sa mūlakena a kṛtena sa mūlakena kṛta a kṛtena 
SA_K01_vinv14_u-91	samūlakena kṛtena sāvaśeṣeṇa samūlakenākṛtena sāvaśeṣeṇa samūlakena kṛtākṛtena sāvaśeṣeṇa poṣadhaṃ sthāpayati dhārmikaṃ poṣadhasthāpanam* /	sa mūlakena kṛtena sa avaśeṣeṇa sa mūlakena akṛtena sa avaśeṣeṇa sa mūlakena kṛta akṛtena sa avaśeṣeṇa poṣadham sthāpayati dhārmikam poṣadha sthāpanam 
SA_K01_vinv14_u-92	imāni ṣaḍ adhārmikāṇi poṣadhasthāpanāni ṣaḍ dhārmikāṇi /	imāni ṣaḍ adhārmikāṇi poṣadha sthāpanāni ṣaḍ dhārmikāṇi 
SA_K01_vinv14_u-93	saptādhārmikāṇi poṣadhasthāpanāni sapta dhārmikāṇi poṣadhasthāpanāni /	sapta adhārmikāṇi poṣadha sthāpanāni sapta dhārmikāṇi poṣadha sthāpanāni 
SA_K01_vinv14_u-94	katamāni /	katamāni 
SA_K01_vinv14_u-95	amūlikayā śīlavipattyā dṛṣṭivipattyā ācāravipattyā ājīvavipattyā amūlakena dṛṣṭena śrutena pariśaṃkitena poṣadhaṃ sthāpayaty adhārmikaṃ poṣadhasthāpanam*	amūlikayā śīla vipattyā dṛṣṭi vipattyā ācāra vipattyā ājīva vipattyā amūlakena dṛṣṭena śrutena pariśaṃkitena poṣadham sthāpayati adhārmikam poṣadha sthāpanam 
SA_K01_vinv14_u-96	samūlakikayā śīlavipattyā dṛṣṭivipattyā ācāravipattyā ājīvavipattyā samūlakena dṛṣṭena śrutena pariśaṃkitena poṣadhaṃ sthāpayati dhārmikaṃ	samūlakikayā śīla vipattyā dṛṣṭi vipattyā ācāra vipattyā ājīva vipattyā sa mūlakena dṛṣṭena śrutena pariśaṃkitena poṣadham sthāpayati dhārmikam 
SA_K01_vinv14_u-97	imāni saptādhārmikāṇi sapta dhārmikāṇi poṣadhasthāpanāni /	imāni sapta adhārmikāṇi sapta dhārmikāṇi poṣadha sthāpanāni 
SA_K01_vinv14_u-98	aṣṭāv adhārmikāṇi aṣṭau dhārmikāṇi poṣadhasthāpanāni /	aṣṭau adhārmikāṇi aṣṭau dhārmikāṇi poṣadha sthāpanāni 
SA_K01_vinv14_u-99	katamāni /	katamāni 
SA_K01_vinv14_u-100	amūlikayā pārājikayā saṃghāvaśeṣayā pāyantikayā (MSV III 111)	amūlikayā pārājikayā saṃgha avaśeṣayā pāyantikayā 
SA_K01_vinv14_u-101	pratideśanikayā duṣkṛtayā amūlakena dṛṣṭena śrutena pariśaṃkitena poṣadhaṃ sthāpayaty adhārmikaṃ poṣadhasthāpanam* /	pratideśanikayā duṣkṛtayā amūlakena dṛṣṭena śrutena pariśaṃkitena poṣadham sthāpayati adhārmikam poṣadha sthāpanam 
SA_K01_vinv14_u-102	samūlikayā pārājikayā saṃghāvaśeṣayā pāyantikayā pratideśanikayā duṣkṛtayā samūlakena dṛṣṭena śrutena pariśaṃkitena poṣadhaṃ sthāpayati dhārmikaṃ  #	sa mūlikayā pārājikayā saṃgha avaśeṣayā pāyantikayā pratideśanikayā duṣkṛtayā sa mūlakena dṛṣṭena śrutena pariśaṃkitena poṣadham sthāpayati dhārmikam 
SA_K01_vinv14_u-103	poṣadhasthāpanam* /	poṣadha sthāpanam 
SA_K01_vinv14_u-104	imāni aṣṭāv adhārmikāṇi poṣadhasthāpanāni aṣṭau dhārmikāṇi /	imāni aṣṭau adhārmikāṇi poṣadha sthāpanāni aṣṭau dhārmikāṇi 
SA_K01_vinv14_u-105	navādhārmikāṇi nava dhārmikāṇi poṣadhasthāpanāni /	nava adhārmikāṇi nava dhārmikāṇi poṣadha sthāpanāni 
SA_K01_vinv14_u-106	katamāni /	katamāni 
SA_K01_vinv14_u-107	amūlakena kṛtena amūlakenākṛtena amūlakena kṛtākṛtena /	a mūlakena kṛtena a mūlakena a kṛtena a mūlakena kṛta a kṛtena 
SA_K01_vinv14_u-108	amūlakena kṛtena sāvaśeṣeṇa amūlakenākṛtena sāvaśeṣeṇa amūlakena kṛtākṛtena sāvaśeṣeṇa /	amūlakena kṛtena sa avaśeṣeṇa amūlakena akṛtena sa avaśeṣeṇa amūlakena kṛta akṛtena sa avaśeṣeṇa 
SA_K01_vinv14_u-109	amūlakena kṛtena niravaśeṣeṇa amūlakenākṛtena niravaśeṣeṇa amūlakena kṛtākṛtena niravaśeṣeṇa poṣadhaṃ sthāpayaty adhārmikaṃ poṣadhasthāpanam*	amūlakena kṛtena niravaśeṣeṇa amūlakena akṛtena niravaśeṣeṇa amūlakena kṛta akṛtena niravaśeṣeṇa poṣadham sthāpayati adhārmikam poṣadha sthāpanam 
SA_K01_vinv14_u-110	samūlakena kṛtena samūlakenākṛtena samūlakena kṛtākṛtena /	sa mūlakena kṛtena sa mūlakena a kṛtena sa mūlakena kṛta a kṛtena 
SA_K01_vinv14_u-111	samūlakena kṛtena sāvaśeṣeṇa samūlakenākṛtena sāvaśeṣeṇa samūlakena kṛtākṛtena sāvaśeṣeṇa /	sa mūlakena kṛtena sa avaśeṣeṇa sa mūlakena akṛtena sa avaśeṣeṇa sa mūlakena kṛta akṛtena sa avaśeṣeṇa 
SA_K01_vinv14_u-112	samūlakena kṛtena niravaśeṣeṇa samūlakenākṛtena niravaśeṣeṇa samūlakena kṛtākṛtena niravaśeṣeṇa poṣadhaṃ sthāpayati (313r1 = GBM 6.938)	sa mūlakena kṛtena niravaśeṣeṇa sa mūlakena akṛtena niravaśeṣeṇa sa mūlakena kṛta akṛtena niravaśeṣeṇa poṣadham sthāpayati   /
SA_K01_vinv14_u-113	dhārmikaṃ poṣadhasthāpanam* /	dhārmikam poṣadha sthāpanam 
SA_K01_vinv14_u-114	imāni navādhārmikāṇi poṣadhasthāpanāni nava dhārmikāṇi /	imāni nava adhārmikāṇi poṣadha sthāpanāni nava dhārmikāṇi 
SA_K01_vinv14_u-115	daśādhārmikāṇi daśa dhārmikāṇi poṣadhasthāpanāni /	daśa adhārmikāṇi daśa dhārmikāṇi poṣadha sthāpanāni 
SA_K01_vinv14_u-116	katamāni /	katamāni 
SA_K01_vinv14_u-117	pārājiko na bhavati /	pārājikaḥ na bhavati 
SA_K01_vinv14_u-118	pārājikakathā na viprakṛtā bhavati /	pārājika kathā na viprakṛtā bhavati 
SA_K01_vinv14_u-119	śikṣā na pratyākhyātā bhavati /	śikṣā na pratyākhyātā bhavati 
SA_K01_vinv14_u-120	śikṣāpratyākhyānakathā na (MSV III 112)	śikṣā pratyākhyāna kathā na msu 
SA_K01_vinv14_u-121	na viprakṛtā bhavati /	na viprakṛtā bhavati 
SA_K01_vinv14_u-122	saṃgho na pratyākhyāto bhavati /	saṃghaḥ na pratyākhyātaḥ bhavati 
SA_K01_vinv14_u-123	saṃghapratyākhyānakathā na viprakṛtā bhavati /	saṃgha pratyākhyāna kathā na viprakṛtā bhavati 
SA_K01_vinv14_u-124	śīlavipanno na bhavati na dṛṣṭivipanno nācāravipanno nājīvavipannaḥ /	śīla vipannaḥ na bhavati na dṛṣṭi vipannaḥ na ācāra vipannaḥ na ājīva vipannaḥ 
SA_K01_vinv14_u-125	kathaṃ pārājiko na bhavati /	katham pārājikaḥ na bhavati 
SA_K01_vinv14_u-126	yair ākārair yair liṅgair yair nimittaiḥ pārājikām āpattim āpadyate taṃ ca bhikṣuḥ paśyati na tair ākārair na tair liṅgair na tair nimittaiḥ  #	yaiḥ ākāraiḥ yaiḥ liṅgaiḥ yaiḥ nimittaiḥ pārājikām āpattim āpadyate tam ca bhikṣuḥ paśyati na taiḥ ākāraiḥ na taiḥ liṅgaiḥ na taiḥ nimittaiḥ 
SA_K01_vinv14_u-127	pārājikām āpattim āpadyamānam* /	pārājikām āpattim āpadyamānam 
SA_K01_vinv14_u-128	sa cādṛṣṭvā aśrutvā apariśaṃkya poṣadhaṃ sthāpayati /	sa ca a dṛṣṭvā a śrutvā a pariśaṃkya poṣadham sthāpayati 
SA_K01_vinv14_u-129	adhārmikaṃ poṣadhasthāpanam* /	adhārmikam poṣadha sthāpanam 
SA_K01_vinv14_u-130	evaṃ pārājiko na bhavati /	evam pārājikaḥ na bhavati 
SA_K01_vinv14_u-131	kathaṃ pārājikakathā na viprakṛtā bhavati /	katham pārājika kathā na viprakṛtā bhavati 
SA_K01_vinv14_u-132	yathāpi tat saṃbahulā bhikṣavaḥ saṃniṣaṇṇā bhavanti saṃnipatitāḥ /	yathā api tat saṃbahulāḥ bhikṣavaḥ saṃniṣaṇṇāḥ bhavanti saṃnipatitāḥ 
SA_K01_vinv14_u-133	sā ca kathā na lajjā bhavati na tanmayā na viprakṛtā /	sā ca kathā na lajjā bhavati na tad mayā na viprakṛtā 
SA_K01_vinv14_u-134	te ca bhikṣavaḥ utthāyāsanebhyo nānā viprakrāmanti /	te ca bhikṣavaḥ utthāya āsanebhyaḥ nānā viprakrāmanti 
SA_K01_vinv14_u-135	sa cādṛṣṭvā aśrutvā apariśaṃkya ca poṣadhaṃ sthāpayati /	sa ca a dṛṣṭvā a śrutvā a pariśaṃkya ca poṣadham sthāpayati 
SA_K01_vinv14_u-136	adhārmikaṃ poṣadhasthāpanam* /	adhārmikam poṣadha sthāpanam 
SA_K01_vinv14_u-137	evaṃ pārājikakathā na viprakṛtā bhavati /	evam pārājika kathā na viprakṛtā bhavati 
SA_K01_vinv14_u-138	kathaṃ śikṣā na pratyākhyātā bhavati /	katham śikṣā na pratyākhyātā bhavati 
SA_K01_vinv14_u-139	yair ākārair yair liṅgair yair nimittaiḥ śikṣāpratyākhyānaṃ kriyate taṃ ca bhikṣuḥ paśyati na tair ākārair na tair liṅgair na tair nimittaiḥ  #	yaiḥ ākāraiḥ yaiḥ liṅgaiḥ yaiḥ nimittaiḥ śikṣā pratyākhyānam kriyate tam ca bhikṣuḥ paśyati na taiḥ ākāraiḥ na taiḥ liṅgaiḥ na taiḥ nimittaiḥ 
SA_K01_vinv14_u-140	śikṣāpratyākhyānaṃ kurvāṇam* /	śikṣā pratyākhyānam kurvāṇam 
SA_K01_vinv14_u-141	sa cādṛṣṭvā aśrutvā apariśaṃkya poṣadhaṃ sthāpayati /	sa ca a dṛṣṭvā a śrutvā a pariśaṃkya poṣadham sthāpayati 
SA_K01_vinv14_u-142	adhārmikaṃ poṣadhasthāpanam* /	adhārmikam poṣadha sthāpanam 
SA_K01_vinv14_u-143	evaṃ śikṣā pratyākhyātā na bhavati /	evam śikṣā pratyākhyātā na bhavati 
SA_K01_vinv14_u-144	kathaṃ śikṣāpratyākhyānakathā na viprakṛtā bhavati /	katham śikṣā pratyākhyāna kathā na viprakṛtā bhavati 
SA_K01_vinv14_u-145	yathāpi tat saṃbahulā bhikṣavaḥ saṃniṣaṇṇā bhavanti saṃnipatitāḥ /	yathā api tat saṃbahulāḥ bhikṣavaḥ saṃniṣaṇṇāḥ bhavanti saṃnipatitāḥ 
SA_K01_vinv14_u-146	sā ca kathā na lajjā bhavati na tanmayā na viprakṛtā bhavati /	sā ca kathā na lajjā bhavati na tad mayā na viprakṛtā bhavati 
SA_K01_vinv14_u-147	(MSV III 113) te ca bhikṣavaḥ utthāyāsanebhyo nānā viprakrāmanti /	te ca bhikṣavaḥ utthāya āsanebhyaḥ nānā viprakrāmanti 
SA_K01_vinv14_u-148	sa cādṛṣṭvā aśrutvā apariśaṃkya poṣadhaṃ sthāpayati /	sa ca a dṛṣṭvā a śrutvā a pariśaṃkya poṣadham sthāpayati 
SA_K01_vinv14_u-149	adhārmikaṃ poṣadhasthāpanam* /	adhārmikam poṣadha sthāpanam 
